Date,UKRAINE
2006-05,980.4816964194207
2006-06,977.5514718849523
2006-07,952.5421500576587
2006-08,1022.5738615329553
2006-09,951.5180642530968
2006-10,895.9861804549092
2006-11,896.2582763483244
2006-12,973.9840737388071
2007-01,1116.7687099230575
2007-02,1078.9279783445493
2007-03,1124.7892375385711
2007-04,1160.9059696185548
2007-05,1166.7577386275693
2007-06,1107.1032734093917
2007-07,1160.8528297247456
2007-08,1023.410701087448
2007-09,995.9839406960734
2007-10,1087.6634236882217
2007-11,1000.0
2007-12,1060.077138840646
2008-01,985.3469060333887
2008-02,1003.0411359075282
2008-03,901.4645873016291
2008-04,828.0750003205343
2008-05,887.237839749477
2008-06,796.9890435817471
2008-07,654.6001404611737
2008-08,552.8535582147765
2008-09,342.5945027699537
2008-10,221.33369756895695
2008-11,182.08465617258713
2008-12,171.14603409988706
2009-01,155.48121520596442
2009-02,122.45714474063537
2009-03,130.96512457313491
2009-04,165.61152195483155
2009-05,225.80620064078113
2009-06,214.54462463736633
2009-07,208.5691270506183
2009-08,195.510015364911
2009-09,209.5445541559764
2009-10,258.5919167703347
2009-11,236.1634836997661
2009-12,220.86189272761195
2010-01,239.3755189786446
2010-02,264.0335454539852
2010-03,328.1790216980851
2010-04,358.7043089007542
2010-05,260.9169464873177
2010-06,278.3353837806707
2010-07,296.35655823758873
2010-08,262.05162094996473
2010-09,261.213442268018
2010-10,253.04032539230118
2010-11,275.63461530356653
2010-12,329.51189441317547
2011-01,357.4528265058051
2011-02,420.1060519592566
2011-03,400.24329763821817
2011-04,404.77285383940045
2011-05,371.0737373881151
2011-06,346.41923624654265
2011-07,353.336767258471
2011-08,289.122758322762
2011-09,206.4467407574986
2011-10,197.21814443108525
2011-11,218.6638349084133
2011-12,178.60957983771638
2012-01,183.06416170033484
2012-02,177.12217157037804
2012-03,165.33939530902143
2012-04,164.40105343232923
2012-05,118.56450315332833
2012-06,105.8863582432536
2012-07,111.6000637565668
2012-08,109.24685251163586
2012-09,105.20030128344489
2012-10,96.7516999610806
2012-11,87.68246178389595
2012-12,90.74185566090854
2013-01,96.41998379868198
2013-02,114.04889862060587
2013-03,93.63881592788044
2013-04,84.92533421735816
2013-05,87.19923316032839
2013-06,83.36297116798367
2013-07,80.05355376260056
2013-08,74.9730109378798
2013-09,71.88884096256663
2013-10,70.70172057833797
2013-11,71.2304565064234
2013-12,76.57518833138366
2014-01,75.88005356181601
2014-02,89.79490788080025
2014-03,72.66097862931532
2014-04,80.02826678328229
2014-05,90.91791457186325
2014-06,91.85065651838933
2014-07,107.76398013983116
2014-08,93.23163045721734
2014-09,93.97963809050765
2014-10,95.49562835423919
2014-11,69.59137391714168
2014-12,69.69106226713488
2015-01,74.85323007271693
2015-02,54.78266097246237
2015-03,57.21052317757165
2015-04,63.70775789414992
2015-05,63.36878627186308
2015-06,67.18518113265284
2015-07,63.887324258922625
2015-08,57.846374851093536
2015-09,56.339451587778015
2015-10,44.45992740933169
2015-11,41.86614440712403
2015-12,41.97187750240191
2016-01,37.23217964475935
2016-02,40.4397726129165
2016-03,46.494946766645306
2016-04,46.17332382890228
2016-05,46.51800826091796
2016-06,45.9647672957588
2016-07,51.7001619099767
2016-08,50.519790611922936
2016-09,51.059420316486595
2016-10,52.34837932295201
2016-11,50.423775627601245
2016-12,49.70513761491808
2017-01,60.57648387024628
2017-02,59.63679657761111
2017-03,58.577213396429066
2017-04,59.577318
2017-05,60.281728
2017-06,57.955161
2017-07,58.600899
2017-08,59.449768
2017-09,55.246745
2017-10,50.951173
2017-11,51.323736
2017-12,52.028302
2018-01,60.097736
2018-02,57.313307
2018-03,57.896629
2018-04,56.38639442805929
2018-05,57.61871683286381
2018-06,54.31169490463864
2018-07,55.81312105122159
2018-08,54.683073047507186
2018-09,54.818537832761415
2018-10,51.859014091072886
2018-11,52.84603639234095
2018-12,49.90027203277434
2019-01,52.84321244471886
2019-02,51.18750258065779
2019-03,50.54905717097515
2019-04,55.31484001276363
2019-05,49.39008882866682
2019-06,50.91456855662585
2019-07,49.87698144793627
2019-08,45.936563915651334
2019-09,43.54302537355454
2019-10,43.34220323174509
2019-11,43.14489468552568
2019-12,47.73740339357923
2020-01,45.619127565601794
2020-02,40.43825123245617
2020-03,30.90104110222262
2020-04,36.44469646303142
2020-05,37.63906369473421
2020-06,38.71816580132461
2020-07,38.7117139988069
2020-08,36.863367944533046
2020-09,36.58076370990073
2020-10,35.17227925053262
2020-11,44.321272058749535
2020-12,44.94879482051749
2021-01,49.450345662331536
2021-02,49.176621474428735
2021-03,45.503869963191775
2021-04,44.516675387053446
2021-05,50.92701122824754
2021-06,48.656661826456954
2021-07,46.7324664968036
2021-08,49.95362283555059
2021-09,54.10929525784358
2021-10,54.48100116966088
2021-11,51.215833283588076
2021-12,51.98135945041014
2022-01,46.58812478336847
2022-02,28.019037282192944
2022-03,29.770285043332716
2022-04,25.159652593367863
2022-05,26.973501972178223
2022-06,19.38208715068531
2022-07,23.924587215610057
2022-08,20.148029981954185
2022-09,17.3607593502703
2022-10,15.56002323062821
2022-11,17.886274925550623
2022-12,18.765537962345803
2023-01,18.587558747205225
2023-02,19.446682672462607
2023-03,18.35344267551866
2023-04,18.916646531390864
2023-05,18.913502269254195
2023-06,18.66359165447186
2023-07,17.94917508244989
