Date,THAILAND
2013-02,1138.7683754317595
2013-03,1156.9772806821522
2013-04,1193.6033057550565
2013-05,1113.9245344838744
2013-06,1057.711949317975
2013-07,1026.3715024995802
2013-08,910.9919763791355
2013-09,1002.4967050535847
2013-10,1066.9095969511977
2013-11,972.9166783088527
2013-12,897.8304941567301
2014-01,879.3726899011532
2014-02,918.5777330529123
2014-03,964.19192786042
2014-04,1003.8969259463711
2014-05,971.7062433497771
2014-06,1037.837136247989
2014-07,1055.381849949339
2014-08,1112.783447377849
2014-09,1116.9278598041296
2014-10,1111.241331762843
2014-11,1125.9100686763995
2014-12,1045.7369411805037
2015-01,1081.3046631946854
2015-02,1089.0498643084125
2015-03,1070.5101107522232
2015-04,1071.7216920243748
2015-05,1030.5694319629108
2015-06,1034.1851291147173
2015-07,954.7324215364131
2015-08,899.2110313165147
2015-09,852.1979310033955
2015-10,897.6317243447744
2015-11,865.8221276468951
2015-12,799.5190067546433
2016-01,832.3926117517949
2016-02,869.4698278134775
2016-03,934.84169372522
2016-04,940.8814407081564
2016-05,942.8252186461764
2016-06,961.0188808406749
2016-07,1031.0072905193142
2016-08,1068.1204664227148
2016-09,1030.3431835122635
2016-10,1006.7893479962021
2016-11,991.7880905410615
2016-12,1012.2569851677033
2017-01,1050.119689584461
2017-02,1056.9579860316585
2017-03,1099.1557687352206
2017-04,1099.462179
2017-05,1112.835668
2017-06,1125.688093
2017-07,1156.624261
2017-08,1208.14752
2017-09,1243.995757
2017-10,1274.702112
2017-11,1297.573093
2017-12,1361.733551
2018-01,1477.317089
2018-02,1511.269381
2018-03,1483.558414
2018-04,1479.3062671583202
2018-05,1406.417589120227
2018-06,1261.0759458360142
2018-07,1359.3679623224866
2018-08,1389.445906246715
2018-09,1433.0463010581966
2018-10,1328.6811496906143
2018-11,1324.6603955712471
2018-12,1286.4560000137567
2019-01,1411.324590787548
2019-02,1404.9395223077272
2019-03,1382.0026090183567
2019-04,1409.2517826711796
2019-05,1378.8544195728257
2019-06,1510.8269102197635
2019-07,1472.1640290164091
2019-08,1434.665304671995
2019-09,1420.675353603181
2019-10,1398.8647602140675
2019-11,1395.7571356510205
2019-12,1408.5674222957775
2020-01,1287.9429939000233
2020-02,1130.2584290363427
2020-03,933.1094446769655
2020-04,1082.535371587846
2020-05,1130.2666822624565
2020-06,1153.6085418292075
2020-07,1120.5549836442278
2020-08,1095.5528235788306
2020-09,991.424416572721
2020-10,968.420279816272
2020-11,1209.435425627727
2020-12,1244.004553839627
2021-01,1244.9823657032005
2021-02,1267.4585664737926
2021-03,1297.72285645849
2021-04,1284.8975188808135
2021-05,1277.4191258700143
2021-06,1234.5192824034368
2021-07,1149.2487768257529
2021-08,1281.4457001128944
2021-09,1190.3934359583293
2021-10,1225.710613570415
2021-11,1152.3651179186645
2021-12,1226.4881166436596
2022-01,1229.016772283728
2022-02,1294.757090678318
2022-03,1277.4359320023898
2022-04,1217.673288048162
2022-05,1246.6630491424735
2022-06,1142.037472886753
2022-07,1120.0243670996506
2022-08,1183.0557154020914
2022-09,1108.861438260817
2022-10,1121.773822790768
2022-11,1240.718833192508
2022-12,1287.4384971464249
2023-01,1335.7748404540678
2023-02,1212.399617318413
2023-03,1265.4145609042157
2023-04,1222.6373405266436
2023-05,1185.4800081590097
2023-06,1161.5915311239596
2023-07,1255.1016028339204
