Date,THAILAND
2000-12,100.0
2001-01,130.87677706067862
2001-02,126.01742500211954
2001-03,104.63098057379882
2001-04,107.39965080574468
2001-05,108.35463427163882
2001-06,110.80928512756836
2001-07,99.41430513447908
2001-08,119.0673663120791
2001-09,97.51325938404537
2001-10,93.57599936246558
2001-11,107.22028544461614
2001-12,105.01465155249116
2002-01,124.90131263628108
2002-02,135.42680752569598
2002-03,135.0526429184139
2002-04,135.07373423279338
2002-05,152.41930671071486
2002-06,144.11027059272737
2002-07,136.14373240427182
2002-08,131.2384213154268
2002-09,119.3409423789822
2002-10,129.9146230119407
2002-11,134.7273158866949
2002-12,133.64040995428445
2003-01,143.2558230872305
2003-02,139.2892450898921
2003-03,143.38757169563007
2003-04,148.4367845841515
2003-05,166.78639500262844
2003-06,184.40563973973173
2003-07,189.21777370919818
2003-08,210.02118314463905
2003-09,228.9274141290634
2003-10,242.77662890371784
2003-11,248.37885995177393
2003-12,325.4236246204648
2004-01,297.8339058004816
2004-02,302.5861034096249
2004-03,284.4547354073587
2004-04,282.0602373098246
2004-05,279.1214529863402
2004-06,280.9682894434745
2004-07,274.26367004112035
2004-08,271.97841627696494
2004-09,282.052865786988
2004-10,279.89672636294523
2004-11,308.377481245836
2004-12,321.3958545359812
2005-01,335.25557392419427
2005-02,362.2075174941242
2005-03,326.4282654067367
2005-04,316.2986526355879
2005-05,312.3976314491466
2005-06,311.4896734744707
2005-07,316.50761316520254
2005-08,332.9413140995492
2005-09,346.3716239100772
2005-10,322.4922648412296
2005-11,319.74152109224184
2005-12,349.4297463569792
2006-01,395.21247133169976
2006-02,382.04679814388953
2006-03,376.69058403319997
2006-04,409.74833418461594
2006-05,372.6478106999078
2006-06,357.5015175307824
2006-07,369.9074056580589
2006-08,376.69714376860867
2006-09,380.93847611002815
2006-10,410.7577986226426
2006-11,430.4942366704958
2006-12,388.2640271568314
2007-01,388.5922048519926
2007-02,414.13796069067234
2007-03,401.5876161760833
2007-04,425.1135567700689
2007-05,451.891064639832
2007-06,473.6354449380591
2007-07,541.4535527673339
2007-08,509.0543568361837
2007-09,536.9739740131265
2007-10,594.3027256702848
2007-11,554.9619211149017
2007-12,567.0540818160906
2008-01,529.1801111278226
2008-02,600.0176385776376
2008-03,585.5006202329185
2008-04,596.0118191999466
2008-05,578.358728992853
2008-06,515.819061361077
2008-07,446.9489926764203
2008-08,453.93064246652426
2008-09,399.25271754037107
2008-10,267.42912078008965
2008-11,256.2932725628322
2008-12,292.1457078403922
2009-01,280.43133760265613
2009-02,268.14402890533125
2009-03,277.4135921807471
2009-04,329.51119068543943
2009-05,385.02397647099684
2009-06,425.76655639417487
2009-07,442.5055513099517
2009-08,453.42508787018943
2009-09,510.4379133186632
2009-10,477.5859994119799
2009-11,480.59682393166673
2009-12,515.8352757981457
2010-01,488.42986754723603
2010-02,509.6326869733728
2010-03,583.8820736876522
2010-04,568.343222809305
2010-05,552.9305639102776
2010-06,573.1723541343711
2010-07,608.2315368538593
2010-08,664.9625784674602
2010-09,758.7223801665325
2010-10,772.8167235259527
2010-11,775.7020233756839
2010-12,803.2234041232466
2011-01,732.3618044842976
2011-02,774.6185627012221
2011-03,836.1430293573061
2011-04,891.898910100766
2011-05,854.9798760119617
2011-06,819.422835587898
2011-07,914.2236374584822
2011-08,846.3486590513075
2011-09,701.0063893292344
2011-10,788.1958732426523
2011-11,763.210462792108
2011-12,781.4042011772563
2012-01,846.0031936741634
2012-02,949.4481981972166
2012-03,946.0685303621289
2012-04,979.1647578307995
2012-05,866.0750953095006
2012-06,893.5954690032934
2012-07,916.536327500379
2012-08,921.0316538656235
2012-09,992.9853290520485
2012-10,975.8945932649157
2012-11,990.8178978408685
2012-12,1051.197474152664
2013-01,1112.6280685536144
