Date,NIHONKABU
1994-05,1000.0
1994-06,1049.1353679656406
1994-07,1011.0030006645758
1994-08,1017.5108873876422
1994-09,994.1749555314757
1994-10,1020.9600864023349
1994-11,969.1373035580616
1994-12,979.9842916766778
1995-01,922.4066031721316
1995-02,877.5195109028696
1995-03,961.6516473069136
1995-04,1008.0055834873511
1995-05,944.9527548665635
1995-06,899.3396264651724
1995-07,970.3949030171601
1995-08,930.9950704964331
1995-09,940.9237956824811
1995-10,887.8213653893272
1995-11,939.9316234453507
1995-12,987.6380767819348
1996-01,974.2591007831024
1996-02,956.608070887184
1996-03,993.3109861369928
1996-04,1049.3175571611434
1996-05,994.872913875539
1996-06,999.7748340382047
1996-07,954.5683431405115
1996-08,911.528899183054
1996-09,945.0253099287479
1996-10,881.186427278061
1996-11,897.5743371639181
1996-12,835.2294331300328
1997-01,743.9597747320165
1997-02,761.0518770932637
1997-03,738.6603434974635
1997-04,765.057567000156
1997-05,849.1159688786352
1997-06,912.2213742351292
1997-07,884.0258686458959
1997-08,807.0027566281254
1997-09,796.5059439119262
1997-10,721.8922168580413
1997-11,677.1935440556753
1997-12,638.1675541000907
1998-01,694.7618696995258
1998-02,698.084266922986
1998-03,653.0471206942073
1998-04,650.0174408328553
1998-05,613.9263071504587
1998-06,622.2584284832866
1998-07,613.7284130477707
1998-08,543.417080431367
1998-09,529.9838519644053
1998-10,618.4319869513247
1998-11,646.3068901484323
1998-12,671.0003032222569
1999-01,675.4792764434502
1999-02,660.3155696230136
1999-03,753.9745124034279
1999-04,785.0352840171978
1999-05,740.407322266499
1999-06,810.1802180926554
1999-07,890.6794298546938
1999-08,884.0717960963117
1999-09,939.3043836556026
1999-10,979.1480823947566
1999-11,1020.70254786499
1999-12,1083.6743546054327
2000-01,1036.3699337172434
2000-02,1009.1813662013581
2000-03,1094.7908207133262
2000-04,1012.0611701896262
2000-05,960.1407898133635
2000-06,1025.8125626169954
2000-07,907.2897772990082
2000-08,965.6530424685683
2000-09,919.1608099682146
2000-10,865.4637804983059
2000-11,829.1286548124594
2000-12,778.4028732864126
2001-01,769.1438628708993
2001-02,734.5493172434533
2001-03,712.7435814483738
2001-04,761.1667494287884
2001-05,759.3418671272432
2001-06,714.1142287370155
2001-07,660.906482251548
2001-08,644.3728825251118
2001-09,584.1703882132167
2001-10,582.9674237031151
2001-11,589.2927169668471
2001-12,545.2313201665315
2002-01,500.86709281578874
2002-02,519.5388123609725
2002-03,555.1019611252309
2002-04,585.0054474513678
2002-05,624.4507076007403
2002-06,591.6616859377561
2002-07,551.0709735960921
2002-08,544.6862838445289
2002-09,519.6167047683638
2002-10,484.2888950911196
2002-11,503.9251224652299
2002-12,490.5677587672603
2003-01,470.5204340296492
2003-02,473.65345480941795
2003-03,452.0976852556085
2003-04,448.7174528488184
2003-05,470.0206464607534
2003-06,505.1460168628204
2003-07,525.6968471409049
2003-08,581.0887522596021
2003-09,615.4010628410716
2003-10,643.259661875219
2003-11,623.8358719140891
2003-12,666.6291011629232
2004-01,678.1642935482373
2004-02,676.4937693743304
2004-03,768.0290685743923
2004-04,726.1264222938611
2004-05,700.2805783400797
2004-06,738.2090343342079
2004-07,694.269138809504
2004-08,698.2020511412566
2004-09,681.351437251033
2004-10,699.2895665703027
2004-11,733.04763042578
2004-12,770.2972726243764
2005-01,752.3741939352669
2005-02,767.9828291230268
2005-03,752.3778080028222
2005-04,732.70525036864
2005-05,725.8446076515351
2005-06,725.071710176831
2005-07,732.4160767177547
2005-08,783.3829424415142
2005-09,864.6311248188114
2005-10,854.5585165241506
2005-11,890.2170132974913
2005-12,966.5048429461381
2006-01,1014.8514360024351
2006-02,1005.7021165099568
2006-03,1030.7902653654382
2006-04,1060.7488119773893
2006-05,995.4434599758189
2006-06,984.492626264313
2006-07,979.0598557692794
2006-08,993.6796259431657
2006-09,977.4052914691703
2006-10,993.9871878592364
2006-11,1000.576168744542
2006-12,1025.102217776427
2007-01,1033.4212309474901
2007-02,1075.0793090251036
2007-03,1060.4015586378628
2007-04,1039.2686053819943
2007-05,1055.5420715500309
2007-06,1053.099286766233
2007-07,1051.5103860297659
2007-08,1021.3763783214775
2007-09,1044.189176617374
2007-10,1040.2958813828036
2007-11,1021.0717917299809
2007-12,981.0117407249008
2008-01,937.2161886721984
2008-02,943.0753197134566
2008-03,905.0610333251938
2008-04,970.4466048371787
2008-05,994.8932629453421
2008-06,927.6628748710091
2008-07,896.3861563112621
2008-08,861.2597492525441
2008-09,764.9401331670423
2008-10,652.2537650375801
2008-11,644.254327133918
2008-12,696.8898917680848
2009-01,649.1312473615016
2009-02,569.5123332663803
2009-03,580.818434165341
2009-04,636.5535837791981
2009-05,701.8308925310155
2009-06,713.8842602947599
2009-07,743.830479271113
2009-08,773.4882442666276
