Date,NIHONKABU
2009-09,760.1234052660344
2009-10,740.7146936368918
2009-11,733.3783796270873
2009-12,738.5115434598432
2010-01,752.1118864747442
2010-02,760.510220186683
2010-03,798.3592179795244
2010-04,797.1119874651764
2010-05,732.8341593945825
2010-06,718.3140243545507
2010-07,743.655781464348
2010-08,726.9147149376771
2010-09,760.0279155051181
2010-10,775.2286686335561
2010-11,791.3334660201787
2010-12,851.0666653587043
2011-01,852.382615747905
2011-02,891.4551722405556
2011-03,809.3227250781414
2011-04,812.0936189329817
2011-05,799.0428468574053
2011-06,811.1223541181441
2011-07,839.8955098570299
2011-08,771.2627764814208
2011-09,758.9280996607533
2011-10,757.8111650647991
2011-11,724.2905057948617
2011-12,730.7137860529924
2012-01,763.247573784402
2012-02,801.1323123386542
2012-03,811.6175851434557
2012-04,785.6045435569076
2012-05,715.3258371356885
2012-06,752.2487395205765
2012-07,733.9202429377143
2012-08,728.2361950475887
2012-09,744.9493594473867
2012-10,730.8294849938557
2012-11,748.1672194250539
2012-12,787.2917138100507
2013-01,815.901446660675
2013-02,837.8750573609816
2013-03,876.5306685980261
2013-04,954.6661640021879
2013-05,902.9125415551886
2013-06,918.2126791170036
2013-07,924.1829789003883
2013-08,904.3353687151608
2013-09,979.0570760495152
2013-10,979.0452597137495
2013-11,993.5050729023999
2013-12,1001.7523474339745
2014-01,963.3667733648184
2014-02,958.2831325137195
2014-03,946.4227826450623
2014-04,921.8044733160804
2014-05,958.8471066471865
2014-06,1009.4471533554062
2014-07,1016.2065669065089
2014-08,994.2981988518952
2014-09,987.0432714019265
2014-10,973.7355702622602
2014-11,976.4444719119837
2014-12,962.3484764196758
2015-01,986.2717155837207
2015-02,1045.820542793481
2015-03,1062.383593552313
2015-04,1100.7435824000313
2015-05,1116.006550827146
2015-06,1097.6367677132673
2015-07,1103.8185832451766
2015-08,1040.1443439745249
2015-09,968.2277744133808
2015-10,1066.600127653944
2015-11,1055.562309170419
2015-12,1059.7859829862095
2016-01,972.8744396702881
2016-02,944.6935890726509
2016-03,989.442284712137
2016-04,1034.9463453277478
2016-05,1024.575280200271
2016-06,998.9032639533742
2016-07,1063.671248713548
2016-08,1067.0528484297583
2016-09,1083.921575424221
2016-10,1099.1088648167408
2016-11,1072.7943337702304
2016-12,1083.4609704667732
2017-01,1124.2220618782474
2017-02,1136.6931413134816
2017-03,1132.9130497139936
2017-04,1145.168898
2017-05,1180.717205
2017-06,1194.10857
2017-07,1218.082265
2017-08,1218.261439
2017-09,1241.860589
2017-10,1299.90843
2017-11,1339.737046
2017-12,1348.16531
2018-01,1408.412118
2018-02,1387.083022
2018-03,1357.965558
2018-04,1367.407488940333
2018-05,1353.8233581933946
2018-06,1318.6735047556074
2018-07,1324.332143064334
2018-08,1326.4961328503623
2018-09,1367.1843816852627
2018-10,1251.0934233240846
2018-11,1255.1056624969353
2018-12,1171.0457171641401
2019-01,1242.4371589783245
2019-02,1242.368271064601
2019-03,1248.8792956425382
2019-04,1266.0962319219545
2019-05,1215.5443656871994
2019-06,1261.1940649650446
2019-07,1262.2530506215242
2019-08,1248.8126753884553
2019-09,1298.6691454233141
2019-10,1361.9034265573948
2019-11,1370.2447696324616
2019-12,1399.7606610923044
2020-01,1379.3852090553978
2020-02,1252.6724252386334
2020-03,1166.4955101411176
2020-04,1229.3908642146105
2020-05,1301.5411965808896
2020-06,1301.8533321475045
2020-07,1280.1520733454247
2020-08,1377.2263352821662
2020-09,1389.8676801818945
2020-10,1368.8122829822232
2020-11,1541.146639239555
2020-12,1604.389921036426
2021-01,1586.6653680547747
2021-02,1612.1014654496284
2021-03,1628.9812206006989
2021-04,1602.8421872247452
2021-05,1629.0246144847704
2021-06,1623.060385710584
2021-07,1601.7450356468762
2021-08,1651.8279971643808
2021-09,1699.7153111810962
2021-10,1642.1915696344877
2021-11,1601.340732151173
2021-12,1631.5241652980153
2022-01,1550.1061900134303
2022-02,1533.9288314872902
2022-03,1526.309844510935
2022-04,1393.0090408932003
2022-05,1416.0971735849496
2022-06,1304.601282245684
2022-07,1377.9084613645975
2022-08,1342.8449099573736
2022-09,1205.5172797433283
2022-10,1241.8182042672902
2022-11,1360.7545430544046
2022-12,1365.0669618771158
2023-01,1451.0679078157223
2023-02,1395.0976331819818
2023-03,1451.266136297025
2023-04,1456.367866951298
2023-05,1482.9690879542684
2023-06,1545.2345518720929
2023-07,1590.8805519870398
