Date,KENYA
2014-07,1812.0824449019003
2014-08,1842.5851076511447
2014-09,1896.8373251828275
2014-10,1832.8664506936868
2014-11,1920.7016150322331
2014-12,1929.9634458295022
2015-01,1951.767161924263
2015-02,2043.003437332625
2015-03,2068.241271149794
2015-04,2038.0076436152349
2015-05,1860.3045706453117
2015-06,1842.1700832931497
2015-07,1602.9168206736854
2015-08,1510.9027529944758
2015-09,1606.9209206581966
2015-10,1535.9347803901621
2015-11,1579.6238725888836
2015-12,1575.9756736612587
2016-01,1503.4414434464152
2016-02,1579.6554371638636
2016-03,1684.621373164211
2016-04,1702.142628535308
2016-05,1677.0050439817644
2016-06,1639.4748815297644
2016-07,1685.331609618446
2016-08,1567.6019644654223
2016-09,1693.7624309626742
2016-10,1677.1981261866622
2016-11,1651.6343587483843
2016-12,1593.5382593278216
2017-01,1432.2128108900067
2017-02,1447.637546425287
2017-03,1584.4591481447237
2017-04,1637.522901
2017-05,1892.290105
2017-06,1913.585569
2017-07,2036.432722
2017-08,2163.287292
2017-09,2075.872086
2017-10,2057.081599
2017-11,2221.050091
2017-12,2166.75358
2018-01,2378.518421
2018-02,2413.137588
2018-03,2646.879628
2018-04,2483.415304795625
2018-05,2396.942739545533
2018-06,2426.802205437698
2018-07,2411.1194085777083
2018-08,2329.83404746639
2018-09,2106.6756240450936
2018-10,1987.206673961719
2018-11,2035.6839819492893
2018-12,1895.7885595940838
2019-01,2135.1066932878466
2019-02,2231.2898749468463
2019-03,2327.783193597725
2019-04,2386.171218173135
2019-05,2275.1000566739244
2019-06,2267.9939195783977
2019-07,2230.53372060772
2019-08,2259.5636646806965
2019-09,2306.248773933439
2019-10,2617.4499812411705
2019-11,2625.817006244279
2019-12,2819.5811255707417
2020-01,2772.785485461466
2020-02,2506.8203987021407
2020-03,2119.0928425000416
2020-04,2269.995754108948
2020-05,2233.5567192638255
2020-06,2238.1041141978408
2020-07,2146.9822036422124
2020-08,2359.5495632592897
2020-09,2357.4902367293266
2020-10,2343.79792897312
2020-11,2427.514238368551
2020-12,2551.7995633144455
2021-01,2574.816873897331
2021-02,2781.4899090867666
2021-03,2707.9413322258733
2021-04,2967.0790479954367
2021-05,3070.2668135062954
2021-06,3121.2773850003678
2021-07,3178.0320500833845
2021-08,3265.2559496195104
2021-09,3180.7231852302225
2021-10,3173.5533257194706
2021-11,2853.464847640352
2021-12,2904.852928976427
2022-01,2811.427891672263
2022-02,2739.7985407864708
2022-03,2643.7742996490106
2022-04,2560.6341828287723
2022-05,2142.225428592473
2022-06,2031.8090531546436
2022-07,2359.215617888935
2022-08,2257.1854710527346
2022-09,2070.7469915877828
2022-10,2113.3167646856227
2022-11,2042.0541136751688
2022-12,2005.2781140386496
2023-01,1958.8453178088425
2023-02,1935.9387015110844
2023-03,1629.716884444088
2023-04,1500.1204481310983
2023-05,1420.7193780389107
2023-06,1450.5035081830285
2023-07,1435.3188140744626
