Date,KENYA
2002-05,92.68176930485936
2002-06,94.80883078456777
2002-07,96.10434708333744
2002-08,95.91564261945192
2002-09,98.19367551581158
2002-10,104.01499556572165
2002-11,115.11831266934836
2002-12,139.94893792904008
2003-01,148.73674539389904
2003-02,170.11771135295467
2003-03,185.78154892750618
2003-04,226.74852219593217
2003-05,230.9093122970502
2003-06,227.8524121809692
2003-07,246.87046840741027
2003-08,264.3178714139849
2003-09,320.7606792859083
2003-10,352.1602706553711
2003-11,462.3808280936784
2003-12,467.76129794829075
2004-01,504.7827862097682
2004-02,534.8300814167202
2004-03,440.5001763418219
2004-04,435.1465109662807
2004-05,403.897706657362
2004-06,378.53974477355996
2004-07,395.7506282190393
2004-08,412.50411726120547
2004-09,412.14750985040627
2004-10,409.96314538954374
2004-11,447.058821434063
2004-12,409.64042860953094
2005-01,444.9052203525687
2005-02,442.5470077695729
2005-03,465.3136987211055
2005-04,471.34284723204456
2005-05,532.3477549099057
2005-06,583.2609096811747
2005-07,599.1532665230989
2005-08,590.0443644194095
2005-09,592.8417060787485
2005-10,588.5187670236661
2005-11,583.643744265279
2005-12,598.6060799170987
2006-01,626.8963393890037
2006-02,600.1574879429744
2006-03,638.0726842795456
2006-04,643.1813399883936
2006-05,680.6981475731025
2006-06,660.925566191426
2006-07,651.4027843540707
2006-08,701.7100509704419
2006-09,755.1969320912914
2006-10,820.5859768901934
2006-11,888.6680516833155
2006-12,920.9570412251804
2007-01,917.3479044368408
2007-02,826.4810762192992
2007-03,848.7043929257587
2007-04,872.9716816601069
2007-05,876.2803804250483
2007-06,943.3195236775406
2007-07,953.8853477553643
2007-08,978.6155021576741
2007-09,949.4880234324925
2007-10,871.5035577361731
2007-11,1000.0
2007-12,1034.6140755555632
2008-01,821.6730145436088
2008-02,928.6261916483176
2008-03,974.5037710243016
2008-04,1125.8501921859026
2008-05,1155.3508664317224
2008-06,1119.8279905225513
2008-07,1042.4066578674008
2008-08,955.6060889413665
2008-09,809.7431009895118
2008-10,577.1256217390633
2008-11,603.8700401321072
2008-12,647.8936794912286
2009-01,582.6996212646836
2009-02,444.2896078689478
2009-03,533.8159548336374
2009-04,532.7533350235245
2009-05,536.8448948080344
2009-06,666.1662555622736
2009-07,677.9826742815835
2009-08,648.7066585886291
2009-09,654.2085703243388
2009-10,659.3395848972003
2009-11,693.136262917893
2009-12,689.6034910105748
2010-01,750.8832230186357
2010-02,738.9262281183437
2010-03,777.5224093908661
2010-04,832.3190695762396
2010-05,818.4096824856646
2010-06,830.1637861937791
2010-07,856.7746176305692
2010-08,823.0841681699806
2010-09,869.5742084730576
2010-10,931.0020742929931
2010-11,898.0708685106982
2010-12,898.5182690820124
2011-01,888.139218905666
2011-02,860.1875523703277
2011-03,813.0187014174121
2011-04,883.0097023818005
2011-05,862.043058295048
2011-06,805.8506356636366
2011-07,731.5549580839842
2011-08,636.7082877247035
2011-09,545.5880382130482
2011-10,577.732164532639
2011-11,593.0144976906436
2011-12,653.9218130116759
2012-01,690.9472873054779
2012-02,743.3893802168669
2012-03,795.4771902619116
2012-04,825.2885064997103
2012-05,823.8222051413752
2012-06,866.7434119250898
2012-07,883.7315709471621
2012-08,915.5657412807495
2012-09,959.8038690984112
2012-10,1016.8609666632478
2012-11,1012.5913003927546
2012-12,1058.6957559951934
2013-01,1154.0478958094848
2013-02,1215.3610914084404
2013-03,1361.5965046947733
2013-04,1402.8795600335502
2013-05,1534.937788116132
2013-06,1364.1699071335581
2013-07,1435.1869180317078
2013-08,1366.560620236476
2013-09,1541.6694940643633
2013-10,1620.6288042264
2013-11,1652.1183418683106
2013-12,1564.0780287034172
2014-01,1487.9404005207987
2014-02,1540.8925133263438
2014-03,1609.1393945726154
2014-04,1749.2155079254499
2014-05,1752.15150405856
2014-06,1789.6037413460353
