Date,MEXICO
2000-12,100.0
2001-01,115.08147643547406
2001-02,107.21755527860019
2001-03,103.7659696222578
2001-04,113.69392711113493
2001-05,123.12602235137119
2001-06,125.02377287995475
2001-07,120.8683678755655
2001-08,117.73270797007646
2001-09,99.36386873598038
2001-10,105.62378620583439
2001-11,109.29452803299161
2001-12,118.40799918058082
2002-01,128.7388136991618
2002-02,125.45693957555766
2002-03,138.87882458023628
2002-04,136.6243865039966
2002-05,125.63819343176468
2002-06,112.8552077393567
2002-07,104.86299808000852
2002-08,107.5030856272911
2002-09,95.94428278993277
2002-10,102.25930703225642
2002-11,107.09350159976512
2002-12,102.6441364485523
2003-01,97.2292357235242
2003-02,94.96545019643304
2003-03,96.56614193325802
2003-04,110.84766402046485
2003-05,113.91884024422332
2003-06,118.49490489865954
2003-07,123.57539425987098
2003-08,121.49519397386362
2003-09,123.95529885400043
2003-10,127.1107432304425
2003-11,131.84487394894907
2003-12,136.32638528651665
2004-01,147.92514937995767
2004-02,156.1345437032453
2004-03,163.45897701865402
2004-04,151.76017753876474
2004-05,153.5994256992037
2004-06,156.32465346492296
2004-07,153.90467340113565
2004-08,155.8509620645013
2004-09,164.96085431557913
2004-10,174.00166815849965
2004-11,186.88246565251015
2004-12,202.19913519819198
2005-01,202.48958953437972
2005-02,218.285749205253
2005-03,197.43771084614292
2005-04,193.2406791288467
2005-05,210.35645935829865
2005-06,222.61560247805687
2005-07,243.33111195587333
2005-08,240.14194245145367
2005-09,271.7120618606114
2005-10,265.593782711138
2005-11,287.7407075826081
2005-12,301.5064779327583
2006-01,326.57355186772486
2006-02,321.97954742532517
2006-03,322.8639006376359
2006-04,340.2083066736052
2006-05,302.8610165237113
2006-06,310.577003723069
2006-07,331.9120652007699
2006-08,343.5450632448063
2006-09,360.3345353841037
2006-10,385.0169955896688
2006-11,402.2741701972663
2006-12,426.45808297782486
2007-01,437.082626297732
2007-02,420.1021922128831
2007-03,451.7951147487354
2007-04,459.9839361180574
2007-05,514.1249252034403
2007-06,510.57111836173516
2007-07,489.60373643137734
2007-08,483.87201151926035
2007-09,488.3330704731818
2007-10,511.81728331579507
2007-11,483.16934983005245
2007-12,478.28996870546183
2008-01,472.039864506233
2008-02,474.97674170513125
2008-03,502.54693537783527
2008-04,493.6774838363703
2008-05,525.5671392971194
2008-06,479.8181342810393
2008-07,459.5200527767391
2008-08,440.09556606242785
2008-09,389.9716207550043
2008-10,270.34635765169435
2008-11,260.7323151377918
2008-12,272.9168546865533
2009-01,238.21220953308332
2009-02,206.57897033708755
2009-03,234.83243210754105
2009-04,268.99965537368683
2009-05,315.35691843260184
2009-06,318.35900035558495
2009-07,352.1697970825734
2009-08,369.8778866934885
2009-09,376.0906153462078
2009-10,377.9215348470934
2009-11,415.80882054916606
2009-12,427.4822904531415
2010-01,400.84308888453154
2010-02,417.869987477482
2010-03,460.9727293679644
2010-04,461.66517033720436
2010-05,431.75372955351963
2010-06,419.38917309259125
2010-07,443.896594018384
2010-08,421.5410067640636
2010-09,467.5171363675476
2010-10,505.9131040782023
2010-11,515.792661351113
2010-12,545.5258339157964
2011-01,530.0249859881139
2011-02,534.5434486269392
2011-03,548.8012048164794
2011-04,558.4928181432273
2011-05,540.5138399138193
2011-06,545.8043902773339
2011-07,541.5201608451731
2011-08,518.061981877056
2011-09,438.0935317174769
2011-10,498.95039095680653
2011-11,489.52036032064444
2011-12,479.43925747337516
2012-01,515.0223685753816
2012-02,530.5774242327007
2012-03,554.1571197363427
2012-04,551.2481640718856
2012-05,486.05650442399417
2012-06,548.0520558866756
2012-07,560.5278730148902
2012-08,547.8738662114356
2012-09,585.1116229348106
2012-10,583.918363676291
2012-11,594.341134163994
2012-12,618.7439551586083
2013-01,652.8198770671411
2013-02,633.0144470951278
2013-03,656.3829127684484
2013-04,643.0320893604206
2013-05,604.9077142416897
2013-06,582.9895932589618
2013-07,594.1053146014405
2013-08,555.0791453232778
2013-09,573.0522203977368
2013-10,596.2324726083486
2013-11,612.7451912955011
2013-12,620.0625329152815
2014-01,579.6888265748427
2014-02,558.3172334782545
2014-03,589.2449792684592
2014-04,591.0074262083668
2014-05,609.0735413622265
2014-06,627.8531681592953
2014-07,636.5019654409224
2014-08,668.5553973804128
2014-09,640.7745265777146
2014-10,637.820685064161
2014-11,608.9352229621559
2014-12,562.1852243391425
2015-01,528.4296208074264
2015-02,567.7182019776086
2015-03,551.2244806705252
2015-04,556.1450407492434
2015-05,558.1464025836607
2015-06,553.0984699825834
2015-07,538.9855037132347
2015-08,503.84710982484114
2015-09,486.84628037453643
2015-10,521.6357438200748
2015-11,506.9164201900707
2015-12,481.1876596749844
2016-01,464.9098208631054
2016-02,469.28492166158776
2016-03,521.9942963063552
2016-04,520.8591535126308
2016-05,479.92908471821295
2016-06,485.4220799925669
2016-07,484.19236911234464
2016-08,490.8891048660719
2016-09,474.54214854855576
2016-10,498.1008127866012
2016-11,434.5628667117315
2016-12,437.12757356245834
2017-01,446.7703604105661
2017-02,461.92324510843935
2017-03,507.18919205458144
2017-04,511.532055
2017-05,513.435603
2017-06,543.636795
2017-07,566.636431
2017-08,572.049235
2017-09,551.540212
2017-10,509.800134
2017-11,507.223913
2017-12,506.945824
2018-01,546.770208
2018-02,507.697799
2018-03,511.539911
2018-04,522.9487411896862
2018-05,451.473385660004
2018-06,493.18217781751076
2018-07,535.8657418386099
2018-08,518.9357908011368
2018-09,527.2219254470834
2018-10,435.64627198036294
2018-11,414.5873862772774
2018-12,428.2087474357816
2019-01,470.0724715742518
2019-02,450.3868955314437
2019-03,451.8015952317679
2019-04,475.3584492182653
2019-05,441.5952562331389
2019-06,456.83739810574895
2019-07,439.3560130877673
2019-08,437.5256067231617
2019-09,448.9994958717012
2019-10,464.85950760920133
2019-11,455.218612284708
2019-12,476.8888258517007
2020-01,483.4136418005407
2020-02,435.0684290164963
2020-03,307.7842074488225
2020-04,321.0664984703475
2020-05,341.8558199434637
2020-06,341.53529189783006
2020-07,351.2801926057881
2020-08,353.31942769140505
2020-09,357.18601071579485
2020-10,365.48835765587336
2020-11,439.40798901398773
2020-12,468.06010113455295
2021-01,448.23745403364995
2021-02,450.0212639328049
2021-03,487.7140501763626
2021-04,501.57506497172056
2021-05,542.2495377876699
2021-06,532.304529257495
2021-07,544.5063485255632
2021-08,574.7927890270216
2021-09,539.82604560929
2021-10,538.8584342760217
2021-11,507.08462478651666
2021-12,573.533206793579
2022-01,543.4437979305641
2022-02,570.1678699487975
2022-03,622.9327313112616
2022-04,554.1221245543744
2022-05,585.7666055377883
2022-06,528.4091091778066
2022-07,528.1058700979384
2022-08,501.6811190013835
2022-09,499.6132123479082
2022-10,568.8136434555557
2022-11,602.9180988476967
2022-12,561.9448214120848
2023-01,657.565446567429
2023-02,656.2813539596935
2023-03,676.2160883051233
2023-04,693.4835812737657
2023-05,675.7334670127932
2023-06,714.0133095787568
2023-07,746.9532926106525
