Date,JAPAN
1983-11,805.983
1983-12,867.963
1984-01,908.463
1984-02,905.623
1984-03,1068.906
1984-04,1045.459
1984-05,916.821
1984-06,920.986
1984-07,855.832
1984-08,929.088
1984-09,924.99
1984-10,970.483
1984-11,976.937
1984-12,1014.213
1985-01,1008.978
1985-02,1041.916
1985-03,1101.217
1985-04,1063.476
1985-05,1100.465
1985-06,1150.019
1985-07,1155.708
1985-08,1183.381
1985-09,1308.852
1985-10,1350.037
1985-11,1370.075
1985-12,1451.003704
1986-01,1491.062445
1986-02,1670.603894
1986-03,2028.961806
1986-04,2106.080202
1986-05,2092.103478
1986-06,2304.516424
1986-07,2609.124023
1986-08,2846.264435
1986-09,2917.184213
1986-10,2527.957396
1986-11,2695.483477
1986-12,2893.412189
1987-01,3358.72651
1987-02,3418.877705
1987-03,3793.348616
1987-04,4390.073675
1987-05,4381.991274
1987-06,4057.362677
1987-07,3915.235411
1987-08,4403.112199
1987-09,4247.37309
1987-10,3928.597125
1987-11,4085.483235
1987-12,4138.36782
1988-01,4361.191056
1988-02,4690.509443
1988-03,5043.936807
1988-04,5096.385222
1988-05,4866.140632
1988-06,4682.683531
1988-07,4897.347809
1988-08,4527.378924
1988-09,4722.317086
1988-10,5116.367154
1988-11,5571.018481
1988-12,5602.964562
1989-01,5619.523406
1989-02,5728.159869
1989-03,5528.090791
1989-04,5519.104683
1989-05,5206.504549
1989-06,4973.258216
1989-07,5632.951261
1989-08,5244.25914
1989-09,5578.469385
1989-10,5432.247307
1989-11,5709.361432
1989-12,5698.920658
1990-01,5356.118458
1990-02,4802.358721
1990-03,3871.151961
1990-04,3920.013247
1990-05,4481.078521
1990-06,4271.914622
1990-07,4214.290102
1990-08,3804.245666
1990-09,3181.692043
1990-10,3953.088465
1990-11,3478.097686
1990-12,3641.595321
1991-01,3745.144756
1991-02,4217.459312
1991-03,3955.239521
1991-04,4053.745471
1991-05,4035.127069
1991-06,3744.73686
1991-07,3860.509361
1991-08,3647.276212
1991-09,3965.809424
1991-10,4137.149449
1991-11,3844.964372
1991-12,3966.5617405999997
1992-01,3782.7771611999997
1992-02,3466.9179403999997
1992-03,3091.0777685999997
1992-04,2900.7819216
1992-05,3132.830994
1992-06,2846.3876029
1992-07,2813.8088417999998
1992-08,3312.3048915
1992-09,3232.8994365
1992-10,3082.7656398999998
1992-11,3162.4094591999997
1992-12,3115.662277
1993-01,3105.501366
1993-02,3239.9479739999997
1993-03,3695.733531
1993-04,4352.617004
1993-05,4472.500035999999
1993-06,4410.467449
1993-07,4689.795365
1993-08,4792.079521
1993-09,4564.282924
1993-10,4543.500939602158
1993-11,3789.4217843786582
1993-12,3909.5924066109296
1994-01,4540.797590862812
1994-02,4748.406377680919
1994-03,4545.270466951694
1994-04,4739.006586759249
1994-05,4842.751482506802
1994-06,5081.589224495804
1994-07,4899.088004382424
1994-08,4932.44654180431
1994-09,4810.685997251378
1994-10,4942.59433811443
1994-11,4693.873800284424
1994-12,4747.746081152584
1995-01,4470.851124499504
1995-02,4254.927519716117
1995-03,4646.453269269888
1995-04,4873.201654307815
1995-05,4570.9608972491205
1995-06,4352.535246001632
1995-07,4698.953771366342
1995-08,4510.051847906246
1995-09,4548.308582884012
1995-10,4293.918732371409
1995-11,4548.072315097715
1995-12,4780.591537519414
1996-01,4717.768650782616
1996-02,4633.774386633918
1996-03,4797.306359109467
1996-04,5070.059005184091
1996-05,4809.1325123183115
1996-06,4834.574909959422
1996-07,4618.082394026212
1996-08,4411.68085480826
1996-09,4564.5330723794505
1996-10,4258.285451632061
1996-11,4339.508833562414
1996-12,4039.544598077873
1997-01,3599.8667840330995
1997-02,3683.9557495754525
1997-03,3562.588671157316
1997-04,3691.7999124290914
1997-05,4099.532180181861
1997-06,4405.911334458354
1997-07,4271.682427688257
1997-08,3901.2073355054235
1997-09,3842.2279242850827
1997-10,3484.322078871457
1997-11,3270.46592272773
1997-12,3083.3273660913055
1998-01,3358.426010178971
1998-02,3375.9227249752134
1998-03,3146.252993699026
1998-04,3133.508793839978
1998-05,2961.2932290091376
1998-06,3002.886647102781
1998-07,2963.352567523999
1998-08,2625.4335533434137
1998-09,2553.7619476539744
1998-10,2982.0315213913427
1998-11,3118.379732091418
1998-12,3239.0550283798543
1999-01,3262.546244427459
1999-02,3190.951988560905
1999-03,3633.5549579438198
1999-04,3785.2388076008738
1999-05,3571.9230895444325
1999-06,3910.0323294363093
1999-07,4300.416056483409
1999-08,4270.379734850772
1999-09,4529.499225528629
1999-10,4723.676456676646
1999-11,4926.217333883554
1999-12,5231.944841102145
2000-01,5005.344367663919
2000-02,4875.57821235194
2000-03,5277.635106173694
2000-04,4880.778521213636
2000-05,4632.351774900542
2000-06,4950.819989580718
2000-07,4380.677543496022
2000-08,4664.294699043518
2000-09,4432.539572523288
2000-10,4175.489986451342
2000-11,4002.0062411201816
2000-12,3758.6173330855813
2001-01,3713.909022994127
2001-02,3546.8633434341514
2001-03,3441.571618082858
2001-04,3675.3889472272344
2001-05,3666.5772745600807
2001-06,3448.189960120268
2001-07,3191.269694637955
2001-08,3111.435138362311
2001-09,2820.7398572619513
2001-10,2814.9311925145075
2001-11,2845.473662961278
2001-12,2653.4359296869807
2002-01,2445.722011301428
2002-02,2547.2269198743315
2002-03,2693.306586498917
2002-04,2850.0979930123663
2002-05,3027.76234240726
2002-06,2869.982774544129
2002-07,2670.617256743503
2002-08,2642.2590304693476
2002-09,2524.1684478726565
2002-10,2348.4794174036324
2002-11,2443.451920638259
2002-12,2380.631501226392
2003-01,2284.1358642904706
2003-02,2297.4928339085045
2003-03,2193.5255386021677
2003-04,2176.3830128108702
2003-05,2281.9137523612103
2003-06,2450.1609375798203
2003-07,2549.5994276086226
2003-08,2818.2641808527083
2003-09,2985.369707930124
2003-10,3122.004691200458
2003-11,3025.6254644183405
2003-12,3235.4073520956226
2004-01,3293.9429372198597
2004-02,3284.268919218993
2004-03,3725.255931825308
2004-04,3523.2840545590616
2004-05,3399.5720245394427
2004-06,3582.655997621915
2004-07,3370.274723972431
2004-08,3394.687951147235
2004-09,3315.05457849348
2004-10,3401.6203057414873
2004-11,3565.7867882680375
2004-12,3748.676104149187
2005-01,3661.6231862049676
2005-02,3737.0662415342636
2005-03,3659.7392484713373
2005-04,3565.576947573325
2005-05,3533.091889316422
2005-06,3529.5819253372965
2005-07,3564.7410774339182
2005-08,3812.7653094787097
2005-09,4206.702691081509
2005-10,4156.252303908995
2005-11,4333.661649160849
2005-12,4705.315163215967
2006-01,4942.560747491559
2006-02,4900.638918368681
2006-03,5024.241611723555
2006-04,5170.386897633881
2006-05,4848.829215205757
2006-06,4795.06386562781
2006-07,4768.525448792787
2006-08,4840.085770577189
2006-09,4760.725424111413
2006-10,4843.594255120292
2006-11,4877.927676727278
2006-12,4999.137912254917
2007-01,5041.4260578714475
2007-02,5244.225943875937
2007-03,5174.907181597059
2007-04,5074.186940688133
2007-05,5156.992670464905
2007-06,5141.533105301206
2007-07,5133.1669526329515
2007-08,4982.374017202724
2007-09,5097.3130121593285
2007-10,5077.860469137353
2007-11,4984.787556478449
2007-12,4787.485033598685
2008-01,4568.681729763997
2008-02,4600.152265733795
2008-03,4413.564897894411
2008-04,4734.236348294424
2008-05,4853.394860055015
2008-06,4522.537494171598
2008-07,4368.404490541795
2008-08,4194.621532986441
2008-09,3724.4048453687806
2008-10,3173.8530977282703
2008-11,3134.3112359540064
2008-12,3389.0166182547227
2009-01,3158.673051894641
2009-02,2767.560501301014
2009-03,2825.6696838173925
2009-04,3097.6623867257736
2009-05,3416.766503572804
2009-06,3476.8543660498563
2009-07,3625.5515259344143
2009-08,3768.2191671110954
2009-09,3703.3224294261395
2009-10,3610.447579924732
2009-11,3573.429362520382
2009-12,3600.9880328533627
2010-01,3669.3416743877947
2010-02,3710.4074031213336
2010-03,3895.7099194708876
2010-04,3889.6187888885725
2010-05,3575.0749251873804
2010-06,3503.3412061385225
2010-07,3628.0546371712517
2010-08,3545.178027649948
2010-09,3707.449612444128
2010-10,3783.082625987172
2010-11,3862.6027206844046
2010-12,4156.857141022258
2011-01,4162.125331585219
2011-02,4351.915581644527
2011-03,3952.1043683453236
2011-04,3966.5168618944977
2011-05,3901.925936048334
2011-06,3959.0844520898963
2011-07,4099.29770378825
2011-08,3766.1171531544187
2011-09,3704.1617475926705
2011-10,3695.0239228566415
2011-11,3531.873609917748
2011-12,3561.1259428848016
2012-01,3722.118167588566
2012-02,3909.9547515382255
2012-03,3962.279959264537
2012-04,3835.7397959622085
2012-05,3493.3306627697657
2012-06,3672.9031501347517
2012-07,3585.192863013266
2012-08,3559.157161372382
2012-09,3641.9372167985675
2012-10,3573.739921636957
2012-11,3658.600557987946
2012-12,3852.4228628391024
2013-01,3993.8671478571805
2013-02,4100.350848924425
2013-03,4300.571158823963
2013-04,4677.761882359751
2013-05,4412.797885925102
2013-06,4489.939635501715
2013-07,4517.011896228947
2013-08,4419.820721051864
2013-09,4789.017187586294
2013-10,4788.969755967848
2013-11,4860.1901531509175
2013-12,4898.866320192184
2014-01,4709.862796272064
2014-02,4684.5981168011485
2014-03,4624.272925839387
2014-04,4504.87483204894
2014-05,4687.0440270109
2014-06,4932.140289593974
2014-07,4960.696277485988
2014-08,4852.983109094333
2014-09,4818.4697627924
2014-10,4755.671509563792
2014-11,4770.270487625341
2014-12,4701.837088984954
2015-01,4811.650368315991
2015-02,5103.614792906596
2015-03,5181.842877285875
2015-04,5365.3626338506065
2015-05,5435.280943044514
2015-06,5342.086101826648
2015-07,5367.230102485534
2015-08,5055.296407145623
2015-09,4711.494003246963
2015-10,5186.884360365171
2015-11,5135.080708238366
2015-12,5151.754057798451
2016-01,4727.99406662565
2016-02,4598.328511529472
2016-03,4815.861279879262
2016-04,5039.74199028402
2016-05,4987.401483519997
2016-06,4864.515348311336
2016-07,5179.81950404914
2016-08,5199.59658145706
2016-09,5282.859617246222
2016-10,5352.561749937112
2016-11,5223.465064552897
2016-12,5274.150696629555
2017-01,5470.379331443196
2017-02,5531.5439305579785
2017-03,5511.175910682682
2017-04,5568.99916470706
2017-05,5736.53757749409
2017-06,5797.38619221737
2017-07,5914.67093157401
2017-08,5911.620851600759
2017-09,6027.473523268971
2017-10,6305.338890949341
2017-11,6493.9322664036645
2017-12,6539.198555928515
2018-01,6838.8951246930155
2018-02,6735.8977968271
2018-03,6593.679358203839
2018-04,6637.673625245835
2018-05,6572.290290035756
2018-06,6406.7454189864975
2018-07,6432.333048472984
2018-08,6446.5669420581
2018-09,6642.40805932654
2018-10,6080.776120192244
2018-11,6104.819477413236
2018-12,5696.985055946963
2019-01,6044.488554794625
2019-02,6042.512087549186
2019-03,6076.677934624041
2019-04,6160.955175649809
2019-05,5916.9774715260855
2019-06,6138.417595457951
2019-07,6146.968993169395
2019-08,6084.68249400812
2019-09,6330.6228582176245
2019-10,6637.825726581097
2019-11,6675.098521737941
2019-12,6814.285578448951
2020-01,6721.584375531884
2020-02,6106.902626471948
2020-03,5670.39734724597
2020-04,5976.012290333045
2020-05,6329.885302729164
2020-06,6328.993705495901
2020-07,6228.535007079412
2020-08,6702.649621961168
2020-09,6768.2477101302475
2020-10,6660.050891672075
2020-11,7492.114148480784
2020-12,7801.28338024791
2021-01,7723.198599763588
2021-02,7840.155068114595
2021-03,7923.409466582885
2021-04,7802.765961121158
2021-05,7924.171258386214
2021-06,7901.167003333299
2021-07,7801.126234387633
2021-08,8040.616088958962
2021-09,8261.799236177963
2021-10,7983.888013164181
2021-11,7787.07192216407
2021-12,7934.56800008992
2022-01,7532.034988466144
2022-02,7447.830358679523
2022-03,7410.418899212322
2022-04,6757.977143215196
2022-05,6868.676040976395
2022-06,6326.5032714941235
2022-07,6687.053993227031
2022-08,6516.267348726395
2022-09,5841.112586625063
2022-10,6014.243931883011
2022-11,6596.250451160501
2022-12,6613.831270020871
2023-01,7024.841080869926
2023-02,6755.176883424226
2023-03,7022.990836936503
2023-04,7048.694792715828
2023-05,7179.8347054320775
2023-06,7473.856758584661
2023-07,7699.473500292017
