Date,INDONESIA
2000-12,99.99999999999999
2001-01,110.3025857714419
2001-02,109.022721878808
2001-03,88.67504814355762
2001-04,74.25169733700277
2001-05,91.29967869460248
2001-06,96.31684659188946
2001-07,116.99202091863509
2001-08,122.42902606233515
2001-09,98.45617643751599
2001-10,88.99470081181308
2001-11,85.68991631302565
2001-12,91.0322668431927
2002-01,111.18181618477666
2002-02,112.49575778767212
2002-03,126.17708565070915
2002-04,149.6796958081712
2002-05,160.31868353369111
2002-06,150.38522869928724
2002-07,139.0136864214263
2002-08,134.4688555491234
2002-09,125.74068739223056
2002-10,103.71823526915797
2002-11,116.0548925957504
2002-12,129.1492362845932
2003-01,113.06205374623242
2003-02,117.38762826848242
2003-03,118.68503336743981
2003-04,142.37367762785436
2003-05,166.82267782703047
2003-06,174.7987306706261
2003-07,165.52144248909315
2003-08,168.51575251879513
2003-09,199.26910761378565
2003-10,204.86121829842799
2003-11,202.68394756632415
2003-12,227.98914106159202
2004-01,251.19371602662417
2004-02,251.54454116056175
2004-03,241.0092198178144
2004-04,259.29157334255905
2004-05,231.67039037171494
2004-06,230.08573409930162
2004-07,248.45108267221676
2004-08,245.54114531702422
2004-09,276.098660243995
2004-10,292.9392746481395
2004-11,344.2351810689717
2004-12,343.4520522925015
2005-01,363.0830506544435
2005-02,365.94164566421193
2005-03,361.9650821803081
2005-04,345.1857466538605
2005-05,369.0580314891237
2005-06,378.4848319223899
2005-07,405.8690326537727
2005-08,342.08922656913694
2005-09,351.6661151786226
2005-10,341.93481375487204
2005-11,362.9686733733633
2005-12,395.36155104929264
2006-01,444.1653864957002
2006-02,448.42394889926754
2006-03,496.34789205243635
2006-04,565.9963886193054
2006-05,485.832170049987
2006-06,486.07101720594903
2006-07,515.8749555005893
2006-08,546.2747901643277
2006-09,574.6291965226674
2006-10,594.9151108057796
2006-11,652.7212476213649
2006-12,687.0484330115827
2007-01,654.3491401477648
2007-02,631.5277462342539
2007-03,672.7864334910407
2007-04,728.0969745892875
2007-05,760.816556542428
2007-06,778.3750891850001
2007-07,850.3264071300156
2007-08,800.3693119801202
2007-09,897.4630641473839
2007-10,1045.017745176051
2007-11,1047.0773058423372
2007-12,1059.2507062609793
2008-01,1038.4201988641182
2008-02,1126.883009320466
2008-03,990.873923240808
2008-04,932.6700313117861
2008-05,969.7162736651707
2008-06,943.7008062977872
2008-07,941.7908679838455
2008-08,878.2155929001434
2008-09,695.201207896596
2008-10,420.17226680156494
2008-11,370.91715558978973
2008-12,460.9961624040072
2009-01,424.1638027126797
2009-02,385.3326030410307
2009-03,466.21211745029393
2009-04,608.6097455013085
2009-05,676.1613743763078
2009-06,720.3250838552672
2009-07,894.4724261994157
2009-08,887.93517510987
2009-09,992.2645120022602
2009-10,955.4222939609189
2009-11,986.9319473607648
2009-12,1042.9595273988025
2010-01,1064.0428035158484
2010-02,1025.1232228937595
2010-03,1147.4094093249562
2010-04,1217.2460419729355
2010-05,1124.9262959847404
2010-06,1195.7973779794877
2010-07,1268.9562447338901
2010-08,1234.3876124135752
2010-09,1407.1744950091056
2010-10,1447.4560950186044
2010-11,1348.1268584882368
2010-12,1396.8333863990974
2011-01,1258.1044774761167
2011-02,1333.7106877911308
2011-03,1462.475145325157
2011-04,1535.6066238114445
2011-05,1546.5886137481727
2011-06,1574.5739975206986
2011-07,1688.1007919606168
2011-08,1554.7605047823756
2011-09,1400.4028436747742
2011-10,1518.6819033927784
2011-11,1432.6693344284533
2011-12,1480.6607799853912
2012-01,1538.0656453402619
2012-02,1517.4826377726495
2012-03,1540.805441933015
2012-04,1531.3791499533797
2012-05,1356.9197399783882
2012-06,1427.5447037617507
2012-07,1511.0244271738939
2012-08,1457.1445318171754
2012-09,1533.614282415654
2012-10,1576.679258561312
2012-11,1523.6748444434102
2012-12,1549.4983299860733
2013-01,1584.267187510803
2013-02,1744.1274478253772
2013-03,1756.977154531471
2013-04,1791.8602311510215
2013-05,1717.7616498146408
2013-06,1637.0267109692538
2013-07,1527.7058434381474
2013-08,1293.7255230247893
2013-09,1244.7378922961927
2013-10,1361.300651283119
2013-11,1195.304897373018
2013-12,1185.6945255419125
2014-01,1236.1602950023607
2014-02,1362.5312477381797
2014-03,1436.9159774402024
2014-04,1453.0815681369738
2014-05,1457.9900974837906
2014-06,1442.593975582771
2014-07,1560.3390259969697
2014-08,1539.2779705579328
2014-09,1491.868648808563
2014-10,1496.8024881570368
2014-11,1507.6228209772207
2014-12,1500.958056191642
2015-01,1483.4489138408535
2015-02,1515.480633618296
2015-03,1536.4382591274368
2015-04,1385.2911378910326
2015-05,1422.471742469743
2015-06,1320.1223820876062
2015-07,1259.5206600113663
2015-08,1151.8883096511418
2015-09,1000.4021504695679
2015-10,1158.408417838637
2015-11,1149.8777095946452
2015-12,1208.8407852660634
2016-01,1228.8502816673918
2016-02,1303.9503131760798
2016-03,1344.6870887578605
2016-04,1329.2545234040522
2016-05,1278.6216375139531
2016-06,1399.7598076747583
2016-07,1480.6567256392348
2016-08,1502.3131447901712
2016-09,1532.9632995499378
2016-10,1532.6617383196033
2016-11,1341.551486052828
2016-12,1414.1278131031484
2017-01,1414.874570187241
2017-02,1448.2216399376205
2017-03,1512.3865469870489
2017-04,1562.008764
2017-05,1599.120151
2017-06,1640.581538
2017-07,1643.533883
2017-08,1635.883241
2017-09,1623.081183
2017-10,1624.307674
2017-11,1617.665131
2017-12,1756.635005
2018-01,1809.459388
2018-02,1754.466768
2018-03,1630.463872690091
2018-04,1555.2740738522496
2018-05,1539.7293338174777
2018-06,1426.0715622766272
2018-07,1465.1858034321888
2018-08,1477.032345231815
2018-09,1453.869597887759
2018-10,1408.7296674876352
2018-11,1581.4093271082181
2018-12,1594.8255198597417
2019-01,1731.7684976228131
2019-02,1652.6193234408402
2019-03,1662.9126069463932
2019-04,1676.2110266055479
2019-05,1627.5626397582137
2019-06,1715.2836507405073
2019-07,1739.3915065676404
2019-08,1674.4544127404754
2019-09,1626.2601697003113
2019-10,1672.0199830539618
2019-11,1624.707593692702
2019-12,1739.7243797525107
2020-01,1692.2115288598009
2020-02,1487.8040750735445
2020-03,1050.9795850005846
2020-04,1178.6265011972164
2020-05,1217.9675093338226
2020-06,1302.844735536517
2020-07,1359.9636890415259
2020-08,1394.4778483823725
2020-09,1213.4603717958264
2020-10,1318.706686479206
2020-11,1513.6369879928106
2020-12,1599.0494903771028
2021-01,1554.9048880484584
2021-02,1577.2768932102335
2021-03,1478.0882041225038
2021-04,1474.908990832076
2021-05,1493.694689767208
2021-06,1402.041689790003
2021-07,1374.621478424038
2021-08,1483.57657464736
2021-09,1534.08526459526
2021-10,1662.0975975152965
2021-11,1614.913222548156
2021-12,1632.764177133044
2022-01,1642.1475300803581
2022-02,1732.3281242972469
2022-03,1788.7857527529088
2022-04,1855.5537492151518
2022-05,1794.2528660223365
2022-06,1627.581193370436
2022-07,1679.3000298938107
2022-08,1766.5095828270066
2022-09,1754.02366751807
2022-10,1760.000691796799
2022-11,1770.670306603764
2022-12,1691.432818587778
2023-01,1746.5531784748114
2023-02,1729.7387472019461
2023-03,1792.5005320453981
2023-04,1909.9830920164918
2023-05,1847.8526321076188
2023-06,1842.4563280570576
2023-07,1867.553939055335
