Date,POLAND
2017-12,253.693613
2018-01,275.925379
2018-02,248.580349
2018-03,232.949949
2018-04,236.03536726786953
2018-05,210.4966139320118
2018-06,205.8554620850774
2018-07,228.82917990551107
2018-08,230.53593902360785
2018-09,227.76676119163628
2018-10,205.03128633282137
2018-11,220.6865346099111
2018-12,221.0474148346031
2019-01,232.79307345996315
2019-02,224.34503196456598
2019-03,219.75797522730846
2019-04,222.70792293024886
2019-05,213.30157144756964
2019-06,227.5040625109701
2019-07,217.27332610844599
2019-08,197.96901297037297
2019-09,199.9365853282334
2019-10,211.90989299680075
2019-11,202.59412922031203
2019-12,208.06120013698347
2020-01,195.8696203912738
2020-02,165.11095748276753
2020-03,132.18934077494598
2020-04,144.33272178967474
2020-05,156.13483652136046
2020-06,159.69994850614947
2020-07,170.18436915209827
2020-08,177.11005443215885
2020-09,158.21405186119435
2020-10,132.83120665405397
2020-11,170.24699616829463
2020-12,184.35633558381386
2021-01,181.4897273850043
2021-02,176.78541991286127
2021-03,170.5378411629317
2021-04,186.51539915938537
2021-05,212.04798936637712
2021-06,202.37231225837306
2021-07,204.84135360951495
2021-08,216.26397482597895
2021-09,204.84412197207118
2021-10,213.4843115531791
2021-11,188.591537908417
2021-12,199.95559342881424
2022-01,193.77666168826903
2022-02,170.7547896409642
2022-03,180.35284710859497
2022-04,145.97813726875722
2022-05,150.68129854918192
2022-06,131.44021893536183
2022-07,131.00770285212198
2022-08,113.77990765669811
2022-09,98.46440229870564
2022-10,114.22686646436739
2022-11,135.5429343305384
2022-12,145.478597310468
2023-01,154.9883285773958
2023-02,148.19111471254826
2023-03,144.032932986407
2023-04,163.4680984323563
2023-05,157.01054137782148
2023-06,179.31315204455646
2023-07,194.78118427318262
