Date,POLAND
2000-12,100.0
2001-01,98.78209922571918
2001-02,87.05229842157226
2001-03,81.00423768010144
2001-04,85.02325885869304
2001-05,86.72958691488387
2001-06,74.88258621328609
2001-07,66.39532687583777
2001-08,63.300561011884156
2001-09,56.98696952450743
2001-10,71.40678950433043
2001-11,73.0154316689609
2001-12,72.34063807510589
2002-01,81.68123995442562
2002-02,75.66967577834605
2002-03,74.8839554679206
2002-04,77.6071929086083
2002-05,79.80920337419653
2002-06,68.73333411780933
2002-07,60.04629774023294
2002-08,64.85333354629553
2002-09,60.27171855016903
2002-10,71.18867398424753
2002-11,72.98323912036031
2002-12,73.05812290160488
2003-01,69.5228408415349
2003-02,66.95739509391423
2003-03,63.17867253654192
2003-04,70.78109822474792
2003-05,77.23029157258615
2003-06,77.23583581809402
2003-07,86.38780499677141
2003-08,98.1316505225568
2003-09,88.17534547146604
2003-10,91.92438884633148
2003-11,87.52336801589432
2003-12,98.71468113666661
2004-01,99.92857037365266
2004-02,104.06733843536091
2004-03,107.03455159390043
2004-04,103.30475902581296
2004-05,104.49155056786454
2004-06,109.99827090213604
2004-07,108.3701233597603
2004-08,110.6269835896914
2004-09,120.75521001692205
2004-10,128.63457248027134
2004-11,140.0067236088293
2004-12,159.00733054975703
2005-01,148.81336847973677
2005-02,177.40984955766683
2005-03,158.8685499616616
2005-04,140.33814439981134
2005-05,144.7162861497189
2005-06,155.45343842055937
2005-07,166.69749333297156
2005-08,175.9545516546396
2005-09,197.83580911359024
2005-10,177.5200528795097
2005-11,187.47361702881545
2005-12,197.48044420935213
2006-01,212.211727567569
2006-02,212.71278440011142
2006-03,209.9620586069502
2006-04,243.2031743027571
2006-05,214.36245037584538
2006-06,214.33464146021376
2006-07,249.3922003
2006-08,229.8780899
2006-09,223.651006
2006-10,244.1566385
2006-11,269.7068423
2006-12,274.9406423
2007-01,285.3460496
2007-02,268.26642087106825
2007-03,299.57405458839395
2007-04,318.72726844526375
2007-05,320.4015959921247
2007-06,338.8528655964976
2007-07,340.46958187202347
2007-08,322.41334434741697
2007-09,341.86724412401185
2007-10,384.3008247842341
2007-11,354.73738398338946
2007-12,347.7714550122085
2008-01,299.33389091980087
2008-02,309.92050365110356
2008-03,334.27582733338465
2008-04,328.9326938785726
2008-05,338.13976125620513
2008-06,306.15083888304713
2008-07,344.7767761074937
2008-08,298.28099021588434
2008-09,257.94692989068886
2008-10,170.6312607408753
2008-11,150.42935678247085
2008-12,157.1134056810522
2009-01,117.9663748125017
2009-02,93.93661652297023
2009-03,107.70892292930586
2009-04,136.05122583533384
2009-05,141.0307271204241
2009-06,147.1709381320229
2009-07,188.64911129940938
2009-08,200.60041683097057
2009-09,196.97374661739502
2009-10,210.03766208717147
2009-11,227.90423993940772
2009-12,222.3113169489689
2010-01,219.82329677672507
2010-02,208.7248598542745
2010-03,231.7373162109352
2010-04,230.2889687131299
2010-05,196.39556695018808
2010-06,181.21802358148418
2010-07,216.86131194515798
2010-08,209.211098898276
2010-09,245.47723645045696
2010-10,256.7994657346906
2010-11,232.17762996526457
2010-12,256.19880273663404
2011-01,259.9335477061385
2011-02,261.5174837622116
2011-03,273.90712243749743
2011-04,302.64943065476893
2011-05,292.55314618199156
2011-06,284.5770787759674
2011-07,275.9272244066422
2011-08,240.87647926534672
2011-09,190.5962669880609
2011-10,216.3572001834186
2011-11,195.43334064187545
2011-12,179.02988735163433
2012-01,206.0779227923747
2012-02,215.1038333998756
2012-03,210.39663690551637
2012-04,204.10660479741594
2012-05,169.40149095998893
2012-06,198.73101980231516
2012-07,195.481935271241
2012-08,205.54685624751548
2012-09,223.0892538077121
2012-10,217.86238931636063
2012-11,229.77454718573676
2012-12,249.2833640891746
2013-01,241.59673551765607
2013-02,232.58001073952792
2013-03,220.56374558753438
2013-04,222.5641957663732
2013-05,229.89134025094987
2013-06,210.29547826464093
2013-07,228.82317574007908
2013-08,234.04375529725013
2013-09,246.40111922619565
2013-10,264.11240887698483
2013-11,268.0170724433027
2013-12,255.73252803532725
2014-01,240.9688764461474
2014-02,269.89865742505583
2014-03,264.53476026466217
2014-04,263.3040075040228
2014-05,263.6030946294148
2014-06,261.63451435192104
2014-07,246.23766485232593
2014-08,250.7432433063546
2014-09,254.92862245935052
2014-10,245.56061351420138
2014-11,241.09820011087186
2014-12,219.38573166636013
2015-01,211.21134626101968
2015-02,214.8742393228534
2015-03,212.79863330676298
2015-04,235.0392027804349
2015-05,219.1019536413875
2015-06,210.81353654135205
2015-07,204.05363483159718
2015-08,197.1151531365896
2015-09,188.02223159957973
2015-10,185.90839597667278
2015-11,165.73738598103762
2015-12,163.7632935103252
2016-01,152.17905198624624
2016-02,158.783920659996
2016-03,186.49987430026127
2016-04,171.98456287418773
2016-05,158.04086020574206
2016-06,153.8745847276374
2016-07,158.31795939326085
2016-08,161.20276762914384
2016-09,158.57791566461486
2016-10,163.93763892275024
2016-11,151.67569975361516
2016-12,163.96902419669536
2017-01,181.11687110943947
2017-02,190.42213216773678
2017-03,193.06715160892946
2017-04,215.210893
2017-05,215.623611
2017-06,219.362503
2017-07,233.828775
2017-08,249.486726
2017-09,239.823756
2017-10,247.682074
2017-11,245.011765
