Date,SAUDI ARABIA DOMESTIC
2005-05,729.2511544
2005-06,814.9045071
2005-07,780.2817247
2005-08,889.0452252
2005-09,904.3576683
2005-10,941.6992486
2005-11,1000.0
2005-12,1034.215686893883
2006-01,1154.6414397019946
2006-02,1198.5993064300803
2006-03,1054.6747903605333
2006-04,844.5758587270755
2006-05,696.1279042201993
2006-06,818.2426232989378
2006-07,677.6268365307465
2006-08,693.3715233246413
2006-09,695.3435955313839
2006-10,602.7153993711694
2006-11,526.527975007371
2006-12,508.8415544555695
2007-01,447.5363551117233
2007-02,522.7756013657928
2007-03,502.80997463024386
2007-04,472.6670895355361
2007-05,477.03779055056503
2007-06,451.5948896887509
2007-07,483.760708014231
2007-08,524.3076918366794
2007-09,511.49998193348495
2007-10,554.2984508509934
2007-11,624.561876835645
2007-12,745.4500453898233
2008-01,630.5149361525912
2008-02,677.3135132544053
2008-03,603.218982243476
2008-04,678.5315439391035
2008-05,636.1464762505404
2008-06,630.8029493945106
2008-07,589.8544869826225
2008-08,604.173716336337
2008-09,505.23996267
2008-10,376.9164852584655
2008-11,292.7941543466111
2008-12,316.8641969624006
2009-01,313.210091653074
2009-02,293.1836392585029
2009-03,307.20354484786526
2009-04,370.93457192919755
2009-05,395.4130381153563
2009-06,385.34583267267794
2009-07,404.95420714425813
2009-08,402.59451595594817
2009-09,443.85204441414254
2009-10,454.9975043487732
2009-11,450.2964215717581
2009-12,439.9465685434874
2010-01,450.9832342422904
2010-02,464.90851629370707
2010-03,501.52422166585154
2010-04,513.786741303325
2010-05,451.37357206036864
2010-06,448.4400491480715
2010-07,464.8533316625315
2010-08,453.7283837943912
2010-09,473.411258016574
2010-10,477.8931887749484
2010-11,485.1289950647098
2010-12,508.27000553543985
2011-01,484.65761434615973
2011-02,456.98522319895693
2011-03,506.3780700935638
2011-04,527.3932312058104
2011-05,523.2815691658897
2011-06,514.7817581706399
2011-07,509.7220777351675
2011-08,474.18529031259976
2011-09,481.89184358602984
2011-10,486.8309697461195
2011-11,475.2493282601165
2011-12,496.1560373257373
2012-01,512.1321222681613
2012-02,558.9897121757167
2012-03,609.3380580228159
2012-04,602.1641502593144
2012-05,558.5347287860028
2012-06,528.7875266423247
2012-07,550.7881499455049
2012-08,570.9380564203884
2012-09,549.3496532421772
2012-10,548.6556713798188
2012-11,527.3966349048321
2012-12,549.9169887863845
2013-01,571.6600811154907
2013-02,567.1410434894761
2013-03,590.0500353240034
2013-04,588.6220024266148
2013-05,610.3772490338008
2013-06,617.7046019399188
2013-07,659.4514188781021
2013-08,651.6252343159123
2013-09,666.4870446608454
2013-10,680.6452389486193
2013-11,709.3739501249673
2013-12,726.7272229799078
2014-01,747.3147225719473
2014-02,776.2937194418339
2014-03,809.2286392900913
2014-04,813.4824603478878
2014-05,833.5112783205055
2014-06,810.1602201931919
2014-07,885.0843763534185
2014-08,954.6918152413618
2014-09,932.303718070708
2014-10,861.3942929019819
2014-11,768.882172210795
2014-12,707.1159887295373
2015-01,750.6418626125087
2015-02,794.1777308509297
2015-03,751.5073422789417
2015-04,864.1964158902186
2015-05,852.3444335415298
2015-06,791.4955282980679
2015-07,804.2334710488458
2015-08,678.1923234493792
2015-09,662.7689169108428
2015-10,639.3993539024952
2015-11,648.4197751125485
2015-12,617.6772528938193
2016-01,532.2217258683237
2016-02,555.428395593704
2016-03,566.6991727355503
2016-04,625.7214694617167
2016-05,597.8864448023503
2016-06,600.5612463702172
2016-07,585.4053921872321
2016-08,571.3108035293789
2016-09,536.2462770499421
2016-10,578.9975754431529
2016-11,664.8533188063248
2016-12,681.211590212666
2017-01,676.7057807734876
2017-02,666.4780631898437
2017-03,669.6009454673843
2017-04,669.733987
2017-05,670.796788
2017-06,740.862881
2017-07,705.298349
2017-08,727.031004
2017-09,729.17552
2017-10,700.434549
2017-11,713.636784
2017-12,732.882504
2018-01,783.420972
2018-02,762.568876
2018-03,828.687872
2018-04,872.7510840250461
2018-05,890.8895037011836
2018-06,905.9512056063056
2018-07,915.8245012357681
2018-08,881.157349614435
2018-09,879.6578708397245
2018-10,883.9542673234603
2018-11,855.4832807298411
2018-12,873.3191714658051
2019-01,964.6030430562399
2019-02,962.9408231376161
2019-03,1003.1148184843092
2019-04,1078.7474678723013
2019-05,984.9590752033046
2019-06,1016.3107823834207
2019-07,1005.768494668021
2019-08,917.0596116260484
2019-09,920.9487336799174
2019-10,881.7390694412736
2019-11,896.7076817962216
2019-12,951.0186562594661
2020-01,922.3411897209738
2020-02,847.2673051157012
2020-03,731.1537373261352
2020-04,808.1037841444837
2020-05,809.0305708899479
2020-06,826.3533679998199
2020-07,842.1254294475827
2020-08,890.7617720854138
2020-09,913.7954052344242
2020-10,890.034382565656
2020-11,980.5596464237809
2020-12,977.7040552991165
2021-01,989.9384766283797
2021-02,1057.3569220860522
2021-03,1155.4831978419743
2021-04,1223.5578965041013
2021-05,1230.6413605281457
2021-06,1279.6788862836693
2021-07,1291.0567577170382
2021-08,1355.1532583097803
2021-09,1393.4349724781214
2021-10,1448.521348403561
2021-11,1333.2486026129131
2021-12,1405.959021879684
2022-01,1530.9440554948062
2022-02,1592.8566115533556
2022-03,1655.1375996571958
2022-04,1759.3254676340696
2022-05,1625.8739876420266
2022-06,1436.098316319685
2022-07,1526.4222707437043
2022-08,1552.67624244551
2022-09,1434.5013365440145
2022-10,1478.802944828872
2022-11,1376.0560460515674
2022-12,1324.593732411848
2023-01,1365.688883981451
2023-02,1257.6316846657937
2023-03,1329.5073645281345
2023-04,1405.8741347736177
2023-05,1358.9592361777181
2023-06,1406.7254702759205
2023-07,1439.366216397283
