Date,AUSTRALIA
1969-12,100.0
1970-01,96.867
1970-02,95.749
1970-03,95.425
1970-04,84.742
1970-05,79.248
1970-06,89.487
1970-07,92.34
1970-08,91.624
1970-09,91.746
1970-10,83.334
1970-11,79.254
1970-12,80.231
1971-01,78.415
1971-02,76.949
1971-03,81.19
1971-04,78.233
1971-05,76.036
1971-06,76.737
1971-07,73.668
1971-08,71.158
1971-09,64.129
1971-10,64.417
1971-11,63.444
1971-12,78.192
1972-01,75.761
1972-02,83.518242
1972-03,86.292655
1972-04,84.629
1972-05,88.298
1972-06,90.695
1972-07,85.593
1972-08,86.141
1972-09,83.39
1972-10,88.496
1972-11,91.313
1972-12,93.857
1973-01,96.971
1973-02,98.063
1973-03,97.913
1973-04,91.761
1973-05,99.412
1973-06,97.001
1973-07,98.839
1973-08,88.017
1973-09,85.284
1973-10,90.278
1973-11,82.587
1973-12,81.616
1974-01,92.319
1974-02,100.849
1974-03,94.621
1974-04,91.092
1974-05,77.814
1974-06,73.080754
1974-07,61.651999
1974-08,60.446
1974-09,42.698
1974-10,53.493
1974-11,55.691
1974-12,53.487
1975-01,65.802
1975-02,67.031
1975-03,65.778
1975-04,64.653
1975-05,71.257
1975-06,69.203
1975-07,67.82
1975-08,65.467
1975-09,69.909
1975-10,71.951
1975-11,76.865
1975-12,79.257
1976-01,80.624
1976-02,81.964
1976-03,80.055
1976-04,81.938
1976-05,82.783
1976-06,83.892
1976-07,92.456
1976-08,92.2
1976-09,84.769
1976-10,79.695
1976-11,62.958
1976-12,70.244
1977-01,71.486
1977-02,69.336
1977-03,73.441
1977-04,72.614
1977-05,75.889
1977-06,75.649
1977-07,71.513
1977-08,68.043
1977-09,68.007
1977-10,73.042
1977-11,71.072
1977-12,77.478
1978-01,73.748
1978-02,69.695
1978-03,73.645
1978-04,78.358
1978-05,82.176
1978-06,81.93
1978-07,87.39
1978-08,92.898
1978-09,96.794
1978-10,92.502
1978-11,87.695
1978-12,93.142
1979-01,96.903
1979-02,100.07
1979-03,101.284
1979-04,97.824
1979-05,100.832
1979-06,99.416
1979-07,102.516
1979-08,114.86
1979-09,122.811
1979-10,121.067
1979-11,117.795
1979-12,132.251
1980-01,159.602
1980-02,163.73
1980-03,133.951
1980-04,143.309
1980-05,163.422
1980-06,175.626
1980-07,175.489
1980-08,185.576
1980-09,196.542
1980-10,209.516
1980-11,203.796
1980-12,201.993
1981-01,180.834
1981-02,173.423
1981-03,191.543
1981-04,189.313
1981-05,187.774
1981-06,184.688
1981-07,164.129
1981-08,165.109
1981-09,149.697
1981-10,140.833
1981-11,154.395
1981-12,151.927
1982-01,135.118
1982-02,120.657
1982-03,111.382
1982-04,125.536
1982-05,123.717
1982-06,112.839
1982-07,108.815
1982-08,111.021
1982-09,113.492
1982-10,113.286
1982-11,111.649
1982-12,115.906
1983-01,127.875
1983-02,118.011
1983-03,110.67
1983-04,128.427
1983-05,137.083
1983-06,133.135
1983-07,149.766
1983-08,155.255
1983-09,162.106
1983-10,159.575
1983-11,174.6
1983-12,178.658
1984-01,178.011
1984-02,171.762
1984-03,178.408
1984-04,176.763
1984-05,148.263
1984-06,146.346
1984-07,146.502
1984-08,161.193
1984-09,159.139
1984-10,164.938
1984-11,166.077
1984-12,154.2
1985-01,163.673
1985-02,147.965
1985-03,151.766
1985-04,149.466
1985-05,152.884
1985-06,153.579
1985-07,181.033
1985-08,175.535
1985-09,187.411
1985-10,193.476
1985-11,181.873
1985-12,184.366867
1986-01,207.939441
1986-02,196.123389
1986-03,217.318001
1986-04,240.195541
1986-05,241.012263
1986-06,214.581382
1986-07,180.504618
1986-08,193.189254
1986-09,210.198805
1986-10,237.1636
1986-11,240.559864
1986-12,262.310017
1987-01,265.45355
1987-02,297.917626
1987-03,329.830025
1987-04,340.949744
1987-05,352.266208
1987-06,359.881993
1987-07,400.529023
1987-08,438.177544
1987-09,454.270613
1987-10,251.797099
1987-11,276.668549
1987-12,286.575544
1988-01,268.97975
1988-02,271.593436
1988-03,318.632688
1988-04,338.521184
1988-05,389.040827
1988-06,376.436979
1988-07,399.6563
1988-08,388.830084
1988-09,376.498738
1988-10,402.699304
1988-11,394.132028
1988-12,390.89192
1989-01,426.82296
1989-02,362.750885
1989-03,369.320795
1989-04,374.472298
1989-05,364.665336
1989-06,368.376681
1989-07,400.727387
1989-08,434.457018
1989-09,433.901074
1989-10,415.784686
1989-11,405.962708
1989-12,427.24673
1990-01,423.98094
1990-02,394.729031
1990-03,384.845451
1990-04,358.936271
1990-05,391.895038
1990-06,408.831515
1990-07,428.468681
1990-08,421.771384
1990-09,397.772461
1990-10,361.051298
1990-11,361.635785
1990-12,352.328008
1991-01,372.704768
1991-02,399.973565
1991-03,405.969526
1991-04,438.081348
1991-05,425.129673
1991-06,430.301302
1991-07,457.04657
1991-08,453.740578
1991-09,470.692759
1991-10,494.837285
1991-11,469.841208
1991-12,470.8353509
1992-01,457.86307819999996
1992-02,460.9760975
1992-03,464.0846985
1992-04,480.3575671
1992-05,488.0127083
1992-06,471.4401804
1992-07,460.5868508
1992-08,424.25848659999997
1992-09,406.19702159999997
