Date,AUSTRALIA
1992-10,381.378284
1992-11,384.13759749999997
1992-12,419.90952519999996
1993-01,406.512458
1993-02,437.73185
1993-03,454.956485
1993-04,457.868023
1993-05,449.77124299999997
1993-06,439.55137
1993-07,482.731695
1993-08,503.142482
1993-09,490.493771
1993-10,545.9730340651016
1993-11,511.78020486330394
1993-12,567.6100159297808
1994-01,628.3083611795973
1994-02,596.2877577268889
1994-03,552.5596635228426
1994-04,572.5595355858328
1994-05,599.9011117567395
1994-06,569.0338909347457
1994-07,597.9471633572448
1994-08,626.2600849090289
1994-09,592.5719428753376
1994-10,608.8299201250779
1994-11,585.7434444286264
1994-12,598.286366657577
1995-01,562.1672476555055
1995-02,580.0751831289108
1995-03,574.1244550107914
1995-04,612.8280417061421
1995-05,598.8645231884975
1995-06,592.1429137941802
1995-07,647.278588340054
1995-08,659.2634682534251
1995-09,655.0878376203018
1995-10,638.7709566431273
1995-11,651.9390142637207
1995-12,665.2316720917036
1996-01,685.2141169462164
1996-02,706.9096230718344
1996-03,703.7450195342095
1996-04,738.3054551493315
1996-05,732.60369827938
1996-06,708.4169041599253
1996-07,675.2003791601417
1996-08,718.4395939612148
1996-09,719.1018477674737
1996-10,746.6744302784051
1996-11,777.1638577963347
1996-12,774.9466489028626
1997-01,743.4453292871859
1997-02,764.8944879156386
1997-03,762.1436850540088
1997-04,782.7929586833898
1997-05,797.0556797539429
1997-06,823.0802103507112
1997-07,816.6570217063213
1997-08,760.4376595323049
1997-09,796.8442358323772
1997-10,689.2466816685187
1997-11,674.6460132462439
1997-12,694.0370114700773
1998-01,739.8940024670167
1998-02,752.8110663497388
1998-03,755.0992844116163
1998-04,743.8784154354623
1998-05,701.0638746466875
1998-06,702.5665166769696
1998-07,698.1764178432677
1998-08,603.6098899326753
1998-09,643.4433316816697
1998-10,698.5469436951153
1998-11,741.8943391773788
1998-12,736.165422243217
1999-01,780.5020280357675
1999-02,760.6906643097225
1999-03,792.630241275732
1999-04,873.7764631176816
1999-05,801.9373292273906
1999-06,841.8063205049547
1999-07,841.1371896982728
1999-08,793.7481198738138
1999-09,796.8929560059748
1999-10,778.3578222244466
1999-11,819.6076387639122
1999-12,865.8419550541264
2000-01,834.6482738712797
2000-02,814.9826981128166
2000-03,807.8812808732575
2000-04,786.1140060360615
2000-05,758.1908550845259
2000-06,867.7333602748394
2000-07,814.9353356317171
2000-08,823.5379684283232
2000-09,787.3111416528407
2000-10,736.6129020462803
2000-11,752.9939117868674
2000-12,779.6642530637733
2001-01,811.1559137860011
2001-02,774.1145741104779
2001-03,691.9643366314556
2001-04,773.390680530337
2001-05,777.7849868739617
2001-06,802.5033986854417
2001-07,761.0974822953896
2001-08,765.1382316595269
2001-09,668.9803899433215
2001-10,727.9314254037006
2001-11,783.8168491602722
2001-12,792.7359353557276
2002-01,794.879421371429
2002-02,799.3745261546171
2002-03,826.5018269209907
2002-04,816.1846231599084
2002-05,867.0967571108066
2002-06,824.2937608000216
2002-07,762.5224759489616
2002-08,780.6299123785212
2002-09,736.9556654173533
2002-10,776.513677446046
2002-11,796.9615474760607
2002-12,782.1444673972429
2003-01,796.2083983560299
2003-02,784.9340465233678
2003-03,812.6136990511873
2003-04,876.9915460551682
2003-05,906.3389512267028
2003-06,941.3921220959685
2003-07,938.3794107222185
2003-08,960.7574683574987
2003-09,997.8120173325025
2003-10,1082.1893936022175
2003-11,1077.723603958974
2003-12,1169.0008549675283
2004-01,1167.3373986260592
2004-02,1221.1619649826341
2004-03,1238.311622064361
2004-04,1164.900118891492
2004-05,1171.8092687695369
2004-06,1169.9967107511397
2004-07,1173.003018961227
2004-08,1194.3391161096622
2004-09,1272.112037285487
2004-10,1348.4710288439462
2004-11,1461.7045462311278
2004-12,1523.667527741345
2005-01,1534.7853221637306
2005-02,1617.1731843332602
2005-03,1551.2933966755863
2005-04,1526.2395495918995
2005-05,1524.0303489550804
2005-06,1609.0627204734626
2005-07,1647.0068637841384
2005-08,1659.921246366372
2005-09,1779.928234260659
2005-10,1669.1436780223728
2005-11,1728.6307630644783
2005-12,1767.7353490907358
2006-01,1893.5918877661245
2006-02,1864.156220473548
2006-03,1871.2288773837981
2006-04,2042.8526501632807
2006-05,1928.4082583745962
2006-06,1940.5770029712494
2006-07,1964.169969504675
2006-08,2020.2651088003815
2006-09,1990.8470462390596
2006-10,2154.4622581237527
2006-11,2239.7056735006863
2006-12,2313.2495493628257
2007-01,2318.4567275576487
2007-02,2397.2474230730677
2007-03,2526.579883080419
2007-04,2677.713970240505
2007-05,2717.016477412315
2007-06,2787.0856082974974
2007-07,2749.0013570837723
2007-08,2697.2232440341754
2007-09,3097.4392580708823
2007-10,3330.7366521766576
2007-11,3078.908023619294
2007-12,2968.7622174088106
2008-01,2694.944192050887
2008-02,2774.9840129177023
2008-03,2620.1911001188964
2008-04,2841.524455967427
2008-05,2906.6944409479734
2008-06,2725.683787709661
2008-07,2534.5103690673186
2008-08,2425.0809528380405
2008-09,2001.7672795943768
2008-10,1490.800947892678
2008-11,1377.9411671933951
2008-12,1464.3852681506164
2009-01,1271.3034583799456
2009-02,1223.6829188425017
2009-03,1441.2605536873943
2009-04,1603.4366063749178
2009-05,1762.5766440095854
2009-06,1849.8223361301573
2009-07,2039.2167889545706
2009-08,2205.8752651529726
2009-09,2462.4779170122933
2009-10,2464.1148498060115
2009-11,2540.5586876808406
2009-12,2583.6630437820227
2010-01,2402.8691361205956
2010-02,2484.1354758867496
2010-03,2690.926300894335
2010-04,2675.8082737245995
2010-05,2228.8734141272166
2010-06,2179.976099867583
2010-07,2445.66209420999
2010-08,2370.2058334798403
2010-09,2694.7970565143028
2010-10,2772.032546380782
2010-11,2676.0050905751787
2010-12,2958.8757866443143
2011-01,2891.3703486286154
2011-02,3023.9822661621884
2011-03,3090.416747460419
2011-04,3268.779667201596
2011-05,3104.6839372738987
2011-06,3071.8537500381217
2011-07,3004.3400801105618
2011-08,2871.5747093995446
2011-09,2451.762529968629
2011-10,2868.8125474245885
2011-11,2676.541638769403
2011-12,2634.7450195961746
2012-01,2867.1698667946084
2012-02,2953.66993263736
2012-03,2870.4758433994284
2012-04,2926.182387931145
2012-05,2547.8368685297824
2012-06,2724.9273006660715
2012-07,2927.857656951366
2012-08,2933.1931176581593
2012-09,3010.258636179613
2012-10,3089.859437263189
2012-11,3125.0331298450137
2012-12,3216.216091155592
2013-01,3393.298223044345
2013-02,3525.734763979861
2013-03,3507.585428425362
2013-04,3671.404574362004
2013-05,3227.167417159054
2013-06,3019.035187848861
2013-07,3104.3596151178426
2013-08,3151.850436422006
2013-09,3379.5896798506146
2013-10,3567.7088409161047
2013-11,3410.7064916619042
2013-12,3350.1336137052285
2014-01,3168.4671234229563
2014-02,3413.153455074575
2014-03,3548.5008428622514
2014-04,3614.849949395713
2014-05,3654.5923428933193
2014-06,3646.861839224703
2014-07,3751.2188141349793
2014-08,3790.035652674757
2014-09,3357.5486509738957
2014-10,3534.846951225893
2014-11,3312.5534041435467
2014-12,3235.7447299478736
2015-01,3178.276081567387
2015-02,3421.1209459058605
2015-03,3335.835551540877
2015-04,3374.623403753796
2015-05,3281.662115546636
2015-06,3129.478969555903
2015-07,3122.846888616526
2015-08,2766.2026173743448
2015-09,2649.863120269706
2015-10,2804.5602650574983
2015-11,2827.8694667243103
2015-12,2913.691883627332
2016-01,2665.2260046794017
2016-02,2640.297998957845
2016-03,2974.8263262568207
2016-04,3059.880843699342
2016-05,2986.6422447583914
2016-06,2988.5295976015786
2016-07,3232.4927619421173
2016-08,3147.8526409305214
2016-09,3225.0412910447844
2016-10,3156.5182725616564
2016-11,3167.865203055523
2016-12,3247.2596176722705
2017-01,3385.7995450877356
2017-02,3512.8128001975206
2017-03,3603.7034721326972
2017-04,3578.47978
2017-05,3437.815972
2017-06,3536.213285
2017-07,3693.462589
2017-08,3685.557715
2017-09,3647.114495
2017-10,3698.933603
2017-11,3718.102937
2017-12,3894.585624
2018-01,4009.654773
2018-02,3870.415992
2018-03,3654.90458
2018-04,3744.2937285785697
2018-05,3798.0060382280117
2018-06,3844.9565824295655
2018-07,3930.386538004117
2018-08,3860.52996227521
2018-09,3808.972403712246
2018-10,3520.349042375729
2018-11,3542.3551360596184
2018-12,3427.530540644721
2019-01,3674.5390989900816
2019-02,3797.7613421818473
2019-03,3818.0270330626518
2019-04,3863.9713817093952
2019-05,3891.951705721206
2019-06,4096.689397364399
2019-07,4122.337769391341
2019-08,3943.8240342401577
2019-09,4039.725843604775
2019-10,4110.281401180022
2019-11,4151.722060908749
2019-12,4213.153376103468
2020-01,4216.952637544796
2020-02,3753.1765230199003
2020-03,2812.4535380780762
2020-04,3242.4692462986227
2020-05,3390.43012080606
2020-06,3625.397091502627
2020-07,3787.904648298213
2020-08,4000.047081644232
2020-09,3727.788125234931
2020-10,3728.567320774661
2020-11,4320.9551964084585
2020-12,4580.971719244121
2021-01,4582.897434739003
2021-02,4703.834070690788
2021-03,4737.184075441536
2021-04,4970.887704876994
2021-05,5132.288224711636
2021-06,5062.434255174289
2021-07,4995.709882503369
2021-08,5068.063972076031
2021-09,4909.042338801155
2021-10,5101.548672598032
2021-11,4768.791345185745
2021-12,5012.112982840878
2022-01,4573.089925664496
2022-02,4840.499606938813
2022-03,5375.589555776202
2022-04,5060.01971138573
2022-05,5004.9362226801095
2022-06,4401.8061592393515
2022-07,4690.300424200162
2022-08,4641.76432211663
2022-09,4105.308380865714
2022-10,4320.821568385045
2022-11,4846.861934321786
2022-12,4748.840476962574
2023-01,5256.911562681186
2023-02,4911.4580587219925
2023-03,4881.342909388711
2023-04,4891.251886986065
2023-05,4657.908450228797
2023-06,4894.537950136577
2023-07,5090.156870835266
