Date,CHILE
2000-12,100.0
2001-01,108.59307501957868
2001-02,100.3085206406208
2001-03,97.48090064613652
2001-04,102.68315454905458
2001-05,110.99746121764964
2001-06,103.6767084063105
2001-07,98.93597430444713
2001-08,102.54045507884985
2001-09,85.04840982336512
2001-10,85.53824004543243
2001-11,93.63796936849197
2001-12,96.37303098949425
2002-01,91.67837852739159
2002-02,92.0933453676711
2002-03,95.61753717044675
2002-04,94.84886349010833
2002-05,89.68731280749391
2002-06,80.97995112760485
2002-07,79.34323587393247
2002-08,77.94107801381138
2002-09,67.53106880121584
2002-10,71.3297500739474
2002-11,74.99186424970922
2002-12,76.85615834850695
2003-01,75.13379152991247
2003-02,75.37386277808109
2003-03,77.20580626501828
2003-04,92.73516451770925
2003-05,95.93725166399146
2003-06,98.18164931290248
2003-07,105.7934248321433
2003-08,110.68688090924108
2003-09,121.9040618794502
2003-10,135.38678184165434
2003-11,130.81966104393092
2003-12,140.8755618638987
2004-01,138.1529263277269
2004-02,149.41835026177867
2004-03,137.58913659336318
2004-04,132.89995830108424
2004-05,131.50735563874466
2004-06,136.0020270242083
2004-07,139.84168479833713
2004-08,150.9063455194334
2004-09,156.30267836772884
2004-10,160.37885588076264
2004-11,171.06462563008765
2004-12,180.33653710199437
2005-01,171.40353816392323
2005-02,183.74372690372493
2005-03,186.0658507545854
2005-04,183.95789104518778
2005-05,187.1923507753281
2005-06,198.15786132558947
2005-07,214.88044627465152
2005-08,215.26647892466727
2005-09,232.21538434734282
2005-10,215.76400351311904
2005-11,222.65049804456265
2005-12,218.01932392656627
2006-01,226.12672929512638
2006-02,235.87889345146533
2006-03,234.27690653401064
2006-04,238.4650857326983
2006-05,222.05182211331598
2006-06,218.75219142875642
2006-07,219.49784703457934
2006-08,227.2299948591374
2006-09,236.51753145977474
2006-10,253.49330628685053
2006-11,268.993706345858
2006-12,280.5608652592956
2007-01,292.5509332094688
2007-02,288.52930191122675
2007-03,299.9583290918631
2007-04,334.5265289276717
2007-05,341.6527170394567
2007-06,360.6196773664643
2007-07,351.8359886469205
2007-08,349.59360443759203
2007-09,351.39445841624416
2007-10,386.9442509794552
2007-11,350.745271303558
2007-12,345.2291701936222
2008-01,339.1068012776119
2008-02,351.5414075539846
2008-03,378.75732149228463
2008-04,374.0083991122083
2008-05,369.48214196249364
2008-06,333.52577108524366
2008-07,353.6259157215155
2008-08,333.81285714609356
2008-09,299.02231329818704
2008-10,222.40100039355215
2008-11,216.18382105287262
2008-12,221.67244284830653
2009-01,245.50357740973382
2009-02,244.0558595126684
2009-03,251.71910048377214
2009-04,270.6744485409387
2009-05,321.9762249505813
2009-06,337.81512049444086
2009-07,347.4552177220979
2009-08,332.0477720658501
2009-09,356.7779243948374
2009-10,359.57377554543086
2009-11,379.2577284007552
2009-12,411.33782603002504
2010-01,424.4337767791724
2010-02,420.2590305903871
2010-03,412.3708049254264
2010-04,426.657216902945
2010-05,418.71189938426403
2010-06,422.9291419618952
2010-07,473.94274713795585
2010-08,508.32025306007534
2010-09,560.5901856717836
2010-10,568.7770631901628
2010-11,574.7600492432649
2010-12,592.9805141744721
2011-01,538.9407727175704
2011-02,524.5274356136376
2011-03,545.8568249528449
2011-04,596.5885530734523
2011-05,591.6873640966513
2011-06,592.4264199329975
2011-07,560.5505800135112
2011-08,535.7799111782921
2011-09,436.8248574908339
2011-10,516.2565013138587
2011-11,469.8904573820285
2011-12,472.0422519873467
2012-01,507.03748275494297
2012-02,552.8828687876548
2012-03,555.7452995927725
2012-04,547.5849340772693
2012-05,478.6750749759702
2012-06,505.8937478329367
2012-07,504.4126208237313
2012-08,497.3735977213673
2012-09,512.0583877056637
2012-10,503.8720505975372
2012-11,487.7952545536122
2012-12,508.74197186913284
2013-01,546.9876176061496
2013-02,542.01658652623
2013-03,531.0019849107275
2013-04,513.7778287669429
2013-05,473.70162714229554
2013-06,452.06469195839196
2013-07,410.7270140537215
2013-08,403.3068380152243
2013-09,426.9019144999703
2013-10,430.3332926876328
2013-11,403.26772403165995
2013-12,396.9214638337462
2014-01,347.4762509117043
2014-02,376.6648372223878
2014-03,387.25122918668
2014-04,392.75069148882807
2014-05,399.6540905241024
2014-06,395.76088730835954
2014-07,376.3689238343568
2014-08,374.6179914900576
2014-09,364.8792771869703
2014-10,362.4345971833928
2014-11,359.7288762682036
2014-12,345.27133560598674
2015-01,331.5605242743358
2015-02,351.60959420138994
2015-03,344.921969622155
2015-04,361.92569433624215
2015-05,357.2948273686733
2015-06,332.6628624434215
2015-07,315.0853181552223
2015-08,303.8905763066921
2015-09,287.44799220868947
2015-10,303.94389939773316
2015-11,280.9491524216486
2015-12,284.271940843107
2016-01,286.55101653684045
2016-02,291.46834977574264
2016-03,321.00002605758925
2016-04,329.4271241016518
2016-05,307.50318205989794
2016-06,326.9270385293175
2016-07,336.58435908853505
2016-08,322.6844299956442
2016-09,321.3274936415018
2016-10,346.60760131467134
2016-11,329.7965802446376
2016-12,328.48096110679273
2017-01,343.46842076438486
2017-02,353.95292793432344
2017-03,380.591423018164
2017-04,376.526548
2017-05,377.740643
2017-06,372.779322
2017-07,405.80312
2017-08,427.8253
2017-09,435.780369
2017-10,457.509926
2017-11,403.694599
2017-12,467.203776
2018-01,501.01682
2018-02,482.187881
2018-03,473.99761
2018-04,481.7105503797765
2018-05,441.83944812698616
2018-06,419.5192300852866
2018-07,438.3439209712764
2018-08,399.5136848414115
2018-09,411.1581876917959
2018-10,376.8986893575113
2018-11,389.46729485662104
2018-12,375.38850868899704
2019-01,421.13804986689024
2019-02,409.2445142170191
2019-03,390.8636660113342
2019-04,382.987029332162
2019-05,348.8433243188231
2019-06,368.9824170685894
2019-07,350.6011261544078
2019-08,328.06795099906844
2019-09,341.9878550550826
2019-10,318.0782247372574
2019-11,281.4277939257122
2019-12,311.8068472579406
2020-01,287.7106252502653
2020-02,252.41955168829546
2020-03,206.95498068730527
2020-04,239.99329277056174
2020-05,225.41120601886973
2020-06,239.19390825509845
2020-07,264.7005329363728
2020-08,238.85835687177325
2020-09,229.17288153394858
2020-10,228.72100674100233
2020-11,261.88371295767536
2020-12,294.36434436049086
2021-01,294.34891400058007
2021-02,317.7809061427847
2021-03,344.005458753793
2021-04,312.1308334753248
2021-05,300.82248629652565
2021-06,295.2081051496482
2021-07,277.897089172216
2021-08,291.0116695101307
2021-09,272.08740053813375
2021-10,252.10537159997352
2021-11,267.1256400563508
2021-12,243.53005805045342
2022-01,274.08855337302805
2022-02,283.9144932238343
2022-03,315.4667447438853
2022-04,276.70586155435507
2022-05,327.63360928967586
2022-06,265.2989804550678
2022-07,298.0718667468944
2022-08,306.1057176732651
2022-09,273.74883729258755
2022-10,280.9455451757093
2022-11,298.1154566155975
2022-12,290.67368367247485
2023-01,320.9991433932131
2023-02,307.93883618836855
2023-03,305.9053699588231
2023-04,299.4227355527734
2023-05,289.5564622800798
2023-06,313.23339737700206
2023-07,331.26427189526214
