Date,NORWAY
1983-03,297.858
1983-04,363.52
1983-05,361.057
1983-06,371.534
1983-07,409.192
1983-08,409.535
1983-09,424.964
1983-10,400.946
1983-11,411.711
1983-12,424.306
1984-01,473.854
1984-02,496.173
1984-03,518.48
1984-04,548.954
1984-05,529.236
1984-06,445.943
1984-07,435.132
1984-08,485.063
1984-09,445.808
1984-10,455.327
1984-11,429.355
1984-12,424.61
1985-01,482.939
1985-02,449.029
1985-03,454.451
1985-04,490.529
1985-05,501.996
1985-06,476.529
1985-07,548.506
1985-08,551.0
1985-09,599.157
1985-10,694.046
1985-11,731.961
1985-12,715.896849
1986-01,698.320289
1986-02,715.310468
1986-03,677.860751
1986-04,670.370737
1986-05,641.660491
1986-06,701.575071
1986-07,634.05628
1986-08,720.634379
1986-09,706.340789
1986-10,706.438151
1986-11,723.588759
1986-12,697.845138
1987-01,754.960956
1987-02,802.855188
1987-03,875.41097
1987-04,937.555595
1987-05,933.385679
1987-06,960.475721
1987-07,1072.306203
1987-08,1189.858623
1987-09,1211.425058
1987-10,873.560804
1987-11,726.375656
1987-12,737.387698
1988-01,727.075893
1988-02,787.684147
1988-03,891.858764
1988-04,924.498205
1988-05,877.38467
1988-06,889.846506
1988-07,884.707861
1988-08,793.143839
1988-09,830.925357
1988-10,889.227169
1988-11,954.199975
1988-12,1050.023433
1989-01,1185.060951
1989-02,1220.906392
1989-03,1308.126196
1989-04,1417.791306
1989-05,1344.457377
1989-06,1351.677729
1989-07,1400.678532
1989-08,1400.917754
1989-09,1426.09658
1989-10,1258.249328
1989-11,1361.782091
1989-12,1528.055667
1990-01,1685.597103
1990-02,1808.549783
1990-03,1827.41011
1990-04,1713.664356
1990-05,1875.924746
1990-06,1821.627808
1990-07,2031.921463
1990-08,1914.250864
1990-09,1740.583147
1990-10,1667.398609
1990-11,1660.512013
1990-12,1537.986106
1991-01,1449.68815
1991-02,1581.636439
1991-03,1483.456799
1991-04,1388.89146
1991-05,1521.948805
1991-06,1363.427625
1991-07,1443.998644
1991-08,1492.992727
1991-09,1459.383624
1991-10,1349.332925
1991-11,1139.111703
1991-12,1299.6610280999998
1992-01,1326.2125055
1992-02,1199.0846485
1992-03,1276.9121946
1992-04,1345.8783048
1992-05,1425.6302891999999
1992-06,1319.0998863999998
1992-07,1281.7007403
1992-08,1128.4522573
1992-09,1084.0404389999999
1992-10,1023.2292756999999
1992-11,1023.6957874
1992-12,1009.9775976
1993-01,1051.679007
1993-02,1046.335215
1993-03,1164.827987
1993-04,1222.8592859999999
1993-05,1207.96142
1993-06,1157.275964
1993-07,1204.101651
1993-08,1318.904372
1993-09,1293.612005
1993-10,1440.257050913847
1993-11,1336.9698441184164
1993-12,1434.6188793754923
1994-01,1622.3981783367808
1994-02,1672.3682185165296
1994-03,1549.5143625499757
1994-04,1556.4197315681422
1994-05,1576.0994713979542
1994-06,1502.5643187260482
1994-07,1688.7417281936484
1994-08,1690.4969830058828
1994-09,1587.849031636523
1994-10,1677.668092641236
1994-11,1648.9808949034652
1994-12,1772.7593976077376
1995-01,1788.849812155091
1995-02,1723.5443884857013
1995-03,1698.7466903823629
1995-04,1840.8487485654732
1995-05,1812.0884362509676
1995-06,1899.425178171799
1995-07,1985.1122495725485
1995-08,1870.4512725866032
1995-09,1937.2820325187993
1995-10,1843.0364906959383
1995-11,1832.7023565520622
1995-12,1879.4589565766591
1996-01,1844.4969301305766
1996-02,1903.7520941212647
1996-03,1939.4884701162173
1996-04,2056.0266090344085
1996-05,2079.7455427391565
1996-06,2083.8607551313817
1996-07,1986.6872120126782
1996-08,2039.455133341542
1996-09,2051.0396607218554
1996-10,2127.5161729311812
1996-11,2282.1374862450043
1996-12,2417.4547074643947
1997-01,2544.353981703421
1997-02,2427.0064325592616
1997-03,2499.4935456532967
1997-04,2385.9758698945743
1997-05,2484.350550664038
1997-06,2552.3292787528244
1997-07,2588.899438472073
1997-08,2600.45449590261
1997-09,2884.9110167150166
1997-10,2797.370929152935
1997-11,2606.4446305868014
1997-12,2568.4079053887076
1998-01,2368.6545157654964
1998-02,2428.067464741064
1998-03,2631.1765940364903
1998-04,2774.313469213829
1998-05,2552.6534103877902
1998-06,2464.897316670914
1998-07,2502.7413983408383
1998-08,1807.4894358613108
1998-09,1735.9926845916077
1998-10,2027.707242544738
1998-11,1889.9419265401882
1998-12,1796.4325759825508
1999-01,1982.6265558273094
1999-02,1801.4489212304122
1999-03,1978.338149616901
1999-04,2136.4505106829115
1999-05,2017.501172579353
1999-06,1982.632897261603
1999-07,2068.0445675522637
1999-08,2150.993475418093
1999-09,2197.641193247714
1999-10,2090.7088988298387
1999-11,2142.819751084743
1999-12,2365.822140524611
2000-01,2176.7251927124703
2000-02,2179.633651723968
2000-03,2197.1295432227134
2000-04,2067.4466662046984
2000-05,2152.6167430650576
2000-06,2330.737543671526
2000-07,2306.3979501978192
2000-08,2444.7110178478906
2000-09,2394.4139365779674
2000-10,2330.3634988954695
2000-11,2245.7827435798304
2000-12,2344.815674738799
2001-01,2386.269909812462
2001-02,2347.0438011222177
2001-03,2161.424176161994
2001-04,2323.516739418721
2001-05,2303.749248538155
2001-06,2223.442415347571
2001-07,2202.0521873867347
2001-08,2170.1375405651856
2001-09,1848.3376491293207
2001-10,1873.680891526026
2001-11,1964.1196628420325
2001-12,2058.1988179839186
2002-01,1979.5544871684388
2002-02,2054.8513902502723
2002-03,2229.4579604460755
2002-04,2242.1241135073533
2002-05,2296.53808209569
2002-06,2230.9935807547363
2002-07,2005.7761317035793
2002-08,1968.8784321964367
2002-09,1715.1680224205008
2002-10,1801.1634344342738
2002-11,1953.355362012315
2002-12,1908.780093711989
2003-01,1800.4330462784965
2003-02,1622.424474381618
2003-03,1632.0078298471176
2003-04,1888.933804605001
2003-05,2084.702436963498
2003-06,2084.232517812537
2003-07,2215.7790160764907
2003-08,2254.7565592831684
2003-09,2233.929401958776
2003-10,2517.236042461924
2003-11,2631.8535665005857
2003-12,2827.091074739651
2004-01,2849.012852443901
2004-02,3141.7465955054467
2004-03,3108.9746096571807
2004-04,3011.616496149813
2004-05,3178.5354072780005
2004-06,3297.055842597004
2004-07,3231.4652244252557
2004-08,3310.1822866957677
2004-09,3692.4739330051575
2004-10,3782.403638291893
2004-11,4301.51501171869
2004-12,4332.96261325043
2005-01,4200.051619246938
2005-02,4690.601465463681
2005-03,4536.476822452646
2005-04,4341.852955081625
2005-05,4494.844031652185
2005-06,4877.664450204903
2005-07,5193.212888587451
2005-08,5556.106786339151
2005-09,5636.564458886689
2005-10,5206.5900535409855
2005-11,5201.635476772545
2005-12,5384.089143318085
2006-01,5951.360884543279
2006-02,5991.125177472206
2006-03,6645.240852019958
2006-04,7241.838774153305
2006-05,6864.879269690196
2006-06,6604.736706768087
2006-07,6800.553630191093
2006-08,6667.738933923463
2006-09,6195.26713610354
2006-10,6726.104043486142
2006-11,7346.760377725629
2006-12,7813.483236785568
2007-01,8138.680493240028
2007-02,7953.063630462495
2007-03,8371.055995207598
2007-04,8867.627203571583
2007-05,9077.973414139811
2007-06,9601.128762630207
2007-07,9530.159167856622
2007-08,9092.083267370304
2007-09,10329.8751570734
2007-10,10745.73519514832
2007-11,10114.720279947174
2007-12,10269.144129587907
2008-01,8105.922343107064
2008-02,9260.075694039857
2008-03,9195.478510107238
2008-04,10383.421442485615
2008-05,11154.008855160206
2008-06,10436.251847895146
2008-07,9374.441049718464
2008-08,8890.4221250906
2008-09,6191.245847304594
2008-10,4125.83359895023
2008-11,3501.949735324918
2008-12,3672.3266633167154
2009-01,3763.1298759920473
2009-02,3468.928615434171
2009-03,3791.445208196067
2009-04,4271.4374677102405
2009-05,5156.659072394088
2009-06,4726.358425307868
2009-07,5232.88159758705
2009-08,5373.027735767947
2009-09,5979.966763143992
2009-10,6189.772225582326
2009-11,6546.022159969523
2009-12,6869.932323710456
2010-01,6363.689925088051
2010-02,6040.348181079936
2010-03,6430.656099028391
2010-04,6531.683502524361
2010-05,5430.189508596782
2010-06,5265.6094281457135
2010-07,6203.642154468898
2010-08,5888.276023594327
2010-09,6814.6569402520045
2010-10,7072.7384278488435
2010-11,6473.958210944985
2010-12,7622.107350448421
2011-01,7481.526633121538
2011-02,8053.751323084978
2011-03,8141.485509899434
2011-04,8679.157315188466
2011-05,8292.044933535224
2011-06,7992.80957627004
2011-07,7938.5131124529
2011-08,7370.924272396309
2011-09,6269.750414754827
2011-10,7369.065193135018
2011-11,7006.621951553901
2011-12,6858.933761746017
2012-01,7096.435653444405
2012-02,8195.03045758464
2012-03,7891.462728870831
2012-04,7701.250620147521
2012-05,6538.551657539268
2012-06,7086.618536404958
2012-07,7349.9122383426275
2012-08,7854.293617343309
2012-09,8052.711129526874
2012-10,7961.7275610306415
2012-11,8012.102619148437
2012-12,8138.183808473189
2013-01,8677.917069411638
2013-02,8325.449695969966
2013-03,8175.069305843402
2013-04,8468.005155883204
2013-05,8390.448639260409
2013-06,7702.706293783505
2013-07,8347.086261460738
2013-08,8201.134610829089
2013-09,8407.409501755632
2013-10,8998.391013211458
2013-11,8764.61170448257
2013-12,8903.250679011051
2014-01,8330.778170205216
2014-02,8959.170748060304
2014-03,9097.497943141314
2014-04,9519.10094326619
2014-05,9976.114866059028
2014-06,9994.523469420223
2014-07,9617.050315861079
2014-08,9795.20079545432
2014-09,9253.019460227852
2014-10,8342.264730238998
2014-11,7434.866280614587
2014-12,6940.9867130164885
2015-01,7025.306474218513
2015-02,7492.6438193903905
2015-03,7099.084896626887
2015-04,7914.643654677445
2015-05,7633.299239508319
2015-06,7334.332780275501
2015-07,7114.705451673235
2015-08,6284.949889380036
2015-09,5931.562968214508
2015-10,6348.873304232747
2015-11,6281.2925940856585
2015-12,5900.497647859599
2016-01,5584.991344174128
2016-02,5679.307658322384
2016-03,6002.241965272754
2016-04,6452.451662903802
2016-05,6268.105888711043
2016-06,6143.2546369089505
2016-07,6114.225325255501
2016-08,6257.463927943168
2016-09,6528.756283113636
2016-10,6476.302257438283
2016-11,6465.739521221023
2016-12,6685.731370312969
2017-01,7127.055461850517
2017-02,6943.167243957004
2017-03,6781.261234136626
2017-04,6774.415487
2017-05,7117.720042
2017-06,7059.80197
2017-07,7905.264733
2017-08,8092.740847
2017-09,8415.093687
2017-10,8481.108523
2017-11,8326.538906
2017-12,8575.524334
2018-01,9086.407428
2018-02,8914.445731
2018-03,8769.395812
2018-04,8980.131191702763
2018-05,8842.461804507098
2018-06,8973.784751547968
2018-07,9050.783652023238
2018-08,8967.380560491276
2018-09,9570.477154555607
2018-10,8816.796922511438
2018-11,8352.747084063281
2018-12,7835.554277565145
2019-01,8339.837917137107
2019-02,8535.377013809184
2019-03,8384.685024076762
2019-04,8553.999776453997
2019-05,8175.795400398284
2019-06,8584.977908850478
2019-07,8308.45194557617
2019-08,8003.904299162283
2019-09,8290.07511578025
2019-10,8237.696087335951
2019-11,8093.132360576788
2019-12,8647.739664818882
2020-01,8084.286579943847
2020-02,7174.270733904368
2020-03,5763.26643597969
2020-04,6373.408847697634
2020-05,6702.6392892099575
2020-06,6603.994553318407
2020-07,7235.274756239554
2020-08,7775.768149244822
2020-09,7148.223205733876
2020-10,6632.583802477206
2020-11,8039.998884292545
2020-12,8492.801047020686
2021-01,8498.044963789662
2021-02,8850.218952303525
2021-03,9423.215023967578
2021-04,9770.97367875521
2021-05,10086.706068752092
2021-06,9882.019767776328
2021-07,9700.404090572643
2021-08,9989.742267543668
2021-09,10395.62372757012
2021-10,10736.848495854054
2021-11,9825.627308552292
2021-12,10361.499594301125
2022-01,10356.662925865197
2022-02,10787.173520479126
2022-03,11413.553646671297
2022-04,10618.300769800255
2022-05,11030.590881276345
2022-06,9728.161143125491
2022-07,10315.014372661599
2022-08,10178.011914790326
2022-09,8240.02141300654
2022-10,9183.303043622616
2022-11,9785.856550460408
2022-12,9634.271022185145
2023-01,9398.222131349225
2023-02,9383.707340707942
2023-03,8943.096004378183
2023-04,9058.20925435997
2023-05,8337.751300994842
2023-06,8854.115420089485
2023-07,9624.552404111777
