Date,ESTONIA
2002-05,214.62275476926467
2002-06,213.1990254186329
2002-07,196.4312859182162
2002-08,206.17965180934306
2002-09,211.78098505203104
2002-10,229.3575328583166
2002-11,255.40967023391738
2002-12,279.8789056471932
2003-01,278.33346128517144
2003-02,273.9937271925287
2003-03,282.00208024683144
2003-04,307.8140505372071
2003-05,355.97671338637286
2003-06,366.82305197693915
2003-07,370.8649546107287
2003-08,375.53632569277283
2003-09,386.5657978303549
2003-10,387.3041594627317
2003-11,381.90707847530626
2003-12,436.40836853147675
2004-01,471.59912263423297
2004-02,483.37964877295656
2004-03,508.1275477223019
2004-04,495.3330498595228
2004-05,494.76298732453046
2004-06,520.3435276314403
2004-07,512.28546460721
2004-08,520.0858559091508
2004-09,544.1506485919325
2004-10,601.2197219096237
2004-11,681.2812390988666
2004-12,749.1194872443
2005-01,748.5775773120054
2005-02,881.379824455568
2005-03,961.8653691588381
2005-04,950.08585797304
2005-05,906.819824705308
2005-06,885.9629155949599
2005-07,887.6856879498956
2005-08,897.5745609163157
2005-09,1001.0034857142568
2005-10,967.5356550270743
2005-11,976.8010724471454
2005-12,928.6187231054026
2006-01,972.8190545411968
2006-02,945.5978963563746
2006-03,962.4463450670531
2006-04,989.1430538383337
2006-05,896.387271088874
2006-06,839.0071001756409
2006-07,858.6550130572401
2006-08,882.2631192650362
2006-09,910.5847710657996
2006-10,992.1519703208708
2006-11,1001.5360775405835
2006-12,1160.4926759918328
2007-01,1331.5244841965236
2007-02,1154.099772254922
2007-03,1186.4600991124798
2007-04,1192.5703310890738
2007-05,1224.0778825453654
2007-06,1326.481260795589
2007-07,1349.0838817422655
2007-08,1237.4361512777355
2007-09,1250.4911399581251
2007-10,1139.8125914027082
2007-11,1000.0
2007-12,1033.8294228861444
2008-01,877.0313808033626
2008-02,928.3099464559908
2008-03,948.972066204658
2008-04,858.2869891946607
2008-05,854.7226869142694
2008-06,850.9476181156136
2008-07,696.3197254137481
2008-08,722.3006440017183
2008-09,571.7497228083544
2008-10,353.13808997391726
2008-11,317.81024744061966
2008-12,371.3127712594595
2009-01,358.6035942768308
2009-02,321.3778421033332
2009-03,346.77077420933034
2009-04,361.59286085997815
2009-05,438.9854144164112
2009-06,390.66635823552207
2009-07,380.9794781876731
2009-08,490.9482675861165
2009-09,549.3317824300528
2009-10,536.4273074239651
2009-11,550.7360795933162
2009-12,512.0041161653137
2010-01,764.1428901845638
2010-02,654.2545943708498
2010-03,711.1772994969707
2010-04,764.0420413698217
2010-05,611.2521306178356
2010-06,587.755296067304
2010-07,650.9699809146682
2010-08,660.368673265808
2010-09,735.0302933093392
2010-10,792.5830520111157
2010-11,767.398241644595
2010-12,828.0029695282939
2011-01,880.0267803773146
2011-02,913.2805491073094
2011-03,903.2403391004032
2011-04,878.3663818986743
2011-05,822.2646142438892
2011-06,785.2414413103292
2011-07,836.7682305221192
2011-08,770.295310028432
2011-09,625.4018999996479
2011-10,680.8962531624702
2011-11,661.2292603573668
2011-12,596.0194537965388
2012-01,623.2212675793261
2012-02,673.3031840902324
2012-03,680.8134537017605
2012-04,714.029854450594
2012-05,628.8579970055207
2012-06,648.0830529238559
2012-07,650.1064287761186
2012-08,721.8068489771487
2012-09,714.2107361040721
2012-10,709.7374641961485
2012-11,770.0857921479958
2012-12,872.4803750049899
2013-01,957.3738495083355
2013-02,904.7979415308771
2013-03,1012.3534913343537
2013-04,1033.2068308590906
2013-05,965.1318279003075
2013-06,972.9401142025732
2013-07,993.3441954483272
2013-08,991.3075994473807
2013-09,1020.810893960928
2013-10,1035.3910494621641
2013-11,1029.2725054726957
2013-12,978.9847669598956
2014-01,972.1529825478141
2014-02,959.2085781569939
2014-03,895.4432350324626
2014-04,889.4266579250057
2014-05,871.0016348396194
2014-06,878.7789745304508
2014-07,825.4246193146995
2014-08,801.9629780752875
2014-09,728.6979754997964
2014-10,707.015025099749
2014-11,738.8719840243386
2014-12,684.6510776147405
2015-01,717.2185804632269
2015-02,775.7738319918371
2015-03,720.0290753071638
2015-04,733.2479299784178
2015-05,694.0299496036863
2015-06,704.9683775331102
2015-07,723.8497193273043
2015-08,756.6948732797082
2015-09,734.4952892349913
2015-10,736.3579983678364
2015-11,727.9746757579462
2015-12,764.5686739110208
2016-01,747.8844509357054
2016-02,800.5372485395006
2016-03,877.4083210122093
2016-04,915.4958739760161
2016-05,901.801477320915
2016-06,890.6296524526508
2016-07,932.0857787839373
2016-08,869.1505907475703
2016-09,885.4196901715528
2016-10,873.2381285626377
2016-11,823.6490156632993
2016-12,843.5397815206102
2017-01,895.6158700636421
2017-02,877.2765401911549
2017-03,885.7048689840244
2017-04,894.218697
2017-05,919.780992
2017-06,938.984549
2017-07,1122.831775
2017-08,1177.444842
2017-09,1102.468113
2017-10,1091.368386
2017-11,1175.757438
2017-12,1260.903853
2018-01,1308.21199
2018-02,1294.620096
2018-03,1182.559219
2018-04,1134.956090523919
2018-05,1082.0271610695509
2018-06,1132.9517176215343
2018-07,1108.8501197108674
2018-08,1086.8153123232598
2018-09,1025.959712823807
2018-10,996.7194787563747
2018-11,1165.441093306553
2018-12,1083.454569164163
2019-01,1148.8148823552456
2019-02,1093.8902101211943
2019-03,1095.81343365991
2019-04,1122.3309685118375
2019-05,1102.154811982591
2019-06,1134.8330506587552
2019-07,1105.799785608394
2019-08,1086.3105296467204
2019-09,1075.4104330722876
2019-10,1104.3051611720166
2019-11,1107.914588715967
2019-12,1133.3373879406345
2020-01,1149.7515912893227
2020-02,1062.2272655021154
2020-03,780.7591923344697
2020-04,839.7671304478458
2020-05,968.4319929593437
2020-06,970.7706125217592
2020-07,979.5181129625822
2020-08,933.77594204109
2020-09,880.6055582807307
2020-10,857.9119441427139
2020-11,978.7381149267732
2020-12,1029.6722714308044
2021-01,986.4905734478207
2021-02,967.3605696190516
2021-03,949.8076934459465
2021-04,1060.9887491935517
2021-05,1058.4785277574442
2021-06,1047.130716204596
2021-07,1137.617150187539
2021-08,1352.3734780770292
2021-09,1340.1956869866644
2021-10,1383.3218662003521
2021-11,1260.5903043820251
2021-12,1322.7730044535385
2022-01,1278.6046357145506
2022-02,1197.944185012304
2022-03,1241.398289356604
2022-04,1161.7096452336052
2022-05,1094.9651259613079
2022-06,1062.1826599890244
2022-07,999.4717670322977
2022-08,1034.4779235450426
2022-09,910.5998641667388
2022-10,896.3586587728929
2022-11,996.5095349020504
2022-12,1051.9923849670552
2023-01,1177.848981201693
2023-02,1122.4174229319058
2023-03,1127.267456426836
2023-04,1167.02070418242
2023-05,1133.390583422515
2023-06,1149.1575258203532
2023-07,1148.0177779045653
