Date,KOREA
2000-12,100.0
2001-01,127.50515005160379
2001-02,118.34913288990138
2001-03,102.01007673053707
2001-04,116.2865999557975
2001-05,125.09305529200765
2001-06,118.03306965306949
2001-07,109.5891116785859
2001-08,113.21431850005523
2001-09,94.82031822493389
2001-10,109.68529675996992
2001-11,137.45948984768697
2001-12,148.01539500429436
2002-01,159.43532939254783
2002-02,175.65033258824
2002-03,191.37111944766173
2002-04,191.36219816311888
2002-05,191.95383247479813
2002-06,184.75847986158806
2002-07,179.86379449091064
2002-08,180.63263533193054
2002-09,155.01065210491916
2002-10,162.71275588467347
2002-11,183.47957307687173
2002-12,160.29168216215564
2003-01,153.3325240004512
2003-02,145.77130068592817
2003-03,131.90042286951382
2003-04,150.63057057923706
2003-05,159.845049686088
2003-06,172.47308571024135
2003-07,191.26765260213898
2003-08,202.30723834238847
2003-09,189.3034718242452
2003-10,210.89886669554735
2003-11,210.53103262420964
2003-12,216.42055487688006
2004-01,238.48934170497034
2004-02,247.02603603564393
2004-03,256.30383449159837
2004-04,240.03632876262532
2004-05,224.12296445321167
2004-06,218.65332348081168
2004-07,200.76478530449114
2004-08,219.78286239422872
2004-09,227.7221147792129
2004-10,232.25397820246684
2004-11,257.0914668945105
2004-12,264.1524585234838
2005-01,282.9320547230095
2005-02,311.9112016998126
2005-03,294.4395085832263
2005-04,280.10852685449385
2005-05,293.8431048653791
2005-06,294.6949915157828
2005-07,331.0779045235784
2005-08,320.501130984276
2005-09,359.43656129259983
2005-10,338.06483978814646
2005-11,378.025260895695
2005-12,414.64434529437654
2006-01,450.83154994245916
2006-02,437.6531949566286
2006-03,435.7019981299233
2006-04,465.2678034569057
2006-05,429.7503513799877
2006-06,422.6436788446193
2006-07,421.8434621643529
2006-08,432.29832304472967
2006-09,445.61923995404527
2006-10,443.74056539362806
2006-11,468.53513015245517
2006-12,467.0641989500097
2007-01,445.54908521418355
2007-02,465.2063602840605
2007-03,478.976385120972
2007-04,507.93066168097704
2007-05,549.8473062462872
2007-06,566.3206349650545
2007-07,628.5983013395951
2007-08,600.6517091202453
2007-09,645.4237992523798
2007-10,691.2128205903325
2007-11,625.339513967061
2007-12,615.8471068374552
2008-01,530.90850254587
2008-02,559.1802517801542
2008-03,535.0630240120863
2008-04,573.518112672714
2008-05,563.316662309048
2008-06,494.3318627603758
2008-07,486.2652830335884
2008-08,419.1485546631005
2008-09,374.5419064403313
2008-10,276.7033204595336
2008-11,229.8005511446065
2008-12,275.34312514335437
2009-01,263.9048853829483
2009-02,216.91573301654068
2009-03,274.0888024195056
2009-04,332.78513253799053
2009-05,346.3577985847395
2009-06,342.9013681329524
2009-07,406.67998586849524
2009-08,411.462837439548
2009-09,461.07642452629756
2009-10,432.1324609017138
2009-11,435.5269402216959
2009-12,471.78893840809025
2010-01,450.7364818105898
2010-02,447.7327753902535
2010-03,489.5038883091935
2010-04,517.1261133703302
2010-05,448.23568056082496
2010-06,452.3673736452617
2010-07,486.5195727732071
2010-08,473.8270029409016
2010-09,530.0039533679814
2010-10,538.0910490474038
2010-11,538.3165229261709
2010-12,597.9451243813622
2011-01,613.1590483090915
2011-02,574.6789204751967
2011-03,641.7253013097763
2011-04,683.8937006559869
2011-05,660.1861979482962
2011-06,647.4432391783803
2011-07,658.8741272525423
2011-08,570.5537076850101
2011-09,496.7902641521229
2011-10,571.692732505338
2011-11,535.3772808780142
2011-12,526.1814286791597
2012-01,581.2246302526614
2012-02,609.5149104212574
2012-03,606.2337364540737
2012-04,607.030115179858
2012-05,538.0736665287545
2012-06,553.8325754616014
2012-07,573.850541979674
2012-08,568.8988758657089
2012-09,608.4495265213023
2012-10,590.836029054466
2012-11,606.4677840860363
2012-12,637.6518734007358
2013-01,613.4913057552623
2013-02,643.5842448963054
2013-03,615.9270510664599
2013-04,601.0948825052445
2013-05,603.8865736524399
2013-06,554.4995098726203
2013-07,574.95195721914
2013-08,596.7234479463773
2013-09,637.1304776342266
2013-10,665.5841855326452
2013-11,673.8933703790793
2013-12,662.8004099482253
2014-01,625.8534917038132
2014-02,647.0387991175023
2014-03,648.255612377325
2014-04,659.1401059414168
2014-05,683.9924133619055
2014-06,689.6710798188419
2014-07,702.1584897793674
2014-08,696.6945966246435
2014-09,639.5375678789518
2014-10,619.3631050962831
2014-11,603.5969166325257
2014-12,589.07656231949
2015-01,603.2524964222721
2015-02,606.5902696588762
2015-03,614.3110845322451
2015-04,655.1275899310849
2015-05,617.7556297750571
2015-06,591.4947491420255
2015-07,543.9208886975127
2015-08,512.6033410664988
2015-09,521.6044079051353
2015-10,580.4423077974769
2015-11,560.0775661421994
2015-12,549.8562337678
2016-01,519.0190275054395
2016-02,506.77465814354366
2016-03,578.0320268584101
2016-04,575.4621346160086
2016-05,548.46476350734
2016-06,570.9009930568153
2016-07,605.7806053024339
2016-08,625.0385074040842
2016-09,633.5721224871963
2016-10,610.4432767286637
2016-11,594.5990761739237
2016-12,597.9562307411114
2017-01,644.0376640730746
2017-02,663.8499404679226
2017-03,698.6914375985979
2017-04,705.68891
2017-05,762.659122
2017-06,770.022365
2017-07,794.549273
2017-08,774.789335
2017-09,790.747232
2017-10,857.198164
2017-11,857.233526
2017-12,880.759762
2018-01,913.067732
2018-02,854.752222
2018-03,876.330601
2018-04,900.4162243246541
2018-05,853.2412926846433
2018-06,796.1197132253455
2018-07,783.8840492394559
2018-08,798.5333714122802
2018-09,801.5735299171638
2018-10,686.6355024575072
2018-11,709.6876280192015
2018-12,696.3535700388722
2019-01,768.1042884629737
2019-02,753.6130954574852
2019-03,730.4051576101853
2019-04,733.3679303218838
2019-05,665.1455172823886
2019-06,723.4985611178402
2019-07,678.779214071935
2019-08,644.6684074665781
2019-09,690.8534559901761
2019-10,722.5073038120604
2019-11,711.6981322116792
2019-12,783.4213667542471
2020-01,741.8112854723203
2020-02,687.2654604260613
2020-03,607.572436680044
2020-04,657.240008764516
2020-05,671.9423265491299
2020-06,726.3283148078208
2020-07,778.8816210884836
2020-08,794.9930582179741
2020-09,819.4904509026024
2020-10,824.7501151222885
2020-11,972.2267048431777
2020-12,1133.132857784738
2021-01,1146.4669856472306
2021-02,1148.911580387731
2021-03,1151.512425410906
2021-04,1185.6059705600924
2021-05,1190.652016272865
2021-06,1207.171188869857
2021-07,1138.8847129827295
2021-08,1121.1234878475154
2021-09,1047.477419918447
2021-10,1023.3594333479003
2021-11,976.5280804508561
2021-12,1038.0752063722298
2022-01,932.5759939511395
2022-02,939.463195813658
2022-03,938.7780960187985
2022-04,879.3815938255503
2022-05,895.5899814665685
2022-06,742.5547932258938
2022-07,785.6933241640997
2022-08,759.6226551797315
2022-09,620.7784057267017
2022-10,672.5800453589533
2022-11,773.1207491083254
2022-12,733.2665833357446
2023-01,824.0453905809926
2023-02,766.3992197263635
2023-03,803.4820439708462
2023-04,796.0395971860245
2023-05,834.2548495801932
2023-06,839.1004188105748
2023-07,893.6267966736325
