Date,NEW ZEALAND
1987-12,100.0
1988-01,96.813806
1988-02,81.348034
1988-03,99.384946
1988-04,101.58229
1988-05,104.003739
1988-06,100.526492
1988-07,101.998145
1988-08,94.702358
1988-09,90.295495
1988-10,94.099532
1988-11,90.462359
1988-12,86.246202
1989-01,90.511038
1989-02,90.078809
1989-03,88.812729
1989-04,91.82213
1989-05,84.707604
1989-06,86.406231
1989-07,90.211846
1989-08,115.044838
1989-09,109.371436
1989-10,100.697957
1989-11,99.364051
1989-12,96.110818
1990-01,91.674349
1990-02,84.893685
1990-03,81.483424
1990-04,79.828925
1990-05,88.169078
1990-06,87.857773
1990-07,92.851268
1990-08,87.824154
1990-09,78.31146
1990-10,69.950692
1990-11,66.405858
1990-12,59.902824
1991-01,64.23
1991-02,69.622808
1991-03,65.150855
1991-04,70.898323
1991-05,73.640426
1991-06,69.953782
1991-07,70.940184
1991-08,66.59699
1991-09,67.565556
1991-10,72.750867
1991-11,73.525568
1991-12,70.83946499999999
1992-01,69.8548862
1992-02,72.24995899999999
1992-03,68.0236096
1992-04,69.27324209999999
1992-05,74.4789498
1992-06,72.9989713
1992-07,73.3998812
1992-08,68.6874387
1992-09,66.0423728
1992-10,61.007571999999996
1992-11,69.6079786
1992-12,69.8285736
1993-01,68.67938699999999
1993-02,73.783408
1993-03,76.671831
1993-04,81.079629
1993-05,82.291716
1993-06,83.903052
1993-07,94.864679
1993-08,104.03198499999999
1993-09,101.68475699999999
1993-10,115.29067508359398
1993-11,104.91716025316548
1993-12,117.12399468602337
1994-01,130.48357171791312
1994-02,122.69313773126417
1994-03,110.553573095705
1994-04,117.92588823729413
1994-05,124.8457010274159
1994-06,117.55557859209378
1994-07,122.1901317569127
1994-08,132.11953894713227
1994-09,130.16094742319694
1994-10,138.4528082952097
1994-11,132.88784858709562
1994-12,127.56583512463361
1995-01,131.65678919939054
1995-02,134.08087529839256
1995-03,138.73177396848664
1995-04,154.3981663360298
1995-05,150.8461875338196
1995-06,147.93927336678485
1995-07,154.5357354586216
1995-08,148.3877972128625
1995-09,151.26815760069854
1995-10,156.96962455689825
1995-11,152.28496160679055
1995-12,154.16338271273344
1996-01,155.63965138641427
1996-02,157.85209323837952
1996-03,159.73909912387228
1996-04,159.2848012992496
1996-05,150.4150451521069
1996-06,156.82646160156045
1996-07,164.21472703359882
1996-08,168.4385927319363
1996-09,167.6713067320275
1996-10,178.63465106255566
1996-11,181.05273077229933
1996-12,180.61327703831768
1997-01,180.69612454747823
1997-02,169.94980464177476
1997-03,167.97104973151633
1997-04,169.64982905266888
1997-05,180.69557701356908
1997-06,190.68122146578074
1997-07,186.90748837162465
1997-08,175.61982991638135
1997-09,183.7625255086851
1997-10,167.87208425267391
1997-11,162.52350534309252
1997-12,155.05879306501998
1998-01,152.79568524499697
1998-02,156.62714238841096
1998-03,150.2155384254275
1998-04,150.23281389897906
1998-05,140.2085288336645
1998-06,122.21433093267777
1998-07,132.59142645555366
1998-08,105.87896077709118
1998-09,99.6130705068632
1998-10,112.84124132084499
1998-11,119.57947688863972
1998-12,119.97877441134334
1999-01,131.84993360496546
1999-02,132.00643952195688
1999-03,129.00426143336927
1999-04,149.41724672057245
1999-05,124.52547422386075
1999-06,128.58979126261676
1999-07,133.70096576275853
1999-08,128.56435540671805
1999-09,119.28743451574582
1999-10,121.41060630742768
1999-11,124.77493998132476
1999-12,135.4541390849093
2000-01,119.08861652521725
2000-02,113.94283041876253
2000-03,118.3776902989756
2000-04,117.31102002873138
2000-05,106.60711985694526
2000-06,112.89959324579048
2000-07,110.0712149262611
2000-08,102.10689745019884
2000-09,91.86273622739581
2000-10,84.90719365442119
2000-11,90.10284044867824
2000-12,90.0138438893396
2001-01,98.65854694484088
2001-02,92.72321102549533
2001-03,93.1105030421336
2001-04,102.46807408810865
2001-05,92.68138326063452
2001-06,94.52504454619182
2001-07,97.8203320890681
2001-08,101.17202148518827
2001-09,84.19301842952453
2001-10,90.29685965238609
2001-11,99.39479389400728
2001-12,97.58973830998836
2002-01,101.97226184413971
2002-02,99.48879123006121
2002-03,103.44616751377322
2002-04,103.71342129559486
2002-05,116.43015248456868
2002-06,114.4546105827723
2002-07,105.45553957269128
2002-08,111.09172860189626
2002-09,110.0756040337763
2002-10,117.68600400379079
2002-11,116.23277526065883
2002-12,121.2484458412944
2003-01,126.3615129963914
2003-02,125.70319147214214
