Date,NEW ZEALAND
2003-03,128.22394751648622
2003-04,134.99206617659306
2003-05,146.61235338343445
2003-06,155.78811136751
2003-07,150.19099698189945
2003-08,152.4705222658608
2003-09,161.26922226529518
2003-10,165.06978069755075
2003-11,176.57214818614693
2003-12,188.45475525028047
2004-01,195.06711327894993
2004-02,197.91208053057753
2004-03,202.4139638129439
2004-04,191.37506395128935
2004-05,189.05670203281014
2004-06,199.39836014204363
2004-07,207.7323875176419
2004-08,208.9245354390265
2004-09,222.49255091643974
2004-10,221.21909427993157
2004-11,245.64879461418508
2004-12,254.731179998061
2005-01,250.06377445420168
2005-02,268.5833920579019
2005-03,247.60718637337567
2005-04,250.89078253083966
2005-05,242.55480661073474
2005-06,254.68320200469947
2005-07,260.32092068724023
2005-08,262.4915951471814
2005-09,269.36561126708904
2005-10,260.5179952005624
2005-11,261.1823430726877
2005-12,259.1671740164758
2006-01,253.96582691331648
2006-02,246.58314222213966
2006-03,247.47537653240755
2006-04,263.5688285045626
2006-05,244.16841660900786
2006-06,229.02160901576516
2006-07,229.79019544384153
2006-08,240.1011871050153
2006-09,248.02258002600544
2006-10,267.3747648945991
2006-11,278.96873677508654
2006-12,302.07402884290826
2007-01,301.8731563791375
2007-02,295.8904410380001
2007-03,305.1786984111174
2007-04,324.1085475037183
2007-05,333.2279909323787
2007-06,344.83540117020925
2007-07,341.7056952081283
2007-08,300.61698124171244
2007-09,341.548495289372
2007-10,336.7753945420551
2007-11,329.8191693385067
2007-12,328.9611179462297
2008-01,304.85684771200397
2008-02,299.0061172723082
2008-03,280.65202518118576
2008-04,287.9496024681653
2008-05,289.4609905433581
2008-06,240.33691746718884
2008-07,243.90888859050816
2008-08,230.0858083319165
2008-09,199.93460493773637
2008-10,155.02605378293154
2008-11,144.45104551981612
2008-12,152.0071735950314
2009-01,139.2157523730651
2009-02,125.35153228191946
2009-03,147.35620424509736
2009-04,161.94311401476563
2009-05,174.83052349144373
2009-06,182.22141452531193
2009-07,198.84191417059512
2009-08,212.6149712911719
2009-09,228.73830097815707
2009-10,231.7804330274447
2009-11,219.9155095729492
2009-12,228.62484249921138
2010-01,214.92679674390553
2010-02,211.40543926460103
2010-03,219.77739176605903
2010-04,227.80006653657094
2010-05,197.98029048285474
2010-06,196.25242559461654
2010-07,210.49929741041473
2010-08,203.51051403709027
2010-09,222.3132997433808
2010-10,237.81132530851275
2010-11,234.3811974407075
2010-12,247.63730522211907
2011-01,250.16397809682672
2011-02,247.7891880005947
2011-03,257.9154614856252
2011-04,279.2458125903404
2011-05,293.90446085664126
2011-06,287.0447494970198
2011-07,303.6041027716663
2011-08,291.6204084876823
2011-09,267.3421331395257
2011-10,271.9166001684414
2011-11,253.01996562322384
2011-12,261.36267618696826
2012-01,279.3422887872465
2012-02,289.05066524661567
2012-03,304.0803782928395
2012-04,305.913459931892
2012-05,277.6341497381692
2012-06,279.8574836418812
2012-07,299.96489492705194
2012-08,301.0730496879578
2012-09,322.8473377789283
2012-10,326.88230857686614
2012-11,331.45762690559286
2012-12,337.8277067022984
2013-01,371.6055857702386
2013-02,365.7588234852409
2013-03,373.1434731263922
2013-04,397.0291920677285
2013-05,345.8046719552554
2013-06,334.4063099584574
2013-07,344.2308601572621
2013-08,338.4676172583828
2013-09,391.9479661566432
2013-10,398.82498924248387
2013-11,377.4799854353504
2013-12,375.906656079353
2014-01,381.8946353610928
2014-02,410.628133599493
2014-03,437.41993138217384
2014-04,455.6351887770949
2014-05,427.0673378015092
2014-06,432.19964974405804
2014-07,424.9901005301914
2014-08,420.32786812004275
2014-09,393.63542280805615
2014-10,391.6004438685175
2014-11,391.5035687016856
2014-12,403.51273710863194
2015-01,392.72834802132473
2015-02,409.7777282033353
2015-03,396.2964584548884
2015-04,401.32000064554603
2015-05,373.81576613488016
2015-06,344.46409833000905
2015-07,350.1527104264509
2015-08,330.1141456941804
2015-09,320.142534494473
2015-10,368.4829845627007
2015-11,357.3759633273409
2015-12,378.25839283883283
2016-01,347.1706224535913
2016-02,366.55328193383167
2016-03,422.1311875234882
2016-04,432.65870661679764
2016-05,431.71356253974227
2016-06,446.8072570723424
2016-07,493.7100860192027
2016-08,504.28051476332996
2016-09,502.4046510531874
2016-10,473.62828780996495
2016-11,460.0341365656318
2016-12,447.73978466676715
2017-01,487.25327912493236
2017-02,486.7102031692642
2017-03,456.4679673204224
2017-04,460.480311
2017-05,468.560817
2017-06,493.219928
2017-07,507.787669
2017-08,495.346988
2017-09,492.512186
2017-10,461.526685
2017-11,463.25488
2017-12,500.076569
2018-01,518.614609
2018-02,481.955874
2018-03,474.52544
2018-04,473.1973947289562
2018-05,491.54920200411385
2018-06,501.8038086344164
2018-07,499.5001830554534
2018-08,524.918196296731
2018-09,513.9473514936603
2018-10,471.49580833377087
2018-11,489.282232935206
2018-12,480.2436139084183
2019-01,508.13661105800816
2019-02,528.6174004415241
2019-03,560.220704965392
2019-04,564.0093055840034
2019-05,553.1168755976933
2019-06,582.2944730370275
2019-07,605.4314171027984
2019-08,564.1659968328688
2019-09,565.2004297277764
2019-10,576.373004759203
2019-11,631.2049985474013
2019-12,663.7091725077194
2020-01,659.15723011492
2020-02,625.2651017794689
2020-03,554.7000429667997
2020-04,612.678565287067
2020-05,631.8279302676234
2020-06,710.3361301201976
2020-07,750.3464608333537
2020-08,757.3266275310289
2020-09,703.0884047368673
2020-10,706.5204459824671
2020-11,797.0754515425011
2020-12,795.6250170188817
2021-01,805.9825432267015
2021-02,719.657852052684
2021-03,711.0689462223377
2021-04,738.3139157092336
2021-05,677.8372911519796
2021-06,674.6816138129686
2021-07,671.173991679915
2021-08,700.6224136030631
2021-09,687.0182260798051
2021-10,700.7981574267667
2021-11,659.2777127369218
2021-12,659.7673541983726
2022-01,561.722233253348
2022-02,592.2923831187395
2022-03,602.7107255603601
2022-04,545.6588192958233
2022-05,535.9364589107859
2022-06,500.8987221047895
2022-07,534.3613255720611
2022-08,518.6559330323256
2022-09,457.6921961564338
2022-10,489.9905112029875
2022-11,557.2174067742076
2022-12,569.8797729488124
2023-01,615.1065783311793
2023-02,596.0638581529612
2023-03,615.6079605598668
2023-04,619.1654939516652
2023-05,567.8194491844816
2023-06,578.6334142449849
2023-07,592.5340044155366
