Date,PAKISTAN
2000-12,100.0
2001-01,96.21011520597112
2001-02,91.69387332861314
2001-03,84.42423719008457
2001-04,87.44591717924057
2001-05,84.37545521449333
2001-06,80.87141044148491
2001-07,70.909195181844
2001-08,72.95295000890512
2001-09,62.07804304255263
2001-10,85.34926563428051
2001-11,81.51660122942836
2001-12,74.32573866446327
2002-01,97.89983646304043
2002-02,111.15960475143153
2002-03,115.68582167792916
2002-04,114.69838493443409
2002-05,96.64237840261902
2002-06,104.02543207027836
2002-07,108.27090735309305
2002-08,127.09648943115432
2002-09,126.678691
2002-10,145.047389
2002-11,147.374475
2002-12,186.211489
2003-01,170.69250648093762
2003-02,162.35662115175012
2003-03,185.1926920754927
2003-04,188.75917093314703
2003-05,197.12307799925253
2003-06,211.76968203793515
2003-07,240.13538618849995
2003-08,267.564505790254
2003-09,240.99773566571318
2003-10,230.53527494714336
2003-11,244.54667475249764
2003-12,261.8695869029924
2004-01,275.2372589898467
2004-02,274.80196824487825
2004-03,283.4351024668613
2004-04,289.6729258464132
2004-05,283.31215298162954
2004-06,272.2310727302303
2004-07,271.90863614871233
2004-08,268.4823573874065
2004-09,263.3687860392069
2004-10,256.73287588578546
2004-11,277.910588495518
2004-12,305.1831164129276
2005-01,336.82719883585827
2005-02,410.36715070767656
2005-03,389.38559875325205
2005-04,371.8726577723891
2005-05,364.90310480769404
2005-06,398.2183493365506
2005-07,377.6958506175229
2005-08,411.91851441760923
2005-09,432.7957218647809
2005-10,442.9261026732855
2005-11,476.4134216723201
2005-12,499.92970245645665
2006-01,542.9056216381431
2006-02,626.2784393474169
2006-03,611.9118866999133
2006-04,590.8569955013962
2006-05,495.86795848837676
2006-06,510.6891104301492
2006-07,534.5224468183674
2006-08,512.7340972738754
2006-09,544.0533029953992
2006-10,580.0097949418237
2006-11,550.8813207092974
2006-12,515.1343927717354
2007-01,596.818588990325
2007-02,588.5102614627
2007-03,594.653219592553
2007-04,655.6448931520262
2007-05,685.0400496909758
2007-06,731.778494065436
2007-07,710.7831619983522
2007-08,627.8845693008334
2007-09,688.9829555023896
2007-10,740.7539793648956
2007-11,711.5166917917568
2007-12,709.8135451438285
2008-01,702.2526177845386
2008-02,782.8714060619287
2008-03,789.4462253516194
2008-04,756.8399111196494
2008-05,578.7048835048953
2008-06,579.4619606890147
2008-07,473.0969278938665
2008-08,382.2253962041226
2008-09,369.60301164985344
2008-10,355.15473272029715
2008-11,366.52418692148575
2008-12,183.2409293042269
2009-01,175.17867426595265
2009-02,204.16433798113795
2009-03,251.95941385862645
2009-04,270.7735452082463
2009-05,271.2522735404126
2009-06,263.3656189580884
2009-07,278.6127543652925
2009-08,330.2726677282484
2009-09,354.31939694822626
2009-10,344.72356338017585
2009-11,343.8412923976027
2009-12,346.1172547756214
2010-01,351.002670970155
2010-02,353.47095847130663
2010-03,380.1577648989152
2010-04,385.5581088374302
2010-05,336.97780414728766
2010-06,353.6304553851061
2010-07,385.7941199421624
2010-08,360.17553304443106
2010-09,358.5172602157058
2010-10,378.6947820189255
2010-11,398.7188578035339
2010-12,437.0799972085898
2011-01,448.4356705320056
2011-02,411.1756357612316
2011-03,445.39010966264124
2011-04,459.3639855607473
2011-05,454.81233887680054
2011-06,452.0893921852805
2011-07,446.1234734106022
2011-08,400.19441559328783
2011-09,425.8063929282263
2011-10,439.29370083718015
2011-11,418.821617140481
2011-12,388.2227570014462
2012-01,430.63941431044384
2012-02,459.50520598124166
2012-03,475.0484050987121
2012-04,474.9372838217787
2012-05,446.2468852983143
2012-06,444.74663197450025
2012-07,471.90658358978783
2012-08,493.84891626474763
2012-09,491.3128755703006
2012-10,487.72521445349423
2012-11,500.414193887568
2012-12,514.2598944639791
2013-01,522.6268601269132
2013-02,557.3101594034107
2013-03,534.8493177655333
2013-04,559.4628899595002
2013-05,654.8976431701338
2013-06,611.701376892403
2013-07,667.1489579742992
2013-08,633.8897899599519
2013-09,614.0939638931455
2013-10,648.8463058211911
2013-11,658.9724147319653
2013-12,692.3840254049775
2014-01,701.0419377390552
2014-02,682.4258658104535
2014-03,740.8677799873541
2014-04,787.8402988928955
2014-05,801.3877060271989
2014-06,803.9717427446058
2014-07,822.7529772272691
2014-08,748.027032593295
2014-09,753.7992582093066
2014-10,746.2688297145032
2014-11,756.5468463974566
2014-12,782.67057957744
2015-01,828.1485880835236
2015-02,802.9946779906853
2015-03,707.5823221867771
2015-04,784.7448388293492
2015-05,762.5482498799898
2015-06,783.9578092208503
2015-07,811.9843784339776
2015-08,744.3424414326478
2015-09,679.7250589486398
2015-10,720.0735552603487
2015-11,661.0263493782421
2015-12,675.626664226991
2016-01,624.4481822308281
2016-02,639.0110007217579
2016-03,670.7491286921309
2016-04,707.7665985050803
2016-05,727.4641567673324
2016-06,767.1950503582075
2016-07,810.2172696267893
2016-08,804.2794438610268
2016-09,816.4805783643785
2016-10,803.06753184276
2016-11,831.5433355149504
2016-12,948.6970898082058
2017-01,948.8894460271587
2017-02,953.8662488763887
2017-03,928.5760440483535
2017-04,945.807551
2017-05,967.694891
2017-06,907.722334
2017-07,844.9816
2017-08,730.218826
2017-09,758.247834
2017-10,700.785666
2017-11,716.554913
2017-12,716.826935
2018-01,776.654105
2018-02,776.168713
2018-03,798.850237
2018-04,756.7420808652416
2018-05,685.2674605131433
2018-06,633.1121212438813
2018-07,644.5059879667149
2018-08,605.7866213637333
2018-09,602.1687595164537
2018-10,560.1255076373207
2018-11,529.5617595209517
2018-12,467.47659587819294
2019-01,544.037145174884
2019-02,518.4164153063585
2019-03,506.2980602576907
2019-04,487.56640242950095
2019-05,449.0140349049631
2019-06,400.7604066855131
2019-07,403.2037573431592
2019-08,369.42116396677505
2019-09,405.14263722724485
2019-10,432.36554028014586
2019-11,480.5366880208162
2019-12,512.6532182930224
2020-01,519.142385397336
2020-02,475.4440640883892
2020-03,309.05914901523334
2020-04,364.26550683728067
2020-05,355.7468758183329
2020-06,351.2601108779414
2020-07,398.8028929334025
2020-08,410.12262287340076
2020-09,394.73832059947694
2020-10,391.76122365318054
2020-11,409.707282208987
2020-12,425.1491991583281
2021-01,445.1997525820962
2021-02,419.3390608672594
2021-03,425.7589421189916
2021-04,413.99279543057014
2021-05,438.11528420581516
2021-06,397.46651793957744
2021-07,395.48411004517334
2021-08,376.0287546002266
2021-09,328.00790375466516
2021-10,359.75074994174435
2021-11,335.05228604569874
2021-12,319.2814705487338
2022-01,328.42370242558496
2022-02,314.49323053847075
2022-03,296.26418582537775
2022-04,281.09424956055193
2022-05,235.75641391818954
2022-06,217.6858779240098
2022-07,180.14470589887551
2022-08,215.91163098976213
2022-09,198.63569123856922
2022-10,202.28383107521864
2022-11,201.17198216254474
2022-12,201.2290942138094
2023-01,170.45669849930883
2023-02,171.42176230999885
2023-03,150.61528208957247
2023-04,163.2309758296587
2023-05,159.50463539235662
2023-06,152.2062450342767
2023-07,163.9752406275769
