Date,JAMAICA
2008-11,1067.9972462945293
2008-12,1031.6399647511098
2009-01,960.8360961447152
2009-02,847.8235659934456
2009-03,710.7771783566337
2009-04,748.1345204396102
2009-05,841.5016217762507
2009-06,786.6095774451703
2009-07,777.2226010447882
2009-08,785.0640192729521
2009-09,802.8427381827697
2009-10,810.5863872782428
2009-11,912.6659039097781
2009-12,948.374510627212
2010-01,784.9281376950454
2010-02,938.0106093795047
2010-03,1064.968328613322
2010-04,1151.069503562393
2010-05,1064.508796299564
2010-06,1094.7830825714323
2010-07,1131.665525245939
2010-08,1165.7937536743734
2010-09,1099.4600545029134
2010-10,1109.494145747442
2010-11,1179.1157816206764
2010-12,1172.5767605304109
2011-01,1186.1122378386801
2011-02,1204.3777791416724
2011-03,1220.3165922684157
2011-04,1420.62882470903
2011-05,1372.764813423605
2011-06,1391.220476477722
2011-07,1414.4127655076295
2011-08,1542.4297762163117
2011-09,1487.7808142953402
2011-10,1568.1403459631595
2011-11,1548.4712024532923
2011-12,1531.2315471926547
2012-01,1466.8114309448454
2012-02,1436.5265308201667
2012-03,1456.312394321122
2012-04,1458.5799082232295
2012-05,1354.831084948086
2012-06,1318.2336438251552
2012-07,1211.84014730828
2012-08,1255.4137659701528
2012-09,1266.293837594282
2012-10,1195.5042908783646
2012-11,1179.9894029339848
2012-12,1290.4306560050477
2013-01,1199.0496265312117
2013-02,1067.9092580013546
2013-03,1001.713374102445
2013-04,1061.4681425486751
2013-05,1097.7928641756798
2013-06,1109.7778883297676
2013-07,1074.8696440804702
2013-08,1102.1292700016936
2013-09,1061.9154351273035
2013-10,983.152119203096
2013-11,939.1977923604155
2013-12,954.1583706151355
2014-01,1020.7099840516403
2014-02,1026.8854898654452
2014-03,991.3997101930803
2014-04,973.3088951295026
2014-05,913.7633566384633
2014-06,935.9943170155058
2014-07,950.5943602679557
2014-08,934.4115632312779
2014-09,948.7609170869272
2014-10,935.9535282115555
2014-11,972.4829352346331
2014-12,989.8818732885343
2015-01,1015.8598537233154
2015-02,1105.4329067761644
2015-03,1206.64390838712
2015-04,1369.522476140401
2015-05,1414.714083112454
2015-06,1339.0267614293734
2015-07,1368.0427656480485
2015-08,1331.0882210852003
2015-09,1314.620794393452
2015-10,1469.4688615794475
2015-11,1583.471973203849
2015-12,1776.5380249320635
2016-01,1805.49444045181
2016-02,1805.4878610899066
2016-03,1795.967345085634
2016-04,1769.0156400917672
2016-05,1765.674941691727
2016-06,1780.6983836360864
2016-07,1763.8578793837753
2016-08,1733.0025366589684
2016-09,1750.7980947796239
2016-10,1803.2092348469166
2016-11,1978.077265268362
2016-12,2094.943609445548
2017-01,2421.1051841929243
2017-02,2501.293437201568
2017-03,2468.616576338148
2017-04,2691.359832
2017-05,2786.365787
2017-06,2749.89871
2017-07,2975.700197
2017-08,3126.806645
2017-09,3140.256705
2017-10,3769.660555
2017-11,3460.804818
2017-12,3748.543422
2018-01,3770.797664
2018-02,3689.712271
2018-03,3730.494013
2018-04,3660.431107211471
2018-05,3547.000636102935
2018-06,3545.803230916281
2018-07,3561.1583819136144
2018-08,3671.912865325413
2018-09,4093.4145033294035
2018-10,4326.6157502425485
2018-11,5136.9727839169245
2018-12,4715.58961150187
2019-01,4470.6181735640985
2019-02,4586.422541667456
2019-03,4663.241638832399
2019-04,4585.18024037086
2019-05,4941.091963089117
2019-06,5807.568823272749
2019-07,6122.712793085388
2019-08,6160.856467106261
2019-09,6380.762748204352
2019-10,5868.417113653406
2019-11,6014.6179987231835
2019-12,6167.490900049941
2020-01,5727.9365863016255
2020-02,5655.268954939991
2020-03,4573.993258285204
2020-04,4125.524414414002
2020-05,4232.935827736793
2020-06,4217.765229557339
2020-07,3907.8266877672118
2020-08,3988.1593040631437
2020-09,4096.9297470767015
2020-10,3933.8637048042747
2020-11,4238.93619325425
2020-12,4261.235603561911
2021-01,3953.9453786589847
2021-02,3983.540824550334
2021-03,4032.952720333987
2021-04,3846.1423336374414
2021-05,3985.6678176923347
2021-06,4031.019927788527
2021-07,3890.0702013843343
2021-08,3844.9230604524014
2021-09,3844.7043914148308
2021-10,3650.9795926108113
2021-11,3459.473863367456
2021-12,3585.8262717347793
2022-01,3696.4809163434297
2022-02,3609.5505446234934
2022-03,3443.1564819303676
2022-04,3403.698960532814
2022-05,3301.054098994423
2022-06,3213.832680225853
2022-07,3058.6018178876925
2022-08,2954.9217343139007
2022-09,2888.167536593332
2022-10,2637.4786121775765
2022-11,2703.5578143214702
2022-12,2770.9378933597377
2023-01,2590.5244147773788
2023-02,2528.0407437678828
2023-03,2633.75357307
2023-04,2518.2111989999034
2023-05,2403.575208200789
2023-06,2300.524961775795
2023-07,2425.403062514114
