Date,PERU
2000-12,100.00000000000001
2001-01,111.84360441345511
2001-02,112.27979530440352
2001-03,112.03471194163579
2001-04,102.8605596573556
2001-05,110.55663842489328
2001-06,118.55313486349583
2001-07,115.02413154380909
2001-08,121.58381284659839
2001-09,118.72621365026288
2001-10,112.82984092925436
2001-11,114.08292002205074
2001-12,119.92198560347676
2002-01,130.43908000588144
2002-02,138.20151370741354
2002-03,143.4965397844017
2002-04,142.75644311870983
2002-05,150.407075688497
2002-06,135.27711590430295
2002-07,123.216223791945
2002-08,135.1906791457844
2002-09,127.42037967256748
2002-10,134.33445629503
2002-11,145.64449661390566
2002-12,156.503223
2003-01,166.1895236113955
2003-02,163.7900977907872
2003-03,160.57277822492372
2003-04,170.51613742922606
2003-05,180.87421597811135
2003-06,180.08569665272896
2003-07,191.18993106013968
2003-08,202.77544820004294
2003-09,215.27643179615072
2003-10,244.56641532219322
2003-11,284.5822799320944
2003-12,303.71657681683644
2004-01,267.9899691750641
2004-02,272.47852719771856
2004-03,322.15228509696016
2004-04,264.78639414466716
2004-05,278.3008810995094
2004-06,276.11157359469604
2004-07,275.4996850067705
2004-08,287.6401595301455
2004-09,306.4131042631765
2004-10,315.64387175513673
2004-11,317.1218799999502
2004-12,312.87460204455044
2005-01,313.5039910605751
2005-02,341.15895228182666
2005-03,325.34251820575895
2005-04,324.17952424815985
2005-05,318.6257304982473
2005-06,327.2333759651313
2005-07,350.05802804338845
2005-08,362.427873865637
2005-09,426.0685243997965
2005-10,384.3358288224589
2005-11,420.61265467837535
2005-12,421.54006143298835
2006-01,493.7853622809493
2006-02,481.70292740624944
2006-03,468.8896522402029
2006-04,548.7189882428511
2006-05,492.83842045423114
2006-06,540.6117690847824
2006-07,579.5324885039913
2006-08,583.3476187151218
2006-09,600.6332986721807
2006-10,630.3337629205823
2006-11,669.7001445539933
2006-12,683.3725979588802
2007-01,745.1894772878535
2007-02,822.8444367753596
2007-03,853.9409918604237
2007-04,986.2190275375539
2007-05,1051.6225311297337
2007-06,1140.5335975529722
2007-07,1295.5843946429754
2007-08,1199.0017074862742
2007-09,1392.5437833635694
2007-10,1570.8180440070705
2007-11,1351.44119188
2007-12,1328.2732354165657
2008-01,1268.6527909530362
2008-02,1473.8709847791513
2008-03,1398.5848645475323
2008-04,1469.8540498068915
2008-05,1464.6930219876563
2008-06,1431.557476115747
2008-07,1198.28142083082
2008-08,1109.7953343831023
2008-09,940.1295168019805
2008-10,601.2750653470823
2008-11,677.3757473469692
2008-12,794.2480662890962
2009-01,695.6154766319283
2009-02,666.058727749467
2009-03,846.168461001923
2009-04,858.3667492278094
2009-05,1018.1928738975954
2009-06,940.7283740025869
2009-07,1093.780560717915
2009-08,1146.7136863764633
2009-09,1354.5714717800988
2009-10,1300.9690913549223
2009-11,1461.4567488313996
2009-12,1365.649351174513
2010-01,1227.8517600555965
2010-02,1324.191349703684
2010-03,1373.8057106237484
2010-04,1388.9974449646388
2010-05,1430.1985817874133
2010-06,1431.4813294134551
2010-07,1545.953400485008
2010-08,1610.71702838165
2010-09,1787.665598553171
2010-10,2083.8014249981684
2010-11,2013.6486147168728
2010-12,2093.8411728395636
2011-01,1841.619606060528
2011-02,1873.1244388732205
2011-03,1809.682485671164
2011-04,1717.1973985543586
2011-05,1740.2683039327555
2011-06,1535.2420042811907
2011-07,1664.3823928311747
2011-08,1771.5520728165404
2011-09,1463.1468720486046
2011-10,1686.4432310527907
2011-11,1676.6718371637596
2011-12,1645.9882690143916
2012-01,1815.2887777899632
2012-02,1800.0401032554214
2012-03,1850.59737464053
2012-04,1886.5420793186386
2012-05,1762.5055581879367
2012-06,1789.4737817053442
2012-07,1721.642211369266
2012-08,1720.4239170134101
2012-09,1840.8083113167056
2012-10,1841.9955066244052
2012-11,1865.8400470962717
2012-12,1978.5653202792091
2013-01,1956.0691463317212
2013-02,1832.8051155637202
2013-03,1928.295043207022
2013-04,1699.142391927719
2013-05,1559.8883307033589
2013-06,1398.8544309787221
2013-07,1314.7645957540299
2013-08,1324.263301118197
2013-09,1347.709441831535
2013-10,1452.0041609825216
2013-11,1319.8250243035304
2013-12,1388.0027344149685
2014-01,1392.0627479707246
2014-02,1422.2289982540194
2014-03,1448.6018402509028
2014-04,1549.5251903632447
2014-05,1547.86285851304
2014-06,1571.5116811258417
2014-07,1561.3186218661592
2014-08,1652.8071999048639
2014-09,1546.3621337369557
2014-10,1539.1333115277434
2014-11,1587.1887014464357
2014-12,1533.8752463279675
2015-01,1455.4710416049747
2015-02,1502.7909590926724
2015-03,1442.0723590386033
2015-04,1594.7752481547818
2015-05,1489.6483661172276
2015-06,1453.1837471073698
2015-07,1331.9524369243275
2015-08,1168.3017456703476
2015-09,1140.767656543736
2015-10,1205.361162228664
2015-11,1101.4077662080558
2015-12,1048.248461594945
2016-01,1065.3160783077033
2016-02,1155.6353858219354
2016-03,1331.5326175602074
2016-04,1512.0437337883607
2016-05,1417.597423580886
2016-06,1573.7801118043724
2016-07,1661.3293635667442
2016-08,1588.7188394903085
2016-09,1590.939846780983
2016-10,1573.5203464393928
2016-11,1628.6519465221156
2016-12,1631.1969322874443
2017-01,1780.0563740361645
2017-02,1742.4246227153626
2017-03,1720.9786150271063
2017-04,1675.223742
2017-05,1781.436008
2017-06,1845.062511
2017-07,1944.501453
2017-08,2110.342768
2017-09,2104.513124
2017-10,2185.865373
2017-11,2232.137529
2017-12,2257.368968
2018-01,2473.696172
2018-02,2405.847177
2018-03,2490.650849
2018-04,2565.8484710208922
2018-05,2439.080687744901
2018-06,2411.514110220661
2018-07,2464.7914190534984
2018-08,2310.389869531674
2018-09,2360.1209908085393
2018-10,2343.01312316581
2018-11,2259.041201568194
2018-12,2292.58504709303
2019-01,2468.2012377255915
2019-02,2517.385151108228
2019-03,2545.050520222873
2019-04,2535.6908264636395
2019-05,2373.6104070595993
2019-06,2496.709315945611
2019-07,2350.9317856173707
2019-08,2232.8616991769613
2019-09,2265.401215509789
2019-10,2344.1377832380635
2019-11,2351.0140952788806
2019-12,2401.907729130592
2020-01,2253.160044967394
2020-02,1977.9660768688925
2020-03,1542.9485596125749
2020-04,1707.7300928731281
2020-05,1668.0522102515
2020-06,1702.5306011241562
2020-07,1759.3349535184943
2020-08,1890.6881929554747
2020-09,1762.6393022840102
2020-10,1760.3668692235892
2020-11,2121.4539892051466
2020-12,2288.7858154704513
2021-01,2140.3279491495064
2021-02,2296.4224861530924
2021-03,2046.1006653201275
2021-04,1915.5049653316914
2021-05,2117.5665141245618
2021-06,1866.5010789578182
2021-07,1696.7223587538022
2021-08,1700.9464545223973
2021-09,1660.8177097108255
2021-10,1882.7819306539461
2021-11,1767.035804071915
2021-12,1833.9648093132794
2022-01,2050.857688630226
2022-02,2231.515666043118
2022-03,2473.9870658558366
2022-04,2044.9575939213796
2022-05,2077.6595168252225
2022-06,1726.0217274830438
2022-07,1777.9237846333876
2022-08,1749.3840080549048
2022-09,1710.2682670604872
2022-10,1943.0279819810257
2022-11,2188.449654946768
2022-12,2007.023679079195
2023-01,2165.72522520744
2023-02,2086.6475934367304
2023-03,2172.806586139221
2023-04,2178.4454633250803
2023-05,2081.6316432210133
2023-06,2313.23305600144
2023-07,2581.7945569883004
