Date,CHINA 50
2006-12,860.57154675
2007-01,819.87029364
2007-02,799.16270019
2007-03,828.77993808
2007-04,857.25637477
2007-05,919.64521598
2007-06,1034.73280982
2007-07,1146.088008
2007-08,1228.9904679
2007-09,1483.24391726
2007-10,1741.57688889
2007-11,1517.29552031
2007-12,1438.7650503
2008-01,1133.36186788
2008-02,1256.13850339
2008-03,1109.14106815
2008-04,1291.08860528
2008-05,1224.26259624
2008-06,1076.27192471
2008-07,1105.9438068
2008-08,1019.75074635
2008-09,803.55491527
2008-10,619.9684021
2008-11,647.98707541
2008-12,710.25875467
2009-01,647.62865716
2009-02,626.1178853
2009-03,709.57098931
2009-04,781.20459312
2009-05,905.83255269
2009-06,939.08846721
2009-07,1037.60050416
2009-08,967.20330591
2009-09,1012.42702997
2009-10,1075.34001847
2009-11,1092.4128555
2009-12,1095.16183102
2010-01,996.29769272
2010-02,1018.07136163
2010-03,1071.11027109
2010-04,1070.92135019
2010-05,1018.30304551
2010-06,1038.14889661
2010-07,1077.06148488
2010-08,1046.88858405
2010-09,1138.53840817
2010-10,1182.47325036
2010-11,1153.46016666
2010-12,1148.12875483
2011-01,1140.99068284
2011-02,1128.44729837
2011-03,1189.86009957
2011-04,1206.55644662
2011-05,1226.43702873
2011-06,1183.4821233
2011-07,1183.28933866
2011-08,1079.10298302
2011-09,914.22468284
2011-10,1044.11538066
2011-11,964.98574748
2011-12,989.72095358
2012-01,1099.68790276
2012-02,1157.14514453
2012-03,1083.05586322
2012-04,1123.86353653
2012-05,1000.0
2012-06,1028.6008532074675
2012-07,1055.3298464860648
2012-08,1021.3073568764262
2012-09,1086.3676865054833
2012-10,1143.1439101177784
2012-11,1161.5618973379208
2012-12,1213.0455378073107
2013-01,1264.7475828820034
2013-02,1209.8992494447464
2013-03,1157.7341921158575
2013-04,1175.1260661636081
2013-05,1158.5612723120973
2013-06,1082.0748272389194
2013-07,1128.7367741428138
2013-08,1153.7331342185503
2013-09,1219.1310633969708
2013-10,1245.4781754827252
2013-11,1303.192635741055
2013-12,1254.1716099994258
2014-01,1169.4983843042114
2014-02,1201.061176388157
2014-03,1181.566841639789
2014-04,1158.6888397340877
2014-05,1219.1422475134545
2014-06,1260.4914659459696
2014-07,1364.0081474284955
2014-08,1370.2920839445621
2014-09,1275.3167962188345
2014-10,1334.3951720405455
2014-11,1350.725497918564
2014-12,1370.6783029360822
2015-01,1407.1963178335197
2015-02,1454.479062851097
2015-03,1477.5057583246507
2015-04,1689.7656061782793
2015-05,1625.3341610289554
2015-06,1556.6102633158744
2015-07,1398.9598448276888
2015-08,1237.6416554035236
2015-09,1205.2836330861337
2015-10,1316.8026256390233
2015-11,1266.038073529159
2015-12,1244.0225267634883
2016-01,1100.086121613351
2016-02,1073.1622615310496
2016-03,1191.6092084892005
2016-04,1191.63669231369
2016-05,1191.9107466026053
2016-06,1206.915488677122
2016-07,1250.9750185363305
2016-08,1344.0166823260306
2016-09,1378.9449134073739
2016-10,1348.0105999643836
2016-11,1320.942085807981
2016-12,1270.594842244247
2017-01,1358.1963456766168
2017-02,1398.7697188954387
2017-03,1427.807863783068
2017-04,1469.551257
2017-05,1547.410192
2017-06,1583.185944
2017-07,1724.238761
2017-08,1802.807714
2017-09,1803.482638
2017-10,1877.919112
2017-11,1921.418819
2017-12,1944.095055
2018-01,2209.099446
2018-02,2053.081933
2018-03,1984.9222568982732
2018-04,1983.4697715584036
2018-05,2011.9303318537604
2018-06,1927.9993800424797
2018-07,1881.1073827737978
2018-08,1817.1431750080255
2018-09,1792.4904205833022
2018-10,1587.779461559169
2018-11,1706.3012639293472
2018-12,1601.0186732252232
2019-01,1787.4072395375622
2019-02,1831.4044585302343
2019-03,1874.9615618927016
2019-04,1927.3553700881675
2019-05,1667.5645073726912
2019-06,1809.2322744491237
2019-07,1803.8700687254075
2019-08,1722.3531561188843
2019-09,1721.396981279065
2019-10,1777.7784645868373
2019-11,1825.0442556836297
2019-12,1979.1822679285513
2020-01,1882.3164722700021
2020-02,1893.5546789890154
2020-03,1784.980978107529
2020-04,1889.2570785768537
2020-05,1882.1191025657665
2020-06,2042.8699991275803
2020-07,2209.450375354165
2020-08,2351.649285404683
2020-09,2280.055529548624
2020-10,2427.5276272576475
2020-11,2463.2462978206245
2020-12,2497.8947993765623
2021-01,2699.922058062142
2021-02,2660.943317969284
2021-03,2491.4431357185645
2021-04,2512.3457807307027
2021-05,2513.2327056403797
2021-06,2521.6531691112277
2021-07,2126.7583616816282
2021-08,2101.244862739778
2021-09,1971.9643221685085
2021-10,2078.4175133434937
2021-11,1925.0937572553626
2021-12,1840.2772117703748
2022-01,1811.3582638486619
2022-02,1688.6828436028072
2022-03,1563.5258908526127
2022-04,1516.5924119825754
2022-05,1522.3579557858172
2022-06,1624.1522957330515
2022-07,1449.3518736994713
2022-08,1472.7367080904485
2022-09,1250.1191404473948
2022-10,992.6613127682191
2022-11,1329.4682895568317
2022-12,1421.7741513339975
2023-01,1617.5577885975952
2023-02,1419.2957756836731
2023-03,1510.0174506591698
2023-04,1399.1541294396307
2023-05,1289.6643907624893
2023-06,1355.41371763758
2023-07,1521.9707271155817
