Date,GREECE
2000-12,99.99999999999999
2001-01,95.81953463304063
2001-02,90.96621395741194
2001-03,86.05672293471916
2001-04,93.77333647524036
2001-05,83.24221594822652
2001-06,73.28724135234941
2001-07,73.55739797643164
2001-08,77.80514977081513
2001-09,62.64658135325679
2001-10,69.00538285300345
2001-11,73.109094657596
2001-12,70.39423584837265
2002-01,67.7219484578647
2002-02,60.856748458562
2002-03,59.603057032018974
2002-04,59.84117154251846
2002-05,65.19484348712542
2002-06,66.62419554098184
2002-07,61.74005981750413
2002-08,62.00357302575441
2002-09,53.58020393650051
2002-10,51.40639428257809
2002-11,52.77309372670351
2002-12,52.61234841880324
2003-01,52.23122731667406
2003-02,49.6905993818982
2003-03,44.725920935161646
2003-04,54.13832367332246
2003-05,58.09976425041994
2003-06,63.983163359849264
2003-07,72.5435256848376
2003-08,72.81416369269462
2003-09,70.9908096749407
2003-10,74.33618543031925
2003-11,79.07386060445373
2003-12,89.18678618237031
2004-01,94.07836257142044
2004-02,94.66934467729801
2004-03,91.88528881710492
2004-04,97.432385837742
2004-05,96.97498262077237
2004-06,95.37780189242629
2004-07,92.52583231349729
2004-08,93.8172474808225
2004-09,97.76261778290205
2004-10,108.00201480141963
2004-11,120.06670685223202
2004-12,130.2641136776413
2005-01,130.2485295986434
2005-02,144.8337918303893
2005-03,128.9055178212772
2005-04,128.19116272427735
2005-05,128.4682509575283
2005-06,131.5240561109462
2005-07,140.52827307645336
2005-08,140.61870426333567
2005-09,143.13445726443123
2005-10,138.91398779299055
2005-11,142.379676849431
2005-12,151.23656899570045
2006-01,167.63461778512155
2006-02,176.80810201138098
2006-03,173.70877652606183
2006-04,180.84015497647502
2006-05,168.19504573528525
2006-06,168.8749063541493
2006-07,170.6954160572767
2006-08,176.3773895041374
2006-09,177.4859272036525
2006-10,189.0015951316033
2006-11,199.88971447282643
2006-12,204.24257276451445
2007-01,216.87327269960858
2007-02,208.87251397963084
2007-03,215.7342978280941
2007-04,225.51109429817132
2007-05,235.1853957706847
2007-06,229.88220142448296
2007-07,235.32379873709684
2007-08,235.67214327550664
2007-09,255.33409633478837
2007-10,271.21313028103543
2007-11,263.6255832082749
2007-12,271.4536915931131
2008-01,233.32122553496384
2008-02,222.97488437475243
2008-03,228.49568632463388
2008-04,238.8980107620743
2008-05,240.07446343686706
2008-06,198.8932342727182
2008-07,200.14620526468414
2008-08,183.5807030197905
2008-09,156.34491153588712
2008-10,98.9614214952332
2008-11,89.22857969807734
2008-12,92.27513495966275
2009-01,85.29333377286775
2009-02,69.10693967233395
2009-03,80.68364241100562
2009-04,100.57799615247215
2009-05,119.57115250445139
2009-06,112.03460775278911
2009-07,122.95462494377922
2009-08,133.33798491459586
2009-09,148.75205790354443
2009-10,151.49583887327472
2009-11,127.07542645500709
2009-12,115.3897392749995
2010-01,103.36511905714404
2010-02,93.26589999296347
2010-03,100.2007937589716
