Date,GREECE
2010-04,88.71248661698696
2010-05,65.79132036689386
2010-06,59.62135300861591
2010-07,77.86721356866599
2010-08,70.59796988215392
2010-09,70.83121167589395
2010-10,76.58150830426453
2010-11,64.71917841803483
2010-12,63.614320711629766
2011-01,74.9037454689453
2011-02,73.93735197436585
2011-03,73.25462315086244
2011-04,69.9701072389244
2011-05,61.905187747368466
2011-06,61.181607440890275
2011-07,56.79662788313722
2011-08,40.962760281556875
2011-09,32.66714910728022
2011-10,31.308336699092347
2011-11,24.717635932596416
2011-12,23.68182344930871
2012-01,29.526794114651842
2012-02,27.16344231546984
2012-03,26.88699729685807
2012-04,25.155438975314567
2012-05,17.5437287776723
2012-06,19.26694496891409
2012-07,18.884386680365132
2012-08,20.982912509646347
2012-09,19.329099235083223
2012-10,22.561252388267864
2012-11,24.14776997430594
2012-12,24.75321727122585
2013-01,28.2021840123553
2013-02,29.148412016271877
2013-03,28.224084953333303
2013-04,28.249565667970113
2013-05,26.032825236260756
2013-06,25.41159505679455
2013-07,28.34845572719664
2013-08,29.723403706679107
2013-09,33.95759137637511
2013-10,39.50572061758974
2013-11,38.2703584443969
2013-12,37.38967598729099
2014-01,37.32795443368771
2014-02,43.699683931097965
2014-03,44.164531372295734
2014-04,40.05604083479559
2014-05,39.716581513648705
2014-06,39.40805071352967
2014-07,36.124798403942066
2014-08,36.065372075853894
2014-09,31.52111514874081
2014-10,26.847937601457158
2014-11,27.560777488863927
2014-12,22.450010986315036
2015-01,15.884416611813649
2015-02,19.03021200920484
2015-03,15.863391997587454
2015-04,17.402026315849046
2015-05,17.249177208044156
2015-06,16.68992925061851
2015-07,16.549872852760597
2015-08,10.72800848842003
2015-09,10.71641966102696
2015-10,11.818758795428437
2015-11,8.83894499555132
2015-12,8.681164602113764
2016-01,6.841513555371958
2016-02,6.150019481377354
2016-03,7.619601409007344
2016-04,7.860795314962553
2016-05,8.756154823427487
2016-06,6.550539777358301
2016-07,6.967574776347437
2016-08,6.985588342095904
2016-09,6.613937065723805
2016-10,6.847445264264906
2016-11,7.519885255792406
2016-12,7.628457441384867
2017-01,7.029238429390217
2017-02,7.246599851581007
2017-03,7.362395511744386
2017-04,8.195379
2017-05,9.332709
2017-06,9.852468
2017-07,9.952374
2017-08,10.064855
2017-09,8.655488
2017-10,8.470765
2017-11,8.427606
2017-12,9.809882
2018-01,10.964464
2018-02,10.066862
2018-03,9.147788
2018-04,10.588235922742209
2018-05,8.597712673824699
2018-06,8.946821671006367
2018-07,8.926724760837997
2018-08,8.033954518370209
2018-09,7.373500279007454
2018-10,6.770089848449753
2018-11,6.544822116303918
2018-12,6.195974925133624
2019-01,6.5406953463929
2019-02,6.9154671066699
2019-03,6.987812326527384
2019-04,7.4229316918007235
2019-05,7.625384657437677
2019-06,8.122327046623202
2019-07,8.144371905375204
2019-08,7.7115871235167015
2019-09,7.873233420317279
2019-10,8.485361016475597
2019-11,8.623880091420885
2019-12,8.870601978246565
2020-01,8.429702869785654
2020-02,6.569219674242821
2020-03,4.8643414612146625
2020-04,5.303086471012668
2020-05,5.5489202966702535
2020-06,5.3934623735114595
2020-07,5.79204997917747
2020-08,5.935799278221139
2020-09,5.569931852547475
2020-10,4.7963893058959615
2020-11,6.268299688138084
2020-12,6.481789606787859
2021-01,5.8897760345695875
2021-02,6.309966181664401
2021-03,6.579528975851786
2021-04,7.055978207210799
2021-05,7.358905019868882
2021-06,7.11749328089946
2021-07,7.0963054765539955
2021-08,7.494924284202858
2021-09,7.262739423001059
2021-10,7.213837241838507
2021-11,6.731387654598702
2021-12,7.000246750189895
2022-01,7.463103522839811
2022-02,7.317734586944608
2022-03,7.076436231878725
2022-04,7.005921865874343
2022-05,6.812260766142224
2022-06,5.8745059944650055
2022-07,6.136124702562727
2022-08,6.009771014167624
2022-09,5.434941129029516
2022-10,6.189567430118552
2022-11,6.700945396141678
2022-12,7.01865128644331
2023-01,7.88312061015808
2023-02,8.593739658117801
2023-03,8.123893448463516
2023-04,8.419551478348046
2023-05,9.150747694186151
2023-06,10.061117687457667
2023-07,10.628221086372339
