Date,SWEDEN
1995-12,3409.29010438094
1996-01,3326.4134007106536
1996-02,3651.412912472599
1996-03,3736.0307675288072
1996-04,3695.2546472681875
1996-05,3859.4175610216157
1996-06,3910.9163524641244
1996-07,3750.145795932212
1996-08,4000.522678358364
1996-09,4166.295104560393
1996-10,4347.780808227912
1996-11,4639.843773097157
1996-12,4677.7845369957
1997-01,4786.354882959595
1997-02,4766.561997250094
1997-03,4991.20399395867
1997-04,4573.765514245987
1997-05,4931.327688661105
1997-06,5360.453108376841
1997-07,5610.843800652065
1997-08,5306.458418967919
1997-09,5940.48134495433
1997-10,5344.465084618596
1997-11,5468.885137042072
1997-12,5281.999300872445
1998-01,5418.059082345294
1998-02,5928.109633359742
1998-03,6344.544049532704
1998-04,6657.740761660188
1998-05,6860.42063750991
1998-06,6817.508255030183
1998-07,6786.194613666457
1998-08,5748.290258706599
1998-09,5247.651526448271
1998-10,5582.868180633419
1998-11,6113.19945360618
1998-12,6019.43392292604
1999-01,6375.019594271275
1999-02,6221.165462348502
1999-03,6343.666468453188
1999-04,6703.060749915497
1999-05,6559.760351039345
1999-06,7191.073276682839
1999-07,7480.564769620317
1999-08,7446.25793899124
1999-09,7398.352799628174
1999-10,8247.341593011426
1999-11,9132.395950563698
1999-12,10819.52469739031
2000-01,10898.696011362303
2000-02,13392.318122003564
2000-03,12735.463022203417
2000-04,12605.52719845507
2000-05,12049.286811673994
2000-06,11854.8927535167
2000-07,11435.104572596787
2000-08,11296.969996111213
2000-09,9822.182364901118
2000-10,9160.98088058224
2000-11,8260.477662732821
2000-12,8516.48031505996
2001-01,9178.739587394142
2001-02,7685.006617555135
2001-03,5970.799197559427
2001-04,6858.921134293159
2001-05,6481.726923704868
2001-06,6126.644638708611
2001-07,6180.576476114543
2001-08,5831.435613961882
2001-09,4890.558063846168
2001-10,5263.000671468777
2001-11,6033.322434621966
2001-12,6201.780495459548
2002-01,5611.046001067092
2002-02,5730.690350549342
2002-03,5951.424936386639
2002-04,5362.0003751027325
2002-05,5290.126225751285
2002-06,5153.064921731037
2002-07,4399.400274518735
2002-08,4375.972032482327
2002-09,3635.785343189583
2002-10,4221.71726678595
2002-11,4830.077465192184
2002-12,4310.947935375624
2003-01,4251.643643770832
2003-02,4225.4387220130275
2003-03,4123.890491183094
2003-04,4969.88135751573
2003-05,5184.642979319785
2003-06,5219.171589999355
2003-07,5553.00306076459
2003-08,5647.8242116277115
2003-09,5837.392135803871
2003-10,6336.796035848672
2003-11,6556.802055559256
2003-12,7092.781421502427
2004-01,7360.809423821794
2004-02,7744.9085405637825
2004-03,7598.838273147481
2004-04,7576.125498409668
2004-05,7698.915415783662
2004-06,7936.977995122892
2004-07,7586.732187241679
2004-08,7711.970519758992
2004-09,8314.335825097118
2004-10,8430.933294976565
2004-11,9490.872648430714
2004-12,9665.737388261887
2005-01,9202.732027729748
2005-02,9790.157131160731
2005-03,9459.313218075235
2005-04,9207.078088059901
2005-05,9476.781134514515
2005-06,9382.228678347325
2005-07,9909.14355795633
2005-08,9973.19121365658
2005-09,10405.626374363657
2005-10,9821.622479364209
2005-11,9975.942890116865
2005-12,10661.863552418528
2006-01,11261.196387241838
2006-02,11215.246058872714
2006-03,12179.574797948439
2006-04,12727.348749080464
2006-05,11893.33347445938
2006-06,11932.061269434435
2006-07,11738.180059717844
2006-08,12185.342078119103
2006-09,12753.040632172528
2006-10,13565.499583760082
2006-11,14113.297741364298
2006-12,15287.576200152667
2007-01,15478.940587338588
2007-02,15004.976611545078
2007-03,15898.871652012684
2007-04,17694.713842811434
2007-05,17467.047669654683
2007-06,17218.780216084746
2007-07,17273.90456611332
2007-08,16485.613936537102
2007-09,17630.174739780527
2007-10,17201.870495651874
2007-11,15811.544500838436
2007-12,15382.11288343475
2008-01,13580.733553901726
2008-02,14528.361033853631
2008-03,14853.610102960505
2008-04,15429.12517124257
2008-05,15759.613275111516
2008-06,13332.29097325621
2008-07,13218.539584654081
2008-08,12637.023568877077
2008-09,10294.003069638426
2008-10,7550.080020062235
2008-11,7275.327654620316
2008-12,7712.77674358
2009-01,6844.416135210342
2009-02,6605.729107040956
2009-03,7229.958607042611
2009-04,8999.979708681263
2009-05,9759.075717721953
2009-06,9743.52318296218
2009-07,11490.390679430157
2009-08,12110.730511508642
2009-09,12217.155895519723
2009-10,12780.000338913758
2009-11,12776.88323529653
2009-12,12661.578032825997
2010-01,12346.570056365163
2010-02,12701.091393854196
2010-03,13621.504451712344
2010-04,14271.483391164362
2010-05,12288.27569986258
2010-06,12640.830486007766
2010-07,14118.201289185172
2010-08,13299.893841063156
2010-09,15763.875538362186
2010-10,15839.71193170159
2010-11,15401.209458531792
2010-12,16935.17611657082
2011-01,17535.212377815293
2011-02,17483.08042174306
2011-03,17834.39095387717
2011-04,19454.627396699776
2011-05,18814.486943768818
2011-06,17826.12860440597
2011-07,16971.126910311625
2011-08,15078.941047983657
2011-09,13076.42048414282
2011-10,15151.28910167003
2011-11,14370.937220480546
2011-12,14228.708918687455
2012-01,15053.841847394106
2012-02,16668.88392594072
2012-03,16282.528291096967
2012-04,15980.92726098024
2012-05,13688.748016887223
2012-06,14934.573432917174
2012-07,15887.785330723382
2012-08,15902.357548471666
2012-09,16522.507289037298
2012-10,16131.60775298128
2012-11,16644.737093586453
2012-12,17354.72937540395
2013-01,18758.588408595886
2013-02,18993.617659337688
2013-03,18991.4644884846
2013-04,19330.29821458184
2013-05,19124.13836505413
2013-06,17833.57584556721
2013-07,19802.418263429536
2013-08,19218.451310659966
2013-09,20542.67388879925
2013-10,20576.4538538372
2013-11,20802.70638908796
2013-12,21607.236149976125
2014-01,20751.347915106402
2014-02,22247.50159445422
2014-03,22160.718843981093
2014-04,22210.221904004593
2014-05,22366.41266455999
2014-06,21963.768278527594
2014-07,21265.76446553161
2014-08,21218.59469359335
2014-09,20688.938321045684
2014-10,20364.01405325168
2014-11,20899.33891967981
2014-12,19976.398989851026
2015-01,20409.387352902482
2015-02,21801.995373028272
2015-03,21013.62163792852
2015-04,21408.175768453806
2015-05,21171.22553735112
2015-06,20392.681890464824
2015-07,20637.870205703286
2015-08,19375.021860934194
2015-09,18524.555642628166
2015-10,19429.096316202897
2015-11,19426.241808060713
2015-12,18974.19816670742
2016-01,17475.140250267905
2016-02,17697.78018032351
2016-03,18933.258063389498
2016-04,19241.405377640287
2016-05,18742.37834185594
2016-06,17914.015511484416
2016-07,18580.40909703023
2016-08,18869.93840628464
2016-09,19253.549284921854
2016-10,18255.892801288093
2016-11,18286.65120271322
2016-12,19091.69664594353
2017-01,20182.615168462657
2017-02,20164.807398389377
2017-03,20897.864403315332
2017-04,21843.269561
2017-05,22508.64202
2017-06,22692.391794
2017-07,22874.404965
2017-08,23223.369188
2017-09,23935.221944
2017-10,23874.415992
2017-11,23086.769949
2017-12,23022.123998
2018-01,24432.408274
2018-02,23116.265087
2018-03,22474.897352
2018-04,22182.26866918792
2018-05,21744.78687354563
2018-06,21639.626396906348
2018-07,22815.042832727697
2018-08,22482.886672434874
2018-09,23151.14064751243
2018-10,20837.582416038313
2018-11,20541.62944428023
2018-12,19873.075148639
2019-01,21014.724452252314
2019-02,21367.634173957507
2019-03,21334.76723362551
2019-04,22546.694159188137
2019-05,20419.21352804694
2019-06,22380.020209666603
2019-07,21348.26471040384
2019-08,20445.2262804066
2019-09,21300.450003151356
2019-10,22785.269845220057
2019-11,22934.97622538787
2019-12,24083.420305528227
2020-01,23448.324009462198
2020-02,21976.124874811543
2020-03,18937.09809230106
2020-04,20462.787283220237
2020-05,22004.921874547803
2020-06,22749.490204329635
2020-07,24948.257656188052
2020-08,26259.955524988625
2020-09,26066.95001541032
2020-10,24857.72262340637
2020-11,28921.190649777684
2020-12,29828.646201257012
2021-01,30492.679907325703
2021-02,31342.839845962273
2021-03,33184.579765329865
2021-04,34519.799225370385
2021-05,35801.63335269144
2021-06,34999.10990659296
2021-07,36691.67897580491
2021-08,36249.13049703383
2021-09,34245.724286379955
2021-10,36133.70654203158
2021-11,33981.35647313927
2021-12,36347.117677959475
2022-01,32660.83339778065
2022-02,30018.46108681846
2022-03,30726.6829420218
2022-04,28398.23290427871
2022-05,28208.52929683414
2022-06,24156.64806128254
2022-07,26892.80672550464
2022-08,24193.51587186009
2022-09,22026.84113735564
2022-10,23541.787129781027
2022-11,26133.070420936652
2022-12,26022.308008218988
2023-01,27952.616655875558
2023-02,28564.59860034152
2023-03,28503.382948520004
2023-04,29673.122074591636
2023-05,27160.152675316527
2023-06,28166.929965306845
2023-07,28599.557809818267
