Date,CANADA
1969-12,100.0
1970-01,102.448
1970-02,106.996
1970-03,108.088
1970-04,95.729
1970-05,86.632
1970-06,90.988
1970-07,97.501
1970-08,101.927
1970-09,108.577
1970-10,107.067
1970-11,112.162
1970-12,115.185
1971-01,118.99
1971-02,118.795
1971-03,124.042
1971-04,123.726
1971-05,120.355
1971-06,119.637
1971-07,119.878
1971-08,124.626
1971-09,123.539
1971-10,117.606
1971-11,117.248
1971-12,130.8
1972-01,136.88
1972-02,141.491
1972-03,141.774
1972-04,142.49
1972-05,150.242
1972-06,153.288
1972-07,152.818
1972-08,163.368
1972-09,162.459
1972-10,159.112
1972-11,166.584
1972-12,173.446
1973-01,173.16
1973-02,169.488
1973-03,169.872
1973-04,162.589
1973-05,156.261
1973-06,159.509
1973-07,168.369
1973-08,167.963
1973-09,173.582
1973-10,186.468
1973-11,168.511
1973-12,167.227
1974-01,172.528
1974-02,179.232
1974-03,175.084
1974-04,162.646
1974-05,150.07
1974-06,144.908
1974-07,147.282
1974-08,132.835
1974-09,119.317
1974-10,132.392
1974-11,121.015
1974-12,121.84
1975-01,140.824
1975-02,144.673
1975-03,140.556
1975-04,142.68
1975-05,145.677
1975-06,149.334
1975-07,148.106
1975-08,146.826
1975-09,139.659
1975-10,133.608
1975-11,144.38
1975-12,139.446
1976-01,154.594
1976-02,162.967
1976-03,160.923
1976-04,163.783
1976-05,164.918
1976-06,163.933
1976-07,161.662
1976-08,160.27
1976-09,158.377
1976-10,152.668
1976-11,133.631
1976-12,152.167
1977-01,147.71
1977-02,146.531
1977-03,147.688
1977-04,144.38
1977-05,141.799
1977-06,147.772
1977-07,147.23
1977-08,141.128
1977-09,141.841
1977-10,132.181
1977-11,139.93
1977-12,148.212
1978-01,137.444
1978-02,137.129
1978-03,143.318
1978-04,146.005
1978-05,154.279
1978-06,153.362
1978-07,161.928
1978-08,165.133
1978-09,170.978
1978-10,163.221
1978-11,172.682
1978-12,177.562
1979-01,181.699
1979-02,186.017
1979-03,204.797
1979-04,210.46
1979-05,216.034
1979-06,231.067
1979-07,220.145
1979-08,242.54
1979-09,258.271
1979-10,231.677
1979-11,252.301
1979-12,268.649
1980-01,307.913
1980-02,348.971
1980-03,272.067
1980-04,281.311
1980-05,305.716
1980-06,327.937
1980-07,341.363
1980-08,346.979
1980-09,344.801
1980-10,334.692
1980-11,348.096
1980-12,327.896
1981-01,324.889
1981-02,317.63
1981-03,342.009
1981-04,334.802
1981-05,346.81
1981-06,346.805
1981-07,323.421
1981-08,324.15
1981-09,277.003
1981-10,270.082
1981-11,305.748
1981-12,290.858
1982-01,265.233
1982-02,244.649
1982-03,229.95
1982-04,228.011
1982-05,223.309
1982-06,193.04
1982-07,205.526
1982-08,242.229
1982-09,239.06
1982-10,266.123
1982-11,269.974
1982-12,294.383
1983-01,303.399
1983-02,314.408
1983-03,322.217
1983-04,355.727
1983-05,364.365
1983-06,372.026
1983-07,373.972
1983-08,375.689
1983-09,380.783
1983-10,358.538
1983-11,389.752
1983-12,389.616
1984-01,370.875
1984-02,366.899
1984-03,355.744
1984-04,346.309
1984-05,331.335
1984-06,324.966
1984-07,315.199
1984-08,361.098
1984-09,357.643
1984-10,351.06
1984-11,351.201
1984-12,356.787
1985-01,385.179
1985-02,368.975
1985-03,378.285
1985-04,380.168
1985-05,391.978
1985-06,389.559
1985-07,407.931
1985-08,403.326
1985-09,377.829
1985-10,384.413
1985-11,409.147
1985-12,410.4845
1986-01,392.527441
1986-02,397.03641
1986-03,432.46694
1986-04,440.304911
1986-05,445.725027
1986-06,437.002415
1986-07,416.544004
1986-08,433.422452
1986-09,430.143337
1986-10,439.326697
1986-11,443.771273
1986-12,451.280886
1987-01,514.81057
1987-02,539.559345
1987-03,590.10401
1987-04,574.657004
1987-05,571.683986
1987-06,589.222273
1987-07,638.971073
1987-08,638.767768
1987-09,629.626609
1987-10,490.628133
1987-11,478.23999
1987-12,514.041868
1988-01,507.025376
1988-02,540.448213
1988-03,564.907897
1988-04,573.93784
1988-05,552.593364
1988-06,599.124743
1988-07,587.844065
1988-08,557.090961
1988-09,569.001249
1988-10,587.804463
1988-11,585.184629
1988-12,601.799283
1989-01,651.364967
1989-02,630.635188
1989-03,637.650123
1989-04,654.524115
1989-05,659.131176
1989-06,674.746743
1989-07,726.82268
1989-08,738.043773
1989-09,726.214629
1989-10,726.228544
1989-11,733.480725
1989-12,748.019006
1990-01,679.014821
1990-02,680.227382
1990-03,686.107424
1990-04,634.548852
1990-05,681.03473
1990-06,678.350666
1990-07,692.137288
1990-08,656.674691
1990-09,627.35572
1990-10,607.814363
1990-11,624.027015
1990-12,650.785297
1991-01,650.520426
1991-02,693.812249
1991-03,692.483683
1991-04,699.949665
1991-05,724.928867
1991-06,707.08544
1991-07,718.364903
1991-08,726.650193
1991-09,707.69013
1991-10,739.053775
1991-11,720.584385
1991-12,722.9028016
1992-01,732.5024966999999
1992-02,726.4344151
1992-03,686.4630437999999
1992-04,677.1638318
1992-05,680.6528801999999
1992-06,682.8534852
1992-07,698.2236521
1992-08,682.9298987999999
1992-09,632.3908901
1992-10,648.1313954
1992-11,618.8763792
1992-12,635.0596677
1993-01,622.793087
1993-02,657.3960609999999
1993-03,674.93739
1993-04,698.564272
1993-05,708.5374479999999
1993-06,703.411356
1993-07,698.217281
1993-08,703.2855400000001
1993-09,668.633758
1993-10,731.1314560716498
1993-11,714.296808191208
1993-12,746.6866298824368
1994-01,793.7596120734135
1994-02,754.9912726939797
1994-03,722.2078478045067
1994-04,714.0882034908059
1994-05,722.6561685918354
1994-06,675.7837705432279
1994-07,706.8588930106154
1994-08,746.7676785963429
1994-09,763.3328373127692
1994-10,753.7313097025385
1994-11,711.8693904060431
1994-12,723.9523299118374
1995-01,686.9189101966451
1995-02,724.6635774717566
1995-03,755.4005771579917
1995-04,768.5133465139801
1995-05,800.4155705285375
1995-06,814.0705515121423
1995-07,828.4614488221596
1995-08,828.9780572255332
1995-09,825.1028870075642
1995-10,818.1092303987839
1995-11,848.5291297286949
1995-12,856.507227435734
1996-01,900.9352240548933
1996-02,892.9043080417063
1996-03,910.3734689185945
1996-04,947.8703871311885
1996-05,962.8403714860118
1996-06,936.4316648789552
1996-07,907.7694213189112
1996-08,948.2942806016686
1996-09,985.8707170359354
1996-10,1063.0111801622027
1996-11,1140.3621642473688
1996-12,1100.984759426523
1997-01,1155.0593349076546
1997-02,1145.8566463618479
1997-03,1088.2790878672577
1997-04,1113.7623513253147
1997-05,1206.8166390193041
1997-06,1228.0425394241363
1997-07,1307.896940512222
1997-08,1238.9391942188763
1997-09,1311.1855600478277
1997-10,1249.1965996881534
1997-11,1211.2493758118665
1997-12,1241.861393610594
1998-01,1219.6459585023583
1998-02,1323.0671172248067
1998-03,1422.7350566223975
1998-04,1429.551091616391
1998-05,1412.1928886482565
1998-06,1355.2433108283567
1998-07,1258.8445490103263
1998-08,984.3824884997691
1998-09,1009.7688963344665
1998-10,1111.9712682494983
1998-11,1152.7783356931689
1998-12,1165.658403739318
1999-01,1262.2307894148016
1999-02,1190.255639338463
1999-03,1239.2580048454017
1999-04,1365.262653316071
1999-05,1327.658375864433
1999-06,1382.930133838565
1999-07,1392.879587941559
1999-08,1370.291617123714
1999-09,1409.8307499136326
1999-10,1504.6166529954296
1999-11,1565.2044149942762
1999-12,1792.0588214562497
2000-01,1797.5329827755295
2000-02,1904.756560639579
2000-03,2074.8955781816862
2000-04,1998.6746400235086
2000-05,1961.0701101744764
2000-06,2207.3635901737953
2000-07,2274.235031645098
2000-08,2473.995413690998
2000-09,2224.031588415715
2000-10,2029.565753652828
2000-11,1847.5355962056556
2000-12,1887.7010986060804
2001-01,1979.8907309887452
2001-02,1664.1870545026122
2001-03,1511.674439755249
2001-04,1619.3721680533663
2001-05,1649.140246745548
2001-06,1585.8923515221136
