Date,SRI LANKA
2014-05,931.4080318392882
2014-06,918.0585373720322
2014-07,977.2012871936306
2014-08,1019.0254680096398
2014-09,1043.4045711732658
2014-10,1068.3253539754487
2014-11,1009.9955752062609
2014-12,1056.8772699437957
2015-01,947.8394553831964
2015-02,940.0787274422205
2015-03,896.4646869294897
2015-04,933.109000032212
2015-05,879.4205535204079
2015-06,901.6576609826564
2015-07,982.3018372261579
2015-08,931.710556148955
2015-09,828.9348420193653
2015-10,840.5950408798258
2015-11,829.0599240307373
2015-12,820.6233688030177
2016-01,727.7172407157735
2016-02,739.3713525058424
2016-03,699.701426260349
2016-04,739.724674431348
2016-05,730.731823014238
2016-06,727.999904681042
2016-07,756.3332087008617
2016-08,812.8120839820881
2016-09,818.3335258045207
2016-10,800.4580076525602
2016-11,791.5096203001195
2016-12,779.3427601283647
2017-01,759.3392105566937
2017-02,768.9461823490792
2017-03,735.2930158241958
2017-04,843.429369
2017-05,850.28591
2017-06,899.21751
2017-07,878.114762
2017-08,839.879221
2017-09,843.864486
2017-10,850.84056
2017-11,817.384546
2017-12,798.925956
2018-01,864.126734
2018-02,850.026457
2018-03,842.117762
2018-04,846.9198499585763
2018-05,790.2709771214681
2018-06,772.9056697813835
2018-07,748.8527464477695
2018-08,748.9838483131825
2018-09,667.7454509545672
2018-10,705.6463942330998
2018-11,732.6237128162121
2018-12,713.3286151740388
2019-01,725.9156067498384
2019-02,732.3726220464481
2019-03,731.5025233220712
2019-04,700.0625409662717
2019-05,651.0344432819575
2019-06,658.2416643640854
2019-07,710.6348219495854
2019-08,702.8979395473116
2019-09,687.9563573613323
2019-10,698.8345120057882
2019-11,751.829327213256
2019-12,734.0995956964778
2020-01,709.9812697759537
2020-02,652.7925181976484
2020-03,479.64014317486874
2020-04,476.4928981409139
2020-05,477.6164423065635
2020-06,555.0258984474347
2020-07,512.2472116186999
2020-08,602.5618776674573
2020-09,600.2594279451985
2020-10,578.3189980206834
2020-11,639.4977086116104
2020-12,650.43125143078
2021-01,725.7378950018443
2021-02,645.5074077887191
2021-03,623.4299160534831
2021-04,596.9077847310342
2021-05,605.7598841425599
2021-06,591.0900516875723
2021-07,592.2790015386508
2021-08,574.0429974355934
2021-09,624.5638568298747
2021-10,625.2356076613084
2021-11,588.3777095649509
2021-12,687.1041369233999
2022-01,694.5517707173781
2022-02,617.56064193993
2022-03,337.04612899881573
2022-04,230.57924730916682
2022-05,257.4323056714533
2022-06,223.05459851440025
2022-07,221.45605915137796
2022-08,262.1454616618112
2022-09,263.30806338634295
2022-10,223.93726684649675
2022-11,250.0107349516563
2022-12,238.69368968829525
2023-01,247.89406901353036
2023-02,240.43860600947238
2023-03,253.59216322036826
2023-04,264.0264222003299
2023-05,271.38653340014775
2023-06,277.66793759667956
2023-07,301.9673487858709
