Date,SRI LANKA
2000-12,100.0
2001-01,90.42129508862114
2001-02,95.79055134316704
2001-03,89.819672622534
2001-04,84.21844051975283
2001-05,84.27300734411527
2001-06,87.2123489034673
2001-07,85.39845862739853
2001-08,82.83133167894225
2001-09,79.54113483074956
2001-10,118.48342116495718
2001-11,117.65521227503731
2001-12,143.01358530532187
2002-01,121.11656514338591
2002-02,133.35351843309303
2002-03,137.0817413641836
2002-04,140.53480605969364
2002-05,161.66355362127376
2002-06,170.52318118227754
2002-07,166.91586263548416
2002-08,186.23116113022346
2002-09,208.0133319956884
2002-10,194.18416328572508
2002-11,186.6383822809424
2002-12,191.4920013668219
2003-01,186.72508719545067
2003-02,173.0626806886212
2003-03,174.61913555257678
2003-04,197.11065812795067
2003-05,215.70748421589772
2003-06,310.12501228074245
2003-07,300.1245400210145
2003-08,310.318147
2003-09,371.327961
2003-10,393.0808031214752
2003-11,333.02138860802756
2003-12,279.09553205958133
2004-01,320.79563935100265
2004-02,303.2223408538143
2004-03,302.60806565887805
2004-04,281.7708290585124
2004-05,304.1436022522572
2004-06,311.43105927493184
2004-07,315.7102435752211
2004-08,300.7143435249602
2004-09,305.1919502860008
2004-10,320.4106951879953
2004-11,312.35755193568514
2004-12,309.2929853277544
2005-01,371.58529263550065
2005-02,384.0413769770413
2005-03,383.80125331711264
2005-04,422.59729470571824
2005-05,436.04941202565766
2005-06,429.3893439734382
2005-07,429.6199056850463
2005-08,442.06257717565643
2005-09,524.8605511791043
2005-10,522.4334523594595
2005-11,480.0772064040925
2005-12,412.7603879234201
2006-01,438.5057995384858
2006-02,462.1457673218875
2006-03,470.1491199934547
2006-04,453.9910871273299
2006-05,456.78483766405475
2006-06,448.47284927430866
2006-07,449.2430051430822
2006-08,457.84270202714026
2006-09,481.94723097419455
2006-10,496.2662743205984
2006-11,593.6355868679758
2006-12,600.20590327042
2007-01,650.4397663093573
2007-02,633.8138318774031
2007-03,596.1085922308725
2007-04,571.5083363386991
2007-05,537.7258177049424
2007-06,545.5283175854249
2007-07,497.9497050379604
2007-08,521.3037001340331
2007-09,497.92895926278425
2007-10,520.1939242467936
2007-11,510.3320113716156
2007-12,518.5195791055086
2008-01,507.4308487
2008-02,512.73521409
2008-03,511.93856764
2008-04,504.93155216
2008-05,492.81323551601776
2008-06,480.8067139518349
2008-07,452.56617568932484
2008-08,428.95114657190834
2008-09,358.1369977539357
2008-10,271.81807008970924
2008-11,263.5989438566254
2008-12,209.26954058890502
2009-01,258.02130746462416
2009-02,235.5414630637431
2009-03,242.29990654343905
2009-04,265.5249791292206
2009-05,424.9816120940019
2009-06,495.4965364068709
2009-07,497.1944012567606
2009-08,485.0006746274693
2009-09,539.1275194261592
2009-10,516.9197107001039
2009-11,528.3330476394941
2009-12,608.4439479426895
2010-01,610.1476321469407
2010-02,585.6602819819502
2010-03,635.2728828598385
2010-04,644.6748713928816
2010-05,644.6168010531401
2010-06,723.7363886553143
2010-07,829.7190360939098
2010-08,857.6891090554068
2010-09,1120.2929919170538
2010-10,1060.0175430467427
2010-11,1054.4194477485273
2010-12,1057.9802181096604
2011-01,1054.0049566524344
2011-02,1069.62870114279
2011-03,1034.7881107037038
2011-04,1030.2135000717478
2011-05,1029.0061795630254
2011-06,944.1347030252635
2011-07,933.4170902815154
2011-08,955.9064462613918
2011-09,925.4555532562389
2011-10,866.2196185665417
2011-11,762.164222261084
2011-12,765.2050472026764
2012-01,757.1116598298639
2012-02,719.3882801195508
2012-03,737.750651044596
2012-04,741.7326185814433
2012-05,679.4448056927902
2012-06,666.5065961726617
2012-07,670.0709988310606
2012-08,709.099904197799
2012-09,832.8476163506215
2012-10,748.5083964849829
2012-11,750.1443176179431
2012-12,805.0428507793323
2013-01,845.1698836296565
2013-02,849.6006242961361
2013-03,898.630787487725
2013-04,918.1279998542909
2013-05,1031.5596624528312
2013-06,907.3942717858105
2013-07,926.4862412392164
2013-08,811.0168347705796
2013-09,822.5308418928024
2013-10,865.4150175515837
2013-11,826.5023300873573
2013-12,888.8598406553318
2014-01,942.2253617485641
2014-02,859.001707892532
2014-03,890.8800131109409
2014-04,938.2715865930812
