Date,ARGENTINA
2000-12,99.99999999999999
2001-01,130.0531497118484
2001-02,105.3719527438422
2001-03,107.56717252539158
2001-04,105.10171585341561
2001-05,106.53858760497894
2001-06,99.52765584387005
2001-07,78.93529898058773
2001-08,79.58382208974066
2001-09,60.753548891394324
2001-10,54.542095385286295
2001-11,52.54507881615958
2001-12,80.35016679389761
2002-01,62.29104519991425
2002-02,53.80709874786244
2002-03,42.82634926614901
2002-04,37.43886331431435
2002-05,26.36849111293834
2002-06,28.33639870433278
2002-07,30.2510891870382
2002-08,31.389461829962684
2002-09,30.463944014691652
2002-10,33.03728895034935
2002-11,34.50055954782346
2002-12,39.61013985040099
2003-01,42.947198317018035
2003-02,47.77055859965744
2003-03,47.163159503748105
2003-04,52.9407200066715
2003-05,52.55370296146033
2003-06,59.457071107416404
2003-07,56.54524932672054
2003-08,55.38788164398295
2003-09,62.256721964523486
2003-10,65.57582715676408
2003-11,66.26063316714597
2003-12,79.35988345398405
2004-01,84.40151152219978
2004-02,86.8842034058093
2004-03,87.94971524546241
2004-04,77.024981128686
2004-05,71.04408745667803
2004-06,72.7344109494319
2004-07,75.58709921019467
2004-08,77.14037752756435
2004-09,92.11798340794603
2004-10,93.0943999328543
2004-11,96.39677587736934
2004-12,99.79444424452385
2005-01,99.7124893404271
2005-02,124.1958260742267
2005-03,112.95646573020589
2005-04,106.17416018652133
2005-05,120.4720497006991
2005-06,124.78421110122062
2005-07,144.0870603361824
2005-08,161.6639236477885
2005-09,186.38390728133984
2005-10,159.99772248968299
2005-11,160.55767965068137
2005-12,161.9407006462513
2006-01,201.4125765175629
2006-02,192.06842429743634
2006-03,206.6911489343928
2006-04,247.63156678688506
2006-05,202.98313155759786
2006-06,217.30161480902123
2006-07,215.48167891273636
2006-08,206.0954379988243
2006-09,202.72073616811483
2006-10,221.67479445971992
2006-11,256.93073247612097
2006-12,270.9430312452728
2007-01,266.9607455455438
2007-02,262.11799133586595
2007-03,264.8375379521263
2007-04,272.3091138401825
2007-05,292.952502911076
2007-06,282.8213680071755
2007-07,280.22525097152123
2007-08,271.4761299900622
2007-09,291.6265256187894
2007-10,302.60329805346123
2007-11,273.3409523874683
2007-12,260.044434150919
2008-01,239.79572786127594
2008-02,262.73982163398836
2008-03,278.0283283100154
2008-04,284.4352512527238
2008-05,329.6505840004271
2008-06,376.3355415636062
2008-07,303.67795491484935
2008-08,280.03026405206003
2008-09,210.90710101062263
2008-10,123.00478027712471
2008-11,120.85654003348411
2008-12,118.45693824400959
2009-01,113.71686189331666
2009-02,98.83944661719303
2009-03,100.60690770408222
2009-04,108.27862317214908
2009-05,110.21785155533625
2009-06,137.82988565339963
2009-07,148.37484230644125
2009-08,167.35951621869674
2009-09,175.114413505887
2009-10,188.44965105095295
2009-11,186.0898309858298
2009-12,194.27367429716188
2010-01,188.08213057209855
2010-02,179.18755306328467
2010-03,204.59716229297254
2010-04,205.6892117556055
2010-05,183.1742778415037
2010-06,192.84170969926498
2010-07,223.5093607036428
2010-08,234.33231264636748
2010-09,272.7892909815337
2010-10,316.5327854937202
2010-11,326.74207739146726
2010-12,344.5825631047519
2011-01,340.5524132165511
2011-02,313.0603047203336
2011-03,303.2179569698014
2011-04,298.49443393158253
2011-05,301.9910275057417
2011-06,316.58042887367395
2011-07,305.3083805747727
2011-08,269.0895063736969
2011-09,216.12523836282682
2011-10,220.0164955112996
2011-11,218.97918865423642
2011-12,210.39493501048074
2012-01,238.21292810581792
2012-02,196.64580918988392
2012-03,197.16920188148566
2012-04,138.55299109881835
2012-05,117.40669045402902
2012-06,113.10951280030382
2012-07,111.68299652029214
2012-08,111.69144585246029
2012-09,114.05150853239022
2012-10,105.61943567478855
2012-11,111.44914871111934
2012-12,132.438984584599
2013-01,154.56089778161262
2013-02,122.4005132747359
2013-03,136.04482513851283
2013-04,142.72585062717184
2013-05,137.70032373664333
2013-06,133.13609784492579
2013-07,145.4849725339556
2013-08,163.40864638866006
2013-09,184.17586322081453
2013-10,198.63409470303148
2013-11,239.2991228327186
2013-12,219.810523148403
2014-01,167.37703620723263
2014-02,199.87752640126143
2014-03,232.70555547008914
2014-04,237.69533818381782
2014-05,246.9342823593499
2014-06,275.9027563989587
2014-07,293.2637730022833
2014-08,254.7830107621212
2014-09,284.5872873759919
2014-10,293.60759022278796
2014-11,290.0947977616772
2014-12,261.5864947750859
2015-01,247.9766559271307
2015-02,298.13645351986514
2015-03,326.9169300953984
2015-04,322.8179043760433
2015-05,295.2106162777765
2015-06,282.4339217428051
2015-07,254.04897429227
2015-08,250.74686551170157
2015-09,207.1457616689708
2015-10,300.2438360168878
2015-11,270.56345781825246
2015-12,260.28902136433265
2016-01,269.6973169772474
2016-02,292.19380450406766
2016-03,282.0383634237235
2016-04,293.2155016529495
2016-05,294.0235484379184
2016-06,302.95130514584383
2016-07,302.0719032945693
2016-08,295.30419717433085
2016-09,311.06632674238466
2016-10,308.52130475368085
2016-11,280.6022553115972
2016-12,273.0724851421586
2017-01,323.38464228655323
2017-02,326.2723708967896
2017-03,368.08594178687576
2017-04,377.739295
2017-05,400.308056
2017-06,386.453225
2017-07,359.989422
2017-08,400.046742
2017-09,441.3962
2017-10,466.065112
2017-11,444.138382
2017-12,473.677054
2018-01,483.917598
2018-02,459.10558
2018-03,446.987353
2018-04,426.08733560900765
2018-05,332.6636460453818
2018-06,259.61197173480593
2018-07,296.1999674508972
2018-08,226.2169304731643
2018-09,235.96145018631876
2018-10,231.5063731161207
2018-11,244.5074039654411
2018-12,232.86941275747438
2019-01,278.79280530111066
2019-02,249.30799332607188
2019-03,228.1930782474226
2019-04,210.20339669086593
2019-05,237.38354033213895
2019-06,300.52548530601933
2019-07,297.02509953931377
2019-08,147.27836342685836
2019-09,159.7918446620959
2019-10,152.06470220093152
2019-11,162.85853665606933
2019-12,184.37380225234776
2020-01,179.51132875833304
2020-02,164.67995766379337
2020-03,111.87849698760164
2020-04,124.34118691252012
2020-05,149.02323764799007
2020-06,160.76947245367128
2020-07,180.88024046591516
2020-08,178.35762446707173
2020-09,171.49079471924574
2020-10,171.0132204168579
2020-11,189.0576471811882
2020-12,207.79409812836317
2021-01,182.75231986831065
2021-02,202.8771790097105
2021-03,195.40297605524884
2021-04,210.01171537968395
2021-05,206.92821697036285
2021-06,206.7144334570864
2021-07,219.97735395623343
2021-08,287.0014604435699
2021-09,252.40639443672632
2021-10,279.59178217225246
2021-11,233.53494396872182
2021-12,251.31751173402927
2022-01,264.36073035594285
2022-02,258.5424602267223
2022-03,298.4921093694128
2022-04,259.0227328512342
2022-05,267.95212018592713
2022-06,214.75804324740085
2022-07,234.28594607641108
2022-08,260.1554008021607
2022-09,257.4300325513955
2022-10,284.59673408617334
2022-11,303.421048024908
2022-12,341.5541924078851
2023-01,394.2590271633182
2023-02,385.2432395825628
2023-03,357.73363857724894
2023-04,371.4095365413571
2023-05,385.4280039523192
2023-06,485.5329282044199
2023-07,496.8162181762541
