Date,BRAZIL
2000-12,99.99999999999999
2001-01,113.28436152425613
2001-02,101.62564247566127
2001-03,90.10225279133623
2001-04,94.71491039096146
2001-05,89.81428456074167
2001-06,88.49315679156982
2001-07,82.16712258127262
2001-08,75.16193249311728
2001-09,62.624104128517715
2001-10,66.08621844598869
2001-11,72.70705399166327
2001-12,83.00893480156589
2002-01,77.73960417701859
2002-02,88.82206718123693
2002-03,88.89806276620904
2002-04,88.13581546713212
2002-05,81.58252713323444
2002-06,66.56529115325075
2002-07,47.290524205559315
2002-08,58.06739661043395
2002-09,40.4966322102048
2002-10,52.0429432652073
2002-11,52.65023586696142
2002-12,57.56481582321623
2003-01,55.649913943946586
2003-02,53.540874418293846
2003-03,60.914876233995905
2003-04,73.7359688965401
2003-05,75.50934051394977
2003-06,75.63244794502792
2003-07,79.80257348943303
2003-08,87.87493810819446
2003-09,89.46904890512823
2003-10,99.14085943156564
2003-11,104.89980731254934
2003-12,123.42567403516325
2004-01,118.38096664900817
2004-02,122.81377928881604
2004-03,122.73929753670193
2004-04,104.6555254603221
2004-05,102.90505926680645
2004-06,107.98903640566313
2004-07,117.04609724757856
2004-08,124.41154461804545
2004-09,136.36039413693686
2004-10,138.58659272790615
2004-11,152.97846229055898
2004-12,167.67708940294202
2005-01,163.61765488598522
2005-02,192.239717957516
2005-03,175.73287989286843
2005-04,168.35764527866368
2005-05,181.34378402345857
2005-06,188.37499017008508
2005-07,195.66405652480293
2005-08,217.34424798125895
2005-09,258.82057286467636
2005-10,243.29285057897079
2005-11,264.98651612039185
2005-12,262.32432935772175
2006-01,327.7931232670036
2006-02,334.27524638098123
2006-03,318.4330366494021
2006-04,349.03911109843347
2006-05,292.50493015064677
2006-06,310.5633747271987
2006-07,313.8828367653192
2006-08,312.18014115167375
2006-09,306.39297911891845
2006-10,332.509844349906
2006-11,352.30463858807104
2006-12,381.14484217365185
2007-01,384.86662730375593
2007-02,374.1192743704756
2007-03,404.37678114007645
2007-04,429.8667172457448
2007-05,480.3393452881639
2007-06,500.8314871523399
2007-07,521.9952821527337
2007-08,503.4319028257963
2007-09,604.4934201861801
2007-10,699.0852454670317
2007-11,665.0643842623155
2007-12,684.3736371029104
2008-01,627.6545239576056
2008-02,703.2800822772551
2008-03,649.8612375218556
2008-04,749.4911951638643
2008-05,835.5518776543298
2008-06,769.2627690968384
2008-07,689.3176972135476
2008-08,621.1031982716828
2008-09,477.804515575382
2008-10,324.5135644641596
2008-11,294.56187175643964
2008-12,299.66961869194455
2009-01,313.44732093960084
2009-02,304.3466445506053
2009-03,336.9892296510645
2009-04,405.10451359015195
2009-05,494.41160244458666
2009-06,474.91058287789
2009-07,516.5816515605042
2009-08,525.3451963919681
2009-09,605.1944014249988
2009-10,621.6105159538429
2009-11,672.823614076981
2009-12,683.4344489137961
2010-01,608.6608444327809
2010-02,636.267123859826
2010-03,682.6082015930278
2010-04,676.3098337917087
2010-05,605.204466286635
2010-06,578.3645486722123
2010-07,657.7893365680525
2010-08,636.5099468857264
2010-09,703.9456581525743
2010-10,713.9923419321963
2010-11,679.823753595981
2010-12,728.1565901489163
2011-01,697.6013279745235
2011-02,718.4535989002878
2011-03,746.9079988838663
2011-04,741.8331535497765
2011-05,718.5964178598439
2011-06,716.1712478899814
2011-07,685.3366391103472
2011-08,640.8137172440346
2011-09,523.0236224993694
2011-10,624.2390754104205
2011-11,580.6421650060084
2011-12,569.0645195857089
2012-01,655.4197760761474
2012-02,691.157588450449
2012-03,647.2905533277335
2012-04,607.0885098188418
2012-05,519.4467923785296
2012-06,525.2951392334755
2012-07,532.8867478859743
2012-08,535.244681140525
2012-09,550.2386383821007
2012-10,545.0771815654497
2012-11,528.7803808307187
2012-12,569.3392605509553
2013-01,585.8373899190333
2013-02,571.2659511155726
2013-03,564.7604931577906
2013-04,574.711466763044
2013-05,533.872701399113
2013-06,466.9621400294594
2013-07,459.84067930362755
2013-08,450.1812819381427
2013-09,506.1570026572646
2013-10,536.7718939491157
2013-11,501.0662037075106
2013-12,477.99704262961274
2014-01,427.35698162532066
2014-02,442.6919840060181
2014-03,491.3842406951892
2014-04,509.849411644081
2014-05,500.91002819752254
2014-06,528.1662584704002
2014-07,538.0267224068548
2014-08,597.4304822010813
2014-09,482.6214403837063
2014-10,484.97367662968026
2014-11,462.2101612046868
2014-12,410.87175578003126
2015-01,384.387190747282
2015-02,395.26385922139315
2015-03,350.71301249240736
2015-04,409.63182733253217
2015-05,361.54192715496885
2015-06,375.1172917015697
2015-07,329.30126214850924
2015-08,282.65507770609213
2015-09,249.0755703680472
2015-10,262.0185375134649
2015-11,253.76087383485688
2015-12,240.90305294284428
2016-01,223.25180850510822
2016-02,237.14562495643307
2016-03,309.52108279617687
2016-04,341.6939584642975
2016-05,295.0634283507838
2016-06,352.5428530791807
2016-07,387.71445772535554
2016-08,391.0955515523675
2016-09,392.42794710131665
2016-10,447.226699411541
2016-11,397.1188336972949
2016-12,400.46827098611976
2017-01,443.4660002183172
2017-02,462.79301626022533
2017-03,441.9776795882415
2017-04,441.775686
2017-05,419.621051
2017-06,412.480853
2017-07,457.634287
2017-08,486.531177
2017-09,507.133502
2017-10,490.469704
2017-11,475.221074
2017-12,497.032973
2018-01,580.711422
2018-02,569.021467
2018-03,558.487678
2018-04,536.2243220620448
2018-05,448.42474122599924
2018-06,411.1130356224778
2018-07,459.69286438834627
2018-08,407.5683834633432
2018-09,436.0778699071852
2018-10,513.8168538186777
2018-11,503.70734093125606
2018-12,494.596837810735
2019-01,582.4353456664967
2019-02,556.2549424869486
2019-03,534.8564472988602
2019-04,530.8373274936332
2019-05,539.9239862744029
2019-06,573.2278676162872
2019-07,587.8656446038532
2019-08,533.598044158672
2019-09,546.978243246
2019-10,581.683842994053
2019-11,556.0733108933614
2019-12,624.6917893958065
2020-01,577.9973499661046
2020-02,502.8352274554087
2020-03,310.9062438960937
2020-04,327.7199624595391
2020-05,355.6463036722557
2020-06,381.94205880745886
2020-07,436.2939027498591
2020-08,397.49802333334924
2020-09,369.2706347930915
2020-10,359.91143396744553
2020-11,445.33388954291615
2020-12,505.8964544781379
2021-01,466.2731334329089
2021-02,436.8151686759082
2021-03,455.419007974234
2021-04,484.776347701561
2021-05,531.4675211628221
2021-06,559.7550272742853
2021-07,525.4296000505763
2021-08,513.5961288044842
2021-09,446.74809541218076
2021-10,406.37805456745065
2021-11,400.43377273656745
2021-12,417.8473422938465
2022-01,472.25765003823574
2022-02,494.44310004489745
2022-03,567.9399753241969
2022-04,490.05032555983956
2022-05,531.1269074901988
2022-06,429.3446414382841
2022-07,453.06876415251924
2022-08,482.0878248494781
2022-09,466.02565924599827
2022-10,506.20644248883434
2022-11,491.5526356771222
2022-12,476.9810776816152
2023-01,510.0685983719553
2023-02,463.10059456498976
2023-03,461.8383583840858
2023-04,477.5319196849728
2023-05,480.6338194127902
2023-06,557.3120781701753
2023-07,584.5805884484421
