Date,AUSTRIA
1982-09,201.814
1982-10,197.81
1982-11,206.304
1982-12,229.882
1983-01,217.888
1983-02,222.657
1983-03,240.449
1983-04,249.458
1983-05,244.511
1983-06,237.417
1983-07,226.314
1983-08,220.881
1983-09,227.51
1983-10,224.364
1983-11,219.845
1983-12,225.082
1984-01,216.804
1984-02,233.985
1984-03,237.203
1984-04,223.716
1984-05,221.014
1984-06,215.203
1984-07,206.331
1984-08,206.684
1984-09,206.249
1984-10,209.512
1984-11,212.708
1984-12,214.037
1985-01,214.934
1985-02,234.919
1985-03,272.757
1985-04,349.313
1985-05,400.064
1985-06,426.887
1985-07,420.454
1985-08,436.004
1985-09,455.025
1985-10,455.244
1985-11,563.098
1985-12,591.304665
1986-01,612.471399
1986-02,657.802333
1986-03,625.93189
1986-04,763.123745
1986-05,681.062271
1986-06,707.8805
1986-07,730.061274
1986-08,776.79687
1986-09,776.135659
1986-10,742.918846
1986-11,786.007158
1986-12,796.747041
1987-01,750.895549
1987-02,753.771152
1987-03,738.01765
1987-04,731.838687
1987-05,680.215821
1987-06,692.040061
1987-07,798.985606
1987-08,795.0229
1987-09,830.146422
1987-10,752.035261
1987-11,764.355079
1987-12,814.49945
1988-01,704.516845
1988-02,706.877101
1988-03,738.939226
1988-04,748.734755
1988-05,710.798453
1988-06,691.991066
1988-07,710.796043
1988-08,719.821456
1988-09,731.484577
1988-10,820.30283
1988-11,836.837832
1988-12,819.15518
1989-01,802.888875
1989-02,849.020852
1989-03,930.41477
1989-04,1000.156957
1989-05,972.397647
1989-06,1028.581387
1989-07,1104.810539
1989-08,1293.74135
1989-09,1475.150929
1989-10,1360.370829
1989-11,1332.185134
1989-12,1670.335348
1990-01,2001.033942
1990-02,2392.282972
1990-03,2433.676343
1990-04,2121.57907
1990-05,2079.714529
1990-06,2250.856947
1990-07,2529.03263
1990-08,2084.10527
1990-09,1598.152654
1990-10,1780.618385
1990-11,1782.773032
1990-12,1776.110131
1991-01,1708.18248
1991-02,1978.439373
1991-03,1780.810492
1991-04,1806.352316
1991-05,1772.626774
1991-06,1581.508576
1991-07,1571.626638
1991-08,1569.88814
1991-09,1622.653625
1991-10,1403.655963
1991-11,1532.401447
1991-12,1558.890312
1992-01,1603.8951808
1992-02,1707.6569421
1992-03,1614.4071884
1992-04,1552.1738868999998
1992-05,1608.5093484
1992-06,1636.0231144
1992-07,1478.0358886
1992-08,1442.6603235
1992-09,1534.1040309999998
1992-10,1447.8437852
1992-11,1356.9612911
1992-12,1392.8880186
1993-01,1381.090375
1993-02,1460.493053
1993-03,1433.226624
1993-04,1417.57545
1993-05,1445.851533
1993-06,1442.121263
1993-07,1503.274675
1993-08,1664.7068219999999
1993-09,1625.708248
1993-10,1744.0000300891372
1993-11,1660.6641034856304
1993-12,1784.169844287067
1994-01,1818.9574826864446
1994-02,1795.6362329114788
1994-03,1722.6336477648042
1994-04,1702.6457066819635
1994-05,1656.3998972431266
1994-06,1781.721817805336
1994-07,1735.7800258926945
1994-08,1800.9624581220241
1994-09,1711.1343157302028
1994-10,1654.9206222914534
1994-11,1624.578838115331
1994-12,1672.2004298161712
1995-01,1609.9011206522418
1995-02,1690.1844935063557
1995-03,1701.1214713228262
1995-04,1691.9244153812906
1995-05,1785.3860857529687
1995-06,1808.8188477311116
1995-07,1819.6510178762849
1995-08,1681.8608451684904
1995-09,1689.896549283308
1995-10,1610.7033658418356
1995-11,1553.7098182932077
1995-12,1593.2319620588094
1996-01,1685.8324944843137
1996-02,1679.271512006658
1996-03,1665.4521658075298
1996-04,1676.2702477215514
1996-05,1767.66080428613
1996-06,1659.7068315402532
1996-07,1623.286676403397
1996-08,1638.6250230591795
1996-09,1591.070359937412
1996-10,1602.1180797116103
1996-11,1639.89002240209
1996-12,1665.0749985140283
1997-01,1597.7497462734577
1997-02,1602.0107148213017
1997-03,1619.6060185961776
1997-04,1552.896929047839
1997-05,1636.8725846182358
1997-06,1620.1202239318984
1997-07,1720.6955194422414
1997-08,1615.1015873751192
1997-09,1734.422625991088
1997-10,1694.5667075766023
1997-11,1580.1912654032578
1997-12,1691.200743545976
1998-01,1748.485679208031
1998-02,1872.9964679123345
1998-03,1967.276817734935
1998-04,2135.52482280815
1998-05,2257.233627557276
1998-06,2094.6511011597668
1998-07,2127.7769369029825
1998-08,1752.0302143542538
1998-09,1567.1539269469588
1998-10,1760.2419647851048
1998-11,1670.3583617066001
1998-12,1697.1306435277456
1999-01,1595.6627133451136
1999-02,1684.1725892819009
1999-03,1679.15671486949
1999-04,1750.619396943305
1999-05,1531.6363799781932
1999-06,1600.010799965734
1999-07,1609.2256814329605
1999-08,1611.544369606063
1999-09,1526.5530433074255
1999-10,1507.9176573085613
1999-11,1440.4008773523913
1999-12,1542.4606620851248
2000-01,1407.181030907121
2000-02,1341.714490655244
2000-03,1375.5561544415032
2000-04,1303.6671752121472
2000-05,1349.73819322874
2000-06,1395.4417639298392
2000-07,1394.9819716033417
2000-08,1356.1131905412062
2000-09,1362.8151917991895
2000-10,1288.5866255518704
2000-11,1239.497240217569
2000-12,1358.0254426405731
2001-01,1398.1659941601101
2001-02,1489.0075556441489
2001-03,1417.836716550383
2001-04,1450.969709835396
2001-05,1360.7473166156994
2001-06,1328.9653395138905
2001-07,1425.2989214280567
2001-08,1432.2281010747652
2001-09,1297.2567012235781
2001-10,1208.2022864616195
2001-11,1267.8310298200765
2001-12,1281.3127530500406
2002-01,1285.8386563224226
2002-02,1323.3786441104785
2002-03,1416.0368746190325
2002-04,1520.960085431078
2002-05,1529.585335523635
2002-06,1547.4896719636815
2002-07,1401.9676372458491
2002-08,1400.4475758413403
2002-09,1317.2342542878494
2002-10,1336.6900374447557
2002-11,1333.4450056898277
2002-12,1493.3151877549665
2003-01,1523.151194987795
2003-02,1545.3150524336113
2003-03,1570.0020240526244
2003-04,1690.600400405604
2003-05,1777.972580310062
2003-06,1834.2401528930375
2003-07,1821.7416047926506
2003-08,1813.0212682462786
2003-09,1918.1071077299557
2003-10,2023.4100690589562
2003-11,2171.5199105121405
2003-12,2343.9339531573924
2004-01,2549.7059997219403
2004-02,2612.966103665679
2004-03,2731.364830585617
2004-04,2747.087897500627
2004-05,2762.0286408536726
2004-06,2921.6387304669
2004-07,2973.6421420187803
2004-08,2969.100786288188
2004-09,3110.381435373119
2004-10,3286.2325869874926
2004-11,3722.204520859241
2004-12,4020.296315467038
2005-01,3926.32928366845
2005-02,4282.235835878257
2005-03,4081.6988843121735
2005-04,3900.8178470659614
2005-05,4065.973189115301
2005-06,4327.3342282818
2005-07,4498.733689135356
2005-08,4795.707903999477
2005-09,4861.330694444673
2005-10,4665.546553447473
2005-11,4829.0597734119
2005-12,5010.8627681334165
2006-01,5585.865696139909
2006-02,5496.614198622617
2006-03,5685.084449543943
2006-04,5953.878417982515
2006-05,5596.3738767187015
2006-06,5569.281972372666
2006-07,5583.493458358383
2006-08,5639.068244073256
2006-09,5756.678029275363
2006-10,6069.184838230831
2006-11,6355.77594439935
2006-12,6841.818341441678
2007-01,6875.502993857212
2007-02,6753.325156464137
2007-03,7237.663493064364
2007-04,7563.243854914921
2007-05,7672.659871933971
2007-06,7597.466095760579
2007-07,7220.9180188643495
2007-08,6929.5633789749245
2007-09,6959.027896787881
2007-10,7485.994840232253
2007-11,6995.952210148739
2007-12,6990.436064117018
2008-01,6054.456227152926
2008-02,6259.198444626842
2008-03,6298.35232343083
2008-04,7031.629009578103
2008-05,7276.4472825608855
2008-06,6617.535740214979
2008-07,5992.895503102442
2008-08,5639.425175426063
2008-09,3889.889999010702
2008-10,2446.1687704396268
2008-11,2092.062304321154
2008-12,2208.264183978187
2009-01,1971.3024875160531
2009-02,1627.6775100425011
2009-03,2028.8883319947406
2009-04,2229.2431873481055
2009-05,2778.098678701993
2009-06,2717.779398112589
2009-07,2938.979200532925
2009-08,3305.1209647355613
2009-09,3506.4274288087786
2009-10,3308.453167291553
2009-11,3349.735794221123
2009-12,3162.2041181582317
2010-01,3011.6893520356916
2010-02,2902.3241019776033
2010-03,3123.50288071164
2010-04,3131.2831915495276
2010-05,2612.838432370518
2010-06,2424.266492183187
2010-07,2862.091895078752
2010-08,2732.7605511370393
2010-09,3110.1181211884386
2010-10,3325.185433782029
2010-11,2985.980906071982
2010-12,3474.579331970441
2011-01,3583.4168479789
2011-02,3639.4567193026473
2011-03,3683.5692228840203
2011-04,3781.3501056504183
2011-05,3644.4356385427295
2011-06,3736.1513480069975
2011-07,3491.201726753786
2011-08,2995.3975695169174
2011-09,2327.6764711769765
2011-10,2480.7315752527957
2011-11,2217.314208071236
2011-12,2208.768071297349
2012-01,2436.1800130856504
2012-02,2645.5536595488825
2012-03,2572.4414284633385
2012-04,2468.510674964997
2012-05,2012.4408368283769
2012-06,2182.6573243563416
2012-07,2167.108785901682
2012-08,2202.1939360163356
2012-09,2338.3019101507234
2012-10,2493.0828766682284
2012-11,2629.3271084712114
2012-12,2780.8979426104875
2013-01,2901.792690365112
2013-02,2839.395924486188
2013-03,2651.0183125449485
2013-04,2819.798239600981
2013-05,2785.488153864366
2013-06,2570.0665322591435
2013-07,2765.4705490453334
2013-08,2876.7326578402144
2013-09,3056.1880540788966
2013-10,3167.0758734189076
2013-11,3246.2722827309963
2013-12,3153.9626281956535
2014-01,3075.7097590980957
2014-02,3156.6188348510013
2014-03,3066.4091732493157
2014-04,3080.3169922596094
2014-05,3062.3164809487307
2014-06,3047.9161332992558
2014-07,2697.7891349251663
2014-08,2637.390927251348
2014-09,2389.866758011935
2014-10,2407.506412409276
2014-11,2471.263614948508
2014-12,2215.1662049260963
2015-01,2039.6567238463615
2015-02,2373.709355054854
2015-03,2284.060001570413
2015-04,2520.9825092857823
2015-05,2447.243932504444
2015-06,2356.7591680756154
2015-07,2434.6862694594815
2015-08,2244.9191301281176
2015-09,2144.9103019737922
2015-10,2303.072896065243
2015-11,2332.3896047452313
2015-12,2291.826492053655
2016-01,2073.838452791008
2016-02,2048.9774149323816
2016-03,2279.962590590863
2016-04,2384.363975430161
2016-05,2228.1033064989297
2016-06,2052.296470670414
2016-07,2219.579962249844
2016-08,2273.4950274647736
2016-09,2394.133619596996
2016-10,2491.7271980275627
2016-11,2447.3500777461945
2016-12,2549.91875749249
2017-01,2688.862511751761
2017-02,2688.343466776854
2017-03,2778.423129054069
2017-04,3047.090519
2017-05,3333.731048
2017-06,3385.27469
2017-07,3683.748651
2017-08,3741.50246
2017-09,3814.361225
2017-10,3893.899185
2017-11,3995.014769
2017-12,4036.769516
2018-01,4475.239289
2018-02,4221.537617
2018-03,4124.979108
2018-04,4064.917765033204
2018-05,3768.245358373535
2018-06,3686.036855287112
2018-07,3868.7396328461864
2018-08,3584.2037743284063
2018-09,3694.5433860440153
2018-10,3461.8247792437714
2018-11,3314.9249329826753
2018-12,2929.183248601608
2019-01,3190.197190697427
2019-02,3278.4059942814265
2019-03,3176.4588978068305
2019-04,3384.016528539264
2019-05,3017.195340246733
2019-06,3202.541094981297
2019-07,3173.6323436556054
2019-08,3013.1159037702782
2019-09,3103.1741080760744
2019-10,3312.4434297857
2019-11,3250.85565174614
2019-12,3352.7597330282697
2020-01,3144.065293853154
2020-02,2802.889596554974
2020-03,1915.0098628339592
2020-04,2204.714821453101
2020-05,2250.27932664436
2020-06,2312.3404303608286
2020-07,2289.1114049609696
2020-08,2414.274460891719
2020-09,2201.0080141937215
2020-10,2182.7438462170776
2020-11,2882.604039886534
2020-12,3242.921347855133
2021-01,3316.4173048653956
2021-02,3452.8524766921573
2021-03,3543.955387526187
2021-04,3684.5457657727543
2021-05,4156.933180421861
2021-06,3951.6326661460967
2021-07,4043.2591317550014
2021-08,4271.703169591942
2021-09,4362.318227125603
2021-10,4412.622770719319
2021-11,4285.44511214614
2021-12,4588.956449939948
2022-01,4490.751752520251
2022-02,3815.6770208444977
2022-03,3672.182399961501
2022-04,3434.1017331553876
2022-05,3587.539282471695
2022-06,3039.8221102616108
2022-07,3082.4866241030127
2022-08,2795.5825425562466
2022-09,2576.5075477883665
2022-10,2858.8181827753615
2022-11,3365.0696633719654
2022-12,3376.9874141512732
2023-01,3697.960829673201
2023-02,3831.969169603581
2023-03,3463.5978355772872
2023-04,3654.244662723817
2023-05,3340.9241431481337
2023-06,3614.3113782588284
2023-07,3801.003832085907
