Date,SERBIA
2008-05,1000.0
2008-06,1059.785479265775
2008-07,907.7500094154055
2008-08,777.8064042480614
2008-09,544.958444909738
2008-10,257.9077753401791
2008-11,203.5378628993999
2008-12,270.2266685069713
2009-01,240.74717989962036
2009-02,148.11188543299536
2009-03,141.44799624736498
2009-04,168.98822758713996
2009-05,257.13351659616666
2009-06,234.7666586937275
2009-07,241.79082099790816
2009-08,295.8414382960603
2009-09,359.5619163298616
2009-10,344.51805657185247
2009-11,299.9854805692365
2009-12,269.006091753496
2010-01,270.2773720624872
2010-02,282.0496631180271
2010-03,288.87729245720385
2010-04,316.555296794309
2010-05,247.0945485835975
2010-06,226.83100968296137
2010-07,248.32419538316543
2010-08,239.55497140047086
2010-09,249.01939833084444
2010-10,268.65305458569685
2010-11,269.5924802938309
2010-12,280.826452338441
2011-01,324.62053557192905
2011-02,342.44447042295934
2011-03,347.6737384145553
2011-04,365.4126522266081
2011-05,428.685936257293
2011-06,365.07253375794977
2011-07,354.56618149111296
2011-08,325.8068346642404
2011-09,253.0271193718456
2011-10,267.3221768204262
2011-11,226.11204174546154
2011-12,217.37562766419055
2012-01,219.99492121721642
2012-02,257.12403213628403
2012-03,238.18731505154096
2012-04,216.55412960400437
2012-05,172.36523475478816
2012-06,181.48181432718957
2012-07,178.44938613725034
2012-08,180.90827897621017
2012-09,189.79879445688573
2012-10,201.5052767049783
2012-11,220.52415944006353
2012-12,233.40834478157973
2013-01,274.16070950085333
2013-02,271.4679788686598
2013-03,269.46712320653734
2013-04,281.65512586933
2013-05,262.9784611698047
2013-06,230.82336626186432
2013-07,244.8487313365021
2013-08,251.03146942131738
2013-09,249.55613613940608
2013-10,254.7522565832551
2013-11,270.0795972468534
2013-12,293.1712620034434
2014-01,282.0345788695726
2014-02,289.2934940302949
2014-03,281.52022776289687
2014-04,298.76691220221693
2014-05,294.000407096987
2014-06,297.4911213638622
2014-07,293.3103914680752
2014-08,287.6362147314808
2014-09,274.65542262078486
2014-10,270.81112132180056
2014-11,257.29891618084685
2014-12,233.73785756198146
2015-01,193.6978269274795
2015-02,197.44295297707617
2015-03,177.73904426284804
2015-04,195.98010996778663
2015-05,193.02172593024073
2015-06,189.7924836475646
2015-07,191.25963849079065
2015-08,185.413424212458
2015-09,185.28122542663772
2015-10,181.68455527571453
2015-11,166.74209779989366
2015-12,168.7985302814342
2016-01,148.5958670171263
2016-02,143.88593278404926
2016-03,161.74957431654553
2016-04,163.42180355094635
2016-05,163.96928656054504
2016-06,163.0148132921584
2016-07,168.59809888410567
2016-08,163.48730005360207
2016-09,168.15736145104464
2016-10,180.39870548950344
2016-11,176.705983465665
2016-12,190.6190948813188
2017-01,192.16027991222225
2017-02,195.9167065569695
2017-03,201.46233850343637
2017-04,206.972187
2017-05,210.345473
2017-06,209.81563
2017-07,222.016057
2017-08,227.219416
2017-09,223.081274
2017-10,230.727473
2017-11,236.088448
2017-12,248.640874
2018-01,274.556719
2018-02,261.36429
2018-03,264.675941
2018-04,261.8833721984004
2018-05,252.1005922341399
2018-06,245.02039322780672
2018-07,256.55105298809764
2018-08,253.30799774616054
2018-09,246.5649220660099
2018-10,244.0201980936948
2018-11,244.2607206694314
2018-12,255.01635602139834
2019-01,209.761987554406
2019-02,189.64831443606008
2019-03,199.4469084043808
2019-04,197.94777858998893
2019-05,209.86252921601152
2019-06,215.4151793062738
2019-07,214.96129161916556
2019-08,209.55008655001367
2019-09,203.32931186278267
2019-10,208.78724419574704
2019-11,219.77229747005066
2019-12,230.9629715611477
2020-01,225.73013687273894
2020-02,214.05954659971516
2020-03,167.37261311701525
2020-04,160.87518915982386
2020-05,173.42044524373833
2020-06,168.86762021605117
2020-07,180.00823613228093
2020-08,195.59000491148728
2020-09,191.5536604221875
2020-10,192.0392097277704
2020-11,205.48687319100625
2020-12,224.3801570147095
2021-01,219.46698053194558
2021-02,225.7912554478464
2021-03,219.50512919555862
2021-04,225.69823617692006
2021-05,225.16965162145377
2021-06,220.00950247091973
2021-07,216.82905046243152
2021-08,219.16972937123705
2021-09,214.36009316562937
2021-10,209.4464276120067
2021-11,210.32867954819756
2021-12,214.49983736073713
2022-01,210.01820401141356
2022-02,204.22195412398358
2022-03,185.24527325125
2022-04,179.5935224072143
2022-05,189.87499299041673
2022-06,200.1033970695406
2022-07,198.04099875242406
2022-08,201.35092248807354
2022-09,194.4229814839611
2022-10,190.81407645850527
2022-11,219.1100881451794
2022-12,229.85722945618392
2023-01,240.70789653534916
2023-02,256.8842738531916
2023-03,263.46391335100384
2023-04,280.4895950378097
2023-05,289.23934509071546
2023-06,294.8611248626188
2023-07,279.5167919730083
