Date,HUNGARY
2013-01,307.4565124700433
2013-02,288.0797575921317
2013-03,258.30604682789453
2013-04,280.8448168553399
2013-05,294.0335885805057
2013-06,292.3485372713277
2013-07,283.2182238696353
2013-08,266.0350302211929
2013-09,278.0980533624274
2013-10,279.96867334940015
2013-11,263.02314937274963
2013-12,260.5734750345784
2014-01,249.20064966563982
2014-02,234.30404364734997
2014-03,237.8765489177055
2014-04,236.80693409123407
2014-05,266.8222985855732
2014-06,248.75750588421977
2014-07,220.88955735711022
2014-08,220.5086916446415
2014-09,216.83180531352198
2014-10,210.7473024280941
2014-11,210.79670202405876
2014-12,189.0631192363265
2015-01,176.34949585518171
2015-02,200.56376152252366
2015-03,215.56011388943872
2015-04,260.15529906762595
2015-05,244.0274654355582
2015-06,239.20801517777292
2015-07,250.94489893999332
2015-08,235.03716721624338
2015-09,231.3070404575149
2015-10,237.94331939497354
2015-11,254.79583604067682
2015-12,257.70425277675247
2016-01,263.25796695958826
2016-02,254.36562799081355
2016-03,302.2900201339012
2016-04,312.30094168452285
2016-05,297.2097779865858
2016-06,288.1589646460326
2016-07,311.64249994254374
2016-08,320.236271537525
2016-09,319.2991035395869
2016-10,339.96991987000376
2016-11,324.16529451528186
2016-12,348.8529683937515
2017-01,364.0732091913509
2017-02,353.9876822954784
2017-03,348.63247438230513
2017-04,362.920293
2017-05,402.445611
2017-06,416.175309
2017-07,447.462353
2017-08,481.230419
2017-09,455.953811
2017-10,478.726029
2017-11,465.961786
2017-12,488.216227
2018-01,526.201808
2018-02,485.858614
2018-03,483.329757
2018-04,479.2747658292738
2018-05,412.4438363581129
2018-06,413.7287863537701
2018-07,424.12968252341
2018-08,430.8107296214854
2018-09,432.96628848433375
2018-10,421.79154801189844
2018-11,458.95310761729263
2018-12,458.3218238334522
2019-01,484.02940265937747
2019-02,479.6863900723172
2019-03,485.8726118860434
2019-04,491.96730784719557
2019-05,469.82871721876796
2019-06,466.115408754914
2019-07,466.93464844847017
2019-08,443.92805135242
2019-09,447.8634177155977
2019-10,492.65175269168367
2019-11,498.9635682696582
2019-12,547.1946612630285
2020-01,488.7743696236692
2020-02,454.32571718186153
2020-03,333.7186914899685
2020-04,355.8968778000655
2020-05,380.2956600822267
2020-06,381.4156820810119
2020-07,396.93374703824196
2020-08,387.06406911090204
2020-09,347.30151105238696
2020-10,343.3911628354682
2020-11,435.0825273873343
2020-12,483.41108659025076
2021-01,504.2901143089731
2021-02,500.33633512234087
2021-03,485.2575838157438
2021-04,491.91869408543744
2021-05,570.5981627463033
2021-06,557.1201691082451
2021-07,562.0528500194582
2021-08,619.6035415345173
2021-09,599.9784681304047
2021-10,614.5244280090217
2021-11,559.2894559473991
2021-12,541.9178483096134
2022-01,592.186957307887
2022-02,436.2004779803148
2022-03,436.9202746906504
2022-04,383.2892084615119
2022-05,330.7143541288084
2022-06,322.19019600782724
2022-07,326.2542893675848
2022-08,324.1508531220702
2022-09,273.9745462020698
2022-10,314.6770623848182
2022-11,371.8949079237641
2022-12,373.5009609108085
2023-01,403.0436908843404
2023-02,401.6439932241857
2023-03,384.22136636385204
2023-04,422.20458746432536
2023-05,436.0970526034053
2023-06,479.37509054680294
2023-07,492.03614011566435
