Date,HUNGARY
2000-12,100.0
2001-01,105.50897722480607
2001-02,86.528573462617
2001-03,76.5401486212198
2001-04,80.78502952166369
2001-05,83.34026510520982
2001-06,80.51638117453598
2001-07,78.90877877019676
2001-08,76.22242218299307
2001-09,74.90089529835865
2001-10,83.85862033575147
2001-11,88.81917142624381
2001-12,90.57952261726682
2002-01,100.84253483160417
2002-02,97.1882691934611
2002-03,100.74259229450522
2002-04,111.5231277336004
2002-05,107.49144337150044
2002-06,98.82583151042117
2002-07,96.24840455178784
2002-08,105.85342972500588
2002-09,99.34169765135876
2002-10,103.02925045426248
2002-11,114.01724825373476
2002-12,118.0477462163242
2003-01,113.59835169933353
2003-02,111.5239045143486
2003-03,114.66945160185472
2003-04,129.6988396663948
2003-05,137.19394411528256
2003-06,115.73052723565628
2003-07,120.91810776967289
2003-08,133.78432399564988
2003-09,141.22480984863014
2003-10,147.7727448571132
2003-11,143.46304711966144
2003-12,155.85883330803193
2004-01,164.23232337649048
2004-02,173.91791373568446
2004-03,193.1852873215627
2004-04,188.7264003934647
2004-05,198.28131503868286
2004-06,201.25871920117683
2004-07,203.77230260166868
2004-08,213.81580502064713
2004-09,228.0583665519704
2004-10,248.9801832658689
2004-11,281.3211967470794
2004-12,298.45063909691254
2005-01,302.40692389539765
2005-02,374.1062553527014
2005-03,332.06381511566786
2005-04,310.92378394703735
2005-05,302.7317502640101
2005-06,337.4566156759007
2005-07,380.3395403406629
2005-08,404.32580630570357
2005-09,411.2492686764601
2005-10,362.4590508841093
2005-11,358.51983791339535
2005-12,351.92375110845524
2006-01,384.672877694449
2006-02,394.9957909752473
2006-03,378.6720117271762
2006-04,421.38912869194513
2006-05,375.07287670494054
2006-06,347.60137834461113
2006-07,376.1820926884238
2006-08,358.92548175899384
2006-09,356.36969054731384
2006-10,390.5728939184135
2006-11,424.0838937677549
2006-12,470.5354472050872
2007-01,440.5493226547467
2007-02,436.1611115741514
2007-03,458.8353338334448
2007-04,509.0914877716533
2007-05,528.705962541692
2007-06,590.6478829193144
2007-07,590.8379378921261
2007-08,536.4689244591326
2007-09,585.670763257347
2007-10,575.3944441223496
2007-11,543.2458343434682
2007-12,549.5842932490298
2008-01,482.4215738382449
2008-02,482.00526545561326
2008-03,474.3337223205449
2008-04,501.20316516377136
2008-05,526.3656767502789
2008-06,490.22003541278326
2008-07,540.5566386100082
2008-08,481.85709122299966
2008-09,396.47520949274053
2008-10,224.60655857294975
2008-11,205.1197991133404
2008-12,211.4326871224622
2009-01,157.60211261597195
2009-02,132.54230434065886
2009-03,150.49813059563112
2009-04,191.58704066749078
2009-05,243.81779704565184
2009-06,255.36876518469924
2009-07,299.36243489749694
2009-08,338.07279697796645
2009-09,362.7328903168326
2009-10,367.3137910417841
2009-11,380.22062325727916
2009-12,375.5253036330673
2010-01,378.206475143633
2010-02,359.0543790012042
2010-03,422.90477003630724
2010-04,424.37950761967744
2010-05,328.8496438237636
2010-06,295.01677940367307
2010-07,334.6169508858002
2010-08,321.9424865684438
2010-09,374.7693750736694
2010-10,393.2354862548724
2010-11,314.50783668233436
2010-12,339.5674845401645
2011-01,378.77557999886517
2011-02,394.47164056965306
2011-03,408.13486945134616
2011-04,456.49909694360065
2011-05,423.76688164627404
2011-06,415.24327062517176
2011-07,384.80131395781154
2011-08,319.77381667369747
2011-09,230.7778256135788
2011-10,260.4175970021658
2011-11,251.05301989645812
2011-12,225.31603530847468
2012-01,275.3086853442559
2012-02,293.01862041294135
2012-03,276.5799381476368
2012-04,278.10329634225235
2012-05,218.5540960468862
2012-06,256.35342734486113
2012-07,254.8304155670837
2012-08,258.9341015838888
2012-09,280.875342784395
2012-10,296.8085005733278
2012-11,285.47575744779107
2012-12,276.6690730268151
