Date,CZECH REPUBLIC
2000-12,100.0
2001-01,106.60599613038684
2001-02,95.91877497737364
2001-03,87.32693274745192
2001-04,86.63789014576713
2001-05,90.24480268408264
2001-06,86.70180908621518
2001-07,81.37902854117812
2001-08,79.57719816698435
2001-09,72.62457672163876
2001-10,84.97457473232676
2001-11,89.67085324623496
2001-12,97.67278527738863
2002-01,100.96988236133079
2002-02,98.41646345244646
2002-03,106.47313949845801
2002-04,118.42831412215288
2002-05,123.82426367611623
2002-06,122.38602888853626
2002-07,130.70862320230498
2002-08,129.95492555278486
2002-09,131.35575609496735
2002-10,127.9554499845385
2002-11,142.515859598022
2002-12,140.31934114992137
2003-01,144.5588652409696
2003-02,147.24190403626503
2003-03,152.4178422061842
2003-04,165.22942411321688
2003-05,187.36640603781032
2003-06,177.411775
2003-07,184.01171561296798
2003-08,196.74267496414564
2003-09,201.0833659543583
2003-10,209.01563156103524
2003-11,205.90114951465063
2003-12,230.63493581355783
2004-01,228.98627004072688
2004-02,266.4015835419227
2004-03,276.7742454261608
2004-04,269.89137760375263
2004-05,267.08406660700047
2004-06,268.60348145675215
2004-07,272.149117756803
2004-08,284.57446309773906
2004-09,315.81010093121375
2004-10,335.65978865765476
2004-11,398.23145899912856
2004-12,428.1117100958474
2005-01,447.8494839812638
2005-02,507.0082901505992
2005-03,475.59068199425917
2005-04,457.03130528294304
2005-05,451.36520939182
2005-06,477.0480595487517
2005-07,504.7543057286166
2005-08,573.9090522839497
2005-09,627.6787623948218
2005-10,580.9034053319627
2005-11,593.785317488051
2005-12,624.141233661653
2006-01,698.9186506558423
2006-02,689.2479536205096
2006-03,692.3732339458468
2006-04,695.6100773096658
2006-05,644.5952114402788
2006-06,676.8610892134506
2006-07,707.5738050184647
2006-08,716.4115312826347
2006-09,707.412500563756
2006-10,767.4437645985112
2006-11,822.4240002968206
2006-12,835.8514862804067
2007-01,829.6085622545094
2007-02,813.2749395947461
2007-03,886.2132426483594
2007-04,970.5390821591781
2007-05,982.6003723351538
2007-06,997.009601863395
2007-07,1007.9621833727437
2007-08,1024.40799920815
2007-09,1129.7594899317623
2007-10,1273.703770936288
2007-11,1268.3634103382285
2007-12,1297.9991131238467
2008-01,1157.670410103345
2008-02,1281.7848260586054
2008-03,1292.9784562623663
2008-04,1280.2048280002025
2008-05,1417.1943700291342
2008-06,1447.0198293147955
2008-07,1400.8316373533512
2008-08,1275.0092970153519
2008-09,1074.202750816949
2008-10,757.9070614709966
2008-11,706.4338967861571
2008-12,738.5988747076555
2009-01,605.5410000052129
2009-02,519.5007885003055
2009-03,622.78673496308
2009-04,735.6676892537356
2009-05,799.2256256224051
2009-06,818.5130665516966
2009-07,977.1814718054168
2009-08,992.8496065638824
2009-09,1003.6817465159918
2009-10,961.2315731142671
2009-11,985.1356261837099
2009-12,934.4788031265692
2010-01,953.4383961519391
2010-02,911.1407348344976
2010-03,932.5710143360385
2010-04,943.1395677141313
2010-05,828.8660935025633
2010-06,805.9889595042972
2010-07,916.5758124659358
2010-08,873.0886927107689
2010-09,943.4441476839218
2010-10,945.1764320878232
2010-11,842.1947835098408
2010-12,910.8000989169693
2011-01,993.1405233551943
2011-02,979.7207979840439
2011-03,1059.4790465140513
2011-04,1179.269060877006
2011-05,1110.4367459513214
2011-06,1118.7330826892667
2011-07,1093.3131352028363
2011-08,1026.0319616429226
2011-09,873.3578522177384
2011-10,933.5943913620779
2011-11,859.9311427290386
2011-12,856.367807288169
2012-01,890.9044360218248
2012-02,947.8274450978141
2012-03,935.8467350191485
2012-04,890.9904134726172
2012-05,768.9468070359195
2012-06,823.4089408828124
2012-07,803.9062589447163
2012-08,925.4000935417869
2012-09,907.32450407289
2012-10,904.6945988499139
2012-11,838.1504289224245
2012-12,877.5544728012372
2013-01,824.6102260169425
2013-02,791.5227125572316
2013-03,753.4892678276126
2013-04,752.4406742080129
2013-05,733.6733340425484
2013-06,690.5074181086709
2013-07,710.5499508243527
2013-08,725.9897810533936
2013-09,782.1090094902776
2013-10,871.9496901689316
2013-11,818.2152550455053
2013-12,785.1192877165514
2014-01,762.0898013516273
2014-02,827.622141527519
2014-03,844.5985970516375
2014-04,862.2494563360599
2014-05,846.0479831952335
2014-06,855.2614182606467
2014-07,822.2463876534674
2014-08,859.714573454083
2014-09,889.2576439957741
2014-10,795.8451734066597
2014-11,814.1974130826974
2014-12,750.7685424515155
2015-01,701.234349435304
2015-02,744.9520265281237
2015-03,727.3716536155796
2015-04,774.8355752324163
2015-05,737.8371458165245
2015-06,739.5598008852588
2015-07,763.9174811313576
2015-08,742.1977977584123
2015-09,690.5951977769683
2015-10,664.3422274310409
2015-11,622.6376752769294
2015-12,612.4772960200906
2016-01,609.2918936900927
2016-02,547.9847489953124
2016-03,643.8271068901444
2016-04,663.4860147812337
2016-05,626.2320879828724
2016-06,604.4254455382134
2016-07,654.2501513231055
2016-08,587.3446293287814
2016-09,602.2164303600887
2016-10,629.382280917297
2016-11,562.3710358190061
2016-12,581.8474289147894
2017-01,595.1545853445056
2017-02,610.0155594140948
2017-03,614.7430041296586
2017-04,638.702213
2017-05,676.50686
2017-06,664.724191
2017-07,706.320613
2017-08,719.062678
2017-09,731.479158
2017-10,747.082258
2017-11,763.107625
2017-12,788.144506
2018-01,854.037597
2018-02,814.922914
2018-03,838.609436
2018-04,830.9372754498936
2018-05,794.3135880478369
2018-06,793.4689730944309
2018-07,840.4159976400078
2018-08,822.7227631163468
2018-09,825.1278796394126
2018-10,760.5805544524801
2018-11,776.2614234983085
2018-12,753.1024587008261
2019-01,802.5329270657498
2019-02,805.7534581129083
2019-03,781.8587089691523
2019-04,763.2453885563338
2019-05,764.594778719944
2019-06,802.282475561407
2019-07,782.7850500205318
2019-08,741.0135121856589
2019-09,721.0512535877157
2019-10,744.7138051586512
2019-11,741.8928076876767
2019-12,784.8938436093174
2020-01,756.116813474145
2020-02,665.9993371212744
2020-03,482.6353043904891
2020-04,536.7309690727227
2020-05,558.6662232862906
2020-06,598.9595667838247
2020-07,595.2045097107207
2020-08,622.3222028608382
2020-09,561.9215865882671
2020-10,553.3710926632532
2020-11,673.4848200161164
2020-12,753.6473216172678
2021-01,767.7482302484592
2021-02,792.472062797341
2021-03,795.2783771598748
2021-04,840.8890546298406
2021-05,930.3422490313894
2021-06,911.0573597067049
2021-07,932.4201974982374
2021-08,1006.0022635790502
2021-09,1040.6046005039473
2021-10,1030.0851677297414
2021-11,1033.1082886379425
2021-12,1168.3032417034387
2022-01,1166.5147094403412
2022-02,1132.7140367834027
2022-03,1204.694628882356
2022-04,1174.4737129626158
2022-05,1238.6781414447958
2022-06,1160.357235087659
2022-07,1156.579997677575
2022-08,1050.8342184254634
2022-09,938.1246566698296
2022-10,943.9943723521147
2022-11,989.3802160368182
2022-12,999.5664399996365
2023-01,1170.773662694314
2023-02,1292.4165707690402
2023-03,1329.2546501342772
2023-04,1431.2022641061842
2023-05,1232.063133551569
2023-06,1260.9023656936947
2023-07,1356.4490310182664
