Date,FINLAND
1997-03,206.24815670617772
1997-04,206.50697175747305
1997-05,214.39399853240013
1997-06,229.04947151933803
1997-07,253.9101968809554
1997-08,232.0977467543459
1997-09,275.2213527500647
1997-10,254.86071271979895
1997-11,242.88885987090205
1997-12,228.70297413495925
1998-01,247.37969052138945
1998-02,294.0286896602546
1998-03,306.6259391582912
1998-04,362.7966576238003
1998-05,357.2090402780388
1998-06,378.6936129046674
1998-07,421.7528980976542
1998-08,339.42093338094446
1998-09,357.8165343054984
1998-10,401.2581383821462
1998-11,429.10047094549077
1998-12,506.8961868093471
1999-01,559.3530269487711
1999-02,527.6343713698595
1999-03,598.0662337929589
1999-04,593.9048033457476
1999-05,562.0437828393173
1999-06,651.5881348889258
1999-07,662.3276252606307
1999-08,639.1848345372881
1999-09,676.7484078807972
1999-10,811.0755068636108
1999-11,981.310190950372
1999-12,1280.4011469078823
2000-01,1281.2755168606097
2000-02,1391.014150126128
2000-03,1428.8881675262069
2000-04,1470.5339967406162
2000-05,1336.6417387472575
2000-06,1310.6148519106969
2000-07,1148.2487247857853
2000-08,1119.0503403177781
2000-09,1021.4825176892173
2000-10,1016.1773507655237
2000-11,1029.508866308475
2000-12,1098.4613188852397
2001-01,911.3727648404056
2001-02,621.9056815030959
2001-03,634.980330064159
2001-04,844.5533245247555
2001-05,748.8679427807157
2001-06,605.8279010940068
2001-07,592.1339317279188
2001-08,458.83357837351144
2001-09,455.76945770382633
2001-10,571.2209300101296
2001-11,628.211866526999
2001-12,679.0728902337152
2002-01,621.6731328727991
2002-02,591.3285866612271
2002-03,596.1268786172504
2002-04,493.4554438693079
2002-05,459.5462639594019
2002-06,465.6085271190696
2002-07,398.5472596867992
2002-08,414.85291357645076
2002-09,398.2883913090811
2002-10,486.4289510462131
2002-11,550.7490303908384
2002-12,473.2201289864177
2003-01,425.8575622931109
2003-02,410.1431255232344
2003-03,420.55831774221656
2003-04,503.05005533125785
2003-05,527.5076107522278
2003-06,498.458686256877
2003-07,484.486718621204
2003-08,514.9507920189671
2003-09,494.13696980101366
2003-10,546.7403267462026
2003-11,576.983889546838
2003-12,565.0007197317933
2004-01,638.0621401601853
2004-02,678.5230157509277
2004-03,650.5824948331268
2004-04,507.67844038516586
2004-05,502.2704615569105
2004-06,523.128700396593
2004-07,458.16692429994646
2004-08,462.3997636214274
2004-09,513.8639604078628
2004-10,559.7426647881206
2004-11,608.6419124527387
2004-12,599.7170920549138
2005-01,580.4484996169834
2005-02,623.6517943821165
2005-03,602.954857036311
2005-04,607.721450255757
2005-05,633.7374972103996
2005-06,640.319619684108
2005-07,639.7410450866392
2005-08,642.198676889734
2005-09,678.6394697859423
2005-10,650.6532034454707
2005-11,660.084539579946
2005-12,699.8000979935813
2006-01,733.818699213443
2006-02,759.5961811191016
2006-03,837.2428937666645
2006-04,889.4857000144791
2006-05,836.9558552484348
2006-06,813.7247123403966
2006-07,805.6879281837603
2006-08,844.2658510319791
2006-09,823.5217382709724
2006-10,854.9055866268966
2006-11,883.7348499662975
2006-12,909.330497774829
2007-01,943.9543942181314
2007-02,952.1624786431535
2007-03,1003.709318102009
2007-04,1092.1302792727993
2007-05,1159.1425040284612
2007-06,1160.259193601864
2007-07,1168.741304598831
2007-08,1237.2252838775148
2007-09,1381.044670978606
2007-10,1427.797313680001
2007-11,1398.3888430014856
2007-12,1351.7281871168336
2008-01,1248.1856191501956
2008-02,1287.7513396810589
2008-03,1209.6123878966816
2008-04,1191.6165323515702
2008-05,1194.5111983630493
2008-06,1043.3472781453095
2008-07,1057.2600985856245
2008-08,998.6307752019922
2008-09,758.8056641464261
2008-10,624.5466500958216
2008-11,571.2831979751238
2008-12,606.0195926528295
2009-01,509.06922054548846
2009-02,415.51441878158334
2009-03,471.4079203856334
2009-04,598.7806812848844
2009-05,649.2689438575436
2009-06,618.8486673720677
2009-07,617.8458033934118
2009-08,669.9051780284008
2009-09,697.9103486688456
2009-10,642.3075085318701
2009-11,669.1419355077618
2009-12,673.5214520697115
2010-01,688.8070555606839
2010-02,672.1588718083071
2010-03,753.6995665888509
2010-04,686.0221865204313
2010-05,595.6768497403073
2010-06,554.4995864217735
2010-07,622.2165081276564
2010-08,597.170971186811
2010-09,701.7057332878826
2010-10,730.2904954198941
2010-11,663.0637696931848
2010-12,742.7928484200178
2011-01,776.127433927234
2011-02,726.9031352155736
2011-03,756.7863774240748
2011-04,808.5359544393938
2011-05,731.8849004540912
2011-06,697.7675204938023
2011-07,627.4603403950235
2011-08,603.109317234019
2011-09,515.6124709093449
2011-10,589.5300995855349
2011-11,551.5199396412337
2011-12,505.8713871590892
2012-01,542.5145141165242
2012-02,586.8115088383621
2012-03,590.9442378095985
2012-04,542.2880015051715
2012-05,449.34977423912517
2012-06,463.5649031867054
2012-07,466.9900256938056
2012-08,493.8418564002922
2012-09,512.7889413194163
2012-10,526.7278234461922
2012-11,555.1240564695245
2012-12,579.5607769071976
2013-01,619.3867751926675
2013-02,608.388935431745
2013-03,594.9918874575638
2013-04,627.132974275817
2013-05,624.5522269089475
2013-06,597.9564941404356
2013-07,634.9748772513126
2013-08,646.7748429227906
2013-09,756.9454868636329
2013-10,806.5210335233431
2013-11,835.156370048171
2013-12,846.4142466860982
2014-01,781.8977757056985
2014-02,865.5550739257969
2014-03,846.152987252177
2014-04,864.1487201981132
2014-05,886.6814079120353
2014-06,883.0240021167766
2014-07,876.9933995054711
2014-08,880.5561686775253
2014-09,857.5769225202671
2014-10,853.5311184148452
2014-11,880.4753487210728
2014-12,840.3986941810394
2015-01,849.6027226350478
2015-02,884.4914840918701
2015-03,861.2887343070987
2015-04,845.4822493806361
2015-05,847.48580002244
2015-06,827.7690073874845
2015-07,858.9160210710246
2015-08,792.0269552897846
2015-09,781.9280550184434
2015-10,857.7507933669835
2015-11,858.0296156709694
2015-12,857.3383940328832
2016-01,825.0795860100343
2016-02,772.2553304541075
2016-03,812.8302939868644
2016-04,805.8806291619356
2016-05,805.2378506674986
2016-06,795.5859486421808
2016-07,837.003897989347
2016-08,824.9459561139088
2016-09,854.6330457862153
2016-10,797.4473604612798
2016-11,773.9354191216851
2016-12,817.0338832741264
2017-01,811.5629250421181
2017-02,839.2177477846833
2017-03,876.7736505765313
2017-04,931.465382
2017-05,1000.711228
2017-06,994.488461
2017-07,1016.740694
2017-08,1016.65209
2017-09,1027.022278
2017-10,1002.356197
2017-11,1004.111382
2017-12,1000.80519
2018-01,1069.393005
2018-02,1097.926476
2018-03,1082.967597
2018-04,1129.4960693984006
2018-05,1108.8870986784557
2018-06,1097.5226165797656
2018-07,1110.3467104787842
2018-08,1138.9194005379034
2018-09,1132.3397997976551
2018-10,1024.7578823766721
2018-11,973.4291260234402
2018-12,966.4725054227256
2019-01,1046.3369950703695
2019-02,1059.5852122033361
2019-03,1043.5757078583556
2019-04,1037.2102598199792
2019-05,989.7748684770878
2019-06,1045.6324855180628
2019-07,1036.082874777112
2019-08,1001.2932386003095
2019-09,1026.8945216017885
2019-10,1025.5031923607924
2019-11,1006.9299551121835
2019-12,1058.1391589339871
2020-01,1070.2831282167988
2020-02,988.6303883574271
2020-03,856.3056572585571
2020-04,936.8595454221938
2020-05,1021.9653891612772
2020-06,1034.0202322448756
2020-07,1108.4119260843963
2020-08,1201.3428935644583
2020-09,1157.0126470490404
2020-10,1068.2414071940748
2020-11,1242.4355394151728
2020-12,1274.1293532222576
2021-01,1299.5747127774923
2021-02,1283.6229000059907
2021-03,1256.7282733867687
2021-04,1341.0231367072076
2021-05,1392.1245152441086
2021-06,1392.800643279933
2021-07,1475.394197149163
2021-08,1481.0399761137396
2021-09,1349.1927835049046
2021-10,1363.9722178725196
2021-11,1295.947831543045
2021-12,1389.095889786057
2022-01,1301.3159243262685
2022-02,1212.330851121614
2022-03,1223.8680563493167
2022-04,1171.7897734844917
2022-05,1180.9488802851615
2022-06,1090.5399728310565
2022-07,1128.9182224266817
2022-08,1105.463708757842
2022-09,1011.7219367119661
2022-10,1054.22558121135
2022-11,1172.4649346612878
2022-12,1176.807663973452
2023-01,1196.9766635214203
2023-02,1171.5266311395992
2023-03,1172.8583561581124
2023-04,1175.3656843644824
2023-05,1071.281906451744
2023-06,1078.0198569056372
2023-07,1077.98090049597
