Date,CHINA
2000-12,100.00000000000001
2001-01,114.4999866770208
2001-02,104.05431567066925
2001-03,87.16783378974203
2001-04,96.01566533874144
2001-05,98.63639015690471
2001-06,101.88943182516068
2001-07,88.08719276265647
2001-08,69.02296298920099
2001-09,66.67338420279914
2001-10,68.37373759955398
2001-11,75.03887471719653
2001-12,75.28845328679253
2002-01,68.2256083257726
2002-02,68.77468109182921
2002-03,72.65617721518701
2002-04,75.82975982266136
2002-05,76.99150960362552
2002-06,74.40591644188933
2002-07,71.15395149949083
2002-08,69.77035793453655
2002-09,64.21517972860819
2002-10,64.58242352987541
2002-11,67.25451825795174
2002-12,64.71366261840572
2003-01,67.80879140881035
2003-02,66.11777948867118
2003-03,63.57338463468227
2003-04,63.65613619349238
2003-05,71.78828578820564
2003-06,76.39026408847323
2003-07,83.9621216159038
2003-08,89.54845390975787
2003-09,90.24170405153076
2003-10,103.95596611196257
2003-11,105.00051299254916
2003-12,121.38350272354516
2004-01,120.60136516019641
2004-02,128.10617912713738
2004-03,117.31319208722681
2004-04,101.98529214986804
2004-05,108.99055576758686
2004-06,108.32333138060717
2004-07,108.72289868881593
2004-08,109.17013709364325
2004-09,117.26455992193883
2004-10,114.4074447418694
2004-11,125.92052220365424
2004-12,123.67619400656616
2005-01,120.98255199409098
2005-02,129.94505240716003
2005-03,123.24864581971441
2005-04,123.75566960965439
2005-05,124.95869586643673
2005-06,130.1722600181929
2005-07,139.6162824842412
2005-08,140.38459585113247
2005-09,148.637297516905
2005-10,134.07869890208866
2005-11,143.5177782130806
2005-12,148.123703994367
2006-01,168.96673950178553
2006-02,174.28937463219654
2006-03,179.85781904248006
2006-04,189.28160421585304
2006-05,179.52109094330046
2006-06,183.2388836343031
2006-07,188.09975177778574
2006-08,192.20252054430085
2006-09,199.35589903702837
2006-10,213.1111023936186
2006-11,236.40357145889334
2006-12,270.8736158977472
2007-01,259.39299893372777
2007-02,254.83609166670556
2007-03,264.6571038781543
2007-04,274.61509309256525
2007-05,295.3060402488241
2007-06,329.36754890486
2007-07,363.45547183419365
2007-08,389.6431717308677
2007-09,467.33375752655377
2007-10,544.8841055557244
2007-11,471.24329691127144
2007-12,450.28790568890753
2008-01,353.2029445126419
2008-02,391.2787013672224
2008-03,343.63122845172035
2008-04,397.2710588773309
2008-05,377.57929061473556
2008-06,331.7427551248706
2008-07,339.38740281589884
2008-08,311.6168549761447
2008-09,248.08160688616047
2008-10,191.66088288465184
2008-11,200.38226796030173
2008-12,221.42269760513926
2009-01,203.03685504592008
2009-02,196.59237198781693
2009-03,224.37028745352129
2009-04,249.23807788009984
2009-05,292.2880442090473
2009-06,304.2150311017492
2009-07,337.16836323791665
2009-08,313.4641288075525
2009-09,327.9922251912359
2009-10,349.125259430194
2009-11,357.70322297157804
2009-12,359.35204677703
2010-01,328.31977288411366
2010-02,335.52275498347933
2010-03,353.694395902038
2010-04,352.4329037674104
2010-05,333.2024291287739
2010-06,337.3384805003244
2010-07,352.07069426685734
2010-08,342.3827832534107
2010-09,373.3799584906521
2010-10,387.914053794432
2010-11,378.687503616
2010-12,375.9812529555827
2011-01,374.0253523701616
2011-02,367.2791288899442
2011-03,386.8230601158498
2011-04,392.97960543697707
2011-05,394.2413732224822
2011-06,379.48340721663453
2011-07,376.3582138655698
2011-08,341.2817526884205
2011-09,283.77123451603853
2011-10,326.7921596127216
2011-11,299.3379208507942
2011-12,306.7659931739487
2012-01,339.975260896115
2012-02,362.1314241504997
2012-03,337.18848143445814
2012-04,349.16937263713464
2012-05,312.29648483934386
2012-06,318.72572030902546
2012-07,323.26130071436063
2012-08,313.1228095738082
2012-09,333.5980524745454
2012-10,352.65848529072906
2012-11,359.2514591769443
2012-12,376.54556214678456
2013-01,392.0757954850088
2013-02,376.6570485609266
2013-03,359.45477800834277
2013-04,363.53905427120276
2013-05,360.34850721839507
2013-06,335.15015967444
2013-07,348.71492971510565
2013-08,357.1759579688606
2013-09,375.9571861272284
2013-10,385.39529034751666
2013-11,404.12874050392287
2013-12,390.2678965564031
2014-01,364.12497266947696
2014-02,373.6814850818901
2014-03,367.37857130412175
2014-04,358.9964594434154
2014-05,375.7425929543003
2014-06,387.6560872568323
2014-07,418.9913437575451
2014-08,419.9340805717673
2014-09,393.15023803156186
2014-10,410.0950092485766
2014-11,416.5201480310436
2014-12,421.3413707902822
2015-01,430.87762610320493
2015-02,444.83805321883597
2015-03,455.54525224579686
2015-04,531.5142485005473
2015-05,511.8420739467877
2015-06,483.0648029537617
2015-07,431.05912526034524
2015-08,380.6944105258251
2015-09,373.34069933629365
2015-10,407.2376317327127
