Date,CHINA
2015-11,393.49911811714526
2015-12,388.3741699830833
2016-01,338.975545448941
2016-02,330.4048540681226
2016-03,369.7279989466943
2016-04,368.998112603015
2016-05,366.2255952542193
2016-06,370.1509793797137
2016-07,383.0661858631967
2016-08,411.2933467257681
2016-09,421.68796742558686
2016-10,413.5218222775068
2016-11,408.5721385292495
2016-12,391.8556037971587
2017-01,418.45290742087303
2017-02,433.25978512202647
2017-03,442.5094981704039
2017-04,454.310605
2017-05,478.279827
2017-06,489.288803
2017-07,532.764409
2017-08,555.23063
2017-09,561.000007
2017-10,583.296402
2017-11,592.388676
2017-12,603.728754
2018-01,679.123155
2018-02,635.631631
2018-03,614.710529
2018-04,614.5647942953448
2018-05,625.8518304742955
2018-06,593.1826282797389
2018-07,578.3868659598093
2018-08,556.4303401058377
2018-09,548.6459660306812
2018-10,485.7203035888956
2018-11,521.3220546392523
2018-12,489.77024584914017
2019-01,543.9334933124833
2019-02,562.7097975872827
2019-03,576.4167466696593
2019-04,589.2568117788343
2019-05,512.1404438398497
2019-06,553.2693700764991
2019-07,550.2709005612909
2019-08,527.2383983625487
2019-09,527.1045141252322
2019-10,548.3822680018825
2019-11,558.1603636355914
2019-12,604.6562977655353
2020-01,575.6138652026413
2020-02,581.2108564240897
2020-03,542.8869086529484
2020-04,577.166197287612
2020-05,574.3172464139323
2020-06,625.9011997680128
2020-07,685.0117160289115
2020-08,723.8889373205047
2020-09,704.108750192113
2020-10,741.3506314815405
2020-11,761.9085780821573
2020-12,782.9933889218859
2021-01,840.6459175405665
2021-02,831.9412881036334
2021-03,779.6559635059218
2021-04,790.4762568608596
2021-05,796.55686699323
2021-06,797.3365085202242
2021-07,686.9594453879731
2021-08,686.9867774395286
2021-09,652.4810219410728
2021-10,673.0702405949327
2021-11,632.875654
2021-12,612.9323077958583
2022-01,594.850516022836
2022-02,571.6523792950488
2022-03,525.9424340715993
2022-04,504.4643900345331
2022-05,510.4100600994845
2022-06,543.8917320689178
2022-07,492.2378119698843
2022-08,493.33749557338126
2022-09,421.5351251834199
2022-10,350.6762287522121
2022-11,454.8557779529657
2022-12,478.5132775080025
2023-01,534.8850019015024
2023-02,479.3913958920726
2023-03,501.0408249201639
2023-04,475.2016189430507
2023-05,435.1335315816097
2023-06,452.3979411585269
2023-07,501.06996782144626
