Date,ROMANIA
2005-11,555.1829781354027
2005-12,536.4976086888865
2006-01,705.2842956059242
2006-02,742.7538663958218
2006-03,693.1058708047378
2006-04,725.8738842404174
2006-05,697.9626969284667
2006-06,699.327530807575
2006-07,767.114646610421
2006-08,770.0305463731211
2006-09,773.9098475906686
2006-10,852.8362129276701
2006-11,851.8093602044564
2006-12,835.7192451029119
2007-01,890.9041535313943
2007-02,914.1757640162631
2007-03,897.6385902100454
2007-04,948.4750381935953
2007-05,975.0042825415208
2007-06,1118.9996921353495
2007-07,1171.5796988297168
2007-08,1115.269072888106
2007-09,1073.2359851962826
2007-10,1127.6468628578443
2007-11,1000.0
2007-12,1063.5495271676184
2008-01,787.7802468132746
2008-02,830.5380776541688
2008-03,869.2251305649442
2008-04,933.1115907674352
2008-05,1054.248151585371
2008-06,875.8762001588412
2008-07,827.6352753909406
2008-08,706.8733073372216
2008-09,502.8176837363449
2008-10,342.38769655175054
2008-11,349.092158611606
2008-12,356.3377165846224
2009-01,180.66305632564084
2009-02,136.18480787969304
2009-03,187.88788017614448
2009-04,237.9784604965332
2009-05,296.1560919485953
2009-06,294.3800217903506
2009-07,343.41298501566484
2009-08,375.56222138761086
2009-09,391.97254699153666
2009-10,392.23435001556226
2009-11,445.29961194971037
2009-12,414.09055086209474
2010-01,448.81562087729355
2010-02,444.14979161155316
2010-03,502.802715848956
2010-04,466.6778363303748
2010-05,375.16048132293116
2010-06,341.43619306425995
2010-07,392.7914865133931
2010-08,382.1687266848691
2010-09,428.2739643471111
2010-10,428.36094064628674
2010-11,380.6463851152582
2010-12,409.51714965371883
2011-01,457.00823141359143
2011-02,486.81506440924153
2011-03,541.2742285809367
2011-04,584.7626968241394
2011-05,525.3602097131699
2011-06,523.508324296607
2011-07,501.5981000744179
2011-08,454.567905956774
2011-09,358.52335725709213
2011-10,399.0134566656825
2011-11,349.63638126727034
2011-12,346.2555482053296
2012-01,390.4800332299103
2012-02,425.1787163954288
2012-03,434.7850340700722
2012-04,436.1322512837565
2012-05,351.13181189934113
2012-06,367.8191142366957
2012-07,351.4058892816279
2012-08,376.5021584729934
2012-09,372.1443569730076
2012-10,395.6081315835721
2012-11,387.39311271432905
2012-12,435.9466255013555
2013-01,487.2308922083626
2013-02,491.55945280730015
2013-03,467.9200849064432
2013-04,451.88005304924036
2013-05,449.7215449286939
2013-06,449.3253474005813
2013-07,471.25686094748147
2013-08,514.6901092181445
2013-09,533.7872231950347
2013-10,535.2661952938769
2013-11,556.6140317053544
2013-12,576.1015413447702
2014-01,554.1494800856577
2014-02,576.746657561914
2014-03,564.3412950373753
2014-04,596.2771652008488
2014-05,647.972636987394
2014-06,675.0775144526474
2014-07,645.536039008476
2014-08,651.7965800696901
2014-09,605.7630926089168
2014-10,584.0598796329198
2014-11,559.5144867037416
2014-12,559.8325029774708
2015-01,544.6548902592247
2015-02,547.3473512213902
2015-03,522.5902477327335
2015-04,591.847488508398
2015-05,576.490682576546
2015-06,585.6583266123122
2015-07,634.8914087318504
2015-08,586.438793506936
2015-09,584.9455811351588
2015-10,605.9771808714733
2015-11,553.7703260922437
2015-12,566.9970846156891
2016-01,504.78577398242686
2016-02,533.4480455125076
2016-03,603.5742395148069
2016-04,580.7815773131513
2016-05,586.4938063831797
2016-06,598.7813479894743
2016-07,646.9216000559103
2016-08,683.5030564555058
2016-09,677.5917332085023
2016-10,641.1443333468825
2016-11,630.0398454360404
2016-12,646.7977267639897
2017-01,691.4706403455722
2017-02,726.8045452935836
2017-03,738.9715097727924
2017-04,773.749869
2017-05,862.145735
2017-06,803.47009
2017-07,888.515029
2017-08,864.438615
2017-09,836.808364
2017-10,823.802088
2017-11,840.355339
2017-12,829.261823
2018-01,942.334675
2018-02,944.009279
2018-03,999.726217
2018-04,974.7724755830789
2018-05,880.0720387018367
2018-06,934.0656671817081
2018-07,951.8377956611541
2018-08,987.6120838099042
2018-09,996.050452211766
2018-10,983.3386409634004
2018-11,1010.8387121275018
2018-12,843.8101183334006
2019-01,756.7667209930834
2019-02,853.0886930099389
2019-03,897.3257897299785
2019-04,943.712649948354
2019-05,978.5892461769273
2019-06,1081.2437843750229
2019-07,1122.8228579629767
2019-08,1102.6191219030852
2019-09,1126.3810821692814
2019-10,1142.7428876963122
2019-11,1185.6852078794593
2019-12,1215.2964830261724
2020-01,1175.8997175825127
2020-02,1039.7959772033164
2020-03,841.3693750794537
2020-04,870.0566091922468
2020-05,968.3944385822914
2020-06,990.3070690073546
2020-07,994.2793705622306
2020-08,1120.2589802487748
2020-09,1091.2262614406955
2020-10,1002.3345616667943
2020-11,1172.780315050493
2020-12,1240.5424353984517
2021-01,1286.8980318087947
2021-02,1239.526072586988
2021-03,1304.6784922789827
2021-04,1358.4894285543692
2021-05,1427.3903712307615
2021-06,1423.3003124288514
2021-07,1441.121725451422
2021-08,1497.3045172876311
2021-09,1519.2104281684726
2021-10,1506.3557940954759
2021-11,1385.3780084395526
2021-12,1505.8379266386935
2022-01,1497.197352813991
2022-02,1477.7313636792892
2022-03,1451.6652718939038
2022-04,1390.084325650824
2022-05,1441.883623180905
2022-06,1399.8410971328308
2022-07,1440.6658125580905
2022-08,1423.8742893449835
2022-09,1169.320268024413
2022-10,1218.2347909330779
2022-11,1397.0166315526285
2022-12,1381.7513854913507
2023-01,1473.158478381131
2023-02,1442.1862176336397
2023-03,1429.6938180586856
2023-04,1470.2304864989387
2023-05,1451.209432053038
2023-06,1566.7596004652278
2023-07,1714.2893400400521
