Date,TURKEY
2000-12,100.0
2001-01,115.35776760719668
2001-02,67.77967092574445
2001-03,55.52586842942965
2001-04,80.41960049448369
2001-05,70.58886201835811
2001-06,66.45347552335127
2001-07,56.26648244349076
2001-08,54.026181148276436
2001-09,37.13038071899966
2001-10,44.92336781853733
2001-11,55.497453891115235
2001-12,67.16387689991349
2002-01,71.82328004615627
2002-02,57.435965519509466
2002-03,63.11769943141648
2002-04,61.76187028473178
2002-05,52.48315044255576
2002-06,41.3516369586977
2002-07,42.61279388928144
2002-08,40.15250502791716
2002-09,36.68951265322636
2002-10,42.56978855304364
2002-11,59.9928871250874
2002-12,43.10087133289013
2003-01,46.32466411911919
2003-02,50.30383732303284
2003-03,37.86034625449327
2003-04,50.58809680813637
2003-05,54.97777261758351
2003-06,53.93064223507974
2003-07,52.64549093883594
2003-08,59.54976155296505
2003-09,69.00882957092723
2003-10,79.04189541054528
2003-11,73.8262933670259
2003-12,97.10698823165704
2004-01,93.93898355195218
2004-02,102.82635798173058
2004-03,109.77525871394938
2004-04,91.18850001142246
2004-05,81.85998529961273
2004-06,89.02367167910948
2004-07,97.85134500708611
2004-08,99.30287700301237
2004-09,106.94743650311335
2004-10,113.98807811040282
2004-11,115.52545331355024
2004-12,137.3459010797059
2005-01,149.6067621430316
2005-02,162.00174984312113
2005-03,138.44004878708586
2005-04,124.6770733792903
2005-05,137.86809293510535
2005-06,148.00487213231938
2005-07,164.56901303444903
2005-08,169.49680322359396
2005-09,183.61698573064155
2005-10,173.6605769754467
2005-11,207.596745234775
2005-12,214.34744851703198
2006-01,245.03540092185244
2006-02,260.5199119942786
2006-03,228.69452358660476
2006-04,240.63660063514604
2006-05,173.52491584424263
2006-06,161.00138730131994
2006-07,173.95339694230552
2006-08,184.63412169539419
2006-09,176.3003507898581
2006-10,202.78877139814065
2006-11,188.6502348722948
2006-12,198.90091404601188
2007-01,213.50903161476216
2007-02,214.1344381064846
2007-03,227.906747468628
2007-04,241.12515647897928
2007-05,261.130253072791
2007-06,262.9501579668059
2007-07,302.49044656114927
2007-08,280.7518220016246
2007-09,327.14484631416383
2007-10,364.11569331530944
2007-11,336.5045533731348
2007-12,346.2709837617549
2008-01,264.6260151423307
2008-02,267.2614566279465
2008-03,213.36593153201588
2008-04,248.54575366003888
2008-05,239.95219392819763
2008-06,210.06355162000193
2008-07,269.4798644103033
2008-08,243.76548996972141
2008-09,208.6945028127002
2008-10,137.14957905904657
2008-11,122.85120547367669
2008-12,130.56528580725632
2009-01,118.00919341908524
2009-02,105.06287917757666
2009-03,113.96110232045886
2009-04,147.5470979084263
2009-05,169.43837478226266
2009-06,178.44186289826752
2009-07,215.50203602593214
2009-08,228.69907683901917
2009-09,236.27514557325918
2009-10,230.70254918102918
2009-11,215.5273054968276
2009-12,257.8773472704304
2010-01,263.6959832246496
2010-02,231.0274189983973
2010-03,268.09013978205843
2010-04,287.8049624526702
2010-05,254.64551840174371
2010-06,256.42656188179245
2010-07,297.40966641623334
2010-08,293.1652274796943
2010-09,338.1521907718854
2010-10,356.952504606108
2010-11,321.2876272425561
2010-12,311.53535776338936
2011-01,280.78700506798936
2011-02,274.11313752235
2011-03,295.1631792237485
2011-04,325.6405954466796
2011-05,284.85633361901984
2011-06,282.81747077819244
2011-07,270.6778500282637
2011-08,230.6550288067209
2011-09,238.76368866504035
2011-10,232.99364691580527
2011-11,220.92336050258194
2011-12,201.235775770738
2012-01,238.64394502683064
2012-02,255.50736029928788
2012-03,255.73310002988822
2012-04,248.65117108634215
2012-05,219.09300949501562
2012-06,258.0302401468243
2012-07,268.12050735883287
2012-08,279.22349837991146
2012-09,279.08041525549754
2012-10,308.2072674904927
2012-11,309.017750175701
2012-12,330.45071861130214
2013-01,336.0049505811651
2013-02,330.67385773975394
2013-03,357.4195692268809
2013-04,364.39238260531573
2013-05,350.0825737500911
2013-06,302.1669859080231
2013-07,287.1166492026316
2013-08,249.82034157986152
2013-09,281.82010852399577
2013-10,296.8891879909675
2013-11,285.1703088574067
2013-12,242.0304948758195
2014-01,209.91665559901284
2014-02,217.13829708899192
2014-03,253.60447844540792
2014-04,272.24669022673856
2014-05,299.0275866235663
2014-06,291.85510710054274
2014-07,303.3402100295739
2014-08,292.9902858439998
2014-09,257.4856173426952
2014-10,284.50978386143686
2014-11,305.73573991114046
2014-12,287.3245726614436
2015-01,285.08714414679685
2015-02,259.1159236660954
2015-03,241.92558589689216
2015-04,245.76029064783359
2015-05,246.6043138140115
2015-06,243.79910653517328
2015-07,229.88111984225517
2015-08,206.4581760899449
2015-09,196.27379033219643
2015-10,220.34966241865504
2015-11,207.43544718301098
2015-12,195.76626175940774
2016-01,198.80208111701484
2016-02,205.75465593127683
2016-03,238.06438888828183
2016-04,248.36528775245378
2016-05,215.0443809536635
2016-06,219.21644843546898
2016-07,206.57829736698943
2016-08,209.4622257355608
2016-09,207.68491882449467
2016-10,206.0900172461414
2016-11,175.1018153257009
2016-12,179.19845682934258
2017-01,185.62960064614268
2017-02,195.82038465541922
2017-03,198.53790816249273
2017-04,221.142436
2017-05,227.826581
2017-06,236.918838
2017-07,251.314339
2017-08,262.798565
2017-09,237.69697
2017-10,237.921964
2017-11,219.009773
2017-12,247.928716
2018-01,260.143101
2018-02,254.771545
2018-03,235.542094
2018-04,210.1686377922109
2018-05,183.11501106432942
2018-06,174.5230855423874
2018-07,161.93443487155452
2018-08,114.99841473059102
2018-09,138.68361429143616
2018-10,135.44064226685018
2018-11,153.1866331514786
2018-12,145.28005933430842
2019-01,171.36934895875908
2019-02,165.40099552863384
2019-03,140.70233761011866
2019-04,135.48052576984333
2019-05,134.43252757887112
2019-06,144.6701273526752
2019-07,161.0755638112769
2019-08,143.7928150463238
2019-09,161.52265839924905
2019-10,148.1232670141005
2019-11,158.4654992002321
2019-12,161.37771545479114
2020-01,163.73792934358548
2020-02,139.43998038735424
2020-03,112.88964363711601
2020-04,117.94477223770411
2020-05,124.83138740388506
2020-06,134.02404686986728
2020-07,122.7474983609457
2020-08,112.48876802792944
2020-09,113.02839886545046
2020-10,98.84207761060847
2020-11,122.3193803793498
2020-12,147.234362979389
2021-01,142.62369789679593
2021-02,139.13587931624613
2021-03,117.15272821715195
2021-04,118.82878205054685
2021-05,121.05457221997898
2021-06,116.58852615201586
2021-07,124.28107347189835
2021-08,135.7218034527
2021-09,118.84510057735544
2021-10,118.42688498912322
2021-11,102.59735326412728
2021-12,105.49178783985977
2022-01,111.41949748907476
2022-02,110.03746908358193
2022-03,119.07099669434957
2022-04,126.45861601262484
2022-05,118.06699134997393
2022-06,106.05659500734915
2022-07,104.75263274801517
2022-08,128.53119128521425
2022-09,123.33968199896262
2022-10,151.74608214742835
2022-11,185.93175729990537
2022-12,200.8736407172338
2023-01,184.4470547383079
2023-02,195.07198342652714
2023-03,181.9594705808324
2023-04,172.60442944312936
2023-05,169.88687323327753
2023-06,162.54770629943766
2023-07,193.845117807707
