Date,SAUDI ARABIA
2014-08,1138.8136637401167
2014-09,1106.3589413888074
2014-10,1018.3116112511905
2014-11,908.0897601259996
2014-12,828.4808160803829
2015-01,870.1372338558488
2015-02,923.7918167995814
2015-03,857.6071574180014
2015-04,1019.7646849400614
2015-05,1000.0
2015-06,925.5422763750926
2015-07,952.6623867239681
2015-08,816.4035828403692
2015-09,801.3993845981573
2015-10,794.3213740704817
2015-11,817.3520137438379
2015-12,774.1652583821788
2016-01,670.029697464539
2016-02,704.0109777147011
2016-03,712.1516082280543
2016-04,786.0593020864216
2016-05,757.9827481086185
2016-06,766.2787485842144
2016-07,753.8641850064757
2016-08,745.2597180771799
2016-09,706.2129382910871
2016-10,769.6102124505144
2016-11,864.5450763864385
2016-12,879.3118442699953
2017-01,876.1861937057909
2017-02,864.1635870089569
2017-03,868.543341730118
2017-04,868.956611
2017-05,877.691137
2017-06,974.989795
2017-07,927.194025
2017-08,955.255654
2017-09,955.629002
2017-10,914.842344
2017-11,932.833443
2017-12,951.044198
2018-01,1018.233484
2018-02,991.084868
2018-03,1077.8988105977962
2018-04,1129.0044488048395
2018-05,1159.132654567805
2018-06,1176.9700344166297
2018-07,1185.0380382241785
2018-08,1139.3273216237951
2018-09,1137.1678835727357
2018-10,1144.3738080339867
2018-11,1108.3067392970245
2018-12,1132.968059627398
2019-01,1250.7680003003134
2019-02,1246.289374157743
2019-03,1298.5246785526992
2019-04,1395.0917357073272
2019-05,1267.269036886991
2019-06,1306.6120804924706
2019-07,1291.8366143848714
2019-08,1183.10695560107
2019-09,1182.5452480385386
2019-10,1129.8516360632045
2019-11,1146.1862655377868
2019-12,1214.89546938529
2020-01,1172.167047456831
2020-02,1074.5552630996706
2020-03,923.1552381829526
2020-04,1023.9413112129486
2020-05,1030.2514945235735
2020-06,1050.5918088881474
2020-07,1067.853834876643
2020-08,1121.8835642827257
2020-09,1148.6391693700489
2020-10,1119.7331637661619
2020-11,1228.7646456629932
2020-12,1223.5055140034578
2021-01,1242.7088209153046
2021-02,1306.7665530055297
2021-03,1425.0229818441042
2021-04,1512.294603186082
2021-05,1511.2666032079328
2021-06,1568.0989563159
2021-07,1577.1831636168615
2021-08,1651.8271708432753
2021-09,1696.2211290732896
2021-10,1747.281547026216
2021-11,1602.347504367552
2021-12,1684.8138693864005
2022-01,1841.1003703418603
2022-02,1895.8949193639412
2022-03,1976.679104649853
2022-04,2093.1894785463537
2022-05,1942.499026576512
2022-06,1729.7128683550018
2022-07,1831.758813556759
2022-08,1867.81438814946
2022-09,1727.6692578442423
2022-10,1782.139971514953
2022-11,1654.2249530268741
2022-12,1599.0891896722303
2023-01,1633.9343545889615
2023-02,1513.7601818078729
2023-03,1600.354065916823
2023-04,1696.628437869329
2023-05,1645.2711645019858
2023-06,1701.1758281180914
2023-07,1738.086338589774
