Date,JORDAN
2000-12,100.0
2001-01,103.3996239816339
2001-02,104.6172924560317
2001-03,105.32284947984274
2001-04,103.9049321222727
2001-05,108.57425615461038
2001-06,110.07523503810745
2001-07,115.8886632215786
2001-08,120.99022385950951
2001-09,120.79323493109827
2001-10,131.13680168683948
2001-11,136.32615304305574
2001-12,134.02979026335538
2002-01,138.3873071700691
2002-02,138.24070656218748
2002-03,140.56995240766452
2002-04,132.818845
2002-05,142.50624763599615
2002-06,153.3077866322961
2002-07,147.9230670731033
2002-08,143.72328687267552
2002-09,140.37827930839717
2002-10,136.07287746038583
2002-11,138.54076094990873
2002-12,139.81577347141803
2003-01,144.2590677934181
2003-02,137.28575502820365
2003-03,144.624494
2003-04,155.100713
2003-05,161.924402
2003-06,170.214159
2003-07,180.53889523901745
2003-08,185.45734255759658
2003-09,197.5825016862687
2003-10,192.98641221460267
2003-11,210.2253591402269
2003-12,220.1946110732454
2004-01,238.3958871586314
2004-02,233.8573985482258
2004-03,231.17152508254432
2004-04,224.715869
2004-05,229.89537
2004-06,236.5864123046377
2004-07,248.80769152513386
2004-08,247.93457909920187
2004-09,265.7744385581984
2004-10,291.3205420981062
2004-11,340.4421357340629
2004-12,354.78911392870316
2005-01,410.80855774060984
2005-02,415.56491910216886
2005-03,447.039894
2005-04,540.821133320471
2005-05,513.8179883323822
2005-06,561.0680365952386
2005-07,582.4101110664055
2005-08,633.7123002308487
2005-09,632.8808735548969
2005-10,651.8156873047727
2005-11,704.2161793548579
2005-12,616.0675394528123
2006-01,622.7395117095951
2006-02,552.3052725903813
2006-03,526.1570269567669
2006-04,548.26878733
2006-05,546.9012622714359
2006-06,471.0375942191766
2006-07,465.38978970573174
2006-08,488.24309800714315
2006-09,467.3596739236844
2006-10,472.8636886176608
2006-11,432.5820076276501
2006-12,425.8107259225143
2007-01,466.14127564889435
2007-02,494.55672105790813
2007-03,466.9858959662601
2007-04,457.3325425794221
2007-05,439.62478373704636
2007-06,443.8602519518551
2007-07,423.9390046979692
2007-08,414.6954777676212
2007-09,426.17729831566976
2007-10,491.6242781677269
2007-11,505.6640261430534
2007-12,529.1966047382901
2008-01,539.0292000643547
2008-02,543.4365712011331
2008-03,519.0912197472828
2008-04,531.4714059571165
2008-05,562.3800339632974
2008-06,609.345095236133
2008-07,612.9933334495591
2008-08,588.4938855949894
2008-09,528.9620918965376
2008-10,429.6107482248333
2008-11,330.085318568954
2008-12,345.7954580678605
2009-01,339.2508376854793
2009-02,315.776926184456
2009-03,325.26969416894696
2009-04,336.32277692836635
2009-05,360.70129160351627
2009-06,337.582420664228
2009-07,334.26050216725423
2009-08,335.50016958016226
2009-09,336.78117700159305
2009-10,331.5085070487435
2009-11,330.45061773585434
