Date,JORDAN
2009-12,328.3302073775546
2010-01,324.6006939348516
2010-02,304.24740911743083
2010-03,309.98210210755246
2010-04,321.19424228430006
2010-05,299.6778550821211
2010-06,298.6022932408606
2010-07,291.76980020663063
2010-08,280.4469057409325
2010-09,291.32272314986477
2010-10,297.86017266708814
2010-11,295.0935068496192
2010-12,297.18396496064497
2011-01,293.3992880883552
2011-02,275.2387869975788
2011-03,272.08804000650167
2011-04,278.4245923385887
2011-05,275.0724965255284
2011-06,264.42741029371876
2011-07,271.39533948005493
2011-08,265.39106684574904
2011-09,252.31638679223607
2011-10,255.79713430449763
2011-11,240.42719526528083
2011-12,253.49952646498517
2012-01,236.11715701831275
2012-02,237.20668817085703
2012-03,264.8087970795692
2012-04,270.25052473196615
2012-05,246.85595901808958
2012-06,242.79420221840476
2012-07,239.25689159448217
2012-08,261.18072473222435
2012-09,248.36298995561145
2012-10,249.71049828616023
2012-11,249.3058197562769
2012-12,251.8708994175
2013-01,262.5670690651158
2013-02,261.13595281661264
2013-03,257.59915885940933
2013-04,253.5243759018335
2013-05,247.73463023095127
2013-06,233.1247261856611
2013-07,225.6223725393561
2013-08,215.6874955079553
2013-09,211.6050141192322
2013-10,229.5107668218161
2013-11,236.06828551099423
2013-12,237.98306303623636
2014-01,273.2501561042325
2014-02,258.1571016982796
2014-03,265.4201380813715
2014-04,269.98766964278224
2014-05,280.30594367358964
2014-06,263.19403379023805
2014-07,260.602337731303
2014-08,245.24836664967907
2014-09,238.1872027656654
2014-10,236.34772343824528
2014-11,225.20174226874903
2014-12,232.91721254666976
2015-01,223.06016205486324
2015-02,224.65455168461236
2015-03,215.12434033471934
2015-04,213.0602223493451
2015-05,244.5413942004114
2015-06,226.1564613432832
2015-07,225.6317159545099
2015-08,245.7706091884336
2015-09,225.09756807549365
2015-10,219.59498022207416
2015-11,214.68124880100734
2015-12,227.5842001568696
2016-01,216.14763512970296
2016-02,217.31334886395476
2016-03,214.56255528638792
2016-04,213.18588041847244
2016-05,223.3957386821935
2016-06,217.69893059714633
2016-07,225.35165666552757
2016-08,212.90624001775427
2016-09,213.13261502847024
2016-10,213.90227224703588
2016-11,221.6876869411741
2016-12,225.09010064429202
2017-01,222.15532164231504
2017-02,232.9908070318686
2017-03,240.9780909132164
2017-04,231.287387
2017-05,240.032533
2017-06,236.644147
2017-07,233.596113
2017-08,235.420647
2017-09,229.81959
2017-10,228.594165
2017-11,236.639564
2017-12,246.557589
2018-01,262.5174
2018-02,270.677619
2018-03,273.823569
2018-04,291.9521505836576
2018-05,273.7921668159991
2018-06,268.34372693566036
2018-07,256.2196058006364
2018-08,249.23156064657033
2018-09,245.48330958214413
2018-10,235.7181719532492
2018-11,225.35389415497312
2018-12,235.59393773761386
2019-01,238.6525748343014
2019-02,247.88960712388817
2019-03,243.7775031875881
2019-04,238.94203646980333
2019-05,240.32483287772124
2019-06,244.87770978671819
2019-07,243.17928516162203
2019-08,238.33159461030857
2019-09,233.95272749045756
2019-10,234.81342243747687
2019-11,232.5723003049752
2019-12,236.84341925341337
2020-01,243.83287345877554
2020-02,236.78601980109238
2020-03,213.30673099385513
2020-04,213.14138859085799
2020-05,203.65916812109342
2020-06,192.954084592439
2020-07,190.8725405729783
2020-08,190.5751771416268
2020-09,194.14353831784476
2020-10,190.27781371027498
2020-11,120.1348798102742
2020-12,122.51378832136857
2021-01,124.892696832463
2021-02,122.21642475748136
2021-03,122.39904219099417
2021-04,125.84911068401763
2021-05,159.12455779245886
2021-06,162.33333718543358
2021-07,158.81267333351764
2021-08,157.64544250471403
2021-09,154.34842709346623
2021-10,156.9943755992668
2021-11,148.7148856945708
2021-12,154.32841568907884
2022-01,150.79434010674365
2022-02,151.87464775426324
2022-03,167.6050518606286
2022-04,191.6442871839374
2022-05,198.34483345486245
2022-06,195.9272498427499
2022-07,202.60618645749497
2022-08,196.0754920546403
2022-09,188.2064117197021
2022-10,183.9605173256428
2022-11,195.6442493830316
2022-12,193.38093907712002
2023-01,207.96418950858103
2023-02,209.2737304536104
2023-03,204.45207401589116
2023-04,198.30434260044305
2023-05,197.7308067150462
2023-06,192.98587861380568
2023-07,194.49721302722176
