Date,BULGARIA
2018-04,170.2893193956098
2018-05,159.02693757209298
2018-06,159.75249399336823
2018-07,159.65694677336822
2018-08,157.7099529343406
2018-09,157.43119044791376
2018-10,142.3216245220578
2018-11,142.40707381621434
2018-12,141.82534183925432
2019-01,140.69328320163115
2019-02,142.56423918123772
2019-03,133.8996835837255
2019-04,130.84668822649218
2019-05,134.01204691252363
2019-06,131.9651096233557
2019-07,126.62737169848627
2019-08,122.90619756569404
2019-09,125.96675718328676
2019-10,128.01377182270784
2019-11,127.04730952355574
2019-12,128.78457884390224
2020-01,129.95712752988229
2020-02,120.38784966681287
2020-03,96.2054304032161
2020-04,97.46827271276682
2020-05,103.65504254437315
2020-06,111.59435211960103
2020-07,109.47335270237424
2020-08,113.53351174076393
2020-09,112.15290393838688
2020-10,108.65569260785496
2020-11,108.74718122233794
2020-12,119.621978607565
2021-01,126.21417934899962
2021-02,123.64620364712297
2021-03,119.36578632244226
2021-04,119.63853269816497
2021-05,123.1052524676134
2021-06,126.94168675985112
2021-07,121.64256983244249
2021-08,122.31027894708465
2021-09,134.8202801895603
2021-10,136.40556527340524
2021-11,135.49794052394748
2021-12,142.03327460075965
2022-01,143.22620450213998
2022-02,139.9915985161715
2022-03,144.6781739914395
2022-04,129.97086348710917
2022-05,134.34456444646366
2022-06,131.7530244375667
2022-07,126.99395977937772
2022-08,128.0031396403745
2022-09,121.13748852772994
2022-10,121.05500044901181
2022-11,128.71963255169996
2022-12,131.4920625401524
2023-01,133.63595486417665
2023-02,147.02246419690525
2023-03,151.5386889536677
2023-04,158.31141172097983
2023-05,159.81317253425547
2023-06,163.1945398774346
2023-07,168.684460280103
