Date,NIGERIA
2002-05,136.33813870121466
2002-06,149.4554808210968
2002-07,140.0163339768864
2002-08,148.9345357885825
2002-09,141.20470058351538
2002-10,135.00001551126098
2002-11,141.95379131712804
2002-12,146.93796444169047
2003-01,168.63758684219377
2003-02,174.4005838599226
2003-03,163.41176519987687
2003-04,167.40123031190797
2003-05,179.03860305498
2003-06,188.13599651727634
2003-07,178.52096845776938
2003-08,187.4433388183566
2003-09,207.05907048606184
2003-10,231.56942197079766
2003-11,219.07270694826843
2003-12,236.45215747260227
2004-01,277.9722795013194
2004-02,313.1845124719726
2004-03,284.2747068661193
2004-04,345.00174021299387
2004-05,387.5997453857518
2004-06,403.8964029961146
2004-07,375.60287686400943
2004-08,325.0307861361351
2004-09,314.55393105155565
2004-10,321.391211601152
2004-11,316.55733348035625
2004-12,314.83397253202946
2005-01,292.53634860501785
2005-02,277.8451369947122
2005-03,257.1802382752906
2005-04,283.33935580254615
2005-05,281.1211832744005
2005-06,273.30047290221614
2005-07,286.2160752783853
2005-08,319.91046288113273
2005-09,356.00557988972156
2005-10,387.37253761879737
2005-11,363.59658479833377
2005-12,361.400764832253
2006-01,369.12396216985206
2006-02,362.6801801181225
2006-03,359.07040392790447
2006-04,372.244975012552
2006-05,398.0041030817108
2006-06,417.98431828521035
2006-07,483.734641217125
2006-08,601.0191363520797
2006-09,568.2822579184583
2006-10,565.0109248670128
2006-11,497.4174003485665
2006-12,536.3232463549584
2007-01,636.1954369421741
2007-02,699.4746512441402
2007-03,721.9875517105289
2007-04,782.9617449674174
2007-05,819.9551029432602
2007-06,877.1757403665404
2007-07,898.8131997907677
2007-08,847.2450234349533
2007-09,903.514366343211
2007-10,921.9495727576784
2007-11,1000.0
2007-12,1054.3537335792923
2008-01,1054.7612091965314
2008-02,1130.311985637258
2008-03,1096.3996976882888
2008-04,1045.0442598506093
2008-05,1026.9968074155145
2008-06,991.6275865103337
2008-07,936.3496611117705
2008-08,862.1821051623324
2008-09,803.5143783736363
2008-10,572.7540198103673
2008-11,532.1829656526921
2008-12,444.27791304728436
2009-01,260.5961811070178
2009-02,326.5373205394548
2009-03,286.8145913970022
2009-04,326.91894175739645
2009-05,482.02184197617
2009-06,428.3974933769779
2009-07,379.8995071146913
2009-08,353.13549125147625
2009-09,362.3182039457624
2009-10,352.3879682154228
2009-11,340.51686380914595
2009-12,343.17769220443006
2010-01,372.13729682929466
2010-02,384.4011786869741
2010-03,440.86146738962157
2010-04,441.6832169392303
2010-05,418.8903811723861
2010-06,416.0926782470565
2010-07,428.588377682944
2010-08,392.8028814144736
2010-09,378.1200665541319
2010-10,415.7411896487495
2010-11,421.3986736698484
2010-12,433.6768785473678
2011-01,462.8779306157685
2011-02,447.4901503965614
2011-03,423.3713040946964
2011-04,440.82132475022644
2011-05,447.7020914842469
2011-06,440.05541200051135
2011-07,428.7749597571545
2011-08,369.4683413210819
2011-09,346.24858183608507
2011-10,371.79648950511074
2011-11,345.7311490112753
2011-12,364.369541276065
2012-01,364.68215459561435
2012-02,370.45691470744316
2012-03,383.48179514169493
2012-04,422.2044450827618
2012-05,415.04910355136275
2012-06,400.5315747882868
2012-07,450.72279548131587
2012-08,483.5281222703961
2012-09,528.7556099403529
2012-10,539.8939618134054
2012-11,542.8582780698551
2012-12,593.5876545351601
2013-01,658.1901007574122
2013-02,677.6729224943984
2013-03,687.4268365552158
2013-04,688.5799439727872
2013-05,765.6336153508353
2013-06,677.8225657567913
2013-07,715.8716757350448
2013-08,673.924278444022
2013-09,699.4261354395823
2013-10,733.8202963346472
2013-11,750.8486752311335
2013-12,766.763225054071
2014-01,714.7751159542079
2014-02,658.4581246027209
2014-03,658.2892729760651
2014-04,699.0809632632316
2014-05,764.8794807212506
2014-06,770.2720933683831
2014-07,780.2423955012605
2014-08,770.9989907445206
2014-09,762.4178297095275
2014-10,663.8065257205169
2014-11,591.1634098796704
2014-12,564.1667004325062
2015-01,468.6301765178447
2015-02,456.20041753119153
2015-03,507.48867841083006
2015-04,555.2028870918601
2015-05,549.398096558237
2015-06,532.5433582462434
2015-07,463.0886523701506
2015-08,457.6291076422237
2015-09,498.2283554479777
2015-10,470.27982405728943
2015-11,434.3199566855512
2015-12,449.9016300086448
2016-01,375.2978894111351
2016-02,381.4770449467947
2016-03,383.662128573005
2016-04,394.4754289838746
2016-05,455.71436112363904
2016-06,338.7116183707459
2016-07,290.8041508096426
2016-08,293.5937654983021
2016-09,301.1223562419826
2016-10,289.9868875267284
2016-11,277.7596821467335
2016-12,288.0130097282944
2017-01,289.2943911389992
2017-02,267.2075856547205
2017-03,289.01868804257464
2017-04,298.303942
2017-05,350.173343
2017-06,386.132292
2017-07,421.165132
2017-08,380.820962
2017-09,378.072433
2017-10,384.87321
2017-11,387.100674
2017-12,394.417068
2018-01,447.348748
2018-02,444.453982
2018-03,421.660714
2018-04,438.6937357690749
2018-05,401.1803620923613
2018-06,405.45076984447286
2018-07,392.4768461618352
2018-08,365.7378639252696
2018-09,348.14916980652134
2018-10,345.7257508565593
2018-11,335.9536392517644
2018-12,337.84153877468526
2019-01,319.2686531920214
2019-02,337.9005902772594
2019-03,338.41989567936116
2019-04,325.8919780337891
2019-05,315.2229405909076
2019-06,314.91585103660566
2019-07,278.3977240635861
2019-08,265.68436995778
2019-09,279.193519489416
2019-10,258.69564714972347
2019-11,276.31683696961244
2019-12,282.89117810313456
2020-01,295.27635400472377
2020-02,254.04529865185918
2020-03,188.54026287235203
2020-04,212.52762311327922
2020-05,244.22428715042227
2020-06,235.11305026846796
2020-07,233.50501273602603
2020-08,247.36317283019812
2020-09,270.02621833755376
2020-10,309.18441766148214
2020-11,335.27314159997377
2020-12,349.43173915814776
2021-01,365.01471556660925
2021-02,325.34801705902424
2021-03,326.8251690838523
2021-04,342.322091596693
2021-05,339.98482935762513
2021-06,353.24208000673497
2021-07,360.20803966213873
2021-08,350.19353695870285
2021-09,361.5473390149383
2021-10,367.1587348327008
2021-11,358.5070147798239
2021-12,361.8244098521679
2022-01,364.783928901947
2022-02,373.15599138832505
2022-03,366.2213759342229
2022-04,402.71496794253886
2022-05,409.2097891259105
2022-06,399.25235585433165
2022-07,364.30590880840526
2022-08,355.49283914101545
2022-09,339.24586544155875
2022-10,324.847066063285
2022-11,339.92990441680064
2022-12,350.90211993672654
2023-01,360.96178064342297
2023-02,386.8575132073407
2023-03,377.8792894426074
2023-04,369.3397179535144
2023-05,419.7562904541211
2023-06,281.383576498795
2023-07,310.45623554026105
