Date,MOROCCO
2007-05,354.0698985101111
2007-06,343.29292170647966
2007-07,356.1390641966589
2007-08,372.8639229855701
2007-09,391.7521114164809
2007-10,397.04781359254923
2007-11,398.733320196457
2007-12,399.56651490009057
2008-01,453.1467991135568
2008-02,495.58982101859675
2008-03,534.7371678356068
2008-04,518.9543505107218
2008-05,524.1408087230938
2008-06,521.0174653332288
2008-07,504.51985747685876
2008-08,475.2120275917971
2008-09,407.55159218936
2008-10,364.38972332177457
2008-11,341.4226222481162
2008-12,355.30128508037876
2009-01,300.05520478207956
2009-02,337.49338147947554
2009-03,324.2830788844114
2009-04,347.8856165835042
2009-05,366.80233748744325
2009-06,387.82061203130905
2009-07,363.3784691548138
2009-08,365.9972031306799
2009-09,361.9777210203109
2009-10,364.4445072640346
2009-11,340.6321708212358
2009-12,336.4436674987778
2010-01,350.9239669419679
2010-02,348.4654824511331
2010-03,358.9669156463611
2010-04,376.02479794752594
2010-05,348.90945178748
2010-06,343.18258349181224
2010-07,363.1281980962695
2010-08,344.0590971656387
2010-09,371.61110716922155
2010-10,384.97032816746315
2010-11,361.6681093388525
2010-12,386.4999300482076
2011-01,400.3487878492425
2011-02,418.06981414251277
2011-03,407.66827843975994
2011-04,404.7443423138461
2011-05,416.21934679465244
2011-06,401.225365561715
2011-07,385.1707806750994
2011-08,397.5660714902014
2011-09,364.2150550007611
2011-10,369.14017905567704
2011-11,347.84842032127636
2011-12,327.9152974425719
2012-01,341.3950326536855
2012-02,350.76850417537304
2012-03,341.14921433100704
2012-04,313.1051445005196
2012-05,299.49293844633985
2012-06,295.01054502230164
2012-07,291.17118396733184
2012-08,303.3440593803952
2012-09,285.0193341209638
2012-10,288.635035454252
2012-11,299.3620543991397
2012-12,288.6236447645444
2013-01,292.05734234338445
2013-02,282.7374269414604
2013-03,280.1070493650903
2013-04,290.8814859935886
2013-05,279.06726168385836
2013-06,271.24606510257627
2013-07,263.8898741943633
2013-08,252.05057390167573
2013-09,273.35232060574697
2013-10,302.2997117439571
2013-11,281.1491567122132
2013-12,278.9595140773486
2014-01,276.33760396034285
2014-02,293.7400532677916
2014-03,294.6841139865242
2014-04,295.5538424013227
2014-05,297.6331131668744
2014-06,289.0613734780755
2014-07,292.37491382188324
2014-08,292.01202098364905
2014-09,304.234157627372
2014-10,305.49594885082803
2014-11,292.81185215638845
2014-12,277.0828082209163
2015-01,270.56356757298687
2015-02,277.501397167872
2015-03,265.8006609568512
2015-04,261.802719961705
2015-05,255.33660029555242
2015-06,254.01060526173373
2015-07,262.0392566011503
2015-08,252.8462487789656
2015-09,247.30137215637788
2015-10,245.0419559618734
2015-11,240.7545094949161
2015-12,238.8181240954835
2016-01,239.3305617294904
2016-02,242.10630156983726
2016-03,260.02381412038943
2016-04,284.5278306686173
2016-05,273.8739368951873
2016-06,267.0500228340072
2016-07,283.9019884965366
2016-08,282.5399400677119
2016-09,289.6759112011446
2016-10,302.2175745644985
2016-11,294.19132112712566
2016-12,320.7975221447664
2017-01,340.27063586054834
2017-02,327.36350154569016
2017-03,308.4326880372704
2017-04,317.80017
2017-05,325.17538
2017-06,344.729754
2017-07,351.602248
2017-08,357.888625
2017-09,349.484212
2017-10,351.931223
2017-11,361.484052
2017-12,356.450771
2018-01,383.096778
2018-02,379.874916
2018-03,379.074296
2018-04,374.84518043865296
2018-05,347.1114342268278
2018-06,341.29987732808104
2018-07,342.4080559301625
2018-08,336.4626175332421
2018-09,331.9482594683522
2018-10,314.1781330675993
2018-11,326.71195352538666
2018-12,329.8482003586189
2019-01,332.68441709333155
2019-02,321.05307950976874
2019-03,310.4960436623867
2019-04,321.17817988177393
2019-05,317.4786309820956
2019-06,335.7658792674448
2019-07,348.8904902052423
2019-08,350.571801497291
2019-09,340.8821064834597
2019-10,343.47831391222854
2019-11,352.47840443187664
2019-12,366.133724332203
2020-01,373.3851651653023
2020-02,363.31584814649773
2020-03,271.02096175500435
2020-04,272.8699985956952
2020-05,285.8709673939606
2020-06,298.25839136869575
2020-07,313.66716437899447
2020-08,322.2975626913242
2020-09,313.8072847280149
2020-10,331.68567420913934
2020-11,354.05341954685076
2020-12,371.6646294454846
2021-01,379.87398381777706
2021-02,369.3385197439552
2021-03,368.05838228270676
2021-04,381.84508768508886
2021-05,396.5134624186368
2021-06,400.106035159725
2021-07,398.63123102905894
2021-08,411.3609750600904
2021-09,428.0403734749887
2021-10,437.0060179366554
2021-11,409.70658301828695
2021-12,419.377444361046
2022-01,424.00210611994686
2022-02,388.5354158659659
2022-03,379.02437746378973
2022-04,374.2351033534046
2022-05,351.36378382860335
2022-06,337.3014877759166
2022-07,328.92549690009736
2022-08,328.9750131671496
2022-09,301.37318354302755
2022-10,275.93506951576103
2022-11,287.2841373823124
2022-12,285.15039837629246
2023-01,281.73297777581365
2023-02,290.1513094416824
2023-03,279.97487158964475
2023-04,286.7133131863741
2023-05,300.5523252800518
2023-06,328.0061427828436
2023-07,353.5867949806404
