Date,MOROCCO
2000-12,100.0
2001-01,95.3877748392507
2001-02,105.83348601917285
2001-03,100.93245283692922
2001-04,93.44161980688393
2001-05,90.61144783359119
2001-06,87.52481748234642
2001-07,85.28228326494842
2001-08,92.35093609230528
2001-09,89.14460066445866
2001-10,83.58466032053023
2001-11,86.96816635625106
2001-12,85.96801047040455
2002-01,80.16791298552471
2002-02,79.26166480639408
2002-03,79.44341342959773
2002-04,77.90349416986037
2002-05,78.02868460158774
2002-06,78.12767805314662
2002-07,75.6690081184548
2002-08,78.0563212655694
2002-09,74.02544174642037
2002-10,72.48087460612338
2002-11,75.5453485014714
2002-12,78.3551737611741
2003-01,82.19285461450897
2003-02,86.37031847808929
2003-03,82.92414492939648
2003-04,89.81841469727681
2003-05,95.4389905001897
2003-06,101.16223135554695
2003-07,100.529155
2003-08,102.66793702301561
2003-09,105.96079029636127
2003-10,104.15339434440953
2003-11,109.82429633518775
2003-12,116.29157534290731
2004-01,116.53134786723004
2004-02,124.68935647985823
2004-03,125.32648838639126
2004-04,126.9163759508273
2004-05,128.15309874656094
2004-06,127.25120972462155
2004-07,129.97042122129545
2004-08,132.46664408759528
2004-09,132.69218321783188
2004-10,112.52074662534876
2004-11,123.73369107293843
2004-12,141.93808624054586
2005-01,137.44169213216344
2005-02,135.26044730320757
2005-03,131.0989100619478
2005-04,133.30310756696744
2005-05,136.85538861724567
2005-06,134.9294415900337
2005-07,143.71394756698166
2005-08,150.35047132474452
2005-09,152.18843565752485
2005-10,155.88454798348664
2005-11,161.3741146303087
2005-12,161.0102746600044
2006-01,199.54143348101348
2006-02,212.30432810580075
2006-03,224.20140006680208
2006-04,254.9095794335721
2006-05,227.04182938516198
2006-06,231.70933522673982
2006-07,226.35897334365242
2006-08,255.74235021513252
2006-09,254.5950555448549
2006-10,257.2409370874091
2006-11,262.01364483088037
2006-12,270.467721474837
2007-01,300.4225036686385
2007-02,310.4907771221956
2007-03,337.27611123212745
2007-04,362.517659497977
