Date,ISRAEL
2011-05,162.98275490316675
2011-06,155.60133321636533
2011-07,152.30361481548235
2011-08,133.25069805607905
2011-09,115.89894349740501
2011-10,131.09933389011826
2011-11,121.59508060952098
2011-12,121.28617653320667
2012-01,132.36451376244133
2012-02,129.2705239694588
2012-03,131.7062056568869
2012-04,133.4235319459191
2012-05,117.13631056184795
2012-06,113.41603779560054
2012-07,118.14948902303263
2012-08,115.4635600925395
2012-09,120.3882697085341
2012-10,121.41377651201978
2012-11,123.25492385342643
2012-12,115.60828807689897
2013-01,116.26609726935877
2013-02,118.87450931724207
2013-03,123.68124310645767
2013-04,121.71238602111258
2013-05,120.01337020626042
2013-06,118.18000379990907
2013-07,119.64131183122491
2013-08,116.29938608164352
2013-09,120.76457967277436
2013-10,121.08570590720957
2013-11,128.5856506275869
2013-12,128.23839785265693
2014-01,133.3717452632904
2014-02,142.98374454488516
2014-03,151.9376187202777
2014-04,148.97305826574325
2014-05,150.2963952088072
2014-06,155.27826845451068
2014-07,156.75777840816514
2014-08,152.46343916356633
2014-09,155.53829689071156
2014-10,153.78381859507502
2014-11,157.85379749481925
2014-12,157.43788782583906
2015-01,155.60346729366316
2015-02,155.5003184928332
2015-03,171.52428742403913
2015-04,169.92402593682544
2015-05,170.1526456500063
2015-06,168.945617962615
2015-07,190.93970994513657
2015-08,175.8478684454244
2015-09,159.57377559778132
2015-10,170.99258011398783
2015-11,169.48002913879617
2015-12,173.7841603438629
2016-01,160.47602039847246
2016-02,156.49536869520222
2016-03,156.13436009945866
2016-04,160.03853876345943
2016-05,152.4697273375714
2016-06,150.20459004804874
2016-07,158.88250611290232
2016-08,153.2537879878567
2016-09,147.24298654395028
2016-10,137.11688572134702
2016-11,130.9033047588372
2016-12,130.56977959263602
2017-01,131.6847806659205
2017-02,137.15164401632083
2017-03,137.79633178059782
2017-04,138.559424
2017-05,137.805997
2017-06,146.725201
2017-07,143.938599
2017-08,123.117103
2017-09,128.069911
2017-10,124.296576
2017-11,122.5511
2017-12,133.256844
2018-01,138.934806
2018-02,133.472269
2018-03,126.20037
2018-04,127.31857365752319
2018-05,136.62168289248643
2018-06,139.93604161984422
2018-07,145.6550302896939
2018-08,150.13289415668606
2018-09,147.08236639723424
2018-10,138.2445911561696
2018-11,144.37210115315537
2018-12,125.95026500568106
2019-01,141.16891200353024
2019-02,140.06348929470613
2019-03,138.64243311406727
2019-04,142.7598224170833
2019-05,128.38372312091613
2019-06,133.69306567669372
2019-07,136.0656553928878
2019-08,127.6834274875157
2019-09,128.7120802060353
2019-10,133.69636112587372
2019-11,140.56595894797894
2019-12,138.0229510889723
2020-01,144.56325645046897
2020-02,135.00745558515285
2020-03,113.07339935555896
2020-04,124.96264347754085
2020-05,136.16957623593575
2020-06,135.82531977954915
2020-07,144.68551782363434
2020-08,146.04254024479107
2020-09,133.1574374263584
2020-10,133.05631813284242
2020-11,145.9801581043656
2020-12,158.78709535724585
2021-01,161.42181778941952
2021-02,161.15040002435188
2021-03,158.28180601399538
2021-04,168.2598822749641
2021-05,164.1476563807328
2021-06,166.33357573603493
2021-07,174.45220869473937
2021-08,175.58740065773355
2021-09,170.93349255027962
2021-10,179.7004461147637
2021-11,175.18980079069155
2021-12,182.89504284110527
2022-01,167.40638297636306
2022-02,170.17901679946607
2022-03,170.31975082587158
2022-04,156.6376063819236
2022-05,148.39741830879984
2022-06,136.23939466112535
2022-07,144.66112265995483
2022-08,151.88031779862436
2022-09,133.60906740916892
2022-10,145.28449216755536
2022-11,141.6062681976061
2022-12,134.122657691834
2023-01,139.93926027398814
2023-02,133.76076907749848
2023-03,135.23997522951407
2023-04,132.70065965032992
2023-05,127.4422008020025
2023-06,129.89370302924218
2023-07,140.37900891660405
