Date,BOTSWANA
2008-11,967.2213599389153
2008-12,833.128400305797
2009-01,813.9381298692824
2009-02,743.3292699892366
2009-03,753.6406422542615
2009-04,791.5017879550893
2009-05,847.9171920148858
2009-06,897.5139547535949
2009-07,940.4841492527524
2009-08,1013.185491447213
2009-09,1053.8892461187427
2009-10,1007.5460206661462
2009-11,1025.7692181753296
2009-12,981.0448588115414
2010-01,1004.8099825923747
2010-02,1043.8278607589882
2010-03,1024.9589921502602
2010-04,1022.2805985567613
2010-05,953.6617779570742
2010-06,944.61612692354
2010-07,1009.2212730253874
2010-08,942.6365876097565
2010-09,960.9820201477636
2010-10,971.1396736625809
2010-11,839.0250588945446
2010-12,753.4172884259812
2011-01,819.7342816096265
2011-02,845.7635758268178
2011-03,867.145079744837
2011-04,909.405644542845
2011-05,894.7726863998507
2011-06,907.7744534121601
2011-07,944.1938781936539
2011-08,884.6360719354316
2011-09,728.6679508259148
2011-10,717.6058590480811
2011-11,732.1465752080089
2011-12,734.9448058871001
2012-01,716.8673711583878
2012-02,739.2211592194096
2012-03,770.0597643741725
2012-04,763.9059994572704
2012-05,732.0510332370939
2012-06,732.9099852335131
2012-07,734.8492513923651
2012-08,721.4144575385728
2012-09,743.6337873829823
2012-10,792.1889298735676
2012-11,862.2279795925218
2012-12,860.3165276306092
2013-01,884.3246500055757
2013-02,902.8135643223334
2013-03,1035.5539960359283
2013-04,1093.9521543759265
2013-05,998.9238218922591
2013-06,979.4308923615018
2013-07,963.4557999149787
2013-08,902.534649795318
2013-09,945.065479672393
2013-10,991.8574923197768
2013-11,1025.8581555499757
2013-12,1025.708913552437
2014-01,1019.1733240593826
2014-02,1024.2951853732604
2014-03,980.5963678565769
2014-04,934.5747285182756
2014-05,922.8411231811516
2014-06,955.7907661353661
2014-07,1002.9814291642026
2014-08,1024.950958702497
2014-09,1009.4880143694917
2014-10,1063.0488087711133
2014-11,1047.843970797388
2014-12,1013.9597317121916
2015-01,963.3761925474109
2015-02,966.5837251032585
2015-03,953.0371142889985
2015-04,1113.84299892725
2015-05,1199.6188926020538
2015-06,1152.3372969381558
2015-07,1187.2519201641185
2015-08,1082.4456883301682
2015-09,1048.3289473966245
2015-10,1046.8949794587172
2015-11,1009.0095563722413
2015-12,967.9104135785943
2016-01,908.0906149713461
2016-02,859.2777488315209
2016-03,917.3481909827118
2016-04,970.2749321104495
2016-05,907.2134021419744
2016-06,877.9420507821482
2016-07,871.3235413540403
2016-08,725.6629292744202
2016-09,828.9363666087312
2016-10,867.8114647797966
2016-11,740.6395732500432
2016-12,747.0248009907807
2017-01,742.5392503269367
2017-02,761.4121868589494
2017-03,739.4145048331774
2017-04,770.172637
2017-05,804.357704
2017-06,736.900794
2017-07,722.938206
2017-08,668.190543
2017-09,714.827835
2017-10,695.071511
2017-11,699.922654
2017-12,737.414611
2018-01,792.158002
2018-02,800.535336
2018-03,703.139036
2018-04,770.8561733237863
2018-05,742.5851210992396
2018-06,663.9159855098193
2018-07,658.0951842748052
2018-08,587.8402734564701
2018-09,511.3123815639762
2018-10,492.6785745704578
2018-11,504.6105747773475
2018-12,449.5979937890674
2019-01,414.64293102455287
2019-02,398.6001051063237
2019-03,397.0674034838962
2019-04,393.57892844522735
2019-05,370.0503911431387
2019-06,361.77726456060856
2019-07,324.35083473061445
2019-08,204.9345733725311
2019-09,214.64295873293966
2019-10,201.25612834729324
2019-11,180.18478270898962
2019-12,187.41702131462395
2020-01,219.3290473257039
2020-02,224.00257267827382
2020-03,198.98078595640635
2020-04,189.43970298603202
2020-05,207.15148464545743
2020-06,180.08286450000242
2020-07,157.45481018182036
2020-08,168.63215781818408
2020-09,172.5989013000021
2020-10,185.20430696304757
2020-11,201.8104216596097
2020-12,213.57308623634097
2021-01,218.98833255087342
2021-02,218.74808204889757
2021-03,200.58514409953256
2021-04,257.97545413655087
2021-05,274.94243649137616
2021-06,283.30906549099535
2021-07,333.79528362375424
2021-08,340.7173906662867
2021-09,366.41301117299423
2021-10,385.5133872697939
2021-11,429.086902487242
2021-12,439.3809709494871
2022-01,452.7562446239798
2022-02,538.2416894131233
2022-03,580.2044182773327
2022-04,549.6323641642076
2022-05,564.7530695151023
2022-06,484.58769171966793
2022-07,459.18712895348864
2022-08,437.8665497525755
2022-09,375.79846722977135
2022-10,366.2797977338006
2022-11,392.9819624778506
2022-12,396.01072519444295
2023-01,392.98196247785046
2023-02,380.10972093233306
