Date,IRELAND
1995-11,253.42902822718284
1995-12,259.32978528612546
1996-01,263.81517174804696
1996-02,267.5053261360547
1996-03,277.95441829220727
1996-04,286.8664610760004
1996-05,298.1606446689404
1996-06,302.09908035597454
1996-07,292.56974073849597
1996-08,305.1467344433124
1996-09,318.4643162749096
1996-10,328.2241928024515
1996-11,338.0917107434431
1996-12,342.3244216077273
1997-01,338.38570086204106
1997-02,347.815906891532
1997-03,343.39931147653743
1997-04,332.3390564202638
1997-05,347.5959620101778
1997-06,358.18602949071385
1997-07,378.8067255405147
1997-08,379.6145389537908
1997-09,391.53825484429234
1997-10,383.97303173975547
1997-11,380.9247954013874
1997-12,396.556785009217
1998-01,423.34587805582623
1998-02,470.6607107965497
1998-03,489.91020739288956
1998-04,529.1172407741919
1998-05,506.2375396956594
1998-06,504.44014759432406
1998-07,493.5587570920797
1998-08,424.41208838212617
1998-09,435.7636989286592
1998-10,460.37221122190215
1998-11,485.236500424638
1998-12,536.6443529361258
1999-01,545.6761029410424
1999-02,544.5012827226348
1999-03,535.2830706811282
1999-04,550.0318855112428
1999-05,486.8503944689131
1999-06,475.72317713680945
1999-07,495.3445785462572
1999-08,487.6171309973268
1999-09,467.1120130947303
1999-10,455.09284637167036
1999-11,460.69346656846125
1999-12,468.8489404602225
2000-01,442.92574247799143
2000-02,431.4445228921009
2000-03,460.22178514144196
2000-04,418.5261565284142
2000-05,396.12852328380166
2000-06,385.4220737541056
2000-07,361.7899624161809
2000-08,364.005786922554
2000-09,391.426342322153
2000-10,392.6286458165571
2000-11,382.46431426624116
2000-12,409.15096848078923
2001-01,415.49265650692746
2001-02,411.76450575204893
2001-03,380.39723942568816
2001-04,396.4033696910848
2001-05,409.2093478763273
2001-06,420.8838319768211
2001-07,411.37691140559645
2001-08,402.57698485255526
2001-09,353.6457447237631
2001-10,360.49697800289
2001-11,378.26204042552587
2001-12,397.70930251390416
2002-01,342.9903138245456
2002-02,313.17882532710325
2002-03,333.7821625652709
2002-04,340.2745945260082
2002-05,357.2183912810373
2002-06,337.76784882370873
2002-07,296.54088777599014
2002-08,310.68349590586047
2002-09,267.82115329690515
2002-10,301.30091102440423
2002-11,313.4103772343431
2002-12,293.34889171053817
2003-01,301.75421197995746
2003-02,292.90082000237675
2003-03,307.87326857214276
2003-04,342.7836672340727
2003-05,354.2372474901039
2003-06,350.0348593380139
2003-07,350.13101668925174
2003-08,356.0348173244597
2003-09,364.5938040005772
2003-10,375.7177144600906
2003-11,381.58082947576935
2003-12,421.93412782051047
2004-01,437.91841915349374
2004-02,434.209457412722
2004-03,446.90166280444043
2004-04,451.1620827425462
2004-05,455.53158506350786
2004-06,480.0033349146531
2004-07,465.70718870534125
2004-08,481.985153822652
2004-09,505.4543123807248
2004-10,523.114077051793
2004-11,565.4159876452786
2004-12,603.6720706159336
2005-01,588.8995663647474
2005-02,575.0928916779735
2005-03,534.9995749251525
2005-04,521.4256716165688
2005-05,533.7577152029849
2005-06,552.1299937012737
2005-07,570.0792335252199
2005-08,562.4399212059087
2005-09,562.2110844484256
2005-10,536.145909948993
2005-11,553.1570141010907
2005-12,589.8315520824602
2006-01,628.269989039013
2006-02,647.6396777193571
2006-03,678.5218302013844
2006-04,700.4821072170838
2006-05,688.5302595902223
2006-06,678.3188344257928
2006-07,674.4066327374132
2006-08,730.3590608984379
2006-09,737.3626541706454
2006-10,768.5800429583529
2006-11,800.3867089949189
2006-12,865.9577649451079
2007-01,824.1833526999968
2007-02,853.416778161303
2007-03,857.8102987206604
2007-04,884.0415070604595
2007-05,925.058384185855
2007-06,888.51010103298
2007-07,817.547063084235
2007-08,800.6263627842197
2007-09,779.372619523537
2007-10,797.6482724879785
2007-11,730.2321504646084
2007-12,691.9973732542003
2008-01,682.7747232532762
2008-02,673.3805518060284
2008-03,683.4379908885846
2008-04,692.7917026857814
2008-05,662.4504317663383
2008-06,562.5435962080454
2008-07,452.50906278217036
2008-08,439.84371756031493
2008-09,325.09820992911784
2008-10,247.9559393927169
2008-11,201.66067815764444
2008-12,194.28701417670356
2009-01,182.09649210899386
2009-02,159.28159100893458
2009-03,176.43259152911065
2009-04,200.94546386753618
2009-05,196.77946142884824
2009-06,188.0997963857905
2009-07,197.91298404860007
2009-08,208.48677078069116
2009-09,224.12615479512635
2009-10,199.7979238144097
2009-11,207.48228005768271
2009-12,218.1422776591782
2010-01,208.49118390948843
2010-02,200.30557650634856
2010-03,216.99237003629545
2010-04,234.58550557577175
2010-05,188.04631543828359
2010-06,173.9924153746706
2010-07,186.01356615059703
2010-08,157.32780174967903
2010-09,167.81795376526034
2010-10,171.25298592864974
2010-11,157.2509757437908
2010-12,178.62370265375455
2011-01,182.87616201862969
2011-02,195.05154480473163
2011-03,194.65964089352792
2011-04,215.8067316368425
2011-05,202.23197989341944
2011-06,209.35552351786677
2011-07,194.11816750875056
2011-08,181.36759765835703
2011-09,165.97895727028325
2011-10,187.21055157032956
2011-11,189.87920543096928
2011-12,203.1113709542092
2012-01,201.45101696922566
2012-02,213.53416687081017
2012-03,222.35510664707857
2012-04,218.0975161654317
2012-05,197.65560290015216
2012-06,212.1794540391937
2012-07,199.12503757650182
2012-08,198.39120444291936
2012-09,208.7438444288976
2012-10,207.3690439711987
2012-11,202.94276484901317
2012-12,214.76098765172313
2013-01,224.38265907451813
2013-02,232.40568952896655
2013-03,241.83603440701359
2013-04,238.79466497941252
2013-05,237.85386828104689
2013-06,233.06190172960467
2013-07,250.14176825792032
2013-08,260.75687021111906
2013-09,272.3157128896582
2013-10,292.0601884983138
2013-11,305.3662916190415
2013-12,303.14275033011603
2014-01,312.1865633128648
2014-02,372.18448494469806
2014-03,345.5964215127114
2014-04,348.4879083135704
2014-05,335.055923369025
2014-06,314.5545441846722
2014-07,303.27689433455515
2014-08,313.21884887246097
2014-09,304.42669618414845
2014-10,297.5232873346859
2014-11,319.3952850296391
2014-12,310.08125027505145
2015-01,298.0415780323181
2015-02,338.9650642496125
2015-03,321.25591852459866
2015-04,342.2552967849346
2015-05,342.85099716825727
2015-06,348.6162154591249
2015-07,364.98663116392805
2015-08,358.58466352798837
2015-09,337.6070697384261
2015-10,350.3845280645602
2015-11,360.58621429360824
2015-12,361.2197906523765
2016-01,333.84520898180256
2016-02,331.1149349958674
2016-03,346.2420782694039
2016-04,344.7788311714557
2016-05,353.0519160944791
2016-06,312.0681833457115
2016-07,324.65756704395426
2016-08,342.3918654281498
2016-09,335.2340338180906
2016-10,317.3655498827326
2016-11,321.28643219491045
2016-12,335.68712493597997
2017-01,337.3712100343914
2017-02,336.1367696580559
2017-03,348.28353072712576
2017-04,360.581454
2017-05,367.559348
2017-06,361.455118
2017-07,363.312489
2017-08,360.432289
2017-09,383.341815
2017-10,385.144296
2017-11,378.967001
2017-12,396.594254
2018-01,406.88803
2018-02,378.354028
2018-03,373.329957
2018-04,382.26785121522494
2018-05,394.67949101232034
2018-06,380.6451721571617
2018-07,380.314426635944
2018-08,373.3697142194026
2018-09,360.0290353358617
2018-10,330.73891135608096
2018-11,311.8170709183895
2018-12,296.21529297448023
2019-01,311.5855712691918
2019-02,329.72667055936785
2019-03,329.89420811904927
2019-04,350.9722875682739
2019-05,331.4165679259424
2019-06,345.53294684591003
2019-07,340.2416989476697
2019-08,332.6713986474886
2019-09,343.64748473618397
2019-10,368.3931919185756
2019-11,389.81133053024735
2019-12,407.2234765052393
2020-01,389.16130072523856
2020-02,361.1436048627791
2020-03,302.53206346867984
2020-04,328.36906628023235
2020-05,352.16361826904364
2020-06,362.0630556298033
2020-07,393.66117093943933
2020-08,418.7034061269781
2020-09,414.6976319528084
2020-10,411.4616090372693
2020-11,452.39250897217903
2020-12,468.52472638395983
2021-01,451.36628612398437
2021-02,454.3020171340371
2021-03,493.4536187236871
2021-04,497.72151340682314
2021-05,509.87780839602874
2021-06,505.36383120912996
2021-07,514.2849521105557
2021-08,544.655681929072
2021-09,505.26806597760515
2021-10,512.3733570120874
2021-11,464.8675374998654
2021-12,508.31692420265244
2022-01,471.8562783635692
2022-02,448.4743889146301
2022-03,406.0167223238613
2022-04,389.28961879599325
2022-05,391.8388163176525
2022-06,326.64996577259063
2022-07,349.9367819166804
2022-08,356.49107795583336
2022-09,308.68804797400395
2022-10,342.9718273867031
2022-11,371.74973963689746
2022-12,374.9645024835176
2023-01,424.14521036374566
2023-02,432.1711519869592
2023-03,455.30146197459095
2023-04,468.34407145554485
2023-05,448.6819067699962
2023-06,474.7691658802884
2023-07,509.0444768056803
