Date,TAIWAN
2014-02,205.26085501090043
2014-03,210.99381480230358
2014-04,213.50133601597804
2014-05,221.91122281809444
2014-06,232.7233708655229
2014-07,232.90926285871018
2014-08,241.31990423294639
2014-09,224.42789970088228
2014-10,230.04212195836666
2014-11,233.30706061691293
2014-12,228.2326412738655
2015-01,230.58114367944532
2015-02,239.0287419357917
2015-03,237.24332821253142
2015-04,247.9599298502022
2015-05,247.50236299684633
2015-06,239.66780637486838
2015-07,222.17058658296048
2015-08,204.4766927609675
2015-09,199.04599684373986
2015-10,210.13948286291887
2015-11,203.06803523333113
2015-12,201.49189429050568
2016-01,192.24563393378963
2016-02,200.11023042462602
2016-03,217.0415789175931
2016-04,205.5133994164468
2016-05,209.11335963800775
2016-06,218.578498288346
2016-07,233.08617295035995
2016-08,237.37319319743887
2016-09,244.1663338439157
2016-10,247.64937031274235
2016-11,241.94157599239173
2016-12,238.84775043282383
2017-01,250.6830633157196
2017-02,262.39012926348863
2017-03,266.98102111288154
2017-04,272.464567
2017-05,279.056741
2017-06,290.392151
2017-07,298.41366
2017-08,302.971169
2017-09,292.814127
2017-10,311.389731
2017-11,301.053171
2017-12,304.614173
2018-01,327.756117
2018-02,317.848709
2018-03,321.946683
2018-04,307.2315264176947
2018-05,306.7299747799714
2018-06,301.60098238371774
2018-07,317.0955966568312
2018-08,320.3649707103196
2018-09,321.32350328603286
2018-10,283.41973203092545
2018-11,281.31949742393243
2018-12,277.39683775397054
2019-01,282.1675939253302
2019-02,295.5728276523956
2019-03,302.3208420153099
2019-04,314.30960162560757
2019-05,289.8519789235205
2019-06,304.92294798230864
2019-07,314.77311860802746
2019-08,307.7520377300138
2019-09,320.7445403624603
2019-10,346.84412420852664
2019-11,352.1623037870179
2019-12,378.27709353863776
2020-01,360.5145829740687
2020-02,353.710275308497
2020-03,306.15053334521156
2020-04,349.3620277491559
2020-05,340.55539169945826
2020-06,371.6296521669713
2020-07,432.1149973784485
2020-08,424.4243143143
2020-09,433.083637057061
2020-10,438.7205531497479
2020-11,482.70533750706215
2020-12,533.327835654184
2021-01,568.1225640773341
2021-02,594.2524844513028
2021-03,591.5112447568464
2021-04,637.0866576568699
2021-05,629.471388045122
2021-06,633.4695729915179
2021-07,619.4819260193916
2021-08,647.1706431038889
2021-09,620.4042671079867
2021-10,624.367526496684
2021-11,638.1113752469047
2021-12,672.7107100764727
2022-01,659.4733863792699
2022-02,642.6818006612998
2022-03,628.4650959668725
2022-04,566.7940942324439
2022-05,587.3135876397893
2022-06,503.96345185373167
2022-07,518.8406938987006
2022-08,512.1114630455858
2022-09,431.0155308012257
2022-10,408.94708863278134
2022-11,499.7865418892811
2022-12,472.51096596174483
2023-01,532.3896050387244
2023-02,526.3685104201322
2023-03,542.2197282559601
2023-04,519.186218220949
2023-05,557.2964300330195
2023-06,566.7184832168081
2023-07,571.1438454344718
