Date,SWITZERLAND
1985-12,542.152178
1986-01,525.106178
1986-02,555.582429
1986-03,577.664157
1986-04,620.241713
1986-05,581.502644
1986-06,612.645449
1986-07,603.950153
1986-08,683.576698
1986-09,654.969801
1986-10,660.968914
1986-11,714.563425
1986-12,723.045846
1987-01,732.997272
1987-02,709.869089
1987-03,736.250729
1987-04,731.165503
1987-05,703.216345
1987-06,741.139076
1987-07,791.571871
1987-08,813.446963
1987-09,825.999782
1987-10,679.840568
1987-11,642.955862
1987-12,654.715262
1988-01,616.41325
1988-02,653.58986
1988-03,642.944708
1988-04,638.749155
1988-05,618.11576
1988-06,624.644056
1988-07,612.891633
1988-08,598.640995
1988-09,618.946796
1988-10,684.642964
1988-11,696.910461
1988-12,695.17354
1989-01,675.09293
1989-02,688.216014
1989-03,682.162519
1989-04,702.914342
1989-05,656.004793
1989-06,754.712896
1989-07,851.804363
1989-08,849.773555
1989-09,851.242857
1989-10,807.343543
1989-11,851.029887
1989-12,877.393751
1990-01,874.98556
1990-02,876.676284
1990-03,845.205849
1990-04,833.945787
1990-05,972.44054
1990-06,989.49521
1990-07,1004.534988
1990-08,896.322407
1990-09,790.786396
1990-10,838.521363
1990-11,821.5038
1990-12,822.720196
1991-01,868.583073
1991-02,927.427448
1991-03,882.407301
1991-04,884.712805
1991-05,920.70702
1991-06,833.325019
1991-07,883.998139
1991-08,883.302856
1991-09,892.845095
1991-10,891.100939
1991-11,881.947528
1991-12,952.4536066
1992-01,959.5636463999999
1992-02,965.9939267999999
1992-03,950.3438630999999
1992-04,961.5848413
1992-05,1034.3419732
1992-06,1067.4890599
1992-07,1086.8921523
1992-08,1110.2230921
1992-09,1199.3430618999998
1992-10,1090.6087330999999
1992-11,1045.2168935
1992-12,1116.6022229999999
1993-01,1105.044265
1993-02,1094.037088
1993-03,1164.3593489999998
1993-04,1195.265003
1993-05,1285.654653
1993-06,1286.356376
1993-07,1281.6330400000002
1993-08,1370.98865
1993-09,1416.956974
1993-10,1496.2138821758115
1993-11,1505.758521982239
1993-12,1627.9055918767908
1994-01,1777.7979499130918
1994-02,1673.1503326665277
1994-03,1653.243760609204
1994-04,1629.8030377029963
1994-05,1631.779350848478
1994-06,1647.5238459512454
1994-07,1609.2259293304592
1994-08,1676.3883454626798
1994-09,1665.08911607666
1994-10,1680.6867861036167
1994-11,1644.7700614631333
1994-12,1685.5715374201159
1995-01,1671.6237896351306
1995-02,1771.3992110212787
1995-03,1884.8463715085495
1995-04,1920.6705988161302
1995-05,2010.658432544428
1995-06,2069.561037118789
1995-07,2090.458853589503
1995-08,2039.0778724515403
1995-09,2215.6074225397024
1995-10,2308.6058091688064
1995-11,2337.670955229709
1995-12,2429.173204678323
1996-01,2282.975546119701
1996-02,2384.3826681176524
1996-03,2593.050007868314
1996-04,2491.4986453335564
1996-05,2407.8050020851792
1996-06,2527.3574786958598
1996-07,2476.2571840597393
1996-08,2583.602342952844
1996-09,2521.176025202866
1996-10,2513.6570934594633
1996-11,2534.914470057656
1996-12,2484.5416918901237
1997-01,2558.724936372056
1997-02,2590.602865103983
1997-03,2741.0462043182633
1997-04,2807.376920310335
1997-05,3016.858794048228
1997-06,3262.8597402964847
1997-07,3311.603606465311
1997-08,3003.8440533915514
1997-09,3311.396153072804
1997-10,3291.19926002987
1997-11,3394.3179837670746
1997-12,3583.8701662283665
1998-01,3720.3543951890383
1998-02,4073.6284922138007
1998-03,4161.605213637339
1998-04,4140.005645117866
1998-05,4317.38124442682
1998-06,4318.073356380799
1998-07,4633.726648020372
1998-08,3907.9293181021394
1998-09,3568.832916318248
1998-10,4086.7013341022966
1998-11,4288.374751645535
1998-12,4427.254286007584
1999-01,4323.470568766541
1999-02,4182.667509817743
1999-03,4135.963489589306
1999-04,4124.994320296388
1999-05,3916.4527600893257
1999-06,3852.196967254592
1999-07,4003.962501381061
1999-08,3999.2841921363315
1999-09,3989.7446704570675
1999-10,4062.3856070455704
1999-11,4031.166968951846
1999-12,4116.4911835802295
2000-01,3664.1860061832836
2000-02,3582.6273570856215
2000-03,3872.192676514772
2000-04,3739.409801644143
2000-05,3944.865417422869
2000-06,4096.525900999155
2000-07,4109.585036294115
2000-08,4017.0754660031744
2000-09,3795.8446076048153
2000-10,3828.703052275188
2000-11,3989.1189659623437
2000-12,4357.325879944343
2001-01,4265.059176317906
2001-02,3983.3868961681264
2001-03,3591.2991925180336
2001-04,3679.479229979392
2001-05,3634.04735190031
2001-06,3484.9321970042724
2001-07,3451.3229211276357
2001-08,3444.685836772209
2001-09,3285.7039978888297
2001-10,3286.4068432192694
2001-11,3357.9694011839997
2001-12,3425.7517401746013
2002-01,3235.615384364735
2002-02,3329.0430387565157
2002-03,3541.110736629291
2002-04,3637.1129827982572
2002-05,3774.976946148505
2002-06,3625.0870020857546
2002-07,3189.291618967506
2002-08,3185.01984240094
2002-09,2976.3241269870373
2002-10,3077.3326735672194
2002-11,3154.3104318838027
2002-12,3072.7171979700947
2003-01,2967.7407730018826
2003-02,2810.5916187506573
2003-03,2794.288366249327
2003-04,3111.5139603783955
2003-05,3302.7929772240386
2003-06,3299.1245558670043
2003-07,3429.08841386041
2003-08,3397.7859784113793
2003-09,3545.278570774995
2003-10,3624.004472858153
2003-11,3817.3002702497197
2003-12,4119.914714093802
2004-01,4227.541013207813
2004-02,4250.268008472754
2004-03,4144.732818063808
2004-04,4197.925688544654
2004-05,4231.625317024776
2004-06,4233.069051372413
2004-07,4089.0300456544496
2004-08,4040.085746742312
2004-09,4141.5363158034315
2004-10,4219.221956553358
2004-11,4529.4366589920055
2004-12,4736.182675448031
2005-01,4589.681121134523
2005-02,4849.210281329778
2005-03,4724.2592836054555
2005-04,4706.008889670765
2005-05,4706.879955189309
2005-06,4675.028084255177
2005-07,4927.415897531281
2005-08,4968.4114057221
2005-09,5135.62109731815
2005-10,5211.632151929061
2005-11,5393.070013318386
2005-12,5509.756999780602
2006-01,5842.85705091647
2006-02,5765.33633162545
2006-03,5900.77016966133
2006-04,6262.388318559077
2006-05,6067.810092331673
2006-06,6057.833252837289
2006-07,6247.471284958833
2006-08,6414.687578408309
2006-09,6508.799111178142
2006-10,6682.815745620667
2006-11,6896.397875010535
2006-12,7019.438077008296
2007-01,7150.762078191522
2007-02,7010.873303411769
2007-03,7191.8103822641615
2007-04,7701.356146049507
2007-05,7612.210181708338
2007-06,7420.865529976831
2007-07,7298.366221366887
2007-08,7258.8381855042135
2007-09,7536.125130189195
2007-10,7680.92771877642
2007-11,7691.025940129336
2007-12,7390.803458195975
2008-01,6975.830269872001
2008-02,7135.267435548576
2008-03,7235.589803396156
2008-04,7241.322916378684
2008-05,7220.081000091544
2008-06,6830.910548466428
2008-07,6794.515542104147
2008-08,6596.416188554357
2008-09,5926.99204288647
2008-10,5199.938933027141
2008-11,4727.281211367273
2008-12,5137.450408918232
2009-01,4513.003189910354
2009-02,4022.30755019003
2009-03,4346.888938569261
2009-04,4662.280212314575
2009-05,5103.836791451585
2009-06,5055.37175700463
2009-07,5617.258806433271
2009-08,5982.987120346471
2009-09,6200.472045706028
2009-10,6229.811455315265
2009-11,6333.861297238473
2009-12,6437.7980813225695
2010-01,6222.715201924909
2010-02,6339.874852180315
2010-03,6695.966547956956
2010-04,6353.768801341774
2010-05,5666.479558421278
2010-06,5908.340091991066
2010-07,6192.542018171642
2010-08,6346.916029548682
2010-09,6694.222637367038
2010-10,6846.866263692595
2010-11,6599.851015527116
2010-12,7197.028348455486
2011-01,7174.063461853765
2011-02,7428.279488887247
2011-03,7303.837407775319
2011-04,7998.108095725329
2011-05,8165.600811264911
2011-06,7809.613073936469
2011-07,7789.584582403388
2011-08,7272.881261991173
2011-09,6443.55872544454
2011-10,6986.080712879123
2011-11,6596.355896481256
2011-12,6709.468909685919
2012-01,6880.334789574552
2012-02,7234.689609203698
2012-03,7383.756971499164
2012-04,7289.449870150626
2012-05,6523.708715923023
2012-06,6935.1889250516415
2012-07,7087.322789548454
2012-08,7248.010775858728
2012-09,7473.931025984878
2012-10,7670.240237791023
2012-11,7972.377224578601
2012-12,8074.851492164805
2013-01,8772.278285354638
2013-02,8843.947203152778
2013-03,8982.080747654098
2013-04,9369.540353383429
2013-05,9130.942066554226
2013-06,8956.27380021014
2013-07,9301.147900935268
2013-08,9179.002744829171
2013-09,9804.653265312169
2013-10,10055.554852972931
2013-11,10117.079238163231
2013-12,10223.321990067978
2014-01,10023.115334832159
2014-02,10711.634187250555
2014-03,10707.520704258977
2014-04,10873.163583708276
2014-05,10991.926020180454
2014-06,10931.486074884544
2014-07,10496.554478526088
2014-08,10726.976263913042
2014-09,10447.450505821065
2014-10,10369.939069406953
2014-11,10714.966838943816
2014-12,10214.336075258083
2015-01,10283.249685791163
2015-02,10754.262665540791
2015-03,10698.749214147347
2015-04,11124.592535814389
2015-05,11269.396430815481
2015-06,10806.289043821513
2015-07,11286.489812886528
2015-08,10519.093574365417
2015-09,10053.533731411484
2015-10,10499.271443701584
2015-11,10161.149417535113
2015-12,10258.869851154739
2016-01,9488.46200441836
2016-02,9299.08850763779
2016-03,9693.848931081744
2016-04,9959.240749320124
2016-05,9951.483822887976
2016-06,9890.997405909022
2016-07,10134.405454911484
2016-08,10069.959907219736
2016-09,10150.59336186014
2016-10,9599.96013981322
2016-11,9364.19694682302
2016-12,9758.751442683944
2017-01,10150.314149871567
2017-02,10307.588444653205
2017-03,10572.46418449206
2017-04,10937.314384
2017-05,11540.31563
2017-06,11520.066377
2017-07,11620.303296
2017-08,11520.525948
2017-09,11746.542222
2017-10,11548.798828
2017-11,11795.196131
2017-12,11955.578949
2018-01,12466.859481
2018-02,11675.258112
2018-03,11439.601212
2018-04,11396.550551584482
2018-05,11024.530922658187
2018-06,11128.659978010743
2018-07,11854.583389099345
2018-08,11929.408059788146
2018-09,11936.616351572926
2018-10,11465.865369691042
2018-11,11493.273021377228
2018-12,10869.69271992825
2019-01,11540.775638378489
2019-02,12025.605893126929
2019-03,12294.856136534429
2019-04,12482.549255468744
2019-05,12453.70589458217
2019-06,13328.768794010746
2019-07,13238.962471762272
2019-08,13275.503697195518
2019-09,13362.804662122537
2019-10,13608.289742493565
2019-11,13775.80529425511
2019-12,14382.949503491089
2020-01,14496.547638867161
2020-02,13345.877533522027
2020-03,12725.3653467004
2020-04,13323.241285128686
2020-05,13699.758511650602
2020-06,14118.697255274745
2020-07,14693.700639350332
2020-08,15061.763097603627
2020-09,14834.833965106018
2020-10,14009.906053160876
2020-11,15309.770357829024
2020-12,16057.662626643301
2021-01,15728.552785298492
2021-02,15363.861576036632
2021-03,15737.826187754823
2021-04,16386.21365678782
2021-05,17203.572000847103
2021-06,17553.08294157572
2021-07,18144.01046222655
2021-08,18365.96734942967
2021-09,16977.90605234537
2021-10,18038.13077087253
2021-11,17774.29904240265
2021-12,19155.977823919337
2022-01,17661.41302615705
2022-02,17577.503580807042
2022-03,17923.889710987663
2022-04,17049.660815254865
2022-05,16491.011810195658
2022-06,15327.01359378011
2022-07,16047.19189793647
2022-08,15172.14695718674
2022-09,14171.589173146338
2022-10,14608.80736644022
2022-11,15758.304490984901
2022-12,15647.52568657611
2023-01,16604.116043324557
2023-02,16040.68301021996
2023-03,16699.205551713992
2023-04,17737.47910340533
2023-05,16930.24576118873
2023-06,17370.990218021696
2023-07,17996.025756235515
