Date,NETHERLANDS SMALL CAP
2017-10,208.70366581282096
2017-11,207.30305075667096
2017-12,214.17305676696012
2018-01,218.5233426814432
2018-02,212.86919679167113
2018-03,207.97143748911157
2018-04,210.53765607939823
2018-05,214.42683309281927
2018-06,210.3028539825337
2018-07,212.0993580017685
2018-08,211.334617727493
2018-09,209.2343762054932
2018-10,196.85283619087886
2018-11,190.78982409711057
2018-12,177.04392901659895
2019-01,189.60529265938936
2019-02,201.53259696228687
2019-03,201.20788093061938
2019-04,215.8387864791034
2019-05,200.36302335186684
2019-06,215.5737893195457
2019-07,219.83286854522152
2019-08,212.7369028577254
2019-09,219.5571174273793
2019-10,224.87692473961178
2019-11,233.6942134488377
2019-12,238.67777102931197
2020-01,239.07098595221518
2020-02,223.50076856370364
2020-03,166.55516692888216
2020-04,191.17133819037034
2020-05,195.04648729685235
2020-06,214.813399837919
2020-07,213.7125501242675
2020-08,229.35931040410225
2020-09,228.376343425487
2020-10,221.47841100812605
2020-11,264.07900991722556
2020-12,281.39537165803165
2021-01,292.1606486098934
2021-02,307.19159482427733
2021-03,343.38362362001175
2021-04,347.4148315499589
2021-05,362.0826095020431
2021-06,354.95766228175444
2021-07,361.7356301529968
2021-08,383.5814823149674
2021-09,375.80037863008175
2021-10,382.96744028620594
2021-11,380.5498637581879
2021-12,398.0143076678919
2022-01,396.6576250707499
2022-02,387.1180578513583
2022-03,400.2777382869638
2022-04,388.8985078910055
2022-05,388.24532672555137
2022-06,341.4582873315961
2022-07,363.7617233277218
2022-08,345.40224951678914
2022-09,320.87496685079196
2022-10,345.24062693882047
2022-11,370.3746176374145
2022-12,357.94531975570635
2023-01,386.4555813568041
2023-02,393.36600047374594
2023-03,381.760880827767
2023-04,386.6095779028603
2023-05,392.4081257295576
2023-06,391.9676176588027
2023-07,410.00978820818085
