Date,NETHERLANDS SMALL CAP
2000-12,100.0
2001-01,104.34161097728006
2001-02,103.80714083080784
2001-03,95.73746070731188
2001-04,101.50735938318071
2001-05,103.53718340378451
2001-06,97.53281338396181
2001-07,94.09431830748696
2001-08,90.11834492102223
2001-09,75.73015085276138
2001-10,82.90859348218821
2001-11,88.66395270217114
2001-12,91.99148027361838
2002-01,93.75496754125248
2002-02,95.15753606038186
2002-03,100.85184289645682
2002-04,96.57728189528568
2002-05,91.63622021440976
2002-06,82.4199389203079
2002-07,72.00684577188196
2002-08,68.48312259403016
2002-09,56.07036398912223
2002-10,62.20464646044155
2002-11,64.61404688045171
2002-12,61.73814961788246
2003-01,55.941034735690714
2003-02,50.06372705293151
2003-03,49.60244466814058
2003-04,56.522869581074794
2003-05,61.124588826461526
2003-06,65.35679552454879
2003-07,66.89652418077395
2003-08,72.80168287029858
2003-09,71.04949426553914
2003-10,76.07352790492413
2003-11,76.60499567289757
2003-12,77.55466844962699
2004-01,85.34811126310201
2004-02,90.15574791745381
2004-03,88.94113818351546
2004-04,86.66081125103197
2004-05,84.4248005783151
2004-06,87.30744693910425
2004-07,83.16393337398875
2004-08,81.98483017479244
2004-09,84.4382702165307
2004-10,82.95123738844465
2004-11,87.7182332621429
2004-12,90.49692178880936
2005-01,94.70414182681834
2005-02,99.80021937817814
2005-03,97.51622094170101
2005-04,93.40615600976982
2005-05,101.31032222367672
2005-06,108.73337698595937
2005-07,115.32529010783027
2005-08,116.60547994743055
2005-09,122.0877179065121
2005-10,115.66268292069716
2005-11,121.67181309214051
2005-12,127.92748987929569
2006-01,139.18476679551046
2006-02,149.00662248033177
2006-03,155.18829234900738
2006-04,158.08073423789227
2006-05,143.0744740331782
2006-06,142.05822840569988
2006-07,141.78919890183494
2006-08,139.68381950414005
2006-09,140.9009684682895
2006-10,144.585722043836
2006-11,146.7677455962473
2006-12,157.1456373403022
2007-01,163.3911734705413
2007-02,161.71560347972223
2007-03,168.60722517965965
2007-04,176.75440739299987
2007-05,182.1281627838471
2007-06,179.7761421177497
2007-07,181.14365857296315
2007-08,172.89067731945917
2007-09,164.55843057304162
2007-10,173.25944878481786
2007-11,156.8424538810443
2007-12,153.69353358162076
2008-01,136.4311330282689
2008-02,146.84406131628427
2008-03,144.7409594760339
2008-04,151.78565050682707
2008-05,155.65384784024442
2008-06,135.98313897981677
2008-07,129.45789064202282
2008-08,134.91438322420822
2008-09,115.62482665402297
2008-10,92.77884399758852
2008-11,79.47175223901422
2008-12,81.99190784628551
2009-01,81.22721915932455
2009-02,74.418582529513
2009-03,76.6026916037793
2009-04,89.85255018125768
2009-05,97.43976135264592
2009-06,98.23547962285238
2009-07,106.0525843568071
2009-08,120.43169558073754
2009-09,125.91144356187428
2009-10,122.52397477516077
2009-11,125.78861517701722
2009-12,132.59096698232798
2010-01,133.86701953892458
2010-02,132.70428493891293
2010-03,142.56037245309358
2010-04,143.02881088258388
2010-05,131.94177584999628
2010-06,129.92322993743502
2010-07,133.49031156912736
2010-08,129.95679169005555
2010-09,144.55327374695614
2010-10,151.23115290716422
2010-11,150.75921573142617
2010-12,166.02908982070267
2011-01,161.42104383314668
2011-02,162.941847980925
2011-03,166.5488078805881
2011-04,169.89353819284418
2011-05,166.65485901905885
2011-06,156.8990451627198
2011-07,143.2197294941782
2011-08,128.2387162412648
2011-09,121.26940226394667
2011-10,125.38427026438958
2011-11,115.1527178389059
2011-12,119.44868017493457
2012-01,129.82499113788705
2012-02,137.88930911858586
2012-03,140.76108078202734
2012-04,132.21679292237653
2012-05,123.41947660183584
2012-06,126.33622605261613
2012-07,124.97425558792864
2012-08,125.82151651278686
2012-09,127.66648974002425
2012-10,131.27716834989954
2012-11,131.42333898722973
2012-12,138.1767641506213
2013-01,142.6450022769871
2013-02,137.9727024618661
2013-03,138.28446128530166
2013-04,140.54321102743373
2013-05,146.41002171733368
2013-06,137.7443294503842
2013-07,147.41741031572815
2013-08,146.00626039528436
2013-09,155.81864494580802
2013-10,164.3053017823446
2013-11,164.43229305290274
2013-12,165.38512112498793
2014-01,166.13413108872282
2014-02,166.4779691690148
2014-03,168.88284514313986
2014-04,167.12740898356836
2014-05,167.73966327613326
2014-06,164.6240970762114
2014-07,155.86052863931715
2014-08,156.17693162537947
2014-09,153.28996507054902
2014-10,130.04580225586807
2014-11,135.4311117350562
2014-12,135.63429692098373
2015-01,143.22491618812856
2015-02,157.25969491313964
2015-03,164.85539047676053
2015-04,165.21781413816214
2015-05,164.72117633228876
2015-06,156.71563400970956
2015-07,162.2994292706923
2015-08,151.73063869665015
2015-09,145.08804196708505
2015-10,162.06539342651
2015-11,163.59345343806393
2015-12,159.5793879136225
2016-01,151.66453275303533
2016-02,150.92769973134213
2016-03,155.71469446737325
2016-04,155.65810156107366
2016-05,157.61225032566975
2016-06,144.5566265067942
2016-07,151.31041398364098
2016-08,155.50375111409014
2016-09,158.51892360028216
2016-10,159.6539202954278
2016-11,158.8019876420109
2016-12,167.83812859707805
2017-01,170.28448863837247
2017-02,173.8800790912103
2017-03,180.46965702950692
2017-04,190.16950288329602
2017-05,192.05766390583378
2017-06,189.91594208512905
2017-07,193.8173796517602
2017-08,190.012694836809
2017-09,201.81936748265406
