Date,SPAIN SMALL CAP
2000-12,100.0
2001-01,109.27573269366981
2001-02,109.82643517668481
2001-03,106.93628598057273
2001-04,111.12367506662775
2001-05,112.81730869419555
2001-06,110.15793219426097
2001-07,109.62577255787998
2001-08,108.49234043082942
2001-09,96.40216190576234
2001-10,102.98916758804627
2001-11,109.76533145158821
2001-12,107.82234098410851
2002-01,111.90517329192157
2002-02,115.27726706734411
2002-03,121.40536294683938
2002-04,126.83511038655107
2002-05,126.95833209972508
2002-06,119.68143793743953
2002-07,109.31025971588144
2002-08,105.26417113032909
2002-09,96.08456077045199
2002-10,101.7418144165011
2002-11,108.06061853002169
2002-12,101.01799472247393
2003-01,101.61554830098744
2003-02,103.16859320311261
2003-03,105.10542429511298
2003-04,111.65141235619872
2003-05,117.51987745484905
2003-06,125.86846863065193
2003-07,132.51943984999556
2003-08,135.0737540725382
2003-09,132.64901006356277
2003-10,140.14931002152656
2003-11,144.86580677310258
2003-12,148.1206774810676
2004-01,159.54044775638778
2004-02,167.88794454413858
2004-03,161.0569750166413
2004-04,164.41574222400368
2004-05,158.55946427846362
2004-06,161.8180274692582
2004-07,164.44518211607576
2004-08,164.05831653790133
2004-09,171.47103515100514
2004-10,177.3199085359756
2004-11,185.70099631004342
2004-12,194.32893455009992
2005-01,212.70591956160754
2005-02,226.32365155756412
2005-03,229.54550844686693
2005-04,226.53365926469297
2005-05,242.75279254211827
2005-06,252.6037620530938
2005-07,262.2811347535853
2005-08,262.0706618781962
2005-09,284.6918869083949
2005-10,271.2630826535767
2005-11,271.1751578055537
2005-12,272.47678130753474
2006-01,292.7715564153525
2006-02,306.311894370198
2006-03,320.6664492790393
2006-04,327.3290603682859
2006-05,299.9545723375027
2006-06,301.4123194594421
2006-07,304.3367756070828
2006-08,320.99930844441155
2006-09,340.0701097583285
2006-10,373.6196382156361
2006-11,389.02767500113293
2006-12,403.95135557033313
2007-01,445.9626467159632
2007-02,452.2715515041586
2007-03,468.17560753947265
2007-04,460.94979211191946
2007-05,468.2144104745682
2007-06,439.5761656265949
2007-07,452.71816509239903
2007-08,425.49298216063954
2007-09,409.5207185422973
2007-10,443.718333872684
2007-11,415.9053258646416
2007-12,378.0166969313907
2008-01,336.40232539970543
2008-02,339.2608949597337
2008-03,340.2604969853909
2008-04,341.24537081080484
2008-05,334.62239941928516
2008-06,295.4869194757483
2008-07,268.5403638709934
2008-08,272.87896919806934
2008-09,226.0133357633462
2008-10,195.36969797410475
2008-11,186.91610147224165
2008-12,179.28420265914534
2009-01,178.33809473900791
2009-02,162.71408037142277
2009-03,163.25667986678562
2009-04,193.19239718726644
2009-05,208.70676820988257
2009-06,210.4129623473705
2009-07,218.08633367056518
2009-08,231.81821881201842
2009-09,249.4284341825714
2009-10,228.5544825965547
2009-11,226.33721864921392
2009-12,235.94260916712332
2010-01,235.9641096809634
2010-02,226.44010401124945
2010-03,236.96686314390527
2010-04,232.70360344827375
2010-05,205.67238896528016
2010-06,203.0880461863155
2010-07,215.42811194115183
2010-08,214.54778007074958
2010-09,225.26483909171068
2010-10,236.19271244416808
2010-11,209.86054524286854
2010-12,231.06413772847242
2011-01,243.76820684763237
2011-02,251.95567377138838
2011-03,258.45784464302477
2011-04,261.72582266817113
2011-05,252.62178415056613
2011-06,238.77217385765687
2011-07,219.63793922231721
2011-08,197.25099161160688
2011-09,183.22635454644498
2011-10,197.79676389660955
2011-11,185.86689930661828
2011-12,184.80279794407318
2012-01,190.80390257257278
2012-02,191.17097387894972
2012-03,189.25730688869177
2012-04,174.0178417266481
2012-05,152.87209299940506
2012-06,163.91780487893126
2012-07,163.15371478780037
2012-08,173.47180956540063
2012-09,176.6297166170363
2012-10,182.25373236013883
2012-11,180.8350280816862
2012-12,193.44796039493687
2013-01,202.83249027875925
2013-02,207.7125530532836
2013-03,200.32408205073298
2013-04,207.18142978040518
2013-05,209.37345988713906
2013-06,210.14684538150036
2013-07,231.93516050965692
2013-08,233.5569473774746
2013-09,258.82603955329057
2013-10,278.5912705842343
2013-11,279.765382334532
2013-12,285.51968970094055
2014-01,303.7459948545431
2014-02,312.1800137134534
2014-03,319.56082729993915
2014-04,312.65734163738716
2014-05,323.8593332518237
2014-06,326.0480047329434
2014-07,314.670518281708
2014-08,312.09912858112176
2014-09,315.8286798353629
2014-10,302.0420342342396
2014-11,303.25864750561783
2014-12,297.782292321137
2015-01,318.0780784596093
2015-02,345.18697705905
2015-03,361.6567257259033
2015-04,359.29414762847927
2015-05,357.55005208691085
2015-06,348.27646393631716
2015-07,351.82988324586364
2015-08,329.12985293305593
2015-09,304.41162343520125
2015-10,330.9386701459282
2015-11,334.3095599032353
2015-12,322.5895758483925
2016-01,299.6352312465611
2016-02,297.5371192779157
2016-03,306.78195626437343
2016-04,314.320217587606
2016-05,316.9609432035982
2016-06,295.4063459841087
2016-07,316.1462121870568
2016-08,322.09947430041643
2016-09,326.14547823062975
2016-10,323.23585548397
2016-11,312.6652594551973
2016-12,328.69738961901993
2017-01,331.9325766455238
2017-02,340.69997769444586
2017-03,351.05410323684293
2017-04,364.71139658296875
2017-05,375.89440949915115
2017-06,350.06028649966896
2017-07,348.9563213315587
2017-08,346.64330360806474
2017-09,347.1399930925305
2017-10,351.9864293881941
2017-11,349.0952714567644
2017-12,353.8805585918874
2018-01,364.8411129913516
2018-02,360.0725497283619
2018-03,356.33747885405904
2018-04,371.2915630624278
2018-05,361.6180412562105
2018-06,361.36861340520386
2018-07,363.62946747634317
2018-08,361.80044478570414
2018-09,359.28586755014953
2018-10,325.74357445490597
2018-11,321.0730437079757
2018-12,303.92495008682766
2019-01,325.39452948748897
2019-02,326.08402463639226
2019-03,332.7646122977415
2019-04,341.3187627302629
2019-05,329.7524046139178
2019-06,334.0311884216738
2019-07,328.1580918202117
2019-08,320.9629519366454
2019-09,326.38270621520877
2019-10,337.087613312553
2019-11,349.2945366976822
2019-12,350.1724935033916
2020-01,343.7150725982079
2020-02,326.5846076324931
2020-03,251.0415007985725
2020-04,271.1799130944568
2020-05,272.19932937502233
2020-06,276.4618986271399
2020-07,270.84938283383235
2020-08,281.9775552474928
2020-09,277.9935839914623
2020-10,262.10611246520256
2020-11,316.5398749802361
2020-12,328.481357291086
2021-01,327.374130527055
2021-02,351.3365713535054
2021-03,369.69818769100067
2021-04,379.59684214613037
2021-05,390.21865419274013
2021-06,378.37303944754365
2021-07,383.0121513249299
2021-08,391.15327473625257
2021-09,390.5430830524793
2021-10,399.3037526820901
2021-11,377.2807747958214
2021-12,394.17509734093727
2022-01,389.3275567472667
2022-02,390.9756803413068
2022-03,399.257370406802
2022-04,405.2073319755959
2022-05,412.6515115980718
2022-06,380.7743025516506
2022-07,373.4935161693628
2022-08,366.66859387806943
2022-09,344.2267411162613
2022-10,368.3155692608885
2022-11,386.22839180355675
2022-12,386.34451295604595
2023-01,426.7143033270143
2023-02,436.87163897907817
2023-03,401.2539639055802
2023-04,395.41263540454645
2023-05,389.15662193043454
2023-06,408.73734221908836
2023-07,428.36777985390836
