Date,UNITED KINGDOM SMALL CAP
2017-05,343.9562902586223
2017-06,331.4692322764616
2017-07,334.6386625734936
2017-08,328.153338982337
2017-09,346.71716480214
2017-10,358.28642249273787
2017-11,351.3511900075239
2017-12,364.0233558736203
2018-01,363.47963375521545
2018-02,349.10202942655945
2018-03,350.1308178799035
2018-04,369.12715172725854
2018-05,380.8462667004802
2018-06,377.7296203385799
2018-07,375.6756949015284
2018-08,372.18281712148155
2018-09,365.03848390789335
2018-10,339.44758491342037
2018-11,326.39397293463065
2018-12,305.914916457715
2019-01,338.728755634206
2019-02,354.5895010204346
2019-03,357.39700693826325
2019-04,375.4320514478761
2019-05,351.4659912557336
2019-06,351.4488028390625
2019-07,348.4885614811689
2019-08,343.1168774421599
2019-09,363.22944546335066
2019-10,377.17539383679195
2019-11,396.8520217897439
2019-12,421.33494182537896
2020-01,410.29318282453715
2020-02,367.0212457909943
2020-03,273.5573758664035
2020-04,307.9150204160966
2020-05,310.13290192040097
2020-06,306.71176882859226
2020-07,304.3906882904579
2020-08,324.1929555665967
2020-09,312.7036217022441
2020-10,310.5229929932279
2020-11,354.03388723697316
2020-12,379.4752332991825
2021-01,379.28393071668523
2021-02,401.820757421593
2021-03,422.73432221404454
2021-04,438.5586034108592
2021-05,445.3456978564639
2021-06,437.2532732058046
2021-07,450.58299670547154
2021-08,472.21600876689
2021-09,448.7167968630574
2021-10,455.4738814348651
2021-11,437.90653805966724
2021-12,463.3689013773923
2022-01,430.59716443832355
2022-02,413.09568995635806
2022-03,405.84057704040487
2022-04,400.2249589458793
2022-05,389.8162621306742
2022-06,350.15705062923
2022-07,389.36801144070887
2022-08,354.52675622171597
2022-09,311.9199598747461
2022-10,332.6784484473773
2022-11,355.1501400671435
2022-12,340.284551910862
2023-01,363.7089242234997
2023-02,369.8332692651144
2023-03,349.4923729417115
2023-04,362.63157379656195
2023-05,356.3091676133702
2023-06,352.6311407441315
2023-07,370.01058424161215
