Date,UNITED KINGDOM SMALL CAP
2000-12,100.0
2001-01,106.07706415542255
2001-02,103.53233903607551
2001-03,98.37415554736346
2001-04,106.99131541040362
2001-05,114.92257880881944
2001-06,110.46999582021942
2001-07,103.49356408272799
2001-08,104.02786443110718
2001-09,82.69392628215685
2001-10,88.95618867991293
2001-11,97.86930764880015
2001-12,101.71372479583175
2002-01,99.70675759520117
2002-02,99.27047306300001
2002-03,105.76279520691928
2002-04,106.2089867454766
2002-05,101.28617550622117
2002-06,89.95314081655272
2002-07,80.59669565157645
2002-08,81.24456537906472
2002-09,75.04281599182757
2002-10,74.97790343069173
2002-11,76.0215834180887
2002-12,69.974994489838
2003-01,63.26331188874102
2003-02,61.182213575823184
2003-03,60.356647392522355
2003-04,66.91745400842855
2003-05,72.73990446004878
2003-06,76.95491661530824
2003-07,83.48274407040256
2003-08,89.65816030974977
2003-09,86.74487232218273
2003-10,93.94443239607457
2003-11,91.86644777141005
2003-12,92.1992880549597
2004-01,101.54609248777363
2004-02,108.4080964196704
2004-03,109.18954814777027
2004-04,108.04097123506685
2004-05,105.99866812864096
2004-06,110.08148416099542
2004-07,106.20865818124295
2004-08,103.77680092323875
2004-09,104.88303922053515
2004-10,106.30215743026643
2004-11,109.96950721459541
2004-12,113.72814046321892
2005-01,121.25085581701471
2005-02,121.89532236604293
2005-03,122.93877844773783
2005-04,118.17300110878188
2005-05,122.45620472101018
2005-06,126.81554960371557
2005-07,130.15240853127796
2005-08,134.76400951396317
2005-09,137.7087140324871
2005-10,134.39578948764543
2005-11,143.35362015530768
2005-12,149.4718365255864
2006-01,157.01807001693035
2006-02,162.429561915232
2006-03,163.264336906263
2006-04,165.14950592279186
2006-05,158.36589906299764
2006-06,157.73375545376095
2006-07,156.81438596203617
2006-08,161.9619966616539
2006-09,168.4611306545346
2006-10,176.76976518851725
2006-11,181.2390897084865
2006-12,190.73595393032917
2007-01,193.1029544551114
2007-02,190.55280763747894
2007-03,196.91390113405885
2007-04,201.5992505953901
2007-05,205.7741824816126
2007-06,199.06038642724266
2007-07,195.29508806402285
2007-08,188.908762509976
2007-09,170.82303354461183
2007-10,186.37006197608062
2007-11,162.4357321378414
2007-12,154.8924839323438
2008-01,140.6445573274856
2008-02,141.81772494037253
2008-03,134.1628368192655
2008-04,139.08520388929796
2008-05,139.99962520396795
2008-06,128.64856202359024
2008-07,124.72691226384129
2008-08,128.722225891988
2008-09,110.1081358412737
2008-10,88.12640663509094
2008-11,79.9003318656051
2008-12,71.08637303234404
2009-01,76.68489672204636
2009-02,74.81115808823131
2009-03,75.71306270842035
2009-04,93.28819502870903
2009-05,96.55779098860188
2009-06,98.12672377762202
2009-07,106.01521423888902
2009-08,114.83553180218806
2009-09,115.34264724639691
2009-10,114.43319527827917
2009-11,111.28895612057111
2009-12,119.33152438863968
2010-01,122.60602790010617
2010-02,119.28140838301842
2010-03,130.90721583926253
2010-04,138.53302013088012
2010-05,132.07216499188635
2010-06,132.8755433908975
2010-07,139.95762810224434
2010-08,139.56815915213303
2010-09,144.24855799622014
2010-10,147.72467914583066
2010-11,151.15925765961586
2010-12,162.0218634923966
2011-01,160.07497646010918
2011-02,163.08324490022034
2011-03,155.98905427340884
2011-04,162.88419792828475
2011-05,165.96859517742584
2011-06,159.02286462037063
2011-07,160.0009314806857
2011-08,143.39995694529745
2011-09,137.65665610628028
2011-10,146.88614640514174
2011-11,146.2870943064101
2011-12,146.6328684443105
2012-01,160.16441674450007
2012-02,171.29137203531658
2012-03,172.62812061002933
2012-04,176.64743267056951
2012-05,165.66255568332593
2012-06,169.09227606588684
2012-07,177.41477456533676
2012-08,182.51673212785326
2012-09,188.37040995771486
2012-10,190.88935223418684
2012-11,190.25045504985454
2012-12,196.31819335897254
2013-01,195.69481201390886
2013-02,204.33139265056766
2013-03,213.63520586317398
2013-04,213.2769169085143
2013-05,219.89367259855987
2013-06,211.33921278455693
2013-07,224.11371983704245
2013-08,228.77519668465072
2013-09,239.57854272247468
2013-10,246.9440751422169
2013-11,252.37576903512084
2013-12,261.42083713240805
2014-01,261.44274599244596
2014-02,280.0305549996816
2014-03,270.49340790666184
2014-04,262.44383952320163
2014-05,267.1894048248158
2014-06,265.65953936048464
2014-07,264.16567335353625
2014-08,271.1606976297187
2014-09,266.1498198416528
2014-10,266.63826511622057
2014-11,268.0615736407103
2014-12,280.71044148938125
2015-01,292.8082469225165
2015-02,323.67962245503065
2015-03,322.4793884749342
2015-04,328.90565295760274
2015-05,351.5865847817765
2015-06,346.38537351390306
2015-07,351.8162656160294
2015-08,333.25494681654794
2015-09,322.1877899728947
2015-10,339.99286798899334
2015-11,352.7251351658652
2015-12,339.267460729104
2016-01,307.54165485839087
2016-02,303.0611954078225
2016-03,309.3422648256704
2016-04,311.9039398015586
2016-05,330.14166612515515
2016-06,283.7996432707758
2016-07,298.1605387833904
2016-08,304.3769593745424
2016-09,304.22037947277755
2016-10,288.17114378189325
2016-11,304.4640063930038
2016-12,312.89247069610735
2017-01,312.3550312636743
2017-02,325.1053696715912
2017-03,328.1566880740422
2017-04,348.1649466912697
