Date,VIETNAM SMALL CAP
2010-11,1000.0
2010-12,1058.3737598806113
2011-01,1008.7087531021863
2011-02,825.8566733061755
2011-03,754.0306283830927
2011-04,668.3327719676417
2011-05,564.4284833381612
2011-06,587.8580819602214
2011-07,559.6050467711648
2011-08,601.7895533122701
2011-09,618.540013832056
2011-10,575.6561835139347
2011-11,497.8347727404249
2011-12,501.107902068077
2012-01,534.8575828768454
2012-02,617.5003017684296
2012-03,656.4910744565958
2012-04,764.129340735641
2012-05,708.904837018237
2012-06,664.7236486423545
2012-07,653.8922582367753
2012-08,589.1148163936535
2012-09,513.8132473800833
2012-10,520.5232853944838
2012-11,500.4721899359776
2012-12,576.7624092821186
2013-01,696.5863674537508
2013-02,708.2368322204095
2013-03,712.1434101033874
2013-04,662.9954091975861
2013-05,818.5398888281767
2013-06,714.9043479866045
2013-07,691.3581753620085
2013-08,706.0518739097014
2013-09,736.3504390531727
2013-10,751.7888791162937
2013-11,805.7135309886373
2013-12,829.0603681386024
2014-01,967.6428087408834
2014-02,1053.073158769133
2014-03,1098.9584855178473
2014-04,961.0048650727142
2014-05,957.2097962567485
2014-06,977.8273525584924
2014-07,1055.8450989481707
2014-08,1215.934378842972
2014-09,1272.666513652525
2014-10,1274.2164811962198
2014-11,1202.2622019157916
2014-12,1128.6702778813237
2015-01,1199.232071783907
2015-02,1214.177473496409
2015-03,1137.1606429759674
2015-04,1126.8666492495959
2015-05,1131.2961441284035
2015-06,1157.8149548916376
2015-07,1219.9477103771687
2015-08,1049.3005478264051
2015-09,1042.8632964814744
2015-10,1123.7327906460198
2015-11,1124.0211024582718
2015-12,1036.9828162300948
2016-01,979.7067538664035
2016-02,1003.3981292021482
2016-03,949.3385777637945
2016-04,984.8180348277151
2016-05,1065.9884718420174
2016-06,1087.2776338644326
2016-07,1085.887205887498
2016-08,1123.2848135862534
2016-09,1100.622375647151
2016-10,1092.806860547535
2016-11,1092.6445588830782
2016-12,1064.188959228669
2017-01,1065.5593261628426
2017-02,1125.7541041450218
2017-03,1176.4375092939958
2017-04,1129.5712944093482
2017-05,1145.8347519756605
2017-06,1187.9823285523055
2017-07,1126.8204201715494
2017-08,1073.0460195217906
2017-09,1061.6249732217193
2017-10,1009.7142774351702
2017-11,1094.2031571705863
2017-12,1123.761427659941
2018-01,1185.4778279143995
2018-02,1134.443667771963
2018-03,1158.726392827199
2018-04,1084.704748748575
2018-05,1002.778160577325
2018-06,972.274195232811
2018-07,1005.5358216550475
2018-08,1057.7579731097867
2018-09,1114.9756620379053
2018-10,1004.5192132587532
2018-11,1010.1740252687216
2018-12,971.520642851714
2019-01,961.4510454076794
2019-02,1052.604024177266
2019-03,1031.8983242646502
2019-04,1016.9874629455531
2019-05,993.644880644183
2019-06,976.3197926781991
2019-07,993.8525355600536
2019-08,994.758983360308
2019-09,1009.9872822483901
2019-10,969.0489992694588
2019-11,966.242370451939
2019-12,919.1547052574907
2020-01,904.5679719806492
2020-02,885.4483488898976
2020-03,659.9439530570804
2020-04,818.3667441012016
2020-05,882.8356564065258
2020-06,840.2169017214409
2020-07,779.5655973174645
2020-08,875.3111470495163
2020-09,962.9267528112575
2020-10,937.180334189081
2020-11,1007.7505996291156
2020-12,1137.1126619335325
2021-01,1140.6077828594116
2021-02,1267.8303996252039
2021-03,1385.9537057670666
2021-04,1378.276444716227
2021-05,1506.4133024446414
2021-06,1698.2525002921
2021-07,1628.0293599484362
2021-08,1818.6997072009904
2021-09,1861.7229081714852
2021-10,2080.901382084438
2021-11,2456.1602782964464
2021-12,2480.55999334778
2022-01,2209.816237113388
2022-02,2464.07479664712
2022-03,2538.583201083389
2022-04,2282.8046715561622
2022-05,2033.8358267689325
2022-06,1791.5034303728276
2022-07,1955.5869002991753
2022-08,2118.4652941372974
2022-09,1798.0092889770647
2022-10,1400.5306208873956
2022-11,1324.3741944975598
2022-12,1322.5252512788002
2023-01,1467.6678367850704
2023-02,1304.9819727144395
2023-03,1363.4285020542522
2023-04,1396.0922497677948
2023-05,1546.7098753719886
2023-06,1587.4352462759327
2023-07,1766.714002974622
