Date,CHILE SMALL CAP
2007-08,1067.2714626267307
2007-09,1027.7565468679286
2007-10,1086.5472461724444
2007-11,972.4283492228826
2007-12,939.770754726967
2008-01,877.1755404631958
2008-02,890.9290276534117
2008-03,853.7294066862921
2008-04,877.0155479669759
2008-05,809.8237295747605
2008-06,677.1230037053017
2008-07,701.9544313486905
2008-08,733.1066002344976
2008-09,641.1021247765296
2008-10,521.6568795025448
2008-11,540.9678176267086
2008-12,510.5224923547864
2009-01,616.921596449999
2009-02,631.796857611741
2009-03,610.3622743164937
2009-04,690.0208825639237
2009-05,787.4492992426211
2009-06,842.0282307799645
2009-07,835.1033252014211
2009-08,811.6297909186418
2009-09,853.2639891906013
2009-10,894.177032814073
2009-11,900.5726259864366
2009-12,986.6578305415857
2010-01,1028.6064089689996
2010-02,1099.5210431983455
2010-03,1103.2388904041893
2010-04,1173.7389010164586
2010-05,1216.8641018138644
2010-06,1275.8681664794299
2010-07,1342.1757157649065
2010-08,1527.5847109800907
2010-09,1565.0051994877863
2010-10,1582.3665822893283
2010-11,1732.1750581311965
2010-12,1801.105228483769
2011-01,1621.6696748990075
2011-02,1500.2939422416423
2011-03,1470.864264023996
2011-04,1516.0593854096185
2011-05,1510.9739029318362
2011-06,1254.7555056682527
2011-07,1198.371671137574
2011-08,1119.8469831980171
2011-09,904.5342297601384
2011-10,1031.408296717472
2011-11,1001.2348764373888
2011-12,990.53987257783
2012-01,1052.765082411619
2012-02,1119.0925817292518
2012-03,1192.4576967883909
2012-04,1187.2786516592528
2012-05,1116.5502599747201
2012-06,1136.8265383307894
2012-07,1197.8298723326006
2012-08,1133.5620260273172
2012-09,1175.0144889428489
2012-10,1244.6768630322103
2012-11,1174.4280635385112
2012-12,1216.5759875308577
2013-01,1274.6397241960813
2013-02,1335.293086600781
2013-03,1308.6247322928948
2013-04,1221.961112362589
2013-05,1140.6088948266638
2013-06,1029.8978740444886
2013-07,912.9591270421956
2013-08,873.6996744998871
2013-09,912.8956043792593
2013-10,892.7704529504826
2013-11,807.5680991862067
2013-12,803.8469450404044
2014-01,718.1527816363614
2014-02,730.048826966463
2014-03,774.8942418038038
2014-04,757.317819084821
2014-05,784.9265746952175
2014-06,753.4225675266188
2014-07,773.490112987865
2014-08,788.4384918026439
2014-09,818.7787613492962
2014-10,856.2464999484702
2014-11,840.3930014303638
2014-12,837.7722274230122
2015-01,859.1047857476057
2015-02,942.7539567756623
2015-03,951.2596068087655
2015-04,956.8112433577667
2015-05,940.5421936653039
2015-06,861.1666470143638
2015-07,810.4289324478672
2015-08,766.6697168935391
2015-09,755.5444543957353
2015-10,780.7305459436662
2015-11,764.6051835899267
2015-12,747.4777281051743
2016-01,743.4135805584043
2016-02,796.3225783638358
2016-03,833.6643305530292
2016-04,866.0666482322504
2016-05,864.2825771958026
2016-06,889.529156403334
2016-07,969.0870841460561
2016-08,954.6793209861761
2016-09,969.0953780715034
2016-10,1072.7275458107417
2016-11,1048.1147217350624
2016-12,1029.9398653853757
2017-01,1049.3939266738425
2017-02,1133.2650377208959
2017-03,1190.2669861236564
2017-04,1172.8330638307193
2017-05,1118.2701755035969
2017-06,1072.9739283594126
2017-07,1163.714973042885
2017-08,1225.6147443986988
2017-09,1239.8009273871003
2017-10,1318.2371311626737
2017-11,1117.6148117014352
2017-12,1358.6652544044362
2018-01,1384.2654954944087
2018-02,1381.0163067725275
2018-03,1287.7695459404245
2018-04,1330.96658842306
2018-05,1269.8328766648087
2018-06,1172.6026543792568
2018-07,1197.148455415338
2018-08,1109.890307931769
2018-09,1186.4320044774113
2018-10,1106.56880617364
2018-11,1160.2025275234714
2018-12,1123.5341175359927
2019-01,1251.4833580331447
2019-02,1245.463607396159
2019-03,1207.182206608657
2019-04,1214.4982754906516
2019-05,1123.6517135154156
2019-06,1192.4826383822308
2019-07,1150.9603085014746
2019-08,1072.1134473650268
2019-09,1127.073649690538
2019-10,964.6346903669578
2019-11,818.7111992846436
2019-12,906.6503145534596
2020-01,826.2883142943672
2020-02,739.5535729643509
2020-03,576.689124847211
2020-04,682.173750710876
2020-05,665.9892918865471
2020-06,716.3267272374975
2020-07,733.6199422321832
2020-08,708.3162523731995
2020-09,653.5133134101023
2020-10,622.7788551022983
2020-11,690.5839029134753
2020-12,743.8741229280835
2021-01,731.4899602166436
2021-02,777.0485879217727
2021-03,845.7552547904751
2021-04,780.7587952640371
2021-05,725.3068141343853
2021-06,748.8420209147437
2021-07,704.6345948866523
2021-08,700.7648820437539
2021-09,630.4580552316035
2021-10,596.6933204661043
2021-11,631.2811150157396
2021-12,644.9502183224486
2022-01,728.7333746301675
2022-02,662.7680117874428
2022-03,738.2663628232664
2022-04,676.9429636435344
2022-05,752.7345626829476
2022-06,615.3437661839458
2022-07,710.1449319214273
2022-08,795.2171904734084
2022-09,692.9213378983904
2022-10,709.8010238486256
2022-11,744.0493566444876
2022-12,828.029441239894
2023-01,861.526386973964
2023-02,857.7906472063845
2023-03,916.211096990382
2023-04,900.5194469724695
2023-05,952.4091849806516
2023-06,1002.3771974187196
2023-07,1034.5388068267296
