Date,CHILE SMALL CAP
1998-12,181.6776236262966
1999-01,175.26580186694497
1999-02,186.58172646178687
1999-03,211.17595505999418
1999-04,240.57927174419657
1999-05,248.53207247561866
1999-06,245.95360778596302
1999-07,241.71748204819485
1999-08,236.98313642565964
1999-09,227.77163207462306
1999-10,226.10405295701622
1999-11,248.7160057850529
1999-12,270.5055047599902
2000-01,312.73244657674195
2000-02,322.63540838963803
2000-03,319.624323723647
2000-04,320.1578461055062
2000-05,305.1686107848443
2000-06,285.98141699995415
2000-07,282.0251975876207
2000-08,294.2373150307103
2000-09,291.4576424624111
2000-10,293.36698752887196
2000-11,292.012782479328
2000-12,286.07584110226856
2001-01,310.2831824518791
2001-02,302.1462434301437
2001-03,307.0075178076136
2001-04,302.17715557249966
2001-05,345.05213299734095
2001-06,338.4265669152918
2001-07,315.5729457667366
2001-08,324.76039718123786
2001-09,286.2434739864309
2001-10,284.4430587202046
2001-11,318.58929182272277
2001-12,333.8715394171919
2002-01,334.21250756560624
2002-02,334.3212842354703
2002-03,350.9898979687407
2002-04,340.4553241156316
2002-05,326.7282086936489
2002-06,287.72655697618853
2002-07,271.0931092270036
2002-08,280.1225292994235
2002-09,250.5809499168749
2002-10,268.22552629808314
2002-11,277.8731931726352
2002-12,276.12511412922987
2003-01,264.14005145082126
2003-02,255.7838929456449
2003-03,260.43933172165146
2003-04,297.2412819364262
2003-05,296.2251596976209
2003-06,311.34916558625775
2003-07,333.0136003683281
2003-08,363.8154022861669
2003-09,364.3117156255655
2003-10,423.4555148388167
2003-11,391.4408225537958
2003-12,388.3145820474617
2004-01,382.7042759342851
2004-02,414.08953385600637
2004-03,404.9291341299489
2004-04,405.1326254984999
2004-05,377.3206478397928
2004-06,395.3767443638869
2004-07,416.41189876265014
2004-08,486.25170492588796
2004-09,534.7500165241204
2004-10,562.3278347713733
2004-11,579.6916160615979
2004-12,584.9136807066266
2005-01,574.9668440436195
2005-02,604.9314023313069
2005-03,657.5099020945827
2005-04,649.7808293351293
2005-05,638.1695521129384
2005-06,681.8455810144009
2005-07,791.2053672047479
2005-08,759.6729717995506
2005-09,819.6939654148695
2005-10,751.8269620572543
2005-11,763.7746814759134
2005-12,739.7950662783887
2006-01,758.0196804894929
2006-02,791.1551531059047
2006-03,784.6241141369605
2006-04,774.9221968862074
2006-05,724.3983797810132
2006-06,710.4628425995198
2006-07,697.7576521149576
2006-08,714.1955009728717
2006-09,739.1471480955761
2006-10,772.9921192539364
2006-11,794.6436099146489
2006-12,813.3029699037766
2007-01,895.1048042246995
2007-02,856.5711372361292
2007-03,875.5908986810532
2007-04,919.2675841527553
2007-05,1000.0
2007-06,1083.2314713709814
2007-07,1051.7534052183212
