Date,SWEDEN SMALL CAP
2007-04,332.36817006344467
2007-05,340.9187166279155
2007-06,327.5701839402457
2007-07,321.74673915058696
2007-08,302.739417688358
2007-09,301.7347876704188
2007-10,303.40574247138335
2007-11,288.04872773942213
2007-12,280.01571607587647
2008-01,247.19556307650717
2008-02,266.72004928662597
2008-03,261.1868389623346
2008-04,256.63791787345093
2008-05,267.88618427129614
2008-06,233.02678342986317
2008-07,219.33441344041336
2008-08,225.17461156006345
2008-09,179.8198622927905
2008-10,137.19098973233184
2008-11,117.45747897164078
2008-12,116.00882488210519
2009-01,117.97113905911462
2009-02,109.74535474621527
2009-03,116.06129737965401
2009-04,152.95429225772094
2009-05,159.64552070048586
2009-06,152.4319688371535
2009-07,176.1315224351597
2009-08,189.51382234319948
2009-09,199.07909425102827
2009-10,207.0819040256516
2009-11,210.36410745405453
2009-12,223.88233244031488
2010-01,229.79866907246821
2010-02,239.33777407422355
2010-03,260.44308676854166
2010-04,259.9957416872538
2010-05,240.73428029511498
2010-06,235.2120200077162
2010-07,253.45285505175036
2010-08,245.97648420198416
2010-09,284.9687918930947
2010-10,284.8946625156577
2010-11,287.88428846613016
2010-12,323.5660224819674
2011-01,323.5572746695769
2011-02,319.29006570887896
2011-03,325.31395228696874
2011-04,328.2800397288737
2011-05,327.0504702963668
2011-06,306.62480528838813
2011-07,296.8354843198687
2011-08,269.6305509962839
2011-09,248.869883920228
2011-10,281.4453921766794
2011-11,274.4067215975539
2011-12,290.5251689654389
2012-01,309.8661922936634
2012-02,323.90179779413677
2012-03,319.8859976345092
2012-04,319.20441074263744
2012-05,302.6459924266997
2012-06,306.3826829403504
2012-07,330.51876578335117
2012-08,325.3809102010888
2012-09,333.88427676005267
2012-10,322.85835213739097
2012-11,326.0393985621407
2012-12,339.12484052205144
2013-01,353.7663199874636
2013-02,391.41064180470386
2013-03,391.99161386091123
2013-04,388.51241128169863
2013-05,394.16281338565324
2013-06,373.17933850150035
2013-07,404.98331102365285
2013-08,402.2273979629082
2013-09,428.93312583456725
2013-10,436.36188837365563
2013-11,444.8402781631988
2013-12,454.30097238685715
2014-01,455.4693359088076
2014-02,488.8193002799305
2014-03,483.99269975205215
2014-04,494.22796802600874
2014-05,515.1535868833749
2014-06,510.16602239809436
2014-07,486.6769412965299
2014-08,488.8162270883176
2014-09,477.0759617578082
2014-10,485.9275253449875
2014-11,499.460835349637
2014-12,504.46790554600466
2015-01,541.7273344326793
2015-02,595.0096109223482
2015-03,596.1791580253135
2015-04,605.5021970332925
2015-05,602.4239165149799
2015-06,571.0059894979663
2015-07,597.4259709007346
2015-08,579.4818536421175
2015-09,585.1124307416767
2015-10,634.2656008084437
2015-11,689.2939961181537
2015-12,684.8704846505082
2016-01,619.181874416237
2016-02,642.5481301544073
2016-03,664.48419665659
2016-04,657.0413685696059
2016-05,683.5449598846478
2016-06,643.1349610393609
2016-07,681.7755828054909
2016-08,692.7407085413896
2016-09,705.6730765747781
2016-10,667.4520188802728
2016-11,665.4995941678621
2016-12,704.0379953321238
2017-01,707.2127206354407
2017-02,724.3678356969797
2017-03,722.600858954597
2017-04,757.5761649991443
2017-05,764.1817358461802
2017-06,752.6338953814638
2017-07,745.3804962469178
2017-08,738.4944615411731
2017-09,753.8938100925202
2017-10,756.0048413924733
2017-11,727.536247907482
2017-12,742.4033569016847
2018-01,751.9481819998703
2018-02,726.118123662124
2018-03,705.720332977422
2018-04,732.2268498161371
2018-05,755.8677377336229
2018-06,743.5406981899483
2018-07,780.6598255186699
2018-08,777.9910552616943
2018-09,783.9629106780626
2018-10,727.1942061823696
2018-11,713.2788310379703
2018-12,684.6537678990029
2019-01,729.6854313558291
2019-02,744.7678220339955
2019-03,759.1332262348163
2019-04,771.0123507432569
2019-05,751.116013002171
2019-06,792.5674024406751
2019-07,797.1420512712864
2019-08,780.6617016906192
2019-09,794.498682163851
2019-10,815.6154583028405
2019-11,858.5541036941692
2019-12,904.4353738353105
2020-01,900.3604402568036
2020-02,842.1030665738458
2020-03,687.9187842655954
2020-04,780.9564151401319
2020-05,867.5478813137801
2020-06,890.5319158811301
2020-07,957.4547641474335
2020-08,1004.1455234638437
2020-09,1054.63666855665
2020-10,982.1524317085023
2020-11,1099.2209021798049
2020-12,1179.5342852738759
2021-01,1154.1560825582048
2021-02,1187.517069839145
2021-03,1232.5605387849944
2021-04,1326.7565932935388
2021-05,1347.1134335267097
2021-06,1346.0889673956424
2021-07,1467.330514958705
2021-08,1496.7365983131795
2021-09,1379.013085454471
2021-10,1480.3612169879668
2021-11,1471.666419162718
2021-12,1509.8751508764863
2022-01,1294.411103960183
2022-02,1188.327116562106
2022-03,1265.7966242952211
2022-04,1192.3637445573827
2022-05,1151.050004003771
2022-06,950.451741907066
2022-07,1115.9208707194257
2022-08,985.36751499952
2022-09,859.3926109427424
2022-10,917.3662145909057
2022-11,972.0773813770365
2022-12,942.2489298356247
2023-01,1002.3011591013446
2023-02,1053.4590844251763
2023-03,1022.3549226015513
2023-04,1031.177761209882
2023-05,971.682804535256
2023-06,955.656934868187
2023-07,973.6478534133756
